,car_name,car_type,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price
3054,Nissan Sentra,Standard,2019-03-11,Portland,2019-03-09,Portland Bus Station,15:00,56
3055,Toyota Camry,Standard,2019-03-11,Portland,2019-03-09,Portland Bus Station,15:00,56
3056,Toyota Corolla,Standard,2019-03-11,Portland,2019-03-09,Union Station,15:00,60
3057,Toyota Prius,Standard,2019-03-11,Portland,2019-03-09,PDX International Airport,15:00,76
3058,Chevrolet Cruze,Standard,2019-03-11,,2019-03-09,PDX International Airport,15:00,72
3059,Chevrolet Cruze,Standard,2019-03-10,London,2019-03-08,Heathrow International Airport,13:30,74
3060,Honda Accord,Standard,2019-03-10,London,2019-03-08,Gatwick International Airport,13:30,64
3061,Hyundai Elantra,Standard,2019-03-10,London,2019-03-08,Heathrow International Airport,13:30,70
3062,Nissan Altima,Standard,2019-03-10,London,2019-03-08,Heathrow International Airport,13:30,62
3063,Toyota Prius,Standard,2019-03-10,London,2019-03-08,Heathrow International Airport,13:30,68
3064,Kia Forte,Compact,2019-03-10,London,2019-03-08,Gatwick International Airport,18:30,46
3065,Nissan Leaf,Compact,2019-03-10,London,2019-03-08,Gatwick International Airport,18:30,52
3066,Kia Forte,Compact,2019-03-10,,2019-03-08,Gatwick International Airport,18:30,46
3067,Chevrolet Cruze,Standard,2019-03-05,Los Angeles,2019-03-04,Union Station,13:30,30
3068,Ford Fusion,Standard,2019-03-05,Los Angeles,2019-03-04,LAX International Airport,13:30,33
3069,Honda Civic,Standard,2019-03-05,Los Angeles,2019-03-04,Union Station,13:30,35
3070,Hyundai Elantra,Standard,2019-03-05,Los Angeles,2019-03-04,LAX International Airport,13:30,33
3071,Toyota Camry,Standard,2019-03-05,Los Angeles,2019-03-04,LAX International Airport,13:30,30
3072,Toyota Corolla,Standard,2019-03-05,Los Angeles,2019-03-04,LAX International Airport,13:30,41
3073,Chevrolet Cruze,Standard,2019-03-05,,2019-03-04,Union Station,13:30,30
3074,Chevrolet Cruze,Standard,2019-03-11,Philadelphia,2019-03-10,30th Street Station,11:00,34
3075,Ford Fusion,Standard,2019-03-11,Philadelphia,2019-03-10,30th Street Station,11:00,30
3076,Hyundai Elantra,Standard,2019-03-11,Philadelphia,2019-03-10,Intercity Terminal,11:00,31
3077,Nissan Altima,Standard,2019-03-11,Philadelphia,2019-03-10,30th Street Station,11:00,32
3078,Nissan Sentra,Standard,2019-03-11,Philadelphia,2019-03-10,30th Street Station,11:00,24
3079,Toyota Corolla,Standard,2019-03-11,Philadelphia,2019-03-10,Intercity Terminal,11:00,31
3080,Toyota Prius,Standard,2019-03-11,Philadelphia,2019-03-10,Intercity Terminal,11:00,26
3081,Chevrolet Cruze,Standard,2019-03-11,,2019-03-10,30th Street Station,11:00,34
3082,Honda Accord,Standard,2019-03-11,,2019-03-06,Sky Harbor International Airport,16:30,170
3083,Hyundai Elantra,Standard,2019-03-14,Anaheim,2019-03-11,Anaheim Intermodal Center,10:00,96
3084,Toyota Camry,Standard,2019-03-14,Anaheim,2019-03-11,Anaheim Intermodal Center,10:00,105
3085,Chevrolet Cruze,Standard,2019-03-14,Anaheim,2019-03-11,John Wayne Airport,09:30,96
3086,Ford Fusion,Standard,2019-03-14,Anaheim,2019-03-11,John Wayne Airport,09:30,102
3087,Honda Accord,Standard,2019-03-14,Anaheim,2019-03-11,John Wayne Airport,09:30,90
3088,Nissan Altima,Standard,2019-03-14,Anaheim,2019-03-11,John Wayne Airport,09:30,129
3089,Hyundai Elantra,Standard,2019-03-14,,2019-03-11,Anaheim Intermodal Center,10:00,96
3090,Chevrolet Cruze,Standard,2019-03-14,Portland,2019-03-13,PDX International Airport,17:00,38
3091,Ford Fusion,Standard,2019-03-14,Portland,2019-03-13,Union Station,17:00,30
3092,Honda Accord,Standard,2019-03-14,Portland,2019-03-13,PDX International Airport,17:00,38
3093,Honda Civic,Standard,2019-03-14,Portland,2019-03-13,PDX International Airport,17:00,37
3094,Nissan Sentra,Standard,2019-03-14,Portland,2019-03-13,Portland Bus Station,17:00,27
3095,Toyota Camry,Standard,2019-03-14,Portland,2019-03-13,Portland Bus Station,17:00,31
3096,Toyota Corolla,Standard,2019-03-14,Portland,2019-03-13,Union Station,17:00,33
3097,Toyota Prius,Standard,2019-03-14,Portland,2019-03-13,PDX International Airport,17:00,38
3098,Chevrolet Cruze,Standard,2019-03-14,Portland,2019-03-13,PDX International Airport,11:00,38
3099,Honda Accord,Standard,2019-03-14,Portland,2019-03-13,PDX International Airport,11:00,38
3100,Honda Civic,Standard,2019-03-14,Portland,2019-03-13,PDX International Airport,11:00,37
3101,Nissan Sentra,Standard,2019-03-14,Portland,2019-03-13,Portland Bus Station,11:00,27
3102,Toyota Camry,Standard,2019-03-14,Portland,2019-03-13,Portland Bus Station,11:00,31
3103,Toyota Prius,Standard,2019-03-14,Portland,2019-03-13,PDX International Airport,11:00,38
3104,Honda Accord,Standard,2019-03-14,,2019-03-13,PDX International Airport,11:00,38
3105,Kia Forte,Compact,2019-03-14,Sacramento,2019-03-08,SMF International Airport,13:00,156
3106,Chevrolet Bolt,Compact,2019-03-14,Sacramento,2019-03-08,Sacramento Valley Station,12:30,168
3107,Mini Cooper,Compact,2019-03-14,Sacramento,2019-03-08,Sacramento Valley Station,12:30,156
3108,Volkswagen Golf,Compact,2019-03-14,Sacramento,2019-03-08,Sacramento Valley Station,12:30,126
3109,Ford Fusion,Standard,2019-03-09,Sacramento,2019-03-08,SMF International Airport,13:00,29
3110,Honda Accord,Standard,2019-03-09,Sacramento,2019-03-08,SMF International Airport,13:00,31
3111,Honda Civic,Standard,2019-03-09,Sacramento,2019-03-08,SMF International Airport,13:00,33
3112,Toyota Camry,Standard,2019-03-09,Sacramento,2019-03-08,SMF International Airport,13:00,30
3113,Toyota Corolla,Standard,2019-03-09,Sacramento,2019-03-08,Sacramento Valley Station,12:30,24
3114,Ford Fusion,Standard,2019-03-09,,2019-03-08,SMF International Airport,13:00,29
3115,Nissan Sentra,Standard,2019-03-10,Portland,2019-03-06,Portland Bus Station,10:00,104
3116,Toyota Camry,Standard,2019-03-10,Portland,2019-03-06,Portland Bus Station,10:00,120
3117,Chevrolet Cruze,Standard,2019-03-10,Portland,2019-03-06,PDX International Airport,09:30,108
3118,Honda Accord,Standard,2019-03-10,Portland,2019-03-06,PDX International Airport,09:30,116
3119,Honda Civic,Standard,2019-03-10,Portland,2019-03-06,PDX International Airport,09:30,124
3120,Toyota Prius,Standard,2019-03-10,Portland,2019-03-06,PDX International Airport,09:30,136
3121,Toyota Camry,Standard,2019-03-10,,2019-03-06,Portland Bus Station,10:00,120
3122,Ford Fusion,Standard,2019-03-12,Anaheim,2019-03-05,John Wayne Airport,13:30,252
3123,Hyundai Elantra,Standard,2019-03-12,Anaheim,2019-03-05,Anaheim Intermodal Center,13:30,217
3124,Nissan Altima,Standard,2019-03-12,Anaheim,2019-03-05,John Wayne Airport,13:30,217
3125,Chevrolet Cruze,Standard,2019-03-12,Anaheim,2019-03-07,John Wayne Airport,13:30,150
3126,Ford Fusion,Standard,2019-03-12,Anaheim,2019-03-07,John Wayne Airport,13:30,170
3127,Honda Accord,Standard,2019-03-12,Anaheim,2019-03-07,John Wayne Airport,13:30,165
3128,Hyundai Elantra,Standard,2019-03-12,Anaheim,2019-03-07,Anaheim Intermodal Center,13:30,180
3129,Honda Accord,Standard,2019-03-12,,2019-03-07,John Wayne Airport,13:30,165
3130,Ford Fusion,Standard,2019-03-11,San Diego,2019-03-07,SAN International Airport,16:30,124
3131,Honda Accord,Standard,2019-03-11,San Diego,2019-03-07,Santa Fe Depot,16:30,132
3132,Honda Civic,Standard,2019-03-11,San Diego,2019-03-07,Santa Fe Depot,16:30,136
3133,Hyundai Elantra,Standard,2019-03-11,San Diego,2019-03-07,SAN International Airport,16:30,140
3134,Nissan Sentra,Standard,2019-03-11,San Diego,2019-03-07,Santa Fe Depot,16:30,96
3135,Toyota Camry,Standard,2019-03-11,San Diego,2019-03-07,SAN International Airport,16:30,152
3136,Chevrolet Cruze,Standard,2019-03-11,Paris,2019-03-07,Charles de Gaulle International Airport,16:30,140
3137,Honda Accord,Standard,2019-03-11,Paris,2019-03-07,Charles de Gaulle International Airport,16:30,116
3138,Nissan Sentra,Standard,2019-03-11,Paris,2019-03-07,Charles de Gaulle International Airport,16:30,140
3139,Toyota Prius,Standard,2019-03-11,Paris,2019-03-07,Charles de Gaulle International Airport,16:30,144
3140,Honda Accord,Standard,2019-03-11,,2019-03-07,Charles de Gaulle International Airport,16:30,116
3141,Ford Fusion,Standard,2019-03-10,Chicago,2019-03-09,Chicago Union Station,14:00,31
3142,Honda Accord,Standard,2019-03-10,Chicago,2019-03-09,O'Hare International Airport,14:00,31
3143,Nissan Altima,Standard,2019-03-10,Chicago,2019-03-09,O'Hare International Airport,14:00,37
3144,Nissan Sentra,Standard,2019-03-10,Chicago,2019-03-09,Chicago Union Station,14:00,29
3145,Toyota Prius,Standard,2019-03-10,Chicago,2019-03-09,O'Hare International Airport,14:00,30
3146,Ford Fusion,Standard,2019-03-10,,2019-03-09,Chicago Union Station,14:00,31
3147,Honda Fit,Compact,2019-03-02,Philadelphia,2019-03-01,Intercity Terminal,09:30,23
3148,Hyundai Elantra,Standard,2019-03-02,Philadelphia,2019-03-01,Intercity Terminal,09:30,27
3149,Jeep Cherokee,Full-size,2019-03-02,Philadelphia,2019-03-01,Intercity Terminal,09:30,39
3150,Mini Cooper,Compact,2019-03-02,Philadelphia,2019-03-01,Intercity Terminal,09:30,22
3151,Subaru Forester,Full-size,2019-03-02,Philadelphia,2019-03-01,Intercity Terminal,09:30,39
3152,Toyota Corolla,Standard,2019-03-02,Philadelphia,2019-03-01,Intercity Terminal,09:30,26
3153,Toyota Prius,Standard,2019-03-02,Philadelphia,2019-03-01,Intercity Terminal,09:30,36
3154,Chevrolet Cruze,Standard,2019-03-02,Philadelphia,2019-03-01,30th Street Station,10:00,27
3155,Chevrolet Equinox,Full-size,2019-03-02,Philadelphia,2019-03-01,30th Street Station,10:00,43
3156,Ford Fusion,Standard,2019-03-02,Philadelphia,2019-03-01,30th Street Station,10:00,25
3157,Hyundai Elantra,Standard,2019-03-02,,2019-03-01,Intercity Terminal,09:30,27
3158,Honda Accord,Standard,2019-03-05,New York,2019-03-03,Grand Central Station,17:00,56
3159,Honda Civic,Standard,2019-03-05,New York,2019-03-03,JFK International Airport,17:00,60
3160,Hyundai Elantra,Standard,2019-03-05,New York,2019-03-03,Port Authority Station,17:00,62
3161,Nissan Altima,Standard,2019-03-05,New York,2019-03-03,Port Authority Station,17:00,62
3162,Toyota Camry,Standard,2019-03-05,New York,2019-03-03,JFK International Airport,17:00,64
3163,Toyota Corolla,Standard,2019-03-05,New York,2019-03-03,Grand Central Station,17:00,52
3164,Toyota Prius,Standard,2019-03-05,New York,2019-03-03,Port Authority Station,17:00,64
3165,Hyundai Elantra,Standard,2019-03-05,New York,2019-03-02,Port Authority Station,09:30,81
3166,Nissan Altima,Standard,2019-03-05,New York,2019-03-02,Port Authority Station,09:30,78
3167,Toyota Prius,Standard,2019-03-05,New York,2019-03-02,Port Authority Station,09:30,84
3168,Honda Civic,Standard,2019-03-05,New York,2019-03-02,JFK International Airport,10:00,90
3169,Toyota Camry,Standard,2019-03-05,New York,2019-03-02,JFK International Airport,10:00,105
3170,Toyota Corolla,Standard,2019-03-05,New York,2019-03-02,JFK International Airport,10:00,90
3171,Hyundai Elantra,Standard,2019-03-05,,2019-03-02,Port Authority Station,09:30,81
3172,Chevrolet Equinox,Full-size,2019-03-06,Philadelphia,2019-03-04,30th Street Station,10:00,76
3173,Nissan Rogue,Full-size,2019-03-06,Philadelphia,2019-03-04,30th Street Station,10:00,62
3174,Jeep Cherokee,Full-size,2019-03-06,Philadelphia,2019-03-04,Intercity Terminal,09:30,78
3175,Subaru Forester,Full-size,2019-03-06,Philadelphia,2019-03-04,Intercity Terminal,09:30,80
3176,Chevrolet Equinox,Full-size,2019-03-05,Philadelphia,2019-03-04,30th Street Station,10:00,43
3177,Nissan Rogue,Full-size,2019-03-05,Philadelphia,2019-03-04,30th Street Station,10:00,39
3178,Jeep Cherokee,Full-size,2019-03-05,Philadelphia,2019-03-04,Intercity Terminal,09:30,44
3179,Subaru Forester,Full-size,2019-03-05,Philadelphia,2019-03-04,Intercity Terminal,09:30,40
3180,Nissan Rogue,Full-size,2019-03-05,,2019-03-04,30th Street Station,10:00,39
3181,Chevrolet Cruze,Standard,2019-03-06,Portland,2019-03-04,PDX International Airport,13:30,72
3182,Ford Fusion,Standard,2019-03-06,Portland,2019-03-04,Union Station,13:30,56
3183,Honda Accord,Standard,2019-03-06,Portland,2019-03-04,PDX International Airport,13:30,56
3184,Honda Civic,Standard,2019-03-06,Portland,2019-03-04,PDX International Airport,13:30,68
3185,Nissan Sentra,Standard,2019-03-06,Portland,2019-03-04,Portland Bus Station,13:30,62
3186,Toyota Camry,Standard,2019-03-06,Portland,2019-03-04,Portland Bus Station,13:30,58
3187,Toyota Corolla,Standard,2019-03-06,Portland,2019-03-04,Union Station,13:30,58
3188,Toyota Prius,Standard,2019-03-06,Portland,2019-03-04,PDX International Airport,13:30,62
3189,Chevrolet Cruze,Standard,2019-03-06,,2019-03-04,PDX International Airport,13:30,72
3190,Ford Fusion,Standard,2019-03-13,San Diego,2019-03-12,SAN International Airport,14:00,33
3191,Honda Accord,Standard,2019-03-13,San Diego,2019-03-12,Santa Fe Depot,14:00,30
3192,Honda Civic,Standard,2019-03-13,San Diego,2019-03-12,Santa Fe Depot,14:00,33
3193,Hyundai Elantra,Standard,2019-03-13,San Diego,2019-03-12,SAN International Airport,14:00,37
3194,Nissan Sentra,Standard,2019-03-13,San Diego,2019-03-12,Santa Fe Depot,14:00,29
3195,Toyota Camry,Standard,2019-03-13,San Diego,2019-03-12,SAN International Airport,14:00,30
3196,Ford Fusion,Standard,2019-03-13,,2019-03-12,SAN International Airport,14:00,33
3197,Chevrolet Cruze,Standard,2019-03-09,Anaheim,2019-03-06,John Wayne Airport,14:00,99
3198,Ford Fusion,Standard,2019-03-09,Anaheim,2019-03-06,John Wayne Airport,14:00,93
3199,Honda Accord,Standard,2019-03-09,Anaheim,2019-03-06,John Wayne Airport,14:00,102
3200,Hyundai Elantra,Standard,2019-03-09,Anaheim,2019-03-06,Anaheim Intermodal Center,14:00,99
3201,Nissan Altima,Standard,2019-03-09,Anaheim,2019-03-06,John Wayne Airport,14:00,102
3202,Toyota Camry,Standard,2019-03-09,Anaheim,2019-03-06,Anaheim Intermodal Center,14:00,72
3203,Chevrolet Cruze,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,13:30,72
3204,Ford Fusion,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,13:30,74
3205,Honda Accord,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,13:30,78
3206,Hyundai Elantra,Standard,2019-03-09,Anaheim,2019-03-07,Anaheim Intermodal Center,13:30,62
3207,Nissan Altima,Standard,2019-03-09,Anaheim,2019-03-07,John Wayne Airport,13:30,66
3208,Toyota Camry,Standard,2019-03-09,Anaheim,2019-03-07,Anaheim Intermodal Center,13:30,64
3209,Ford Fusion,Standard,2019-03-09,,2019-03-07,John Wayne Airport,13:30,74
3210,Chevrolet Bolt,Compact,2019-03-02,Long Beach,2019-03-01,LGB Airport,17:00,32
3211,Honda Fit,Compact,2019-03-02,Long Beach,2019-03-01,LGB Airport,17:00,23
3212,Nissan Leaf,Compact,2019-03-02,Long Beach,2019-03-01,Downtown Station,17:00,23
3213,Honda Fit,Compact,2019-03-02,,2019-03-01,LGB Airport,17:00,23
3214,Chevrolet Cruze,Standard,2019-03-10,Vancouver,2019-03-09,Pacific Central Station,13:00,34
3215,Honda Accord,Standard,2019-03-10,Vancouver,2019-03-09,YVR International Airport,12:30,31
3216,Hyundai Elantra,Standard,2019-03-10,Vancouver,2019-03-09,YVR International Airport,12:30,30
3217,Nissan Altima,Standard,2019-03-10,Vancouver,2019-03-09,YVR International Airport,12:30,37
3218,Nissan Sentra,Standard,2019-03-10,Vancouver,2019-03-09,Pacific Central Station,13:00,32
3219,Toyota Corolla,Standard,2019-03-10,Vancouver,2019-03-09,YVR International Airport,12:30,32
3220,Toyota Prius,Standard,2019-03-10,Vancouver,2019-03-09,Pacific Central Station,13:00,39
3221,Chevrolet Cruze,Standard,2019-03-10,Vancouver,2019-03-09,Pacific Central Station,17:00,34
3222,Honda Accord,Standard,2019-03-10,Vancouver,2019-03-09,YVR International Airport,17:00,31
3223,Hyundai Elantra,Standard,2019-03-10,Vancouver,2019-03-09,YVR International Airport,17:00,30
3224,Nissan Altima,Standard,2019-03-10,Vancouver,2019-03-09,YVR International Airport,17:00,37
3225,Nissan Sentra,Standard,2019-03-10,Vancouver,2019-03-09,Pacific Central Station,17:00,32
3226,Hyundai Elantra,Standard,2019-03-10,,2019-03-09,YVR International Airport,17:00,30
3227,Ford Fusion,Standard,2019-03-12,Portland,2019-03-05,Union Station,17:00,217
3228,Honda Accord,Standard,2019-03-12,Portland,2019-03-05,Portland Bus Station,17:00,238
3229,Nissan Sentra,Standard,2019-03-12,Portland,2019-03-05,Portland Bus Station,17:00,266
3230,Toyota Camry,Standard,2019-03-12,Portland,2019-03-05,Portland Bus Station,17:00,245
3231,Honda Accord,Standard,2019-03-12,,2019-03-05,Portland Bus Station,17:00,238
3232,Chevrolet Cruze,Standard,2019-03-08,Fresno,2019-03-05,Fresno Station,18:00,93
3233,Honda Accord,Standard,2019-03-08,Fresno,2019-03-05,Fresno Station,18:00,99
3234,Toyota Camry,Standard,2019-03-08,Fresno,2019-03-05,Fresno Station,18:00,96
3235,Chevrolet Cruze,Standard,2019-03-08,,2019-03-05,Fresno Station,18:00,93
3236,Chevrolet Cruze,Standard,2019-03-10,Toronto,2019-03-07,Toronto Pearson International Airport,18:00,84
3237,Toyota Camry,Standard,2019-03-10,Toronto,2019-03-07,Toronto Pearson International Airport,18:00,96
3238,Toyota Camry,Standard,2019-03-10,,2019-03-07,Toronto Pearson International Airport,18:00,96
3239,Honda Civic,Standard,2019-03-13,New York,2019-03-11,JFK International Airport,10:30,62
3240,Hyundai Elantra,Standard,2019-03-13,New York,2019-03-11,Port Authority Station,10:30,54
3241,Nissan Altima,Standard,2019-03-13,New York,2019-03-11,Port Authority Station,10:30,60
3242,Toyota Camry,Standard,2019-03-13,New York,2019-03-11,JFK International Airport,10:30,66
3243,Toyota Corolla,Standard,2019-03-13,New York,2019-03-11,JFK International Airport,10:30,46
3244,Toyota Prius,Standard,2019-03-13,New York,2019-03-11,Port Authority Station,10:30,58
3245,Honda Civic,Standard,2019-03-13,,2019-03-11,JFK International Airport,10:30,62
3246,Chevrolet Bolt,Compact,2019-03-02,Paris,2019-03-01,Charles de Gaulle International Airport,14:00,29
3247,Honda Fit,Compact,2019-03-02,Paris,2019-03-01,Charles de Gaulle International Airport,14:00,28
3248,Mini Cooper,Compact,2019-03-02,Paris,2019-03-01,Charles de Gaulle International Airport,14:00,33
3249,Nissan Leaf,Compact,2019-03-02,Paris,2019-03-01,Charles de Gaulle International Airport,14:00,26
3250,Chevrolet Bolt,Compact,2019-03-02,,2019-03-01,Charles de Gaulle International Airport,14:00,29
3251,Chevrolet Cruze,Standard,2019-03-13,Anaheim,2019-03-12,John Wayne Airport,09:30,31
3252,Ford Fusion,Standard,2019-03-13,Anaheim,2019-03-12,John Wayne Airport,09:30,29
3253,Honda Accord,Standard,2019-03-13,Anaheim,2019-03-12,John Wayne Airport,09:30,34
3254,Nissan Altima,Standard,2019-03-13,Anaheim,2019-03-12,John Wayne Airport,09:30,30
3255,Hyundai Elantra,Standard,2019-03-13,Anaheim,2019-03-12,Anaheim Intermodal Center,10:00,25
3256,Toyota Camry,Standard,2019-03-13,Anaheim,2019-03-12,Anaheim Intermodal Center,10:00,30
3257,Chevrolet Cruze,Standard,2019-03-13,,2019-03-12,John Wayne Airport,09:30,31
3258,Honda Accord,Standard,2019-03-07,New York,2019-03-03,Grand Central Station,18:30,112
3259,Honda Civic,Standard,2019-03-07,New York,2019-03-03,JFK International Airport,18:30,132
3260,Hyundai Elantra,Standard,2019-03-07,New York,2019-03-03,JFK International Airport,18:30,116
3261,Toyota Camry,Standard,2019-03-07,New York,2019-03-03,JFK International Airport,18:30,116
3262,Toyota Corolla,Standard,2019-03-07,New York,2019-03-03,Grand Central Station,18:30,128
3263,Hyundai Elantra,Standard,2019-03-07,,2019-03-03,JFK International Airport,18:30,116
3264,Chevrolet Cruze,Standard,2019-03-13,Philadelphia,2019-03-11,PHL International Airport,18:00,68
3265,Ford Fusion,Standard,2019-03-13,Philadelphia,2019-03-11,PHL International Airport,18:00,62
3266,Honda Civic,Standard,2019-03-13,Philadelphia,2019-03-11,PHL International Airport,18:00,58
3267,Hyundai Elantra,Standard,2019-03-13,Philadelphia,2019-03-11,Intercity Terminal,18:00,64
3268,Nissan Altima,Standard,2019-03-13,Philadelphia,2019-03-11,30th Street Station,18:00,66
3269,Nissan Sentra,Standard,2019-03-13,Philadelphia,2019-03-11,30th Street Station,18:00,66
3270,Toyota Corolla,Standard,2019-03-13,Philadelphia,2019-03-11,Intercity Terminal,18:00,58
3271,Toyota Prius,Standard,2019-03-13,Philadelphia,2019-03-11,Intercity Terminal,18:00,58
3272,Chevrolet Bolt,Compact,2019-03-13,Paris,2019-03-11,Charles de Gaulle International Airport,18:00,60
3273,Honda Fit,Compact,2019-03-13,Paris,2019-03-11,Charles de Gaulle International Airport,18:00,62
3274,Mini Cooper,Compact,2019-03-13,Paris,2019-03-11,Charles de Gaulle International Airport,18:00,56
3275,Nissan Leaf,Compact,2019-03-13,Paris,2019-03-11,Charles de Gaulle International Airport,18:00,58
3276,Chevrolet Bolt,Compact,2019-03-13,,2019-03-11,Charles de Gaulle International Airport,18:00,60
3277,Honda Accord,Standard,2019-03-04,Kuala Lumpur,2019-03-02,KLIA International Airport,15:00,48
3278,Honda Civic,Standard,2019-03-04,Kuala Lumpur,2019-03-02,KLIA International Airport,15:00,40
3279,Hyundai Elantra,Standard,2019-03-04,Kuala Lumpur,2019-03-02,KLIA International Airport,15:00,50
3280,Toyota Camry,Standard,2019-03-04,Kuala Lumpur,2019-03-02,KLIA International Airport,15:00,48
3281,Honda Accord,Standard,2019-03-04,,2019-03-02,KLIA International Airport,15:00,48
3282,Jeep Cherokee,Full-size,2019-03-12,Los Angeles,2019-03-08,Union Station,18:30,152
3283,Toyota Highlander,Full-size,2019-03-12,Los Angeles,2019-03-08,Union Station,18:30,136
3284,Toyota RAV4,Full-size,2019-03-12,Los Angeles,2019-03-08,Union Station,18:30,136
3285,Jeep Cherokee,Full-size,2019-03-12,,2019-03-08,Union Station,18:30,152
3286,Honda Accord,Standard,2019-03-14,New York,2019-03-11,Grand Central Station,12:30,96
3287,Honda Civic,Standard,2019-03-14,New York,2019-03-11,JFK International Airport,12:30,108
3288,Hyundai Elantra,Standard,2019-03-14,New York,2019-03-11,Port Authority Station,12:30,102
3289,Nissan Altima,Standard,2019-03-14,New York,2019-03-11,Port Authority Station,12:30,93
3290,Toyota Camry,Standard,2019-03-14,New York,2019-03-11,JFK International Airport,12:30,96
3291,Toyota Corolla,Standard,2019-03-14,New York,2019-03-11,Grand Central Station,12:30,99
3292,Toyota Prius,Standard,2019-03-14,New York,2019-03-11,Port Authority Station,12:30,75
3293,Honda Accord,Standard,2019-03-14,,2019-03-11,Grand Central Station,12:30,96
3294,Honda Accord,Standard,2019-03-07,San Diego,2019-03-01,Santa Fe Depot,18:30,186
3295,Honda Civic,Standard,2019-03-07,San Diego,2019-03-01,Santa Fe Depot,18:30,186
3296,Nissan Sentra,Standard,2019-03-07,San Diego,2019-03-01,Santa Fe Depot,18:30,138
3297,Honda Accord,Standard,2019-03-07,,2019-03-01,Santa Fe Depot,18:30,186
3298,Kia Forte,Compact,2019-03-14,Portland,2019-03-12,Portland Bus Station,18:30,50
3299,Mini Cooper,Compact,2019-03-14,Portland,2019-03-12,PDX International Airport,18:30,50
3300,Nissan Leaf,Compact,2019-03-14,Portland,2019-03-12,Portland Bus Station,18:30,44
3301,Volkswagen Golf,Compact,2019-03-14,Portland,2019-03-12,PDX International Airport,18:30,54
3302,Kia Forte,Compact,2019-03-14,,2019-03-12,Portland Bus Station,18:30,50
3303,Chevrolet Cruze,Standard,2019-03-11,Vancouver,2019-03-08,Pacific Central Station,15:00,90
3304,Honda Accord,Standard,2019-03-11,Vancouver,2019-03-08,YVR International Airport,15:00,96
3305,Hyundai Elantra,Standard,2019-03-11,Vancouver,2019-03-08,YVR International Airport,15:00,102
3306,Nissan Altima,Standard,2019-03-11,Vancouver,2019-03-08,YVR International Airport,15:00,99
3307,Nissan Sentra,Standard,2019-03-11,Vancouver,2019-03-08,Pacific Central Station,15:00,87
3308,Toyota Corolla,Standard,2019-03-11,Vancouver,2019-03-08,YVR International Airport,15:00,93
3309,Toyota Prius,Standard,2019-03-11,Vancouver,2019-03-08,Pacific Central Station,15:00,84
3310,Chevrolet Cruze,Standard,2019-03-11,Vancouver,2019-03-08,Pacific Central Station,14:00,90
3311,Honda Accord,Standard,2019-03-11,Vancouver,2019-03-08,YVR International Airport,14:00,96
3312,Hyundai Elantra,Standard,2019-03-11,Vancouver,2019-03-08,YVR International Airport,14:00,102
3313,Nissan Altima,Standard,2019-03-11,Vancouver,2019-03-08,YVR International Airport,14:00,99
3314,Nissan Sentra,Standard,2019-03-11,Vancouver,2019-03-08,Pacific Central Station,14:00,87
3315,Toyota Corolla,Standard,2019-03-11,Vancouver,2019-03-08,YVR International Airport,14:00,93
3316,Toyota Prius,Standard,2019-03-11,Vancouver,2019-03-08,Pacific Central Station,14:00,84
3317,Chevrolet Bolt,Compact,2019-03-09,Vancouver,2019-03-08,YVR International Airport,14:00,31
3318,Honda Fit,Compact,2019-03-09,Vancouver,2019-03-08,YVR International Airport,14:00,29
3319,Kia Forte,Compact,2019-03-09,Vancouver,2019-03-08,Pacific Central Station,14:00,28
3320,Mini Cooper,Compact,2019-03-09,Vancouver,2019-03-08,YVR International Airport,14:00,28
3321,Volkswagen Golf,Compact,2019-03-09,Vancouver,2019-03-08,Pacific Central Station,14:00,25
3322,Chevrolet Bolt,Compact,2019-03-09,,2019-03-08,YVR International Airport,14:00,31
3323,Honda Accord,Standard,2019-03-09,Portland,2019-03-03,PDX International Airport,12:30,204
3324,Nissan Sentra,Standard,2019-03-09,Portland,2019-03-03,Portland Bus Station,12:30,162
3325,Toyota Corolla,Standard,2019-03-09,Portland,2019-03-03,Union Station,12:30,174
3326,Toyota Prius,Standard,2019-03-09,Portland,2019-03-03,PDX International Airport,12:30,210
3327,Honda Accord,Standard,2019-03-09,,2019-03-03,PDX International Airport,12:30,204
3328,Ford Fusion,Standard,2019-03-06,Seattle,2019-03-05,King Street Station,17:00,30
3329,Honda Civic,Standard,2019-03-06,Seattle,2019-03-05,Seattle-Tacoma International Airport,17:00,32
3330,Hyundai Elantra,Standard,2019-03-06,Seattle,2019-03-05,King Street Station,17:00,25
3331,Nissan Sentra,Standard,2019-03-06,Seattle,2019-03-05,Seattle-Tacoma International Airport,17:00,32
3332,Toyota Prius,Standard,2019-03-06,Seattle,2019-03-05,Seattle-Tacoma International Airport,17:00,31
3333,Nissan Rogue,Full-size,2019-03-06,Seattle,2019-03-05,Seattle-Tacoma International Airport,17:00,50
3334,Subaru Forester,Full-size,2019-03-06,Seattle,2019-03-05,Seattle-Tacoma International Airport,17:00,43
3335,Toyota RAV4,Full-size,2019-03-06,Seattle,2019-03-05,King Street Station,17:00,34
3336,Nissan Rogue,Full-size,2019-03-06,Seattle,2019-03-02,Seattle-Tacoma International Airport,17:00,160
