,car_name,dropoff_date,pickup_city,pickup_date,pickup_location,pickup_time,total_price,type
6963,Tucson,2019-03-11,,2019-03-05,Salesforce Transit Center,12:00,222,Full-size
6964,Accord,2019-03-03,London,2019-03-01,Gatwick International Airport,13:30,68,Standard
6965,Altima,2019-03-03,London,2019-03-01,Heathrow International Airport,13:30,76,Standard
6966,Cruze,2019-03-03,London,2019-03-01,Heathrow International Airport,13:30,66,Standard
6967,Elantra,2019-03-03,London,2019-03-01,Heathrow International Airport,13:30,66,Standard
6968,Prius,2019-03-03,London,2019-03-01,Heathrow International Airport,13:30,64,Standard
6969,Accord,2019-03-03,,2019-03-01,Gatwick International Airport,13:30,68,Standard
6970,Camry,2019-03-09,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,16:30,160,Standard
6971,Cruze,2019-03-09,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,16:30,136,Standard
6972,Prius,2019-03-09,Atlanta,2019-03-05,Peachtree Station,16:30,116,Standard
6973,Sentra,2019-03-09,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,16:30,136,Standard
6974,Bolt,2019-03-06,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,16:30,28,Compact
6975,Cooper,2019-03-06,Atlanta,2019-03-05,Peachtree Station,16:30,26,Compact
6976,Fit,2019-03-06,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,16:30,29,Compact
6977,Forte,2019-03-06,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,16:30,27,Compact
6978,GTI,2019-03-06,Atlanta,2019-03-05,Hartsfield-Jackson International Airport,16:30,26,Compact
6979,Golf,2019-03-06,Atlanta,2019-03-05,Peachtree Station,16:30,24,Compact
6980,Bolt,2019-03-06,,2019-03-05,Hartsfield-Jackson International Airport,16:30,28,Compact
6981,Cooper,2019-03-12,Philadelphia,2019-03-10,Intercity Terminal,10:30,50,Compact
6982,Fit,2019-03-12,Philadelphia,2019-03-10,Intercity Terminal,10:30,48,Compact
6983,GTI,2019-03-12,Philadelphia,2019-03-10,30th Street Station,10:30,54,Compact
6984,Golf,2019-03-12,Philadelphia,2019-03-10,30th Street Station,10:30,48,Compact
6985,Leaf,2019-03-12,Philadelphia,2019-03-10,30th Street Station,10:30,48,Compact
6986,Altima,2019-03-12,Philadelphia,2019-03-08,30th Street Station,10:30,120,Standard
6987,Corolla,2019-03-12,Philadelphia,2019-03-08,Intercity Terminal,10:30,124,Standard
6988,Cruze,2019-03-12,Philadelphia,2019-03-08,30th Street Station,10:30,140,Standard
6989,Elantra,2019-03-12,Philadelphia,2019-03-08,Intercity Terminal,10:30,116,Standard
6990,Fusion,2019-03-12,Philadelphia,2019-03-08,30th Street Station,10:30,132,Standard
6991,Prius,2019-03-12,Philadelphia,2019-03-08,Intercity Terminal,10:30,132,Standard
6992,Sentra,2019-03-12,Philadelphia,2019-03-08,30th Street Station,10:30,116,Standard
6993,Corolla,2019-03-12,,2019-03-08,Intercity Terminal,10:30,124,Standard
6994,Accord,2019-03-14,New York,2019-03-10,Grand Central Station,14:00,120,Standard
6995,Altima,2019-03-14,New York,2019-03-10,Port Authority Station,14:00,136,Standard
6996,Camry,2019-03-14,New York,2019-03-10,JFK International Airport,14:00,124,Standard
6997,Civic,2019-03-14,New York,2019-03-10,JFK International Airport,14:00,116,Standard
6998,Corolla,2019-03-14,New York,2019-03-10,Grand Central Station,14:00,116,Standard
6999,Elantra,2019-03-14,New York,2019-03-10,Port Authority Station,14:00,112,Standard
7000,Prius,2019-03-14,New York,2019-03-10,Port Authority Station,14:00,124,Standard
7001,Accord,2019-03-14,,2019-03-10,Grand Central Station,14:00,120,Standard
7002,Camry,2019-03-05,Los Angeles,2019-03-04,LAX International Airport,18:00,30,Standard
7003,Civic,2019-03-05,Los Angeles,2019-03-04,Union Station,18:00,35,Standard
7004,Corolla,2019-03-05,Los Angeles,2019-03-04,LAX International Airport,18:00,41,Standard
7005,Cruze,2019-03-05,Los Angeles,2019-03-04,Union Station,18:00,30,Standard
7006,Elantra,2019-03-05,Los Angeles,2019-03-04,LAX International Airport,18:00,33,Standard
7007,Fusion,2019-03-05,Los Angeles,2019-03-04,LAX International Airport,18:00,33,Standard
7008,Camry,2019-03-05,,2019-03-04,LAX International Airport,18:00,30,Standard
7009,Accord,2019-03-10,Portland,2019-03-05,PDX International Airport,15:00,170,Standard
7010,Camry,2019-03-10,Portland,2019-03-05,Portland Bus Station,15:00,160,Standard
7011,Civic,2019-03-10,Portland,2019-03-05,PDX International Airport,15:00,200,Standard
7012,Corolla,2019-03-10,Portland,2019-03-05,Union Station,15:00,165,Standard
7013,Fusion,2019-03-10,Portland,2019-03-05,Union Station,15:00,145,Standard
7014,Sentra,2019-03-10,Portland,2019-03-05,Portland Bus Station,15:00,145,Standard
7015,Camry,2019-03-10,,2019-03-05,Portland Bus Station,15:00,160,Standard
7016,Altima,2019-03-04,Philadelphia,2019-03-01,30th Street Station,18:00,99,Standard
7017,Civic,2019-03-04,Philadelphia,2019-03-01,PHL International Airport,18:00,87,Standard
7018,Corolla,2019-03-04,Philadelphia,2019-03-01,Intercity Terminal,18:00,84,Standard
7019,Cruze,2019-03-04,Philadelphia,2019-03-01,PHL International Airport,18:00,90,Standard
7020,Elantra,2019-03-04,Philadelphia,2019-03-01,Intercity Terminal,18:00,87,Standard
7021,Fusion,2019-03-04,Philadelphia,2019-03-01,PHL International Airport,18:00,93,Standard
7022,Prius,2019-03-04,Philadelphia,2019-03-01,Intercity Terminal,18:00,84,Standard
7023,Sentra,2019-03-04,Philadelphia,2019-03-01,30th Street Station,18:00,81,Standard
7024,Altima,2019-03-04,,2019-03-01,30th Street Station,18:00,99,Standard
7025,Accord,2019-03-13,New York,2019-03-12,Grand Central Station,11:00,28,Standard
7026,Altima,2019-03-13,New York,2019-03-12,Port Authority Station,11:00,33,Standard
7027,Camry,2019-03-13,New York,2019-03-12,JFK International Airport,11:00,35,Standard
7028,Civic,2019-03-13,New York,2019-03-12,JFK International Airport,11:00,32,Standard
7029,Corolla,2019-03-13,New York,2019-03-12,Grand Central Station,11:00,23,Standard
7030,Elantra,2019-03-13,New York,2019-03-12,Port Authority Station,11:00,26,Standard
7031,Prius,2019-03-13,New York,2019-03-12,Port Authority Station,11:00,29,Standard
7032,Camry,2019-03-13,,2019-03-12,JFK International Airport,11:00,35,Standard
7033,Camry,2019-03-13,Los Angeles,2019-03-08,LAX International Airport,15:00,175,Standard
7034,Civic,2019-03-13,Los Angeles,2019-03-08,Union Station,15:00,165,Standard
7035,Corolla,2019-03-13,Los Angeles,2019-03-08,LAX International Airport,15:00,190,Standard
7036,Elantra,2019-03-13,Los Angeles,2019-03-08,LAX International Airport,15:00,160,Standard
7037,Fusion,2019-03-13,Los Angeles,2019-03-08,LAX International Airport,15:00,140,Standard
7038,Camry,2019-03-13,,2019-03-08,LAX International Airport,15:00,175,Standard
7039,Accord,2019-03-09,Chicago,2019-03-05,O'Hare International Airport,15:00,128,Standard
7040,Altima,2019-03-09,Chicago,2019-03-05,O'Hare International Airport,15:00,128,Standard
7041,Fusion,2019-03-09,Chicago,2019-03-05,Chicago Union Station,15:00,132,Standard
7042,Prius,2019-03-09,Chicago,2019-03-05,O'Hare International Airport,15:00,132,Standard
7043,Sentra,2019-03-09,Chicago,2019-03-05,Chicago Union Station,15:00,132,Standard
7044,Accord,2019-03-09,,2019-03-05,O'Hare International Airport,15:00,128,Standard
7045,Camry,2019-03-04,Los Angeles,2019-03-03,LAX International Airport,14:00,38,Standard
7046,Civic,2019-03-04,Los Angeles,2019-03-03,Union Station,14:00,27,Standard
7047,Corolla,2019-03-04,Los Angeles,2019-03-03,LAX International Airport,14:00,29,Standard
7048,Cruze,2019-03-04,Los Angeles,2019-03-03,Union Station,14:00,34,Standard
7049,Elantra,2019-03-04,Los Angeles,2019-03-03,LAX International Airport,14:00,31,Standard
7050,Fusion,2019-03-04,Los Angeles,2019-03-03,LAX International Airport,14:00,27,Standard
7051,Bolt,2019-03-05,Los Angeles,2019-03-03,LAX International Airport,14:00,56,Compact
7052,Fit,2019-03-05,Los Angeles,2019-03-03,LAX International Airport,14:00,54,Compact
7053,GTI,2019-03-05,Los Angeles,2019-03-03,LAX International Airport,14:00,42,Compact
7054,Golf,2019-03-05,Los Angeles,2019-03-03,LAX International Airport,14:00,58,Compact
7055,Bolt,2019-03-05,,2019-03-03,LAX International Airport,14:00,56,Compact
7056,Camry,2019-03-06,Los Angeles,2019-03-01,LAX International Airport,13:30,145,Standard
7057,Civic,2019-03-06,Los Angeles,2019-03-01,Union Station,13:30,160,Standard
7058,Corolla,2019-03-06,Los Angeles,2019-03-01,LAX International Airport,13:30,185,Standard
7059,Elantra,2019-03-06,Los Angeles,2019-03-01,LAX International Airport,13:30,185,Standard
7060,Fusion,2019-03-06,Los Angeles,2019-03-01,LAX International Airport,13:30,150,Standard
7061,Camry,2019-03-06,,2019-03-01,LAX International Airport,13:30,145,Standard
7062,Altima,2019-03-07,New York,2019-03-01,Port Authority Station,12:30,162,Standard
7063,Camry,2019-03-07,New York,2019-03-01,JFK International Airport,12:30,186,Standard
7064,Corolla,2019-03-07,New York,2019-03-01,JFK International Airport,12:30,204,Standard
7065,Elantra,2019-03-07,New York,2019-03-01,Port Authority Station,12:30,174,Standard
7066,Prius,2019-03-07,New York,2019-03-01,Port Authority Station,12:30,156,Standard
7067,Altima,2019-03-07,,2019-03-01,Port Authority Station,12:30,162,Standard
7068,Bolt,2019-03-14,New York,2019-03-13,Port Authority Station,10:30,28,Compact
7069,Cooper,2019-03-14,New York,2019-03-13,JFK International Airport,10:30,33,Compact
7070,Forte,2019-03-14,New York,2019-03-13,Port Authority Station,10:30,22,Compact
7071,Golf,2019-03-14,New York,2019-03-13,Port Authority Station,10:30,23,Compact
7072,Leaf,2019-03-14,New York,2019-03-13,Port Authority Station,10:30,25,Compact
7073,Bolt,2019-03-14,,2019-03-13,Port Authority Station,10:30,28,Compact
7074,Bolt,2019-03-13,Los Angeles,2019-03-09,LAX International Airport,16:30,140,Compact
7075,Fit,2019-03-13,Los Angeles,2019-03-09,LAX International Airport,16:30,108,Compact
7076,GTI,2019-03-13,Los Angeles,2019-03-09,LAX International Airport,16:30,132,Compact
7077,Golf,2019-03-13,Los Angeles,2019-03-09,LAX International Airport,16:30,108,Compact
7078,Bolt,2019-03-13,,2019-03-09,LAX International Airport,16:30,140,Compact
7079,Camry,2019-03-14,Atlanta,2019-03-09,Hartsfield-Jackson International Airport,13:00,165,Standard
7080,Cruze,2019-03-14,Atlanta,2019-03-09,Hartsfield-Jackson International Airport,13:00,170,Standard
7081,Prius,2019-03-14,Atlanta,2019-03-09,Peachtree Station,13:00,150,Standard
7082,Sentra,2019-03-14,Atlanta,2019-03-09,Hartsfield-Jackson International Airport,13:00,150,Standard
7083,Camry,2019-03-14,,2019-03-09,Hartsfield-Jackson International Airport,13:00,165,Standard
7084,Equinox,2019-03-03,Atlanta,2019-03-01,Peachtree Station,15:00,78,Full-size
7085,Rogue,2019-03-03,Atlanta,2019-03-01,Hartsfield-Jackson International Airport,15:00,80,Full-size
7086,Equinox,2019-03-03,,2019-03-01,Peachtree Station,15:00,78,Full-size
7087,Cherokee,2019-03-10,New York,2019-03-09,Grand Central Station,14:00,35,Full-size
7088,Equinox,2019-03-10,New York,2019-03-09,Port Authority Station,14:00,44,Full-size
7089,Escape,2019-03-10,New York,2019-03-09,JFK International Airport,14:00,47,Full-size
7090,Forester,2019-03-10,New York,2019-03-09,Grand Central Station,14:00,46,Full-size
7091,Tucson,2019-03-10,New York,2019-03-09,Port Authority Station,14:00,44,Full-size
7092,Cherokee,2019-03-11,New York,2019-03-09,Grand Central Station,14:00,88,Full-size
7093,Equinox,2019-03-11,New York,2019-03-09,Port Authority Station,14:00,88,Full-size
7094,Escape,2019-03-11,New York,2019-03-09,JFK International Airport,14:00,80,Full-size
7095,Forester,2019-03-11,New York,2019-03-09,Grand Central Station,14:00,70,Full-size
7096,Equinox,2019-03-11,,2019-03-09,Port Authority Station,14:00,88,Full-size
7097,Altima,2019-03-14,New York,2019-03-13,Port Authority Station,09:00,29,Standard
7098,Elantra,2019-03-14,New York,2019-03-13,Port Authority Station,09:00,25,Standard
7099,Prius,2019-03-14,New York,2019-03-13,Port Authority Station,09:00,36,Standard
7100,Altima,2019-03-14,,2019-03-13,Port Authority Station,09:00,29,Standard
7101,Accord,2019-03-04,Vancouver,2019-03-01,YVR International Airport,16:30,102,Standard
7102,Altima,2019-03-04,Vancouver,2019-03-01,YVR International Airport,16:30,99,Standard
7103,Corolla,2019-03-04,Vancouver,2019-03-01,YVR International Airport,16:30,96,Standard
7104,Cruze,2019-03-04,Vancouver,2019-03-01,Pacific Central Station,16:30,93,Standard
7105,Elantra,2019-03-04,Vancouver,2019-03-01,YVR International Airport,16:30,96,Standard
7106,Prius,2019-03-04,Vancouver,2019-03-01,Pacific Central Station,16:30,69,Standard
7107,Sentra,2019-03-04,Vancouver,2019-03-01,Pacific Central Station,16:30,96,Standard
7108,Accord,2019-03-04,,2019-03-01,YVR International Airport,16:30,102,Standard
7109,Accord,2019-03-13,New York,2019-03-10,Grand Central Station,12:00,81,Standard
7110,Altima,2019-03-13,New York,2019-03-10,Port Authority Station,12:00,105,Standard
7111,Camry,2019-03-13,New York,2019-03-10,JFK International Airport,12:00,72,Standard
7112,Civic,2019-03-13,New York,2019-03-10,JFK International Airport,12:00,117,Standard
7113,Corolla,2019-03-13,New York,2019-03-10,Grand Central Station,12:00,99,Standard
7114,Elantra,2019-03-13,New York,2019-03-10,Port Authority Station,12:00,93,Standard
7115,Prius,2019-03-13,New York,2019-03-10,Port Authority Station,12:00,81,Standard
7116,Altima,2019-03-13,,2019-03-10,Port Authority Station,12:00,105,Standard
7117,Camry,2019-03-11,Atlanta,2019-03-10,Hartsfield-Jackson International Airport,16:30,30,Standard
7118,Cruze,2019-03-11,Atlanta,2019-03-10,Hartsfield-Jackson International Airport,16:30,34,Standard
7119,Prius,2019-03-11,Atlanta,2019-03-10,Peachtree Station,16:30,31,Standard
7120,Sentra,2019-03-11,Atlanta,2019-03-10,Hartsfield-Jackson International Airport,16:30,33,Standard
7121,Camry,2019-03-11,,2019-03-10,Hartsfield-Jackson International Airport,16:30,30,Standard
7122,Accord,2019-03-05,Sacramento,2019-03-03,SMF International Airport,15:30,74,Standard
7123,Camry,2019-03-05,Sacramento,2019-03-03,SMF International Airport,15:30,76,Standard
7124,Civic,2019-03-05,Sacramento,2019-03-03,SMF International Airport,15:30,74,Standard
7125,Corolla,2019-03-05,Sacramento,2019-03-03,Sacramento Valley Station,15:30,50,Standard
7126,Fusion,2019-03-05,Sacramento,2019-03-03,SMF International Airport,15:30,68,Standard
7127,Accord,2019-03-05,,2019-03-03,SMF International Airport,15:30,74,Standard
7128,Bolt,2019-03-05,San Jose,2019-03-01,SJC International Airport,13:00,84,Compact
7129,Camry,2019-03-05,San Jose,2019-03-01,SJC International Airport,13:00,136,Standard
7130,Cherokee,2019-03-05,San Jose,2019-03-01,SJC International Airport,13:00,148,Full-size
7131,Corolla,2019-03-05,San Jose,2019-03-01,SJC International Airport,13:00,132,Standard
7132,Elantra,2019-03-05,San Jose,2019-03-01,SJC International Airport,13:00,112,Standard
7133,Equinox,2019-03-05,San Jose,2019-03-01,SJC International Airport,13:00,200,Full-size
7134,Fit,2019-03-05,San Jose,2019-03-01,SJC International Airport,13:00,100,Compact
7135,Forester,2019-03-05,San Jose,2019-03-01,SJC International Airport,13:00,180,Full-size
7136,Fusion,2019-03-05,San Jose,2019-03-01,SJC International Airport,13:00,160,Standard
7137,GTI,2019-03-05,San Jose,2019-03-01,SJC International Airport,13:00,108,Compact
7138,Bolt,2019-03-05,,2019-03-01,SJC International Airport,13:00,84,Compact
7139,Prius,2019-03-08,Atlanta,2019-03-01,Peachtree Station,15:00,224,Standard
7140,Prius,2019-03-08,,2019-03-01,Peachtree Station,15:00,224,Standard
7141,Cherokee,2019-03-06,New York,2019-03-03,Grand Central Station,15:00,138,Full-size
7142,Equinox,2019-03-06,New York,2019-03-03,Port Authority Station,15:00,126,Full-size
7143,Escape,2019-03-06,New York,2019-03-03,JFK International Airport,15:00,123,Full-size
7144,Forester,2019-03-06,New York,2019-03-03,Grand Central Station,15:00,120,Full-size
7145,Tucson,2019-03-06,New York,2019-03-03,Port Authority Station,15:00,111,Full-size
7146,Cherokee,2019-03-06,,2019-03-03,Grand Central Station,15:00,138,Full-size
7147,Bolt,2019-03-03,Atlanta,2019-03-02,Hartsfield-Jackson International Airport,13:30,21,Compact
7148,Cooper,2019-03-03,Atlanta,2019-03-02,Peachtree Station,13:30,26,Compact
7149,Fit,2019-03-03,Atlanta,2019-03-02,Hartsfield-Jackson International Airport,13:30,27,Compact
7150,Forte,2019-03-03,Atlanta,2019-03-02,Hartsfield-Jackson International Airport,13:30,31,Compact
7151,GTI,2019-03-03,Atlanta,2019-03-02,Hartsfield-Jackson International Airport,13:30,30,Compact
7152,Golf,2019-03-03,Atlanta,2019-03-02,Peachtree Station,13:30,27,Compact
7153,Bolt,2019-03-03,,2019-03-02,Hartsfield-Jackson International Airport,13:30,21,Compact
7154,Accord,2019-03-10,Anaheim,2019-03-08,John Wayne Airport,14:00,72,Standard
7155,Altima,2019-03-10,Anaheim,2019-03-08,John Wayne Airport,14:00,66,Standard
7156,Camry,2019-03-10,Anaheim,2019-03-08,Anaheim Intermodal Center,14:00,50,Standard
7157,Cruze,2019-03-10,Anaheim,2019-03-08,John Wayne Airport,14:00,68,Standard
7158,Elantra,2019-03-10,Anaheim,2019-03-08,Anaheim Intermodal Center,14:00,60,Standard
7159,Fusion,2019-03-10,Anaheim,2019-03-08,John Wayne Airport,14:00,64,Standard
7160,Escape,2019-03-10,Anaheim,2019-03-08,John Wayne Airport,14:00,86,Full-size
7161,Forester,2019-03-10,Anaheim,2019-03-08,John Wayne Airport,14:00,84,Full-size
7162,Highlander,2019-03-10,Anaheim,2019-03-08,Anaheim Intermodal Center,14:00,74,Full-size
7163,Rogue,2019-03-10,Anaheim,2019-03-08,Anaheim Intermodal Center,14:00,92,Full-size
7164,Tucson,2019-03-10,Anaheim,2019-03-08,Anaheim Intermodal Center,14:00,78,Full-size
7165,Escape,2019-03-10,,2019-03-08,John Wayne Airport,14:00,86,Full-size
7166,Bolt,2019-03-09,Anaheim,2019-03-06,John Wayne Airport,14:00,102,Compact
7167,Fit,2019-03-09,Anaheim,2019-03-06,Anaheim Intermodal Center,14:00,81,Compact
7168,Forte,2019-03-09,Anaheim,2019-03-06,Anaheim Intermodal Center,14:00,75,Compact
7169,GTI,2019-03-09,Anaheim,2019-03-06,John Wayne Airport,14:00,87,Compact
7170,Golf,2019-03-09,Anaheim,2019-03-06,John Wayne Airport,14:00,99,Compact
7171,Leaf,2019-03-09,Anaheim,2019-03-06,Anaheim Intermodal Center,14:00,84,Compact
7172,Bolt,2019-03-09,,2019-03-06,John Wayne Airport,14:00,102,Compact
7173,Altima,2019-03-03,Philadelphia,2019-03-01,30th Street Station,11:00,52,Standard
7174,Corolla,2019-03-03,Philadelphia,2019-03-01,Intercity Terminal,11:00,62,Standard
7175,Cruze,2019-03-03,Philadelphia,2019-03-01,30th Street Station,11:00,52,Standard
7176,Elantra,2019-03-03,Philadelphia,2019-03-01,Intercity Terminal,11:00,54,Standard
7177,Fusion,2019-03-03,Philadelphia,2019-03-01,30th Street Station,11:00,62,Standard
7178,Prius,2019-03-03,Philadelphia,2019-03-01,Intercity Terminal,11:00,62,Standard
7179,Sentra,2019-03-03,Philadelphia,2019-03-01,30th Street Station,11:00,62,Standard
7180,Corolla,2019-03-03,,2019-03-01,Intercity Terminal,11:00,62,Standard
7181,Cherokee,2019-03-04,New York,2019-03-01,Grand Central Station,13:30,111,Full-size
7182,Equinox,2019-03-04,New York,2019-03-01,Port Authority Station,13:30,111,Full-size
7183,Escape,2019-03-04,New York,2019-03-01,JFK International Airport,13:30,144,Full-size
7184,Forester,2019-03-04,New York,2019-03-01,Grand Central Station,13:30,114,Full-size
7185,Tucson,2019-03-04,New York,2019-03-01,Port Authority Station,13:30,141,Full-size
7186,Cherokee,2019-03-04,,2019-03-01,Grand Central Station,13:30,111,Full-size
7187,Cherokee,2019-03-14,San Diego,2019-03-11,Santa Fe Depot,17:00,132,Full-size
7188,Equinox,2019-03-14,San Diego,2019-03-11,Santa Fe Depot,17:00,123,Full-size
7189,Escape,2019-03-14,San Diego,2019-03-11,Santa Fe Depot,17:00,123,Full-size
7190,Highlander,2019-03-14,San Diego,2019-03-11,SAN International Airport,17:00,114,Full-size
7191,RAV4,2019-03-14,San Diego,2019-03-11,SAN International Airport,17:00,123,Full-size
7192,Tucson,2019-03-14,San Diego,2019-03-11,SAN International Airport,17:00,117,Full-size
7193,Cherokee,2019-03-14,,2019-03-11,Santa Fe Depot,17:00,132,Full-size
7194,Accord,2019-03-09,Paris,2019-03-08,Charles de Gaulle International Airport,13:30,32,Standard
7195,Cruze,2019-03-09,Paris,2019-03-08,Charles de Gaulle International Airport,13:30,30,Standard
7196,Prius,2019-03-09,Paris,2019-03-08,Charles de Gaulle International Airport,13:30,36,Standard
7197,Sentra,2019-03-09,Paris,2019-03-08,Charles de Gaulle International Airport,13:30,29,Standard
7198,Accord,2019-03-09,,2019-03-08,Charles de Gaulle International Airport,13:30,32,Standard
7199,Accord,2019-03-12,London,2019-03-11,Gatwick International Airport,17:00,32,Standard
7200,Altima,2019-03-12,London,2019-03-11,Heathrow International Airport,17:00,28,Standard
7201,Cruze,2019-03-12,London,2019-03-11,Heathrow International Airport,17:00,30,Standard
7202,Elantra,2019-03-12,London,2019-03-11,Heathrow International Airport,17:00,37,Standard
7203,Prius,2019-03-12,London,2019-03-11,Heathrow International Airport,17:00,35,Standard
7204,Accord,2019-03-12,London,2019-03-08,Gatwick International Airport,10:30,108,Standard
7205,Altima,2019-03-12,London,2019-03-08,Heathrow International Airport,10:30,120,Standard
7206,Cruze,2019-03-12,London,2019-03-08,Heathrow International Airport,10:30,132,Standard
7207,Elantra,2019-03-12,London,2019-03-08,Heathrow International Airport,10:30,140,Standard
7208,Altima,2019-03-12,,2019-03-08,Heathrow International Airport,10:30,120,Standard
7209,Accord,2019-03-06,London,2019-03-04,Gatwick International Airport,12:30,64,Standard
7210,Altima,2019-03-06,London,2019-03-04,Heathrow International Airport,12:30,54,Standard
7211,Cruze,2019-03-06,London,2019-03-04,Heathrow International Airport,12:30,70,Standard
7212,Elantra,2019-03-06,London,2019-03-04,Heathrow International Airport,12:30,66,Standard
7213,Prius,2019-03-06,London,2019-03-04,Heathrow International Airport,12:30,72,Standard
7214,Accord,2019-03-06,,2019-03-04,Gatwick International Airport,12:30,64,Standard
7215,Accord,2019-03-09,Paris,2019-03-05,Charles de Gaulle International Airport,18:00,156,Standard
7216,Cruze,2019-03-09,Paris,2019-03-05,Charles de Gaulle International Airport,18:00,124,Standard
7217,Prius,2019-03-09,Paris,2019-03-05,Charles de Gaulle International Airport,18:00,132,Standard
7218,Sentra,2019-03-09,Paris,2019-03-05,Charles de Gaulle International Airport,18:00,136,Standard
7219,Accord,2019-03-09,,2019-03-05,Charles de Gaulle International Airport,18:00,156,Standard
7220,CR-V,2019-03-13,Nairobi,2019-03-12,Jomo Kenyatta International Airport,10:00,34,Full-size
7221,Cherokee,2019-03-13,Nairobi,2019-03-12,Jomo Kenyatta International Airport,10:00,33,Full-size
7222,CR-V,2019-03-13,,2019-03-12,Jomo Kenyatta International Airport,10:00,34,Full-size
7223,Accord,2019-03-13,London,2019-03-12,Gatwick International Airport,18:00,40,Standard
7224,Altima,2019-03-13,London,2019-03-12,Heathrow International Airport,18:00,26,Standard
7225,Cruze,2019-03-13,London,2019-03-12,Heathrow International Airport,18:00,30,Standard
7226,Elantra,2019-03-13,London,2019-03-12,Heathrow International Airport,18:00,35,Standard
7227,Prius,2019-03-13,London,2019-03-12,Heathrow International Airport,18:00,25,Standard
7228,Accord,2019-03-14,London,2019-03-12,Gatwick International Airport,18:00,64,Standard
7229,Altima,2019-03-14,London,2019-03-12,Heathrow International Airport,18:00,58,Standard
7230,Cruze,2019-03-14,London,2019-03-12,Heathrow International Airport,18:00,66,Standard
7231,Elantra,2019-03-14,London,2019-03-12,Heathrow International Airport,18:00,68,Standard
7232,Cruze,2019-03-14,,2019-03-12,Heathrow International Airport,18:00,66,Standard
7233,Accord,2019-03-14,London,2019-03-13,Gatwick International Airport,20:00,38,Standard
7234,Prius,2019-03-14,London,2019-03-13,Gatwick International Airport,20:00,33,Standard
7235,Accord,2019-03-14,,2019-03-13,Gatwick International Airport,20:00,38,Standard
7236,Camry,2019-03-13,Toronto,2019-03-08,Toronto Pearson International Airport,15:00,140,Standard
7237,Cruze,2019-03-13,Toronto,2019-03-08,Toronto Pearson International Airport,15:00,170,Standard
7238,Camry,2019-03-13,,2019-03-08,Toronto Pearson International Airport,15:00,140,Standard
7239,Accord,2019-03-14,New York,2019-03-12,Grand Central Station,16:30,58,Standard
7240,Altima,2019-03-14,New York,2019-03-12,Port Authority Station,16:30,64,Standard
7241,Camry,2019-03-14,New York,2019-03-12,JFK International Airport,16:30,64,Standard
7242,Civic,2019-03-14,New York,2019-03-12,JFK International Airport,16:30,74,Standard
7243,Corolla,2019-03-14,New York,2019-03-12,Grand Central Station,16:30,62,Standard
7244,Elantra,2019-03-14,New York,2019-03-12,Port Authority Station,16:30,64,Standard
7245,Prius,2019-03-14,New York,2019-03-12,Port Authority Station,16:30,64,Standard
7246,Accord,2019-03-14,,2019-03-12,Grand Central Station,16:30,58,Standard
7247,Cooper,2019-03-13,San Francisco,2019-03-11,SFO International Airport,19:30,60,Compact
7248,Escape,2019-03-13,San Francisco,2019-03-11,SFO International Airport,19:30,76,Full-size
7249,Forte,2019-03-13,San Francisco,2019-03-11,SFO International Airport,19:30,60,Compact
7250,GTI,2019-03-13,San Francisco,2019-03-11,SFO International Airport,19:30,42,Compact
7251,Leaf,2019-03-13,San Francisco,2019-03-11,SFO International Airport,19:30,62,Compact
7252,Cooper,2019-03-13,,2019-03-11,SFO International Airport,19:30,60,Compact
7253,Accord,2019-03-14,New York,2019-03-12,Grand Central Station,12:30,58,Standard
7254,Altima,2019-03-14,New York,2019-03-12,Port Authority Station,12:30,64,Standard
7255,Camry,2019-03-14,New York,2019-03-12,JFK International Airport,12:30,64,Standard
7256,Civic,2019-03-14,New York,2019-03-12,JFK International Airport,12:30,74,Standard
7257,Corolla,2019-03-14,New York,2019-03-12,Grand Central Station,12:30,62,Standard
7258,Elantra,2019-03-14,New York,2019-03-12,Port Authority Station,12:30,64,Standard
7259,Prius,2019-03-14,New York,2019-03-12,Port Authority Station,12:30,64,Standard
7260,Camry,2019-03-14,,2019-03-12,JFK International Airport,12:30,64,Standard
7261,Accord,2019-03-06,Kuala Lumpur,2019-03-02,KLIA International Airport,10:30,80,Standard
7262,Camry,2019-03-06,Kuala Lumpur,2019-03-02,KLIA International Airport,10:30,88,Standard
7263,Civic,2019-03-06,Kuala Lumpur,2019-03-02,KLIA International Airport,10:30,96,Standard
7264,Elantra,2019-03-06,Kuala Lumpur,2019-03-02,KLIA International Airport,10:30,84,Standard
7265,Accord,2019-03-06,,2019-03-02,KLIA International Airport,10:30,80,Standard
7266,Bolt,2019-03-12,San Diego,2019-03-11,Santa Fe Depot,15:00,27,Compact
7267,Fit,2019-03-12,San Diego,2019-03-11,Santa Fe Depot,15:00,22,Compact
7268,Forte,2019-03-12,San Diego,2019-03-11,SAN International Airport,15:00,27,Compact
7269,GTI,2019-03-12,San Diego,2019-03-11,SAN International Airport,15:00,24,Compact
7270,Leaf,2019-03-12,San Diego,2019-03-11,Santa Fe Depot,15:00,25,Compact
