,genre,location,movie_name,price,show_type,street_address,theater_name,show_date,show_time,number_of_tickets
742,Horror,Redwood City,The Curse of La Llorona,21,regular,825 Middlefield Road,Century Redwood City Downtown 20 & XD,2019-03-02,22:30,
743,Drama,Oakland,The Best of Enemies,5,3d,100 Washington Street,Regal Cinemas Jack London 9,2019-03-01,21:30,
744,Adventure,Gilroy,Shazam!,6,3d,6851 Monterey Road,CineLux Gilroy Cafe and Lounge,,,
745,Adventure,Gilroy,Shazam!,6,3d,6851 Monterey Road,CineLux Gilroy Cafe and Lounge,2019-03-05,21:30,
746,Fantasy,Santa Rosa,Hellboy,17,regular,620 3rd Street,3rd Street Cinema,2019-03-09,20:30,
747,Comedy,Petaluma,Missing Link,12,3d,200 C Street,Boulevard 14 Cinema,2019-03-05,11:30,
748,Crime,San Francisco,Ash Is Purest White,14,imax,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,2019-03-04,21:00,
749,Fantasy,Berkeley,Dumbo,20,imax,2230 Shattuck Avenue,Landmark's Shattuck Cinemas,2019-03-01,21:30,
750,Thriller,Berkeley,Hotel Mumbai,6,3d,Shattuck Avenue,Landmark's California Theatre,2019-03-04,19:00,
751,Adventure,Campbell,Shazam!,17,3d,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,2019-03-02,21:30,
752,Horror,San Jose,The Curse of La Llorona,16,3d,2306 Almaden Road,CineLux Almaden Cinema,2019-03-06,22:30,
753,Adventure,San Francisco,Shazam!,21,imax,2149 Chestnut Street,Marina Theatre,2019-03-01,20:00,
754,Adventure,Concord,Shazam!,24,imax,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,2019-03-07,21:00,
755,Adventure,Fremont,Shazam!,21,imax,43917 Pacific Commons Boulevard,Century at Pacific Commons & XD,2019-03-04,22:30,
756,Adventure,Napa,Captain Marvel,9,regular,195 Gasser Drive,Century Napa Valley and XD Theater,2019-03-01,22:30,
757,Drama,Oakland,Red Joan,10,imax,5133,Landmark's Piedmont Theatre,2019-03-05,21:30,
758,Comedy,San Jose,Little,23,3d,925 Blossom Hill Road Suite 2000,Century 20 Oakridge & XD,2019-03-01,23:00,
759,Adventure,Petaluma,Captain Marvel,24,imax,200 C Street,Boulevard 14 Cinema,2019-03-05,20:00,
760,Romance,San Jose,After,22,imax,925 Blossom Hill Road Suite 2000,Century 20 Oakridge & XD,2019-03-02,16:30,
761,Horror,Milpitas,The Curse of La Llorona,12,imax,1010 Great Mall Drive,Century 20 Great Mall & XD,2019-03-02,22:00,
762,Fantasy,San Jose,Hellboy,11,regular,925 Blossom Hill Road Suite 2000,Century 20 Oakridge & XD,2019-03-04,23:00,
763,Fantasy,San Francisco,Penguin Highway,15,3d,3117 16th St,Roxie Theater,2019-03-05,20:30,
764,Drama,San Francisco,Red Joan,18,3d,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,2019-03-08,21:30,
765,Romance,Redwood City,After,19,regular,825 Middlefield Road,Century Redwood City Downtown 20 & XD,2019-03-02,16:30,
766,Fantasy,Alameda,Dumbo,19,imax,2317 Central Avenue,Alameda Theatre & Cineplex,2019-03-01,21:00,
767,Adventure,San Jose,Captain Marvel,15,imax,925 Blossom Hill Road Suite 2000,Century 20 Oakridge & XD,,,
768,Adventure,San Jose,Captain Marvel,15,imax,925 Blossom Hill Road Suite 2000,Century 20 Oakridge & XD,2019-03-07,22:30,
769,Crime,San Francisco,Ash Is Purest White,14,imax,1 Embarcadero Center,Landmark's Embarcadero Center Cinema,2019-03-08,21:00,
770,Adventure,Petaluma,Captain Marvel,24,imax,200 C Street,Boulevard 14 Cinema,2019-03-06,20:00,
771,Thriller,Berkeley,Hotel Mumbai,6,3d,Shattuck Avenue,Landmark's California Theatre,2019-03-03,19:00,
772,Adventure,Morgan Hill,Shazam!,6,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,2019-03-09,22:00,
773,Drama,Oakland,Red Joan,10,imax,5133,Landmark's Piedmont Theatre,2019-03-03,21:30,
774,Adventure,San Jose,Shazam!,19,3d,2306 Almaden Road,CineLux Almaden Cinema,2019-03-01,22:00,
775,Biographical,San Jose,Breakthrough,14,3d,2306 Almaden Road,CineLux Almaden Cinema,2019-03-05,21:30,
776,Fantasy,San Francisco,Penguin Highway,15,3d,3117 16th St,Roxie Theater,2019-03-01,18:30,
777,Comedy,Walnut Creek,Little,23,regular,1201 Locust Street,Century Walnut Creek 14 & XD,2019-03-08,22:00,
778,Romance,Palo Alto,Pillow Talk,10,regular,221 University Avenue,Stanford Theatre,2019-03-09,19:30,
779,Biographical,San Francisco,JT LeRoy,16,regular,3117 16th St,Roxie Theater,2019-03-08,19:00,
780,Fantasy,Campbell,Dumbo,14,imax,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,2019-03-07,15:00,
781,Adventure,San Francisco,Shazam!,15,3d,3630 Balboa Street,Balboa Theatre,2019-03-01,19:30,
782,Fantasy,Emeryville,Dumbo,25,regular,5614 Bay Street Suite 220,AMC Bay Street 16,2019-03-04,19:00,
783,Drama,San Francisco,Supa Modo,20,imax,3117 16th St,Roxie Theater,2019-03-03,19:00,
784,Biographical,Fairfield,Breakthrough,22,regular,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,2019-03-09,13:00,
785,Thriller,San Francisco,Pet Sematary,17,3d,135 4th Street Suite 3000,AMC Metreon 16,2019-03-02,13:30,
786,Drama,Santa Rosa,High Life,15,imax,551 Summerfield Road,Summerfield Cinemas,2019-03-01,19:00,
787,Comedy,Moraga,Missing Link,8,3d,350 Park Street,Rheem Theatre,2019-03-01,19:00,
788,Thriller,Berkeley,Hotel Mumbai,6,3d,Shattuck Avenue,Landmark's California Theatre,2019-03-06,19:00,
789,Drama,Santa Rosa,High Life,15,imax,551 Summerfield Road,Summerfield Cinemas,2019-03-02,19:00,
790,Comedy,San Jose,Little,20,3d,2306 Almaden Road,CineLux Almaden Cinema,2019-03-06,13:30,
791,Comedy,San Jose,Little,20,3d,2306 Almaden Road,CineLux Almaden Cinema,2019-03-07,13:30,
792,Drama,San Jose,Dogman,15,regular,288 South 2nd Street,3 Below Theaters And Lounge,2019-03-05,19:30,
793,Drama,Albany,Red Joan,15,regular,1115 Solano Avenue,Landmark's Albany Twin,2019-03-07,19:00,
794,Fantasy,San Francisco,Hellboy,22,imax,835 Market Street,Century San Francisco Centre 9 & XD,2019-03-02,13:30,
795,Comedy,Santa Clara,Missing Link,19,3d,3111 Mission College Boulevard,AMC Mercado 20,2019-03-08,15:00,
796,Fantasy,Vallejo,Dumbo,19,imax,109 Plaza Dr. Gateway Plaza Center,Century Vallejo 14,2019-03-02,16:00,
797,Romance,Palo Alto,Pillow Talk,10,regular,221 University Avenue,Stanford Theatre,2019-03-04,19:30,
798,Thriller,Moraga,Hotel Mumbai,14,regular,350 Park Street,Rheem Theatre,2019-03-07,19:30,
799,Fantasy,Campbell,Dumbo,14,imax,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,2019-03-03,15:00,
800,Adventure,Sonoma,Shazam!,12,3d,4451,Sonoma Cinema,2019-03-08,19:00,
801,Fantasy,San Jose,Dumbo,7,regular,925 Blossom Hill Road Suite 2000,Century 20 Oakridge & XD,,,
802,Biographical,San Jose,Breakthrough,14,3d,2306 Almaden Road,CineLux Almaden Cinema,2019-03-06,21:30,
803,Biographical,Vallejo,Breakthrough,19,3d,109 Plaza Dr. Gateway Plaza Center,Century Vallejo 14,2019-03-06,21:30,
804,Adventure,Fairfax,Captain Marvel,5,imax,9 Broadway,Fairfax Theater,,,
805,Fantasy,Fairfax,Dumbo,8,3d,9 Broadway,Fairfax Theater,,,
806,Comedy,Fairfax,Missing Link,21,imax,9 Broadway,Fairfax Theater,,,
807,Fantasy,Fairfax,Dumbo,8,3d,9 Broadway,Fairfax Theater,2019-03-02,15:30,
808,Fantasy,San Ramon,Hellboy,24,regular,1603,Regal Cinemas Crow Canyon 6,2019-03-01,19:00,
809,Horror,Pleasant Hill,The Curse of La Llorona,15,regular,125 Crescent Drive,Century 16 Downtown,2019-03-07,22:30,
810,Adventure,Vacaville,Shazam!,21,regular,531 Davis Street,Brenden Vacaville 16,2019-03-02,21:00,
811,Comedy,San Jose,Little,23,3d,925 Blossom Hill Road Suite 2000,Century 20 Oakridge & XD,2019-03-04,21:30,
812,Fantasy,Mountain View,Dumbo,22,regular,1500 North Shoreline Boulevard,Century Cinema 16,2019-03-05,07:30,
813,Fantasy,Milpitas,Hellboy,25,regular,1010 Great Mall Drive,Century 20 Great Mall & XD,2019-03-01,23:00,
814,Comedy,Livermore,Missing Link,24,imax,2490 First Street,Livermore 13 Cinema,2019-03-05,11:30,
815,Adventure,Union City,Shazam!,15,imax,32100 Union Landing Boulevard,Century 25 Union Landing & XD,2019-03-03,21:30,
816,Drama,Oakland,Red Joan,10,imax,5133,Landmark's Piedmont Theatre,2019-03-06,21:30,
817,Biographical,Morgan Hill,Breakthrough,23,regular,750 Tennant Station,CineLux Tennant Station Stadium 11,2019-03-04,22:00,
818,Drama,San Jose,Dogman,15,regular,288 South 2nd Street,3 Below Theaters And Lounge,2019-03-10,21:00,
819,Comedy,Emeryville,Little,22,imax,5614 Bay Street Suite 220,AMC Bay Street 16,2019-03-07,23:00,
820,Comedy,Newark,Little,14,imax,400 Newpark Mall,AMC NewPark 12,2019-03-08,23:00,
821,Comedy,Santa Clara,Little,24,regular,2855 Stevens Creek Boulevard Suite 2160,ShowPlace ICON Valley Fair,,,
822,Comedy,Santa Clara,Little,24,regular,2855 Stevens Creek Boulevard Suite 2160,ShowPlace ICON Valley Fair,2019-03-02,16:30,
823,Horror,San Ramon,The Curse of La Llorona,11,3d,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,2019-03-03,19:30,
824,Fantasy,Martinez,Dumbo,10,regular,555 Center Avenue,Contra Costa Stadium Cinemas,2019-03-05,16:30,
825,Adventure,Newark,Shazam!,18,regular,400 Newpark Mall,AMC NewPark 12,2019-03-02,16:30,
826,Adventure,Petaluma,Captain Marvel,24,imax,200 C Street,Boulevard 14 Cinema,2019-03-07,20:00,
827,Thriller,Daly City,Hotel Mumbai,19,3d,1901 Junipero Serra Boulevard,Century 20 Daly City & XD,,,
828,Animation,Daly City,How to Train Your Dragon: The Hidden World,19,3d,1901 Junipero Serra Boulevard,Century 20 Daly City & XD,,,
829,Thriller,Daly City,Pet Sematary,21,imax,1901 Junipero Serra Boulevard,Century 20 Daly City & XD,2019-03-05,20:00,
830,Comedy,Petaluma,Little,19,imax,200 C Street,Boulevard 14 Cinema,2019-03-01,21:30,
831,Biographical,Fairfield,Breakthrough,22,regular,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,2019-03-04,22:00,
832,Adventure,El Cerrito,Captain Marvel,21,regular,10070 San Pablo Avenue,Rialto Cinemas Cerrito,,,
833,Adventure,El Cerrito,Captain Marvel,21,regular,10070 San Pablo Avenue,Rialto Cinemas Cerrito,2019-03-02,22:00,
834,Adventure,Petaluma,Shazam!,25,3d,200 C Street,Boulevard 14 Cinema,2019-03-07,20:30,
835,Fantasy,Mountain View,Hellboy,13,3d,1500 North Shoreline Boulevard,Century Cinema 16,2019-03-01,23:00,
836,Horror,Larkspur,The Curse of La Llorona,20,imax,500 Larkspur Landing Circle,Century Larkspur,2019-03-03,20:30,
837,Comedy,San Jose,Missing Link,7,3d,700 El Paseo de Saratoga,AMC Saratoga 14,2019-03-01,21:00,
838,Comedy,Brentwood,Little,25,regular,2525 Sand Creek Road,AMC Brentwood 14,2019-03-02,21:30,
839,Fantasy,Hayward,Dumbo,19,regular,1069 B Street,Century at Hayward,2019-03-08,21:30,
840,Thriller,San Leandro,Pet Sematary,13,3d,15555 East 14th Street,Century 16,2019-03-04,22:00,
841,Adventure,Redwood City,Shazam!,10,regular,825 Middlefield Road,Century Redwood City Downtown 20 & XD,2019-03-05,23:00,
842,Musical,San Rafael,Teen Spirit,10,regular,280 Smith Ranch Road,Century Regency,2019-03-01,19:00,
843,Romance,Napa,After,15,3d,195 Gasser Drive,Century Napa Valley and XD Theater,2019-03-01,22:30,
844,Adventure,Vacaville,Shazam!,21,regular,531 Davis Street,Brenden Vacaville 16,2019-03-01,21:00,
845,Adventure,San Francisco,Shazam!,6,3d,135 4th Street Suite 3000,AMC Metreon 16,2019-03-05,21:00,
846,Horror,Walnut Creek,The Curse of La Llorona,24,3d,1201 Locust Street,Century Walnut Creek 14 & XD,2019-03-01,22:00,
847,Fantasy,Santa Clara,Hellboy,9,imax,3111 Mission College Boulevard,AMC Mercado 20,2019-03-05,21:30,
848,Biographical,San Jose,Breakthrough,14,3d,2306 Almaden Road,CineLux Almaden Cinema,2019-03-09,21:30,
849,Fantasy,Martinez,Dumbo,10,regular,555 Center Avenue,Contra Costa Stadium Cinemas,2019-03-03,16:30,
850,Adventure,Napa,Captain Marvel,9,regular,195 Gasser Drive,Century Napa Valley and XD Theater,2019-03-02,22:30,
851,Fantasy,Napa,Hellboy,6,3d,195 Gasser Drive,Century Napa Valley and XD Theater,2019-03-02,16:30,
852,Adventure,Fremont,Shazam!,21,imax,43917 Pacific Commons Boulevard,Century at Pacific Commons & XD,2019-03-06,22:30,
853,Drama,Healdsburg,The Mustang,9,regular,415 Center Street,Raven Film Center,2019-03-02,20:30,
854,Biographical,Fairfield,Breakthrough,22,regular,1549 Gateway Boulevard,Edwards Fairfield 16 & IMAX,2019-03-08,22:00,
855,Adventure,Concord,Captain Marvel,16,imax,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,2019-03-05,20:30,
856,Adventure,Larkspur,Captain Marvel,8,imax,500 Larkspur Landing Circle,Century Larkspur,2019-03-02,22:00,
857,Horror,Richmond,The Curse of La Llorona,10,regular,3200 Klose Way,Century Hilltop 16,,,
858,Horror,Richmond,The Curse of La Llorona,10,regular,3200 Klose Way,Century Hilltop 16,2019-03-02,23:00,
859,Horror,San Francisco,The Curse of La Llorona,8,3d,835 Market Street,Century San Francisco Centre 9 & XD,2019-03-06,23:00,
860,Comedy,San Jose,Missing Link,20,regular,2190 Eastridge Loop,AMC Eastridge 15,2019-03-01,21:00,
861,Comedy,San Francisco,Long Shot,8,3d,135 4th Street Suite 3000,AMC Metreon 16,2019-03-09,22:00,
862,Fantasy,Berkeley,Dumbo,20,imax,2230 Shattuck Avenue,Landmark's Shattuck Cinemas,2019-03-02,21:30,
863,Biographical,San Francisco,JT LeRoy,16,regular,3117 16th St,Roxie Theater,2019-03-06,19:00,
864,Drama,San Rafael,The Mustang,11,3d,280 Smith Ranch Road,Century Regency,2019-03-02,19:30,
865,Horror,San Jose,The Curse of La Llorona,16,3d,2306 Almaden Road,CineLux Almaden Cinema,2019-03-03,22:30,
866,Thriller,Novato,Pet Sematary,22,3d,44 Rowland Way,Century Rowland Plaza,,,
867,Horror,Novato,The Curse of La Llorona,25,3d,44 Rowland Way,Century Rowland Plaza,,,
868,Horror,Novato,The Curse of La Llorona,25,3d,44 Rowland Way,Century Rowland Plaza,2019-03-01,22:30,
869,Adventure,Concord,Shazam!,24,imax,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,2019-03-05,21:00,
870,Horror,Santa Rosa,The Curse of La Llorona,9,regular,409 Aviation Boulevard,Airport Stadium 12,2019-03-07,21:30,
871,Adventure,Petaluma,Captain Marvel,24,imax,200 C Street,Boulevard 14 Cinema,2019-03-04,20:00,
872,Adventure,Cloverdale,True Grit,11,regular,121 East 1st Street,The Clover Theater,,,
873,Fantasy,Santa Rosa,Hellboy,17,regular,620 3rd Street,3rd Street Cinema,2019-03-04,20:30,
874,Drama,San Rafael,Wild Nights with Emily,12,imax,1118 4th Street,Smith Rafael Film Center,2019-03-01,20:30,
875,Horror,Newark,The Curse of La Llorona,16,imax,400 Newpark Mall,AMC NewPark 12,2019-03-01,22:30,
876,Comedy,Pittsburg,Little,23,regular,4085 Century Boulevard,Maya Pittsburg Cinemas,2019-03-01,22:00,
877,Adventure,Walnut Creek,Shazam!,16,imax,1201 Locust Street,Century Walnut Creek 14 & XD,2019-03-01,22:00,
878,Adventure,San Ramon,Shazam!,6,regular,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,2019-03-05,19:00,
879,Adventure,San Jose,Captain Marvel,15,imax,925 Blossom Hill Road Suite 2000,Century 20 Oakridge & XD,2019-03-06,22:30,
880,Adventure,San Jose,Captain Marvel,12,regular,2190 Eastridge Loop,AMC Eastridge 15,2019-03-06,23:00,
881,Comedy,Redwood City,Little,6,3d,825 Middlefield Road,Century Redwood City Downtown 20 & XD,2019-03-02,22:00,
882,Comedy,Santa Clara,Missing Link,19,3d,3111 Mission College Boulevard,AMC Mercado 20,2019-03-03,12:30,
883,Thriller,Daly City,Hotel Mumbai,19,3d,1901 Junipero Serra Boulevard,Century 20 Daly City & XD,2019-03-02,21:30,
884,Horror,Newark,The Curse of La Llorona,16,imax,400 Newpark Mall,AMC NewPark 12,2019-03-02,21:30,
885,Adventure,Danville,Shazam!,13,3d,4175 Blackhawk Plaza Circle,Century Blackhawk Plaza,2019-03-02,22:30,
886,Horror,Union City,The Curse of La Llorona,16,imax,32100 Union Landing Boulevard,Century 25 Union Landing & XD,2019-03-06,21:30,
887,Biographical,Newark,Breakthrough,24,regular,400 Newpark Mall,AMC NewPark 12,2019-03-07,21:00,
888,Comedy,Newark,Little,14,imax,400 Newpark Mall,AMC NewPark 12,2019-03-04,22:00,
889,Drama,Sebastopol,Wild Nights with Emily,11,3d,6868 McKinley Street,Rialto Cinemas,2019-03-08,21:30,
890,Comedy,Emeryville,Little,22,imax,5614 Bay Street Suite 220,AMC Bay Street 16,2019-03-03,23:00,
891,Comedy,San Francisco,Gloria Bell,16,imax,601 Van Ness Avenue,Landmark's Opera Plaza Cinema,2019-03-04,21:30,
892,Fantasy,Mountain View,Dumbo,22,regular,1500 North Shoreline Boulevard,Century Cinema 16,2019-03-01,22:00,
893,Thriller,Santa Rosa,Pet Sematary,9,3d,85 Santa Rosa Avenue,Roxy Stadium 14,2019-03-01,22:00,
894,Thriller,Richmond,Pet Sematary,14,imax,3200 Klose Way,Century Hilltop 16,2019-03-01,22:30,
895,Comedy,Livermore,Missing Link,24,imax,2490 First Street,Livermore 13 Cinema,2019-03-08,11:30,
896,Comedy,Santa Clara,Long Shot,7,regular,3111 Mission College Boulevard,AMC Mercado 20,2019-03-09,22:00,
897,Horror,San Ramon,The Curse of La Llorona,11,3d,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,2019-03-06,19:30,
898,Fantasy,Santa Rosa,Hellboy,17,regular,620 3rd Street,3rd Street Cinema,2019-03-03,20:30,
899,Comedy,Brentwood,Little,25,regular,2525 Sand Creek Road,AMC Brentwood 14,2019-03-08,21:00,
900,Horror,Campbell,The Curse of La Llorona,10,imax,1875 South Bascom Avenue,Pruneyard Dine-In Cinemas,2019-03-06,21:30,
901,Comedy,Brentwood,Long Shot,6,3d,2525 Sand Creek Road,AMC Brentwood 14,2019-03-10,22:00,
902,Drama,Sebastopol,Wild Nights with Emily,11,3d,6868 McKinley Street,Rialto Cinemas,2019-03-09,21:30,
903,Adventure,Mountain View,Captain Marvel,16,imax,2575 California Street #90,ShowPlace ICON Mountain View,2019-03-05,21:30,
904,Drama,San Rafael,Wild Nights with Emily,12,imax,1118 4th Street,Smith Rafael Film Center,2019-03-05,20:30,
905,Thriller,San Leandro,Pet Sematary,13,3d,15555 East 14th Street,Century 16,2019-03-08,22:00,
906,Biographical,Hayward,Breakthrough,19,regular,1069 B Street,Century at Hayward,2019-03-03,22:30,
907,Fantasy,Alameda,Dumbo,19,imax,2317 Central Avenue,Alameda Theatre & Cineplex,2019-03-05,16:30,
908,War,San Francisco,The Aftermath,13,imax,501 Buckingham Way,United Artists Stonestown Twin,2019-03-02,16:00,
909,Biographical,San Ramon,Breakthrough,21,imax,6000 Bollinger Canyon Road Suite 2300,THE LOT City Center,2019-03-08,22:00,
910,Fantasy,Santa Rosa,Hellboy,17,regular,620 3rd Street,3rd Street Cinema,2019-03-08,20:30,
911,Supernatural,Milpitas,IT Chapter Two,11,regular,1010 Great Mall Drive,Century 20 Great Mall and XD,2019-03-08,23:00,3
912,Drama,Livermore,Hustlers,10,imax,2490 First Street,Livermore 13 Cinema,2019-03-05,21:30,1
913,Drama,Livermore,Hustlers,10,regular,2490 First Street,Livermore 13 Cinema,2019-03-06,21:30,2
914,Fantasy,Livermore,The Lord of the Rings: The Return of the King,10,imax,2490 First Street,Livermore 13 Cinema,2019-03-06,18:30,1
915,Supernatural,Campbell,IT Chapter Two,10,imax,2501 Winchester Boulevard,CineLux Plaza Theatre,2019-03-08,21:00,4
916,Sci-fi,San Francisco,Ad Astra,10,3d,1881 Post Street,AMC Kabuki 8,2019-03-16,19:00,1
917,Drama,Pittsburg,Overcomer,14,regular,4085 Century Boulevard,Maya Pittsburg Cinemas,2019-03-02,22:00,1
918,Comedy,Santa Rosa,Good Boys,13,regular,409 Aviation Boulevard,Airport Stadium 12,2019-03-09,21:30,4
919,Drama,Newark,Hustlers,7,imax,400 Newpark Mall,AMC NewPark 12,2019-03-06,22:30,4
920,Mystery,Santa Rosa,Official Secrets,15,regular,551 Summerfield Road,Summerfield Cinemas,2019-03-04,20:30,1
921,Supernatural,Brentwood,IT Chapter Two,13,regular,2525 Sand Creek Road,AMC Brentwood 14,2019-03-07,20:00,4
922,Action,Newark,Angel Has Fallen,11,regular,400 Newpark Mall,AMC NewPark 12,2019-03-02,22:30,2
923,Fantasy,Santa Rosa,The Lord of the Rings: The Return of the King,11,imax,409 Aviation Boulevard,Airport Stadium 12,2019-03-09,19:00,1
924,Supernatural,Milpitas,IT Chapter Two,11,regular,1010 Great Mall Drive,Century 20 Great Mall and XD,2019-03-07,23:00,2
925,Documentary,San Francisco,Fiddler: A Miracle of Miracles,13,regular,2221,Landmark's Clay Theatre,2019-03-10,19:00,1
926,Drama,Palo Alto,Brittany Runs a Marathon,11,3d,430 Emerson Street,Landmark's Aquarius Theatre,2019-03-09,19:00,2
927,Action,Union City,Angel Has Fallen,14,regular,32100 Union Landing Boulevard,Century 25 Union Landing and XD,2019-03-01,22:30,4
928,Horror,San Jose,47 Meters Down: Uncaged,11,regular,2190 Eastridge Loop,AMC Eastridge 15,2019-03-01,22:00,3
929,Drama,San Francisco,This Is Not Berlin,7,regular,3117 16th Street,Roxie Theater,2019-03-04,21:00,1
930,Offbeat,San Ramon,Once Upon a Time In Hollywood,5,regular,2525 San Ramon Valley Boulevard,Regal Crow Canyon,2019-03-04,22:30,2
931,Drama,Santa Clara,Hustlers,5,regular,3111 Mission College Boulevard,AMC Mercado 20,2019-03-03,22:30,4
932,Supernatural,Mill Valley,IT Chapter Two,13,regular,25 Throckmorton Avenue,CineArts Sequoia,2019-03-07,19:00,3
933,Drama,Santa Clara,Hustlers,5,imax,3111 Mission College Boulevard,AMC Mercado 20,2019-03-08,22:30,2
934,Drama,Palo Alto,Stage Door,10,regular,221 University Avenue,Stanford Theatre,2019-03-02,19:30,2
935,Supernatural,Mill Valley,IT Chapter Two,13,regular,25 Throckmorton Avenue,CineArts Sequoia,2019-03-02,19:00,1
936,War,San Jose,The Load,14,3d,288 South 2nd Street,3 Below Theaters And Lounge,2019-03-05,20:00,1
937,Supernatural,San Ramon,IT Chapter Two,12,3d,2525 San Ramon Valley Boulevard,Regal Crow Canyon,2019-03-01,20:00,1
938,Drama,Concord,Hustlers,11,imax,2035 Diamond Boulevard,Veranda LUXE Cinema & IMAX,2019-03-09,21:30,4
939,Mystery,Oakland,Luce,7,regular,474 24th Street,The New Parkway Theater,2019-03-02,18:30,1
940,Drama,Walnut Creek,Hustlers,9,regular,1201 Locust Street,Century Walnut Creek 14 and XD,2019-03-05,22:00,1
941,Family,San Francisco,The Farewell,9,3d,501 Buckingham Way,Regal UA Stonestown Twin,2019-03-02,19:00,2
942,Comedy,Rohnert Park,Good Boys,9,imax,555 Rohnert Park Expressway West,Reading Cinemas Rohnert Park with TITAN XC,2019-03-01,22:00,2
943,Drama,Santa Clara,Hustlers,5,regular,3111 Mission College Boulevard,AMC Mercado 20,2019-03-04,22:30,1
944,Comedy,Santa Rosa,Good Boys,12,regular,85 Santa Rosa Avenue,Roxy Stadium 14,2019-03-02,22:00,1
945,Comedy,Brentwood,Good Boys,6,regular,2525 Sand Creek Road,AMC Brentwood 14,2019-03-05,21:00,3
946,Supernatural,Mill Valley,IT Chapter Two,13,imax,25 Throckmorton Avenue,CineArts Sequoia,2019-03-06,19:00,1
947,Action,Danville,Saaho,5,regular,4175 Blackhawk Plaza Circle,Century Blackhawk Plaza,,,
948,Action,Danville,Saaho,5,imax,4175 Blackhawk Plaza Circle,Century Blackhawk Plaza,2019-03-01,18:30,4
949,Animation,Union City,Toy Story 4,12,imax,32100 Union Landing Boulevard,Century 25 Union Landing and XD,,,
950,Animation,Union City,Toy Story 4,12,imax,32100 Union Landing Boulevard,Century 25 Union Landing and XD,2019-03-06,22:30,2
951,Drama,San Jose,Brittany Runs a Marathon,14,3d,925 Blossom Hill Road Suite 2000,Century 20 Oakridge and XD,,,
952,Drama,San Jose,Overcomer,14,regular,925 Blossom Hill Road Suite 2000,Century 20 Oakridge and XD,,,
953,Drama,San Jose,Brittany Runs a Marathon,14,regular,925 Blossom Hill Road Suite 2000,Century 20 Oakridge and XD,2019-03-05,22:30,2
954,Action,Napa,Angel Has Fallen,13,imax,195 Gasser Drive,Century Napa Valley and XD,,,
955,Drama,Napa,Hustlers,10,regular,195 Gasser Drive,Century Napa Valley and XD,,,
956,Offbeat,Napa,Once Upon a Time In Hollywood,14,regular,195 Gasser Drive,Century Napa Valley and XD,,,
957,Animation,Napa,The Angry Birds Movie 2,7,regular,195 Gasser Drive,Century Napa Valley and XD,,,
958,Action,Napa,Angel Has Fallen,13,regular,195 Gasser Drive,Century Napa Valley and XD,,,
959,Animation,Napa,The Angry Birds Movie 2,7,regular,195 Gasser Drive,Century Napa Valley and XD,2019-03-02,22:00,4
960,Animation,Santa Rosa,Toy Story 4,13,imax,620 3rd Street,3rd Street Cinema,,,
961,Animation,Santa Rosa,Toy Story 4,13,imax,620 3rd Street,3rd Street Cinema,2019-03-04,16:30,3
962,Animation,Santa Rosa,Toy Story 4,13,imax,620 3rd Street,3rd Street Cinema,2019-03-01,16:30,1
963,Drama,Santa Rosa,After The Wedding,10,regular,551 Summerfield Road,Summerfield Cinemas,,,
964,Documentary,Santa Rosa,Fiddler: A Miracle of Miracles,8,regular,551 Summerfield Road,Summerfield Cinemas,,,
965,Comedy,Santa Rosa,Good Boys,12,regular,85 Santa Rosa Avenue,Roxy Stadium 14,,,
966,Action,Santa Rosa,Hobbs and Shaw,12,regular,409 Aviation Boulevard,Airport Stadium 12,,,
967,Drama,Santa Rosa,Hustlers,12,regular,85 Santa Rosa Avenue,Roxy Stadium 14,,,
968,Supernatural,Santa Rosa,IT Chapter Two,6,regular,409 Aviation Boulevard,Airport Stadium 12,,,
969,Mystery,Santa Rosa,Official Secrets,15,regular,551 Summerfield Road,Summerfield Cinemas,,,
970,Offbeat,Santa Rosa,Once Upon a Time In Hollywood,9,regular,85 Santa Rosa Avenue,Roxy Stadium 14,,,
971,Horror,Santa Rosa,Scary Stories to Tell in the Dark,5,regular,85 Santa Rosa Avenue,Roxy Stadium 14,,,
972,Drama,Santa Rosa,The Art of Racing in the Rain,9,regular,620 3rd Street,3rd Street Cinema,,,
973,Drama,Santa Rosa,After The Wedding,10,regular,551 Summerfield Road,Summerfield Cinemas,2019-03-07,16:00,3
974,Sci-fi,Mountain View,Ad Astra,10,regular,1500 North Shoreline Boulevard,Century Cinema 16,,,
975,Comedy,Mountain View,Chhichhore,9,regular,1500 North Shoreline Boulevard,Century Cinema 16,,,
