,address,category,date,has_seating_outdoors,has_vegetarian_options,location,number_of_seats,phone_number,price_range,rating,restaurant_name,time
1577,2018 Lombard Street,Spanish,2019-03-01,False,False,San Francisco,2,415-929-8888,moderate,4.40,Alegrias,19:00
1578,1306 Saratoga Avenue,Japanese,2019-03-01,False,False,San Jose,2,408-249-6020,moderate,4.40,Dan Izakaya Restaurant,11:30
1579,2953 Baker Street,Breakfast,,True,False,San Francisco,,415-931-1475,moderate,4.30,Baker Street Bistro,
1580,471 Jefferson Street,Breakfast,,True,True,San Francisco,,415-771-2222,moderate,4.00,Blue Mermaid,
1581,401 Taylor Street,Breakfast,,False,False,San Francisco,,415-775-7979,moderate,3.70,Jasper's Corner Tap And Kitchen,
1582,1801 Clement Street,Breakfast,,False,True,San Francisco,,415-702-6219,moderate,4.70,Lokma,
1583,5454 Mission Street,Breakfast,,False,False,San Francisco,,415-333-1011,cheap,3.50,Mcdonald's,
1584,4001 Judah Street,Breakfast,,True,True,San Francisco,,415-661-6140,moderate,4.40,Outerlands,
1585,432 Powell Street,Breakfast,,False,False,San Francisco,,415-395-8549,pricey,4.20,Scala's Bistro,
1586,360 Jessie Street,Breakfast,,False,False,San Francisco,,415-321-6000,pricey,4.40,The Cavalier,
1587,1100 Market Street,Breakfast,,False,False,San Francisco,,628-895-2040,pricey,4.30,Villon,
1588,125 3rd Street,Breakfast,,False,True,San Francisco,,415-284-4049,pricey,4.60,Vitrine,
1589,2953 Baker Street,Breakfast,2019-03-04,True,False,San Francisco,2,415-931-1475,moderate,4.30,Baker Street Bistro,18:00
1590,5231 College Avenue,Thai,2019-03-01,True,True,Oakland,2,510-653-8587,cheap,4.10,Bangkok Garden,12:00
1591,2327 Mission Street,Caribbean,,False,False,San Francisco,,415-824-1502,moderate,4.20,Cha Cha Cha,
1592,1123 Folsom Street,Caribbean,,False,False,San Francisco,,415-525-3676,moderate,3.80,El Capitan,
1593,2032 Union Street,Caribbean,,True,False,San Francisco,,415-400-4355,moderate,4.30,Palm House,
1594,2327 Mission Street,Caribbean,2019-03-02,False,False,San Francisco,3,415-824-1502,moderate,4.20,Cha Cha Cha,17:30
1595,10151 Cabrillo Highway North,Japanese,,False,False,Half Moon Bay,,650-713-5140,moderate,4.10,Monster Chef,
1596,20 Stone Pine Road,Japanese,,False,True,Half Moon Bay,,650-712-8886,moderate,4.40,Shiki Japanese Cuisine,
1597,400 Main Street,Japanese,,False,False,Half Moon Bay,,650-726-6336,moderate,4.40,Sushi Main Street,
1598,10151 Cabrillo Highway North,Japanese,2019-03-01,False,False,Half Moon Bay,2,650-713-5140,moderate,4.10,Monster Chef,18:30
1599,2018 Lombard Street,Spanish,2019-03-13,False,False,San Francisco,2,415-929-8888,moderate,4.40,Alegrias,13:30
1600,8150 Cabrillo Highway,Seafood,,True,False,Montara,,650-728-1600,pricey,4.50,La Costanera,
1601,8150 Cabrillo Highway,Seafood,2019-03-07,True,False,Montara,4,650-728-1600,pricey,4.50,La Costanera,17:30
1602,1599 Sanchez Street,Chinese,2019-03-01,False,True,San Francisco,2,415-282-8999,cheap,4.30,Alice's,12:00
1603,914 Main Street,Coffeehouse,2019-03-01,False,False,Antioch,2,925-754-6114,cheap,3.50,Mcdonald's,17:30
1604,20855 Redwood Road,Japanese,,False,True,Castro Valley,,510-537-3862,moderate,4.30,Genghix Asian Fusion,
1605,20649 Rustic Drive,Japanese,,False,False,Castro Valley,,510-886-8528,moderate,4.20,Isushi,
1606,2652 Castro Valley Boulevard,Japanese,,False,True,Castro Valley,,510-690-9500,moderate,4.30,Koyomisushi,
1607,20855 Redwood Road,Japanese,2019-03-01,False,True,Castro Valley,2,510-537-3862,moderate,4.30,Genghix Asian Fusion,12:30
1608,1760 Polk Street,American,2019-03-01,False,False,San Francisco,2,415-359-1212,pricey,4.40,1760,18:00
1609,250 Entrada Drive,American,2019-03-01,True,False,Novato,2,415-883-9477,moderate,4.00,Rickey's Restaurant,19:30
1610,4627 Pacific Coast Highway,Mexican,,False,False,Pacifica,,650-355-7873,moderate,3.80,The Surf Spot,
1611,7484 Monterey Road,Mexican,,False,False,Gilroy,,408-847-8812,moderate,4.20,Carnitas Michoacan,
1612,850 Renz Lane,Mexican,,False,False,Gilroy,,408-842-4000,moderate,3.90,Chili's Grill & Bar,
1613,757 1st Street,Mexican,,True,False,Gilroy,,408-848-1052,moderate,4.40,Victoria's Mexican Restaurant,
1614,7484 Monterey Road,Mexican,2019-03-01,False,False,Gilroy,2,408-847-8812,moderate,4.20,Carnitas Michoacan,17:00
1615,244 Jackson Street,Steakhouse,2019-03-01,False,True,San Francisco,1,415-989-2539,pricey,4.30,5a5 Steak Lounge,12:00
1616,1760 Polk Street,American,2019-03-01,False,False,San Francisco,2,415-359-1212,pricey,4.40,1760,12:00
1617,330 North Santa Cruz Avenue,Steakhouse,,True,False,Los Gatos,,408-354-8858,moderate,3.60,Chicago Steak & Fish,
1618,210 East Main Street,Steakhouse,,True,True,Los Gatos,,408-354-7701,pricey,4.50,Dio Deka Fine Hellenic Cuisine,
1619,330 North Santa Cruz Avenue,Steakhouse,2019-03-06,True,False,Los Gatos,1,408-354-8858,moderate,3.60,Chicago Steak & Fish,19:00
1620,1449 Lombard Street,Korean,2019-03-14,False,True,San Francisco,2,415-292-2368,moderate,3.60,Aato,12:00
1621,4632 Meridian Avenue,Asian,,False,False,San Jose,,408-723-2598,moderate,3.80,Sushi Factory,
1622,150 South 1st Street # 107/109,Asian,,False,True,San Jose,,408-292-7222,moderate,3.20,Tandoori Oven,
1623,1001 Story Road,Asian,2019-03-03,False,False,San Jose,4,408-286-6668,moderate,3.80,Dynasty,11:30
1624,44 Webster Street,Mediterranean,,True,True,Oakland,,510-250-9491,moderate,4.40,Dyafa,
1625,1437 Franklin Street,Mediterranean,,False,True,Oakland,,510-836-4444,cheap,4.30,Marhaba Indian & Pakistani Halal Cuisine,
1626,3407 Lakeshore Avenue,Mediterranean,,True,True,Oakland,,510-251-0329,moderate,4.50,Shakewell,
1627,542 Grand Avenue,Mediterranean,,False,False,Oakland,,510-452-9500,moderate,4.40,Sidebar,
1628,44 Webster Street,Mediterranean,2019-03-01,True,True,Oakland,2,510-250-9491,moderate,4.40,Dyafa,11:00
1629,2380 Cabrillo Highway South,Italian,,False,False,Half Moon Bay,,650-560-9260,moderate,3.90,Half Moon Bay Joe's,
1630,315 Main Street C,Italian,,False,True,Half Moon Bay,,650-726-5125,moderate,4.40,Pasta Moon,
1631,2810 Cabrillo Highway North,Italian,,False,False,Half Moon Bay,,650-560-8858,moderate,4.20,Via Uno Cucina Italiana & Bar,
1632,2380 Cabrillo Highway South,Italian,2019-03-01,False,False,Half Moon Bay,2,650-560-9260,moderate,3.90,Half Moon Bay Joe's,12:00
1633,398 Hayes Street,Brunch,2019-03-06,True,True,San Francisco,2,415-551-1590,pricey,4.30,Absinthe Brasserie & Bar,11:30
1634,200 Merrydale Road,Italian,,False,True,San Rafael,,415-472-7100,moderate,4.50,Gaspare's Pizzeria Ristorante,
1635,901 A Street,Italian,,True,True,San Rafael,,415-485-0469,moderate,4.60,Il Davide,
1636,3751 Redwood Highway,Italian,,True,False,San Rafael,,415-492-9100,moderate,4.40,Ristorante La Toscana,
1637,5800 Northgate Drive #138,Italian,,True,False,San Rafael,,415-479-3200,moderate,3.50,Tomatina,
1638,200 Merrydale Road,Italian,2019-03-04,False,True,San Rafael,2,415-472-7100,moderate,4.50,Gaspare's Pizzeria Ristorante,13:00
1639,3324 Steiner Street,California,,False,False,San Francisco,,415-567-9588,pricey,4.30,Isa Restaurant,
1640,648 Bush Street,California,,False,True,San Francisco,,415-989-7154,pricey,4.60,Masa's Restaurant,
1641,199 Gough Street,California,,False,False,San Francisco,,415-355-9085,pricey,4.70,Rich Table,
1642,2 New Montgomery Street,California,,False,False,San Francisco,,415-546-5089,pricey,4.20,The Garden Court,
1643,780 Mission Street,California,,False,False,San Francisco,,415-442-6003,pricey,4.40,The View Lounge,
1644,3000 20th Street,California,2019-03-01,False,False,San Francisco,2,415-826-7004,pricey,4.50,Central Kitchen,18:30
1645,536 9th Street,Japanese,,False,False,Oakland,,510-823-2050,pricey,4.60,Delage,
1646,4345 Telegraph Avenue,Japanese,,False,True,Oakland,,510-658-7273,moderate,4.30,Kansai,
1647,5849 San Pablo Avenue,Japanese,,False,True,Oakland,,510-922-8619,moderate,4.30,Noodle Theory Provisions,
1648,3400 Fruitvale Avenue,Japanese,,True,True,Oakland,,510-530-8564,moderate,4.00,Ramen And Sushi (nama Japanese Cuisine),
1649,1825-3 San Pablo Avenue,Japanese,,False,True,Oakland,,510-271-1888,moderate,4.60,Shinmai,
1650,5415 College Avenue,Japanese,,False,False,Oakland,,510-654-7753,cheap,4.20,Uzen,
1651,2317 South El Camino Real,Seafood,2019-03-07,False,False,San Mateo,2,650-581-1305,moderate,4.20,Andes Cafe San Mateo,11:30
1652,2621 Somersville Road,Chinese,,False,True,Antioch,,925-753-1763,moderate,4.50,Double Dragon,
1653,3436 Deer Valley Road,Chinese,,False,False,Antioch,,925-777-0888,cheap,4.20,Rice Bowl,
1654,5867 Lone Tree Way,Chinese,,False,True,Antioch,,925-777-1883,moderate,4.20,Tao San Jin,
1655,2621 Somersville Road,Chinese,2019-03-06,False,True,Antioch,3,925-753-1763,moderate,4.50,Double Dragon,17:00
1656,200 Sycamore Valley Rd W,Steakhouse,,False,False,Danville,,925-552-0505,pricey,4.50,Forbes Mill Steakhouse,
1657,7377 Saint Helena Highway,American,,True,False,Napa,,866-531-2580,pricey,4.40,Brix Restaurant And Gardens,
1658,1030 Main Street,American,,False,False,Napa,,707-260-1600,moderate,4.30,City Winery Napa,
1659,902 Main Street,American,,True,False,Napa,,707-258-2337,moderate,4.20,Downtown Joe's,
1660,155 Gasser Drive B,American,,True,True,Napa,,707-927-3394,moderate,4.20,Forge Napa,
1661,7399 Saint Helena Highway,American,,False,False,Napa,,707-944-2424,pricey,4.60,Mustards Grill,
1662,540 Main Street Ste 100,American,,True,True,Napa,,707-259-0762,moderate,4.40,Napa General Store,
1663,975 Clinton Street,American,,False,True,Napa,,707-666-2383,moderate,4.50,Napa Valley Bistro,
1664,1600 Atlas Peak Road,American,,True,False,Napa,,707-257-5400,pricey,4.00,The Grill,
1665,2044 Airport Road,American,,False,False,Napa,,707-258-6115,moderate,4.20,The Runway By Patrick,
1666,813 Main Street,American,,False,False,Napa,,707-226-7821,pricey,4.30,The Thomas,
1667,7377 Saint Helena Highway,American,2019-03-01,True,False,Napa,2,866-531-2580,pricey,4.40,Brix Restaurant And Gardens,12:00
1668,205 Franklin Street,Gastropub,,False,False,San Francisco,,415-287-6599,moderate,4.20,B-side,
1669,3199 Fillmore Street,Gastropub,,True,False,San Francisco,,415-921-3944,moderate,4.30,Balboa Cafe,
1670,242 O'Farrell Street,Gastropub,,False,False,San Francisco,,415-433-4332,moderate,4.10,Bartlett Hall,
1671,1 Mission Street,Gastropub,,False,False,San Francisco,,415-543-6084,ultra high-end,4.50,Boulevard,
1672,133 2nd Street,Gastropub,,False,False,San Francisco,,415-722-9109,moderate,4.10,Eddie Rickenbacker's,
1673,2491 Mission Street,Gastropub,,True,True,San Francisco,,415-525-4335,moderate,4.30,Myriad Gastropub,
1674,3324 24th Street,Gastropub,,False,False,San Francisco,,415-375-1477,moderate,4.40,Paprika,
1675,301 Sacramento Street,Gastropub,,False,False,San Francisco,,415-956-1710,moderate,4.20,Royal Exchange,
1676,56 Belden Place,Gastropub,,True,True,San Francisco,,415-397-8800,moderate,4.20,Sauce: Belden Place,
1677,1 Letterman Drive,Gastropub,,True,False,San Francisco,,415-655-9413,pricey,4.30,Sessions At The Presidio,
1678,205 Franklin Street,Gastropub,2019-03-03,False,False,San Francisco,1,415-287-6599,moderate,4.20,B-side,13:00
1679,265 Grand Avenue,Thai,,False,True,South San Francisco,,650-952-5279,moderate,4.10,Thai Satay Restaurant & Bar,
1680,146 Hazelwood Drive,Thai,,False,True,South San Francisco,,650-873-8341,moderate,4.10,White Elephant Restaurant,
1681,265 Grand Avenue,Thai,2019-03-01,False,True,South San Francisco,2,650-952-5279,moderate,4.10,Thai Satay Restaurant & Bar,18:00
1682,941 Carleton Street,Spanish,,False,False,Berkeley,,510-845-6904,moderate,4.40,Juan's Place,
1683,941 Carleton Street,Spanish,2019-03-13,False,False,Berkeley,2,510-845-6904,moderate,4.40,Juan's Place,18:00
1684,2400 Polk Street,Austrian,,False,False,San Francisco,,415-474-2000,moderate,4.60,Leopold's,
1685,2400 Polk Street,Austrian,2019-03-01,False,False,San Francisco,3,415-474-2000,moderate,4.60,Leopold's,19:30
1686,43330 Pacific Commons Boulevard,Steakhouse,,False,False,Fremont,,510-445-1850,moderate,4.00,Claim Jumper Restaurants,
1687,45915 Warm Springs Boulevard,Steakhouse,,False,False,Fremont,,510-656-9141,moderate,4.30,Spin A Yarn,
1688,3113 Stevenson Boulevard,Chinese,2019-03-12,False,True,Fremont,2,510-770-8818,moderate,4.10,B K's Bistro,17:30
1689,754 The Alameda #10,Japanese,2019-03-13,False,False,San Jose,4,408-931-6875,moderate,4.30,Bluefin,12:00
1690,645 4th Street A,Seafood,,False,True,Santa Rosa,,707-569-8588,moderate,4.20,Jojo Restaurant & Sushi Bar,
1691,458 B Street,Seafood,,False,False,Santa Rosa,,707-708-8808,moderate,3.90,Mariscos El Patron,
1692,521 Adams Street,Seafood,,False,False,Santa Rosa,,707-546-5100,pricey,4.50,Stark's Steak & Seafood,
1693,645 4th Street A,Seafood,2019-03-01,False,True,Santa Rosa,2,707-569-8588,moderate,4.20,Jojo Restaurant & Sushi Bar,18:00
1694,3810 Mowry Avenue,Seafood,,False,False,Fremont,,510-797-3474,moderate,4.40,Aniki's Sushi,
1695,4949 Stevenson Boulevard,Seafood,,False,False,Fremont,,510-573-2264,moderate,4.00,Cut The Crab,
1696,43406 Christy Street,Seafood,,True,False,Fremont,,510-791-8675,moderate,4.20,Market Broiler Fremont,
1697,4906 Paseo Padre Parkway,Seafood,,False,False,Fremont,,510-745-8866,moderate,4.10,Yum's Bistro,
1698,3810 Mowry Avenue,Seafood,2019-03-01,False,False,Fremont,2,510-797-3474,moderate,4.40,Aniki's Sushi,13:00
1699,243 O'Farrell Street,Irish,,False,False,San Francisco,,415-954-0777,moderate,4.30,Johnny Foley's Irish House,
1700,1940 Taraval,Irish,,False,False,San Francisco,,415-731-8900,moderate,4.40,Parkside Tavern,
1701,1101 Burlingame Avenue,Peruvian,,True,False,Burlingame,,650-727-0050,moderate,4.40,Limon Rotisserie Burlingame,
1702,57 North Milpitas Boulevard,Coffeehouse,,False,True,Milpitas,,408-719-8200,moderate,3.90,Honey Thai Restaurant,
1703,4390 Telegraph Avenue A,Korean,,False,False,Oakland,,510-250-9988,moderate,3.90,Azit,
1704,2600 Telegraph Avenue,Korean,,False,False,Oakland,,510-834-5757,moderate,4.40,Gogi Time,
1705,372 Grand Avenue,Korean,,False,False,Oakland,,510-444-7658,moderate,4.30,Jong Ga House,
1706,2180 Third Street,Japanese,,False,True,Livermore,,925-606-7222,moderate,4.30,Kawa Sushi,
1707,2180 West Bayshore Road #120,Chinese,,False,False,Palo Alto,,650-485-2221,moderate,4.20,Chef Zhao Kitchen,
1708,443 Emerson Street,Chinese,,False,True,Palo Alto,,650-328-6885,moderate,3.90,Jing-jing Szechwan & Hunan Gourmet,
1709,151 California Avenue,Chinese,,False,True,Palo Alto,,650-321-9388,moderate,3.70,Peking Duck Restaurant,
1710,4256 El Camino Real,Chinese,,False,True,Palo Alto,,650-493-3836,moderate,4.00,Su Hong,
1711,180 El Camino Real #700,Chinese,,True,True,Palo Alto,,650-322-1188,moderate,3.80,Yucca De Lac,
1712,1 Vivian Street,Mexican,,False,False,San Rafael,,415-456-8190,moderate,4.20,Celia's Mexican Restaurant,
1713,1335 4th Street,Mexican,,False,True,San Rafael,,415-521-5691,moderate,4.10,Green Chile Kitchen,
1714,3060 Kerner Boulevard,Mexican,,True,False,San Rafael,,415-456-4070,cheap,4.50,Los Palillos Restaurant,
1715,1355 Broadway,Korean,,False,False,Burlingame,,650-347-3717,moderate,4.20,Sesame,
1716,3912 MacArthur Boulevard,Cambodian,,False,True,Oakland,,510-482-8989,moderate,4.70,Phnom Penh Restaurant,
1717,1655 Post Street,Korean,,False,True,San Francisco,,415-563-7664,moderate,3.50,Seoul Garden,
1718,509 Haight Street,Korean,,False,True,San Francisco,,415-834-5025,moderate,4.40,Stone Bowl Plus,
1719,2340 Geary Boulevard,Korean,,False,True,San Francisco,,415-447-0655,cheap,4.20,Zazang Korean Noodles,
1720,1050 Admiral Court A,Breakfast,,False,True,San Bruno,,650-589-2222,moderate,4.30,Jack's Restaurant And Bar - San Bruno,
1721,1130 Market Street,Bistro,,False,False,San Francisco,,415-276-4048,cheap,4.00,Bistro 10un,
1722,160 Jefferson Street,Bistro,,False,False,San Francisco,,415-351-5561,moderate,4.30,Bistro Boudin,
1723,1849 Union Street,Bistro,,False,True,San Francisco,,415-218-4136,moderate,3.00,Bistro Unique,
1724,320 Mason Street,Bistro,,False,False,San Francisco,,415-544-0144,moderate,3.90,Cafe Mason,
1725,2346 Chestnut Street,Bistro,,True,True,San Francisco,,415-447-6081,moderate,4.40,Causwells,
1726,438 Geary Street,Bistro,,False,False,San Francisco,,415-440-2737,moderate,4.20,Colibri,
1727,795 Valencia Street,Bistro,,True,False,San Francisco,,415-926-5477,moderate,4.30,Etcetera Wine Bar And Cafe,
1728,185 Sutter Street,Bistro,,False,False,San Francisco,,415-576-8800,pricey,4.10,Gaspar Brasserie,
1729,451 Gough Street,Bistro,,False,False,San Francisco,,415-403-2233,pricey,4.40,Monsieur Benjamin,
1730,626 Clement Street,Bistro,,False,False,San Francisco,,415-876-6313,moderate,4.40,Sakesan Sushi & Bistro,
1731,16250 East 14th Street,Seafood,,False,True,San Leandro,,510-276-3999,moderate,4.30,Angry Fish,
1732,699 Lewelling Boulevard # 142 # 142,Seafood,,False,False,San Leandro,,510-483-4835,moderate,4.50,Minami Sushi,
1733,11180 California 1,Seafood,,True,True,Point Reyes Station,,415-663-1515,moderate,4.30,Station House Cafe,
1734,2241 First Street,Spanish,,True,False,Livermore,,925-215-2656,moderate,4.00,Pura Vida - Cocina Latina & Sangria Bar,
1735,4300 Great America Parkway #156,Japanese,,False,False,Santa Clara,,408-988-2555,moderate,4.20,Amakai Japanese Cuisine,
1736,2783 El Camino Real,Japanese,,False,False,Santa Clara,,408-244-8500,moderate,4.10,Fugetsu,
1737,1271 Franklin Mall,Japanese,,False,True,Santa Clara,,408-248-8500,moderate,4.20,Hatcho Japanese Cuisine,
1738,2640 Homestead Road,Japanese,,False,True,Santa Clara,,408-246-9333,moderate,4.20,Taichi Pot Shabu Shabu,
1739,1827 Pruneridge Avenue,Japanese,,False,False,Santa Clara,,408-248-9144,moderate,4.30,Yuki Sushi,
1740,2212 North Texas Street,Salad,,False,True,Fairfield,,707-421-2867,cheap,3.50,Mcdonald's,
1741,17385 Monterey Road,Italian,,True,True,Morgan Hill,,408-779-7422,moderate,4.40,Betto's Bistro,
1742,25 East 1st Street,Italian,,True,True,Morgan Hill,,408-782-7550,moderate,4.70,Maurizio's,
1743,25 West Main Avenue,Italian,,True,True,Morgan Hill,,408-778-0399,moderate,4.40,Sicilia In Bocca,
1744,1888 Solano Avenue,Indian,,False,True,Berkeley,,510-526-4373,moderate,4.20,Ajanta,
1745,1543 Shattuck Avenue,Indian,,False,True,Berkeley,,510-848-9664,moderate,4.50,Jot Mahal Palace Of Indian Cuisine,
1746,1889 Solano Avenue,Indian,,False,True,Berkeley,,510-528-2519,moderate,3.80,Khana Peena,
1747,2323 Shattuck Avenue,Indian,,False,True,Berkeley,,510-898-1291,moderate,3.90,Namaste Madras Cuisine,
1748,2072 San Pablo Avenue,Indian,,False,True,Berkeley,,510-644-3977,moderate,3.80,Priya Indian Cuisine,
1749,9900 Sonoma Highway,Seafood,,True,False,Kenwood,,707-833-6326,pricey,4.60,Salt And Stone Restaurant,
1750,1512 Locust Street,Vietnamese,,False,True,Walnut Creek,,925-891-4790,moderate,4.40,Vanessa's Bistro 2 Vietnamese Restaurant,
1751,115 De Anza Boulevard,Kaiseki,,False,False,San Mateo,,650-286-0410,ultra high-end,4.70,Wakuriya,
1752,3950 Middlefield Road,Salad,,False,True,Palo Alto,,650-494-0645,moderate,4.10,Green Elephant Gourmet,
1753,960 Moraga Road #1,Indian,,False,True,Lafayette,,925-962-9575,moderate,4.30,Swad Indian Cuisine,
1754,1235 East Calaveras Boulevard,Seafood,,False,False,Milpitas,,408-262-9288,moderate,4.00,Fortunes Restaurant Milpitas,
1755,1678 North Milpitas Boulevard,Seafood,,False,False,Milpitas,,408-263-3888,moderate,3.80,Golden Sun Palace,
1756,222 Great Mall Drive,Seafood,,False,True,Milpitas,,408-935-6999,moderate,3.50,Mayflower Restaurant,
1757,206 Barber Court,Seafood,,False,False,Milpitas,,408-955-9666,moderate,3.70,Won Kee Bbq Restaurant,
1758,5657 Snell Avenue,Seafood,,False,True,San Jose,,408-972-5978,moderate,4.40,Sushi Okawa Japanese Restaurant,
1759,1140 Lincoln Avenue,Seafood,,False,True,San Jose,,408-287-9854,moderate,4.40,Yuki Sushi,
1760,3236 South White Road,Seafood,,False,True,San Jose,,408-270-7993,moderate,4.30,Yuri Japanese Restaurant,
1761,1674 Shattuck Avenue,Asian,,False,True,Berkeley,,510-883-1883,moderate,4.10,Da Lian Restaurant,
1762,2190 Bancroft Way,Asian,,False,True,Berkeley,,510-843-7996,moderate,4.40,Great China Restaurant,
1763,1645 Solano Avenue,Asian,,False,True,Berkeley,,510-526-4915,moderate,4.40,Himalayan Tandoori And Curry House,
1764,2449 Sacramento Street,Asian,,False,True,Berkeley,,510-841-6118,cheap,4.30,Mehak Indian Cuisine,
1765,2598 Telegraph Avenue,Asian,,False,True,Berkeley,,510-843-3951,moderate,4.30,Mount Everest Restaurant,
1766,2914 College Avenue,Asian,,False,True,Berkeley,,510-883-1688,moderate,4.30,Shen Hua,
1767,1700 Shattuck Avenue,Asian,,False,True,Berkeley,,510-849-4983,moderate,4.40,Taste Of The Himalayas,
1768,1715 Solano Avenue,Asian,,True,True,Berkeley,,510-525-8300,moderate,4.40,Vanessa's Bistro,
1769,3700 Bohemian Highway,Italian,,False,False,Occidental,,707-874-0301,moderate,4.50,Negri's Original Occidental,
1770,2206 First Street,Japanese,,True,False,Livermore,,925-245-9662,moderate,4.40,Roppongi Sushi,
1771,120 Marina Drive,Steakhouse,,True,True,Rio Vista,,707-374-5400,moderate,4.20,The Point Restaurant,
1772,1015 Gravenstein Highway South,Mexican,,True,True,Sebastopol,,707-829-7010,moderate,4.20,El Coronel Mexican Restaurant,
1773,4100 Montgomery Drive C,Japanese,,False,False,Santa Rosa,,707-539-9188,moderate,3.70,Hikuni,
1774,2446 Patio Court,Japanese,,False,False,Santa Rosa,,707-542-8282,moderate,4.50,Osake,
1775,3082 Marlow Road,Japanese,,False,True,Santa Rosa,,707-527-8871,moderate,4.60,Toyo Restaurant,
1776,2700 Yulupa Avenue #23,Japanese,,False,True,Santa Rosa,,707-578-8180,moderate,4.70,Yao-kiku,
1777,379 Gellert Boulevard,Mexican,,False,False,Daly City,,650-755-6213,moderate,4.00,Celia's,
1778,6582 Mission Street,Mexican,,False,False,Daly City,,650-756-6289,moderate,4.40,Lisa's,
1779,4555 Hopyard Road,Indian,,False,True,Pleasanton,,925-750-7709,moderate,3.60,Aappakadai,
1780,1991 Santa Rita Road,Indian,,False,True,Pleasanton,,925-750-7149,moderate,3.90,Amaravati House,
1781,4040 Pimlico Drive #116,Indian,,False,True,Pleasanton,,925-467-1555,moderate,3.30,Bawarchi Indian Cuisine,
1782,5681 Gibraltar Drive,Indian,,False,True,Pleasanton,,925-225-9999,moderate,3.50,Blue Fox Indian Cuisine,
1783,2025 Santa Rita Road,Indian,,False,True,Pleasanton,,925-846-4547,moderate,4.20,Curry Cravings,
1784,411 Main Street,Indian,,True,True,Pleasanton,,925-846-3077,moderate,4.30,Frontier Spice,
1785,3037 Hopyard Road G,Indian,,True,True,Pleasanton,,925-271-7575,moderate,3.40,Vedas Indian Restaurant,
1786,33 South Central Avenue,Italian,2019-03-01,True,False,Campbell,2,408-370-7705,moderate,4.50,A Bellagio Italian Restaurant,19:00
1787,1600 Stockton Street,Coffeehouse,,True,True,San Francisco,,415-781-0331,moderate,4.10,Acquolina,
1788,684 Broadway,Coffeehouse,,False,False,San Francisco,,415-989-2038,cheap,3.60,Broadway Dim Sum,
1789,7 Claude Lane,Coffeehouse,,True,False,San Francisco,,415-392-3505,moderate,4.30,Cafe Claude,
1790,888 Stockton Street,Coffeehouse,,False,False,San Francisco,,415-923-8488,cheap,3.50,Cafe New Honolulu,
1791,100 Van Ness Avenue,Coffeehouse,,False,True,San Francisco,,415-834-5684,moderate,4.30,Corridor,
1792,2417 California Street,Coffeehouse,,True,False,San Francisco,,415-929-9030,moderate,4.40,Curbside,
1793,96 Gough Street,Coffeehouse,,False,False,San Francisco,,415-658-7888,moderate,4.50,Kittea Cat Cafe,
1794,255 Winston Drive,Coffeehouse,,False,True,San Francisco,,415-759-5033,cheap,3.50,Mcdonald's,
1795,505 Montgomery Street,Coffeehouse,,False,True,San Francisco,,415-681-9925,cheap,3.30,Palio Caffe,
1796,1944 Union Street,Coffeehouse,,True,True,San Francisco,,415-922-9022,pricey,4.20,Perry's On Union,
1797,1397 El Camino Real,Coffeehouse,,True,True,Belmont,,650-592-2107,moderate,4.40,Sumac Mediterranean Grill,
1798,1397 El Camino Real,Coffeehouse,2019-03-01,True,True,Belmont,2,650-592-2107,moderate,4.40,Sumac Mediterranean Grill,17:30
1799,2018 Lombard Street,Spanish,2019-03-01,False,False,San Francisco,2,415-929-8888,moderate,4.40,Alegrias,13:30
1800,25 Yerba Buena Lane,Indian,2019-03-01,False,True,San Francisco,2,415-777-0500,pricey,4.20,Amber,18:00
1801,1506 Leimert Boulevard,Thai,2019-03-12,False,True,Oakland,2,510-500-3151,moderate,4.10,3 Seasons Thai Bistro,11:00
1802,459 Castro Street,Mexican,2019-03-01,True,False,Mountain View,2,650-965-2944,moderate,4.30,Casa Lupe,12:30
1803,41 Tunnel Road,French,,False,True,Berkeley,,510-549-8585,pricey,2.00,Antoinette Restaurant,
1804,1849 Shattuck Avenue,French,,False,True,Berkeley,,510-849-2155,pricey,4.10,Bistro Liaison,
1805,41 Tunnel Road,French,2019-03-01,False,True,Berkeley,2,510-549-8585,pricey,2.00,Antoinette Restaurant,11:00
1806,29583 Mission Boulevard,Vietnamese,,False,True,Hayward,,510-881-8593,moderate,4.10,Red Chili Thai Vietnamese Noodle Restaurant,
1807,29583 Mission Boulevard,Vietnamese,2019-03-12,False,True,Hayward,2,510-881-8593,moderate,4.10,Red Chili Thai Vietnamese Noodle Restaurant,11:30
1808,175 Vineyard Avenue,Italian,2019-03-02,True,True,Livermore,3,925-249-9800,moderate,4.40,Campo Di Bocce Of Livermore,13:30
1809,3314 Piedmont Avenue,Seafood,2019-03-01,True,True,Oakland,2,510-645-1912,moderate,4.50,Judoku Sushi,19:30
1810,601 Van Ness Avenue,Japanese,2019-03-01,False,True,San Francisco,2,415-292-9997,moderate,3.50,2g Japanese Brasserie,13:00
1811,1219 Burlingame Avenue,Italian,,False,False,Burlingame,,650-347-7672,moderate,1.00,Cafe La Scala Italian Rest.,
1812,1095 Rollins Road,Italian,,True,False,Burlingame,,650-342-4922,moderate,4.20,Fattoria E Mare,
1813,1444 Burlingame Avenue,Italian,,True,True,Burlingame,,650-288-1041,moderate,4.40,Pizzeria Delfina,
1814,1451 Burlingame Avenue,Italian,,True,True,Burlingame,,650-235-9715,moderate,4.50,Rise Pizzeria,
