,city,cuisine,has_live_music,phone_number,price_range,restaurant_name,serves_alcohol,street_address,date,party_size,time
3140,Napa,Italian,False,707-254-9700,moderate,Filippi's Pizza Grotto,False,645 1st Street,2019-03-01,2,18:30
3141,San Francisco,French,False,415-474-6070,moderate,Rue Lepic French Restaurant,False,900 Pine Street,2019-03-06,2,18:30
3142,San Jose,Italian,False,408-246-4605,moderate,Tony & Alba's Pizza And Pasta,True,3137 Stevens Creek Boulevard,2019-03-02,1,17:30
3143,Berkeley,Noodle,False,510-524-1677,moderate,Kirin Restaurant,True,1767 Solano Avenue,2019-03-14,2,11:30
3144,Mountain View,Indian,False,650-965-1111,inexpensive,Chaat Paradise,False,165 East El Camino Real,2019-03-01,2,17:00
3145,Berkeley,American,False,510-280-5920,moderate,Nico's 1508,False,1508 Walnut Street B,2019-03-01,2,11:00
3146,Campbell,Seafood,False,408-374-8366,moderate,Sushi Zono,False,831 West Hamilton Avenue,2019-03-01,4,11:00
3147,San Jose,French,False,480-280-1818,moderate,Seven Restaurant & Lounge,True,754 The Alameda,2019-03-08,2,19:00
3148,San Jose,Steakhouse,False,408-266-6602,moderate,Black Angus Steakhouse,True,1011 Blossom Hill Road,2019-03-01,3,13:30
3149,San Francisco,Gastropub,False,415-525-4335,moderate,Myriad Gastropub,True,2491 Mission Street,2019-03-01,2,18:00
3150,San Francisco,Indian,False,415-731-2400,moderate,Clay Oven Indian Restaurant,True,385 West Portal Avenue,2019-03-01,1,18:30
3151,San Francisco,American,False,415-771-7709,moderate,Gibson,True,111 Mason Street,2019-03-09,2,17:30
3152,San Rafael,Vegan,False,415-454-6887,moderate,Lotus Chaat And Spices,True,1559 4th Street,2019-03-01,3,19:30
3153,San Francisco,Vietnamese,False,415-282-9088,inexpensive,Lotus Garden Vietnamese Cuisine,False,3216 Mission Street,2019-03-01,1,17:00
3154,San Francisco,French,False,415-776-5577,very expensive,La Folie,False,2316 Polk Street,2019-03-01,2,17:00
3155,San Francisco,Indian,False,415-777-0500,expensive,Amber,False,25 Yerba Buena Lane,2019-03-01,2,17:30
3156,San Francisco,Ethiopian,True,415-440-7414,moderate,Sheba Piano Lounge,True,1419 Fillmore Street,2019-03-06,2,12:30
3157,San Francisco,Burmese,False,415-933-9900,moderate,B Star,False,127 Clement Street,2019-03-08,2,11:30
3158,Novato,American,False,415-883-9125,moderate,Wildfox Restaurant,False,225 Alameda del Prado,2019-03-01,2,11:00
3159,San Francisco,Japanese,False,415-567-4903,moderate,Ace Wasabi Rock-n-roll Sushi,False,3339 Steiner Street,2019-03-01,1,19:00
3160,Napa,Italian,False,707-492-8026,moderate,Pasta Prego,False,1502 Main Street,2019-03-06,2,17:30
3161,Redwood City,Asian,False,650-948-7727,inexpensive,Suraj Indian Cuisine,True,2550 El Camino Real,2019-03-01,1,11:00
3162,San Jose,American,False,408-292-4300,moderate,Billy Berk's,True,99 South 1st Street,2019-03-14,2,18:30
3163,San Francisco,Thai,False,415-757-0217,moderate,Lapats Thai Noodles Bar,False,601 Larkin Street,2019-03-01,4,19:00
3164,San Ramon,Soup,True,925-275-8105,inexpensive,Noodles And Company,False,3141 Crow Canyon Place,2019-03-01,2,17:30
3165,Concord,Thai,False,925-524-0768,moderate,Bronze Buddha,False,5434 Ygnacio Valley Road #90,2019-03-01,2,18:00
3166,San Francisco,French,False,415-359-0075,moderate,Chouquet's,False,2500 Washington Street,2019-03-01,2,13:00
3167,San Francisco,Seafood,False,415-399-8758,expensive,Rose Pistola,True,532 Columbus Avenue,2019-03-08,2,18:30
3168,Santa Rosa,California,False,707-545-4300,moderate,The Pullman Kitchen,False,205 5th Street,2019-03-08,2,13:00
3169,Petaluma,Italian,False,707-766-7600,moderate,Risibisi,True,154 Petaluma Boulevard North,2019-03-01,2,17:30
3170,San Francisco,Barbecue,False,415-796-2437,moderate,Hardwood Bar & Smokery,False,680 8th Street Ste. 170,2019-03-01,2,11:00
3171,San Rafael,Mexican,False,415-456-8190,moderate,Celia's Mexican Restaurant,False,1 Vivian Street,2019-03-01,1,12:30
3172,Oakland,American,False,510-835-8600,moderate,"Kincaid's Fish, Chop & Steak House",False,1 Franklin Street,2019-03-01,2,19:00
3173,San Francisco,Vietnamese,False,415-665-1146,expensive,Thanh Long Restaurant,False,4101 Judah Street,2019-03-01,4,19:00
3174,San Francisco,Chinese,False,415-242-1006,moderate,May Lee Chinese Restaurant,False,San Francisco,2019-03-13,2,13:30
3175,Berkeley,Spanish,False,510-845-6904,moderate,Juan's Place,False,941 Carleton Street,2019-03-01,2,17:30
3176,San Francisco,American,False,650-627-4303,moderate,All Spice,True,648 Bush Street,2019-03-01,4,12:30
3177,Union City,American,True,510-675-0101,moderate,Tribu Grill,True,32208 Dyer Street,2019-03-01,2,18:30
3178,San Francisco,Mediterranean,False,415-872-9767,moderate,La Marsa,True,454 Geary Street,2019-03-01,2,11:30
3179,San Francisco,Korean,False,415-541-4949,expensive,Yank Sing,False,49 Stevenson Street,2019-03-01,2,18:30
3180,San Francisco,Greek,False,415-829-8383,moderate,Novy Restaurant,False,4000 24th Street,2019-03-01,2,18:30
3181,San Francisco,American,False,415-956-6900,moderate,Georges,True,415 Sansome Street # 1,2019-03-01,2,17:00
3182,Berkeley,Ethiopian,False,510-653-3456,moderate,Addis Restaurant,False,6100 Telegraph Avenue,2019-03-06,2,17:00
3183,Napa,Italian,False,707-257-3300,moderate,Mary's Pizza Shack,False,3085 Jefferson Street,2019-03-01,2,12:30
3184,Milpitas,Korean,False,408-262-3434,inexpensive,Jang Su Jang,True,269 West Calaveras Boulevard,2019-03-10,2,18:00
3185,Sausalito,Seafood,False,415-332-9551,expensive,Scoma's Of Sausalito,True,588 Bridgeway,2019-03-12,4,11:30
3186,Novato,Mexican,True,415-883-6292,moderate,Maya Palenque Restaurant,True,349 Enfrente Road,2019-03-03,2,12:00
3187,Berkeley,French,False,510-549-8585,moderate,Paragon,True,41 Tunnel Road,2019-03-01,2,11:30
3188,San Francisco,Chinese,False,415-753-5678,moderate,Xiao Loong Restaurant,False,250 West Portal Avenue,2019-03-06,2,17:30
3189,San Francisco,Buffet,False,415-682-4578,moderate,Fiery Hot Pot Buffet,False,1626 Taraval,2019-03-01,2,18:00
3190,San Jose,Chinese,False,408-873-9982,moderate,Hunan Impression,False,5152 Moorpark Avenue #30,2019-03-01,2,12:30
3191,San Francisco,Italian,False,415-626-1250,moderate,The Sausage Factory,False,517 Castro Street,2019-03-01,2,12:00
3192,Rohnert Park,Asian,False,707-588-7100,expensive,M.y. China - Graton Resort & Casino,True,288 Golf Course Drive West,2019-03-01,2,18:30
3193,Oakland,Barbecue,False,510-654-2000,moderate,Bowl'd Bbq,False,4869 Telegraph Avenue,2019-03-01,1,18:00
3194,Berkeley,Indian,False,510-528-2519,moderate,Khana Peena,True,1889 Solano Avenue,2019-03-01,2,17:00
3195,San Francisco,Bistro,False,415-351-5561,moderate,Bistro Boudin,False,160 Jefferson Street,2019-03-01,2,12:30
3196,Santa Rosa,Italian,False,707-544-3444,moderate,Union Hotel Restaurants,False,1007 West College Avenue d,2019-03-04,3,18:30
3197,Fremont,Indian,False,510-791-1316,moderate,Taste Of India,False,5144 Mowry Avenue,2019-03-01,2,11:00
3198,San Francisco,Beijing,False,415-564-9588,moderate,Old Mandarin Islamic Restaurant,False,3132 Vicente Street,2019-03-01,1,12:30
3199,Mill Valley,Mexican,False,415-381-1070,moderate,The Cantina,True,651 East Blithedale Avenue,2019-03-01,2,11:30
3200,Santa Clara,American,False,408-645-5286,moderate,Poorboy's Cajun Kitchen,False,2605 Homestead Road,2019-03-10,4,12:00
3201,Pleasanton,Indian,False,925-750-7149,moderate,Amaravati House,False,1991 Santa Rita Road,2019-03-01,2,11:00
3202,Brentwood,Thai,False,925-418-4970,inexpensive,Yum Squared,False,6670 Lone Tree Way #5,2019-03-01,2,11:00
3203,Alameda,Japanese,False,510-749-9988,inexpensive,Sakura Sushi Bar & Grill,False,2408 Santa Clara Avenue,2019-03-08,2,11:00
3204,Oakland,California,False,510-808-7519,moderate,Sideshow Kitchen,True,942 Stanford Avenue,2019-03-03,2,13:00
3205,Belmont,Salad,True,650-592-6833,inexpensive,Mcdonald's,True,522 El Camino Real,2019-03-01,2,17:00
3206,Milpitas,Mediterranean,False,408-262-6949,moderate,Dishdash Grill,False,181 Ranch Drive,2019-03-01,2,18:30
3207,Berkeley,Asian,False,510-843-3951,moderate,Mount Everest Restaurant,True,2598 Telegraph Avenue,2019-03-01,2,19:30
3208,San Francisco,Nepalese,False,415-677-9743,moderate,Urban Curry,False,523 Broadway,2019-03-01,2,18:00
3209,San Bruno,Mexican,False,650-877-8245,moderate,Celia's Mexican Restaurant,False,201 El Camino Real,2019-03-01,2,17:30
3210,Sunnyvale,Indian,False,408-735-7448,moderate,Madhuban Indian Cuisine,False,544 Lawrence Expressway,2019-03-04,2,11:30
3211,San Francisco,Korean,False,415-398-2838,moderate,City View Restaurant,False,662 Commercial Street,2019-03-01,2,18:30
3212,San Francisco,American,False,415-431-6268,moderate,Namu Gaji,True,499 Dolores Street,2019-03-01,2,18:30
3213,Redwood City,Spanish,False,650-368-9340,moderate,Estampas Peruanas Restaurant,False,715 El Camino Real,2019-03-09,1,13:30
3214,Millbrae,Steakhouse,False,650-742-1003,moderate,Bashamichi Steak And Seafood,False,1390 El Camino Real,2019-03-01,2,17:30
3215,Redwood City,American,False,650-367-7974,moderate,Mandaloun,False,2021 Broadway,2019-03-01,2,19:30
3216,Danville,California,False,925-362-3665,moderate,Danville Harvest,False,500 Hartz Avenue,2019-03-01,2,12:30
3217,San Jose,Bistro,False,408-248-9091,moderate,Village California Bistro And Wine Bar,True,378 Santana Row #1035,2019-03-01,2,19:00
3218,San Francisco,Gastropub,False,415-655-9413,expensive,Sessions At The Presidio,True,1 Letterman Drive,2019-03-01,2,11:00
3219,Woodside,American,False,650-851-8541,expensive,The Mountain House,False,13808 Skyline Boulevard,2019-03-01,2,18:00
3220,San Jose,Chinese,False,408-243-8868,moderate,Soong Soong,False,3680 Stevens Creek Boulevard,2019-03-01,3,18:00
3221,Walnut Creek,Mexican,False,925-934-8121,moderate,La Fogata Mexican Bar & Grill,True,1315 North Main Street,2019-03-13,2,19:30
3222,Burlingame,Thai,False,650-558-8268,moderate,Coconut Bay Thai Restaurant,False,1107 Howard Avenue,2019-03-01,2,13:30
3223,Mountain View,Seafood,False,650-941-2117,inexpensive,Masa's Sushi,True,400 San Antonio Road,2019-03-01,2,13:30
3224,Santa Rosa,Steakhouse,False,707-546-1446,moderate,Cattlemens,False,2400 Midway Drive,2019-03-02,2,11:30
3225,Daly City,Italian,False,415-468-5300,moderate,Papa Ray's Pizza,False,2731 Geneva Avenue,2019-03-01,3,19:00
3226,Pleasanton,Seafood,False,925-469-9060,moderate,Zakuro Japanese Bistro And Sushi Bar,True,6700 Santa Rita Road Suite A,2019-03-01,2,18:00
3227,Santa Clara,Italian,False,408-330-9212,moderate,Piatti,False,3905 Rivermark Plaza,2019-03-01,2,12:00
3228,Redwood City,Tapas,False,650-679-8141,moderate,La Viga Seafood & Cocina Mexicana,True,1772 Broadway,2019-03-01,2,13:00
3229,San Francisco,American,False,415-829-2737,moderate,Aliment,False,786 Bush Street,2019-03-01,2,17:30
3230,San Francisco,Seafood,False,415-397-8880,expensive,La Mar Cebicheria Peruana,True,pier 1 1/2 The Embarcadero,2019-03-11,2,19:00
3231,Albany,Japanese,False,510-524-4700,moderate,Sumo Japanese Restaurant,True,2009 977,2019-03-01,3,12:30
3232,Berkeley,Mexican,False,510-926-6300,moderate,Comal,True,2020 Shattuck Avenue,2019-03-13,4,11:30
3233,Healdsburg,Ramen,False,707-431-1995,moderate,The Taste Of Tea,True,109 North Street,2019-03-05,2,13:30
3234,San Francisco,Indian,False,415-826-2400,moderate,Clay Oven,True,1689 Church Street,2019-03-01,3,19:00
3235,Cupertino,Japanese,False,408-320-0836,moderate,Pokeworks,False,10815 North Wolfe Road #104,2019-03-01,1,19:00
3236,Palo Alto,Vietnamese,False,650-325-8500,expensive,Tamarine Restaurant & Gallery,True,546 University Avenue,2019-03-01,2,11:30
3237,Vacaville,Sandwich,True,707-449-6477,inexpensive,Mcdonald's,False,990 Alamo Drive,2019-03-01,2,11:30
3238,Los Gatos,Italian,False,408-399-3477,moderate,The Pastaria & Market,True,49 East Main Street,2019-03-05,2,13:00
3239,San Francisco,Seafood,True,415-872-7187,moderate,Shido Sushi Bar & Grill,False,1655 Market Street,2019-03-01,2,18:30
3240,San Francisco,Gastropub,False,415-525-4335,moderate,Myriad Gastropub,True,2491 Mission Street,2019-03-01,2,12:00
3241,San Francisco,American,False,415-369-0222,moderate,Brickhouse Cafe: Restaurant & Bar,True,426 Brannan Street,2019-03-01,2,11:00
3242,Albany,Japanese,False,510-524-4700,moderate,Sumo Japanese Restaurant,True,2009 977,2019-03-06,2,11:00
3243,Gilroy,Mexican,False,408-847-8812,moderate,Carnitas Michoacan,False,7484 Monterey Road,2019-03-05,2,11:00
3244,Santa Rosa,Italian,False,707-542-5800,expensive,Ca'bianca,False,835 2nd Street,2019-03-01,2,19:00
3245,San Francisco,Japanese,False,415-829-7668,inexpensive,There Sushi Bar & Restaurant,True,393 Bay Street,2019-03-01,2,17:30
3246,Half Moon Bay,Italian,False,650-726-5125,moderate,Pasta Moon,False,315 Main Street C,2019-03-01,2,17:30
3247,Milpitas,Barbecue,False,408-955-0228,moderate,Gen Korean Bbq House,True,190 Barber Lane,2019-03-04,2,12:00
3248,Milpitas,Seafood,False,408-955-9666,moderate,Won Kee Bbq Restaurant,False,206 Barber Court,2019-03-01,1,19:30
3249,San Jose,American,True,408-292-0776,inexpensive,Mcdonald's,False,898 South Bascom Avenue,2019-03-01,1,11:30
3250,Dublin,Indian,False,925-364-7086,moderate,Paradise Biryani Pointe,False,6601 Dublin Boulevard,2019-03-01,2,18:30
3251,San Jose,Indian,False,408-528-8500,moderate,Caspian Village,True,2881 The Villages Parkway,2019-03-02,1,18:00
3252,Santa Clara,Italian,False,408-654-9000,moderate,Tomatina,True,3127 Mission College Boulevard,2019-03-01,2,11:30
3253,San Francisco,Chinese,False,415-529-2615,inexpensive,Dim Sum Club,False,2550 Van Ness Avenue,2019-03-01,2,13:00
3254,San Francisco,Thai,False,415-567-1751,moderate,My Ivy,False,1901 Divisadero Street,2019-03-01,2,13:30
3255,Hayward,Thai,False,510-581-6706,moderate,Siam Palace Thai Cuisine,False,22545 Foothill Boulevard,2019-03-01,2,12:00
3256,Pleasant Hill,Italian,True,925-933-9091,moderate,Zio Fraedo's,False,611 Gregory Lane,2019-03-01,2,18:00
3257,Morgan Hill,Japanese,False,408-778-6288,moderate,Hanami Sushi,False,1295 East Dunne Avenue # 190,2019-03-01,2,17:00
3258,San Francisco,French,False,415-440-4290,moderate,Castagna,False,2015 Chestnut Street,2019-03-13,2,19:30
3259,San Jose,American,False,669-234-5600,moderate,Uncle Buck's Fish Bowl And Grill,False,5160 Cherry Avenue,2019-03-01,3,17:30
3260,Lafayette,Asian,False,925-283-8883,moderate,Amarin Thai Cuisine,False,3555 Mount Diablo Boulevard,2019-03-08,1,13:30
3261,Lafayette,Peruvian,False,925-298-5668,moderate,Barranco Cocina Peruana,True,3596 Mount Diablo Boulevard,2019-03-08,1,12:00
3262,Palo Alto,Italian,False,650-473-9616,expensive,Italico Restaurant,False,341 California Avenue,2019-03-01,2,12:30
3263,Concord,Korean,False,925-825-1318,moderate,Imperial Seafood Restaurant,False,1680 Willow Pass Road,2019-03-01,3,11:00
3264,San Francisco,Brunch,True,415-392-3434,expensive,Top Of The Mark,True,999 California Street,2019-03-10,1,18:30
3265,Mill Valley,American,True,415-381-4400,moderate,Lighthouse Bar & Grill,True,475 East Strawberry Drive,2019-03-01,2,12:30
3266,San Francisco,Brunch,True,415-392-3434,expensive,Top Of The Mark,True,999 California Street,2019-03-01,2,19:00
3267,San Francisco,French,False,415-546-6128,moderate,Mathilde French Bistro,True,315 5th Street,,,
3268,San Francisco,Italian,False,415-543-5100,moderate,54 Mint Ristorante Italiano,True,16 Mint Plaza,2019-03-06,2,11:30
3269,Santa Rosa,Mexican,False,707-571-1082,moderate,Chevys Fresh Mex,False,24 4th Street,,,
3270,Santa Rosa,Mexican,False,707-571-1082,moderate,Chevys Fresh Mex,False,24 4th Street,2019-03-12,2,13:30
3271,Napa,Asian,False,707-501-4444,moderate,Eiko's Sushi,False,1300 1st Street #385,,,
3272,Napa,Asian,False,707-501-4444,moderate,Eiko's Sushi,False,1300 1st Street #385,2019-03-01,2,12:30
3273,Oakland,American,True,510-562-0345,inexpensive,Mcdonald's,False,7300 Bancroft Avenue,2019-03-14,4,13:00
3274,Berkeley,Italian,False,510-558-9000,moderate,Cugini Restaurant,False,1556 Solano Avenue,2019-03-11,3,18:00
3275,Berkeley,Sichuan,False,510-845-5807,inexpensive,Chengdu Style Restaurant,False,2600 Bancroft Way,,,
3276,Berkeley,Sichuan,False,510-845-5807,inexpensive,Chengdu Style Restaurant,False,2600 Bancroft Way,2019-03-04,3,13:00
3277,San Francisco,Chinese,False,415-282-8999,inexpensive,Alice's,False,1599 Sanchez Street,2019-03-02,1,18:30
3278,Napa,Italian,False,707-254-8006,moderate,Allegria,False,1026 1st Street,2019-03-08,3,12:30
3279,San Francisco,Brunch,True,415-392-3434,expensive,Top Of The Mark,True,999 California Street,,,
3280,San Francisco,Brunch,False,(415) 284-9922,expensive,Waterbar Restaurant,True,399 The Embarcadero,,,
3281,San Francisco,Brunch,False,415-551-1590,expensive,Absinthe Brasserie & Bar,True,398 Hayes Street,2019-03-14,1,12:00
3282,San Francisco,Greek,False,415-981-0983,very expensive,Kokkari Estiatorio,False,200 Jackson Street,2019-03-09,3,12:30
3283,San Francisco,Sushi,False,415-355-1328,moderate,Umi,False,1328 18th Street,,,
3284,San Francisco,Gastropub,False,415-921-3944,moderate,Balboa Cafe,True,3199 Fillmore Street,2019-03-13,2,18:00
3285,Berkeley,Asian,False,510-526-4915,moderate,Himalayan Tandoori And Curry House,False,1645 Solano Avenue,2019-03-12,1,13:00
3286,San Francisco,Spanish,True,415-430-6580,expensive,Bellota,True,888 Brannan Street,2019-03-07,2,11:00
3287,Berkeley,Mediterranean,False,510-848-8877,moderate,Alborz Restaurant,True,2142 Center Street,2019-03-02,1,12:00
3288,San Francisco,Japanese,False,415-292-9997,moderate,2g Japanese Brasserie,True,601 Van Ness Avenue,2019-03-07,2,12:00
3289,Napa,Spanish,False,707-224-5551,moderate,La Taberna,False,815 Main Street,2019-03-05,2,13:00
3290,San Francisco,Indian,False,415-777-0500,expensive,Amber,False,25 Yerba Buena Lane,2019-03-08,1,13:00
3291,San Francisco,Italian,False,415-543-5100,moderate,54 Mint Ristorante Italiano,True,16 Mint Plaza,2019-03-09,4,13:30
3292,San Francisco,Japanese,False,415-292-9997,moderate,2g Japanese Brasserie,True,601 Van Ness Avenue,2019-03-05,3,11:30
3293,San Francisco,Italian,False,415-771-2216,moderate,A16,True,2355 Chestnut Street,2019-03-03,4,13:00
3294,Napa,Brazilian,False,707-255-5121,expensive,Galpao Gaucho Brazilian Steakhouse,True,1990 Trower Avenue,,,
3295,Napa,Brazilian,False,707-255-5121,expensive,Galpao Gaucho Brazilian Steakhouse,True,1990 Trower Avenue,2019-03-09,1,11:30
3296,San Francisco,Japanese,False,415-292-9997,moderate,2g Japanese Brasserie,True,601 Van Ness Avenue,2019-03-13,3,11:00
3297,Berkeley,California,False,510-809-0400,moderate,Gather,True,2200 Oxford Street,2019-03-12,2,13:30
3298,Brisbane,Sushi,False,415-656-1889,inexpensive,Teriyaki House,False,114 Old County Road,2019-03-07,4,17:00
3299,Oakland,Japanese,False,510-658-7273,moderate,Kansai,False,4345 Telegraph Avenue,,,
3300,Oakland,Japanese,False,510-922-8619,moderate,Noodle Theory Provisions,True,5849 San Pablo Avenue,,,
3301,Oakland,Japanese,False,510-530-8564,moderate,Ramen And Sushi (nama Japanese Cuisine),True,3400 Fruitvale Avenue,,,
3302,Oakland,Japanese,False,510-271-1888,moderate,Shinmai,True,1825-3 San Pablo Avenue,,,
3303,Oakland,Japanese,False,510-530-8564,moderate,Ramen And Sushi (nama Japanese Cuisine),True,3400 Fruitvale Avenue,2019-03-02,4,17:00
3304,Santa Rosa,Japanese,False,707-542-8282,moderate,Osake,False,2446 Patio Court,2019-03-09,3,11:30
3305,Napa,American,False,707-927-3394,moderate,Forge Napa,True,155 Gasser Drive B,2019-03-03,2,12:00
3306,Rohnert Park,Breakfast,True,707-588-9883,inexpensive,Mcdonald's,True,4625 Redwood Drive,2019-03-03,1,12:30
3307,San Jose,Japanese,False,408-931-6875,moderate,Bluefin,False,754 The Alameda #10,2019-03-12,3,17:00
3308,San Francisco,Japanese,False,415-292-9997,moderate,2g Japanese Brasserie,True,601 Van Ness Avenue,2019-03-02,1,18:30
3309,San Francisco,Coffeehouse,False,415-781-0331,moderate,Acquolina,False,1600 Stockton Street,2019-03-10,1,11:30
3310,Napa,Steakhouse,False,707-819-2500,very expensive,Charlie Palmer Steak Napa,False,1260 1st Street,2019-03-12,4,13:30
3311,Rohnert Park,American,False,707-585-2722,moderate,Bear Republic Brewing Co.,True,5000 Roberts Lake Road,2019-03-11,1,13:00
3312,Berkeley,Tapas,False,510-647-9525,moderate,La Marcha Tapas Bar,False,2026 San Pablo Avenue,2019-03-13,3,12:00
3313,San Francisco,French,False,415-543-0573,expensive,Fringale Restaurant,True,570 4th Street,2019-03-11,3,12:30
3314,Napa,American,False,707-944-2424,expensive,Mustards Grill,False,7399 Saint Helena Highway,2019-03-09,2,12:00
3315,San Francisco,Thai,False,415-379-4505,moderate,Baan Thai House & Wine Bar,False,534 Irving Street,2019-03-12,3,13:00
3316,Berkeley,Asian,False,510-843-7996,moderate,Great China Restaurant,False,2190 Bancroft Way,2019-03-07,3,13:30
3317,San Francisco,Japanese,False,415-567-4903,moderate,Ace Wasabi Rock-n-roll Sushi,False,3339 Steiner Street,2019-03-06,2,11:00
3318,Oakland,Take-out,False,510-563-3842,moderate,Chili's Grill & Bar,True,One Airport Drive Box 39,,,
3319,Oakland,Take-out,False,510-563-3842,moderate,Chili's Grill & Bar,True,One Airport Drive Box 39,2019-03-09,1,13:30
3320,San Francisco,Spanish,False,415-929-8888,moderate,Alegrias,False,2018 Lombard Street,2019-03-12,2,12:00
3321,San Francisco,Chinese,False,415-282-8999,inexpensive,Alice's,False,1599 Sanchez Street,2019-03-13,2,11:30
3322,San Francisco,Thai,False,415-874-9661,moderate,Lers Ros Thai,True,307 Hayes Street,,,
3323,San Francisco,Thai,False,415-536-3266,moderate,Ozone Thai Restaurant And Lounge,True,598 2nd Street,,,
3324,San Francisco,Thai,False,415-566-5311,moderate,Thai Cottage Restaurant,True,4041 Judah Street,,,
3325,San Francisco,Thai,False,415-913-7886,moderate,Krua Thai,True,3214 16th Street,2019-03-05,3,13:00
3326,San Francisco,American,True,415-956-2013,moderate,Hard Rock Cafe,True,39 Pier #256,,,
3327,San Francisco,American,True,415-392-9280,expensive,Hillstone,False,1800 Montgomery Street,,,
3328,San Francisco,American,True,415-923-1138,inexpensive,Mcdonald's,False,1100 Fillmore Street,,,
3329,San Francisco,American,True,415-384-9365,moderate,Mr. Tipple's Recording Studio,True,39 Fell Street,,,
3330,San Francisco,American,True,415-829-2642,moderate,Pa'ina Restaurant & Lounge,True,1865 Post Street,,,
3331,San Francisco,American,True,415-386-8439,moderate,Park Chalet Coastal Beer Garden,True,1000 Great Highway,,,
3332,San Francisco,American,True,415-252-1369,moderate,Sauce,True,131 Gough Street,,,
3333,San Francisco,American,True,415-292-2583,moderate,Biscuits & Blues,False,401 Mason Street,2019-03-13,1,12:00
3334,San Francisco,Japanese,False,415-292-9997,moderate,2g Japanese Brasserie,True,601 Van Ness Avenue,2019-03-06,1,11:30
3335,Santa Rosa,Italian,False,707-539-0260,moderate,Basilico,False,4776 Sonoma Highway,2019-03-02,2,12:30
3336,San Francisco,Japanese,False,415-800-8498,moderate,Akira Japanese Restaurant,True,1634 Bush Street,2019-03-12,2,18:00
3337,Oakland,Asian,False,510-839-8815,moderate,Battambang Restaurant,False,850 Broadway,2019-03-05,2,13:30
3338,Berkeley,American,False,510-647-9329,moderate,B&b Kitchen & Wine Bar,True,2116 Shattuck Avenue,2019-03-12,3,13:30
3339,Santa Rosa,Chinese,False,707-526-5840,moderate,Gary Chu's,True,611 5th Street,2019-03-09,1,13:00
3340,Oakland,Italian,False,510-768-8003,expensive,A16,True,5356 College Avenue,2019-03-10,4,13:30
3341,Berkeley,Spanish,False,510-845-6904,moderate,Juan's Place,False,941 Carleton Street,2019-03-05,1,12:30
3342,San Francisco,Bistro,False,415-276-4048,inexpensive,Bistro 10un,False,1130 Market Street,2019-03-06,3,13:00
3343,Santa Rosa,Sushi,False,707-541-6359,moderate,Haku Sushi,False,518 7th Street,2019-03-02,1,11:00
3344,Oakland,Spanish,False,510-893-0174,expensive,Duende,False,468 19th Street,,,
3345,Oakland,Spanish,False,510-893-0174,expensive,Duende,False,468 19th Street,2019-03-09,1,13:30
3346,San Francisco,Mediterranean,False,415-957-5463,expensive,Barcha,True,28 Fremont Street,2019-03-05,2,17:30
3347,San Francisco,Japanese,False,415-292-9997,moderate,2g Japanese Brasserie,True,601 Van Ness Avenue,2019-03-05,2,17:00
3348,Berkeley,Seafood,False,510-549-1900,expensive,Skates On The Bay,False,100 Seawall Drive,2019-03-01,4,12:30
3349,San Francisco,Chinese,False,415-829-8148,expensive,Hakkasan,True,1 Kearny Street,2019-03-03,2,12:00
3350,San Francisco,American,False,415-872-9409,moderate,Alba Ray's,True,2293 Mission Street,2019-03-05,1,11:30
3351,San Jose,Take-out,False,408-286-7500,moderate,4th St Pizza Co,True,150 East Santa Clara Street,2019-03-11,1,17:00
3352,San Francisco,Japanese,False,415-292-9997,moderate,2g Japanese Brasserie,True,601 Van Ness Avenue,2019-03-13,2,18:00
3353,San Francisco,Japanese,False,415-292-9997,moderate,2g Japanese Brasserie,True,601 Van Ness Avenue,2019-03-12,2,12:00
3354,Brisbane,Sushi,False,415-656-1889,inexpensive,Teriyaki House,False,114 Old County Road,2019-03-10,2,13:30
3355,Livermore,Salad,True,925-449-5768,inexpensive,Mcdonald's,False,283 North P Street,2019-03-07,1,11:00
3356,San Francisco,Spanish,False,415-929-8888,moderate,Alegrias,False,2018 Lombard Street,2019-03-12,3,12:00
3357,Berkeley,Chinese,False,510-558-8367,inexpensive,Crave Asia,False,1301 San Pablo Avenue,2019-03-02,1,13:00
3358,San Francisco,Brunch,False,415-551-1590,expensive,Absinthe Brasserie & Bar,True,398 Hayes Street,2019-03-13,3,17:00
3359,San Francisco,Brunch,False,415-551-1590,expensive,Absinthe Brasserie & Bar,True,398 Hayes Street,2019-03-13,4,17:00
3360,Berkeley,Mediterranean,False,510-540-7773,moderate,La Mediterranee,False,2936 College Avenue,2019-03-04,3,11:00
3361,San Francisco,Italian,False,415-543-5100,moderate,54 Mint Ristorante Italiano,True,16 Mint Plaza,2019-03-14,1,13:30
3362,Berkeley,European,False,510-649-9718,moderate,Luca Cucina Italiana,False,2057 San Pablo Avenue,,,
3363,Berkeley,European,False,510-649-9718,moderate,Luca Cucina Italiana,False,2057 San Pablo Avenue,2019-03-11,3,12:00
3364,San Francisco,American,False,415-359-1212,expensive,1760,False,1760 Polk Street,2019-03-06,2,17:30
3365,San Jose,French,False,408-289-1960,expensive,Emile's,True,545 South 2nd Street,,,
3366,San Jose,French,False,408-244-1244,moderate,Lark Creek Kitchen,True,378 Santana Row #1100,,,
3367,San Jose,French,False,408-296-3730,expensive,Le Papillon,False,410 Saratoga Avenue,,,
3368,San Jose,French,False,415-927-3331,expensive,Left Bank,False,377 Santana Row #1100,,,
