,attraction_name,category,free_entry,good_for_kids,location,phone_number
1180,San Diego Zoo Safari Park,Nature Preserve,False,True,San Diego,760-747-8702
1181,FDR Park,Nature Preserve,True,True,Philadelphia,215-683-3600
1182,Franklin Square,Park,True,True,Philadelphia,215-629-4026
1183,Independence National Historical Park,Nature Preserve,False,True,Philadelphia,215-965-2305
1184,Banqueting House,Tourist Attraction,True,False,London,333 320 6000
1185,Muzeum Czar PRL,Museum,True,True,Warsaw,511 044 808
1186,"Muzeum Rzezby im. Xawerego Dunikowskiego w Krolikarni, Oddzial Muzeum Narodowego w Warszawie",Museum,False,True,Warsaw,22 843 15 86
1187,National Museum of Ethnography,Museum,True,True,Warsaw,22 827 76 41
1188,Neon Museum,Museum,True,True,Warsaw,665 711 635
1189,Perdana Botanical Gardens,Park,True,True,Kuala Lumpur,3-2276 0432
1190,Petronas Twin Towers - KLCC,Tourist Attraction,True,True,Kuala Lumpur,3-2331 8080
1191,Rich Mix,Performing Arts Venue,True,False,London,20 7613 7498
1192,Bronx Little Italy,Tourist Attraction,False,False,New York,718-294-8259
1193,Madame Tussauds New York,Tourist Attraction,False,True,New York,(866) 841-3505
1194,National Geographic Encounter,Tourist Attraction,True,True,New York,646-308-1337
1195,One World Observatory,Tourist Attraction,True,False,New York,844-696-1776
1196,Strawberry Fields,Tourist Attraction,False,True,New York,212-639-9675
1197,Ripley's Aquarium of Canada,Tourist Attraction,True,False,Toronto,647-351-3474
1198,Taman Burung Kuala Lumpur,Nature Preserve,False,True,Kuala Lumpur,3-2272 1010
1199,Greenwich Market,Shopping Area,True,True,London,7851 018007
1200,Maltby Street Market,Shopping Area,True,True,London,20 7394 8061
1201,Southbank Centre Food Market,Shopping Area,True,True,London,20 3879 9555
1202,Rittenhouse Square,Park,True,True,Philadelphia,267-586-5675
1203,Spruce Street Harbor Park,Park,True,True,Philadelphia,215-922-2386
1204,Nomadic Community Garden,Tourist Attraction,False,True,London,7884 401513
1205,Parliament Hill Viewpoint,Tourist Attraction,False,True,London,20 7332 3322
1206,Speakers' Corner,Tourist Attraction,True,True,London,7722 523629
1207,Spencer House,Tourist Attraction,False,True,London,20 7514 1958
1208,The London Bridge Experience & London Tombs,Tourist Attraction,False,True,London,20 7403 6333
1209,The Thames Barrier,Tourist Attraction,False,True,London,20 8305 4188
1210,National Science Centre,Museum,False,True,Kuala Lumpur,3-2089 3400
1211,The Broad,Museum,True,True,Los Angeles,213-232-6250
1212,The Getty,Museum,True,True,Los Angeles,310-440-7300
1213,Lloyd Park,Park,True,False,London,20 8496 3000
1214,The Concourse,Performing Arts Venue,True,True,Sydney,2 8075 8100
1215,Palais Garnier,Performing Arts Venue,False,True,Paris,1 40 07 00 43
1216,Giraffe Centre,Nature Preserve,True,True,Nairobi,20 891078
1217,Nairobi National Park,Nature Preserve,False,True,Nairobi,20 2423423
1218,Vancouver Maritime Museum,Museum,True,True,Vancouver,604-257-8300
1219,S. R. Crown Hall,Historical Landmark,False,True,Chicago,312-567-3230
1220,The Merchandise Mart,Historical Landmark,True,True,Chicago,800-677-6278
1221,Tribune Tower,Historical Landmark,False,False,Chicago,312-222-3994
1222,Untitled by Picasso,Historical Landmark,True,False,Chicago,312-744-5000
1223,Yankee Stadium Tours,Tourist Attraction,False,True,New York,646-977-8687
1224,Computerspiele Museum,Museum,True,True,Berlin,30 60988577
1225,Duppel,Museum,True,True,Berlin,30 24002162
1226,Fleamarket at Mauerpark,Shopping Area,True,True,Berlin,30 29772486
1227,Earl Bales Park,Park,False,True,Toronto,416-392-2489
1228,Humber Bay Park,Park,True,True,Toronto,416-392-2489
1229,Empire State Building,Historical Landmark,True,True,New York,212-736-3100
1230,Morris-Jumel Mansion,Historical Landmark,True,True,New York,212-923-8008
1231,Stonewall National Monument,Historical Landmark,True,True,New York,212-668-2577
1232,Time Warner Center,Historical Landmark,True,True,New York,212-823-6300
1233,Royal Festival Hall,Performing Arts Venue,True,False,London,20 3879 9555
1234,The Criterion Theatre,Performing Arts Venue,True,True,London,20 7839 8811
1235,"Theatre Royal, Drury Lane",Performing Arts Venue,True,False,London,844 412 4660
1236,"The Royal Mews, Buckingham Palace",Tourist Attraction,True,False,London,303 123 7302
1237,Witch's Castle,Historical Landmark,False,False,Portland,503-823-4000
1238,L'eglise de la Madeleine,Place of Worship,False,False,Paris,1 44 51 69 00
1239,Saint-Germain-l'Auxerrois,Place of Worship,False,True,Paris,1 42 60 22 21
1240,Saint-Nicolas du Chardonnet,Place of Worship,False,True,Paris,1 44 27 07 90
1241,Saint-Etienne-du-Mont,Place of Worship,False,True,Paris,1 43 54 11 79
1242,"Sainte-Clotilde, Paris",Place of Worship,False,False,Paris,1 45 56 09 92
1243,Metiers Art Museum,Museum,True,False,Paris,1 53 01 82 00
1244,National Debt Clock,Historical Landmark,False,True,New York,212-257-6600
1245,Play City,Theme Park,False,True,Rio de Janeiro,21 2753-9489
1246,Rio Water Planet,Theme Park,False,True,Rio de Janeiro,21 2428-9000
1247,Milliken District Park,Park,True,True,Toronto,416-396-7757
1248,Riverdale Farm,Park,True,True,Toronto,416-392-6794
1249,Thomson Memorial Park,Park,True,True,Toronto,416-392-2489
1250,Toronto Botanical Garden,Park,True,True,Toronto,416-397-1354
1251,Wychwood Barns,Park,True,True,Toronto,416-338-4386
1252,Seaport Village,Shopping Area,True,True,San Diego,619-530-0704
1253,Featherdale Wildlife Park,Nature Preserve,False,True,Sydney,2 9622 1644
