,airlines,departure_date,destination_airport,is_nonstop,number_of_tickets,origin_airport,outbound_arrival_time,outbound_departure_time,price,seating_class,inbound_arrival_time,inbound_departure_time,return_date
788,American Airlines,2019-03-01,New York,True,1,Philadelphia,14:11,13:20,95,Economy,12:11,11:20,2019-03-14
789,Delta Airlines,2019-03-01,New York,True,1,Philadelphia,15:51,15:00,153,Premium Economy,13:11,12:20,2019-03-14
790,Southwest Airlines,2019-03-01,New York,True,1,Philadelphia,15:36,14:45,105,Economy,11:41,10:50,2019-03-14
791,United Airlines,2019-03-01,New York,True,1,Philadelphia,12:21,11:30,98,Economy,06:26,05:35,2019-03-14
792,United Airlines,2019-03-01,Portland,True,4,Seattle,00:38,23:40,104,Economy,05:38,04:40,2019-03-14
793,American Airlines,2019-03-07,New York,True,2,Philadelphia,14:11,13:20,95,Economy,12:11,11:20,2019-03-11
794,Southwest Airlines,2019-03-07,New York,True,2,Philadelphia,15:36,14:45,97,Economy,11:41,10:50,2019-03-11
795,United Airlines,2019-03-07,New York,True,2,Philadelphia,12:21,11:30,97,Economy,06:26,05:35,2019-03-11
796,Alaska Airlines,2019-03-09,Los Angeles,True,3,San Diego,13:59,13:05,108,Economy,10:59,10:05,2019-03-14
797,Southwest Airlines,2019-03-09,Los Angeles,True,3,San Diego,13:14,12:20,101,Economy,16:44,15:50,2019-03-14
798,Alaska Airlines,2019-03-05,San Francisco,True,1,Los Angeles,01:05,23:40,139,Economy,20:00,18:35,2019-03-10
799,American Airlines,2019-03-05,San Francisco,True,1,Los Angeles,10:55,09:30,155,Economy,20:35,19:10,2019-03-10
800,Delta Airlines,2019-03-05,San Francisco,True,1,Los Angeles,22:30,21:05,138,Economy,11:10,09:45,2019-03-10
801,Southwest Airlines,2019-03-05,San Francisco,True,1,Los Angeles,09:00,07:35,143,Economy,15:50,14:25,2019-03-10
802,United Airlines,2019-03-05,San Francisco,True,1,Los Angeles,16:25,15:00,144,Economy,23:15,21:50,2019-03-10
803,Alaska Airlines,2019-03-05,San Francisco,True,3,Los Angeles,01:05,23:40,139,Economy,20:00,18:35,2019-03-10
804,American Airlines,2019-03-05,San Francisco,True,3,Los Angeles,10:55,09:30,155,Economy,20:35,19:10,2019-03-10
805,Delta Airlines,2019-03-05,San Francisco,True,3,Los Angeles,22:30,21:05,138,Economy,11:10,09:45,2019-03-10
806,Southwest Airlines,2019-03-05,San Francisco,True,3,Los Angeles,09:00,07:35,143,Economy,15:50,14:25,2019-03-10
807,American Airlines,2019-03-03,New York,True,4,Philadelphia,14:11,13:20,97,Economy,12:11,11:20,2019-03-14
808,Southwest Airlines,2019-03-03,New York,True,4,Philadelphia,15:36,14:45,99,Economy,11:41,10:50,2019-03-14
809,United Airlines,2019-03-03,New York,True,4,Philadelphia,12:21,11:30,97,Economy,06:26,05:35,2019-03-14
810,American Airlines,2019-03-04,Chicago,False,1,New York,15:06,11:20,180,Economy,,,
811,Delta Airlines,2019-03-04,Chicago,True,1,New York,10:14,08:55,133,Economy,,,
812,Southwest Airlines,2019-03-04,Chicago,True,1,New York,13:04,11:45,125,Economy,,,
813,United Airlines,2019-03-04,Chicago,True,1,New York,14:34,13:15,153,Economy,,,
814,Alaska Airlines,2019-03-12,San Francisco,False,1,San Diego,00:50,21:10,171,Economy,,,
815,Delta Airlines,2019-03-12,San Francisco,True,1,San Diego,18:50,17:10,101,Economy,,,
816,Southwest Airlines,2019-03-12,San Francisco,True,1,San Diego,13:50,12:10,104,Economy,,,
817,United Airlines,2019-03-12,San Francisco,True,1,San Diego,00:55,23:15,98,Economy,,,
818,United Airlines,2019-03-14,San Francisco,True,1,San Diego,00:55,23:15,99,Economy,,,
819,American Airlines,2019-03-04,Atlanta,False,1,Philadelphia,18:42,15:20,176,Economy,,,
820,Delta Airlines,2019-03-04,Atlanta,False,1,Philadelphia,18:42,15:00,161,Economy,,,
821,Southwest Airlines,2019-03-04,Atlanta,False,1,Philadelphia,18:42,14:45,161,Economy,,,
822,United Airlines,2019-03-04,Atlanta,False,1,Philadelphia,13:42,09:45,176,Economy,,,
823,United Airlines,2019-03-07,Philadelphia,True,1,Chicago,19:36,16:25,126,Economy,,,
824,American Airlines,2019-03-02,New York,True,1,Philadelphia,14:11,13:20,98,Premium Economy,,,
825,American Airlines,2019-03-02,Atlanta,True,1,New York,12:07,09:45,133,Economy,,,
826,Delta Airlines,2019-03-02,Atlanta,True,1,New York,18:42,16:20,119,Economy,,,
827,Southwest Airlines,2019-03-02,Atlanta,True,1,New York,23:47,21:25,130,Economy,,,
828,United Airlines,2019-03-02,Atlanta,True,1,New York,21:22,19:00,117,Economy,,,
829,American Airlines,2019-03-02,Atlanta,True,4,New York,12:07,09:45,133,Economy,,,
830,Delta Airlines,2019-03-02,Atlanta,True,4,New York,18:42,16:20,119,Economy,,,
831,Southwest Airlines,2019-03-02,Atlanta,True,4,New York,23:47,21:25,130,Economy,,,
832,United Airlines,2019-03-02,Atlanta,True,4,New York,21:22,19:00,117,Economy,,,
833,Alaska Airlines,2019-03-14,San Diego,True,1,Los Angeles,10:59,10:05,70,Economy,,,
834,American Airlines,2019-03-14,San Diego,True,1,Los Angeles,21:39,20:45,67,Economy,,,
835,Delta Airlines,2019-03-14,San Diego,True,1,Los Angeles,14:14,13:20,69,Economy,,,
836,Southwest Airlines,2019-03-14,San Diego,True,1,Los Angeles,16:44,15:50,61,Economy,,,
837,Alaska Airlines,2019-03-06,Seattle,True,1,Portland,10:43,09:45,73,Economy,,,
838,Delta Airlines,2019-03-06,Seattle,True,1,Portland,13:18,12:20,75,Economy,,,
839,United Airlines,2019-03-06,Seattle,True,1,Portland,05:38,04:40,71,Economy,,,
840,American Airlines,2019-03-02,Washington,True,1,Chicago,23:33,20:35,181,Premium Economy,,,
841,Southwest Airlines,2019-03-02,Washington,True,1,Chicago,18:48,15:50,206,Premium Economy,,,
842,American Airlines,2019-03-07,Chicago,True,2,Philadelphia,08:41,07:30,129,Economy,,,
843,Delta Airlines,2019-03-07,Chicago,True,2,Philadelphia,17:26,16:15,119,Economy,,,
844,Southwest Airlines,2019-03-07,Chicago,True,2,Philadelphia,08:26,07:15,126,Economy,,,
845,United Airlines,2019-03-07,Chicago,True,2,Philadelphia,23:46,22:35,117,Economy,,,
846,American Airlines,2019-03-12,New York,True,1,Washington,00:05,22:55,83,Economy,,,
847,Delta Airlines,2019-03-12,New York,True,1,Washington,14:05,12:55,82,Economy,,,
848,Southwest Airlines,2019-03-12,New York,True,1,Washington,17:10,16:00,73,Economy,,,
849,United Airlines,2019-03-12,New York,True,1,Washington,13:55,12:45,88,Economy,,,
850,Alaska Airlines,2019-03-14,San Francisco,False,1,San Diego,00:50,21:10,143,Economy,,,
851,American Airlines,2019-03-14,New York,True,1,Washington,22:35,21:25,86,Economy,,,
852,Delta Airlines,2019-03-14,New York,True,1,Washington,14:05,12:55,83,Economy,,,
853,Southwest Airlines,2019-03-14,New York,True,1,Washington,22:00,20:50,80,Economy,,,
854,United Airlines,2019-03-14,New York,True,1,Washington,13:55,12:45,86,Economy,,,
855,Delta Airlines,2019-03-11,Phoenix,False,1,Berlin,01:57,15:50,405,Economy,,,
856,United Airlines,2019-03-11,Phoenix,False,1,Berlin,16:03,04:05,356,Economy,,,
857,Alaska Airlines,2019-03-11,Phoenix,True,1,San Francisco,01:57,23:50,120,Economy,,,
858,American Airlines,2019-03-11,Phoenix,True,1,San Francisco,09:37,07:30,135,Economy,,,
859,Delta Airlines,2019-03-11,Phoenix,True,1,San Francisco,10:37,08:30,118,Economy,,,
860,Southwest Airlines,2019-03-11,Phoenix,True,1,San Francisco,22:47,20:40,121,Economy,,,
861,United Airlines,2019-03-11,Phoenix,True,1,San Francisco,00:37,22:30,127,Economy,,,
862,American Airlines,2019-03-09,Washington,True,1,Atlanta,16:46,14:55,123,Economy,,,
863,Delta Airlines,2019-03-09,Washington,True,1,Atlanta,19:06,17:15,103,Economy,,,
864,Southwest Airlines,2019-03-09,Washington,False,1,Atlanta,15:03,10:40,202,Economy,,,
865,United Airlines,2019-03-09,Washington,True,1,Atlanta,06:56,05:05,118,Economy,,,
866,Alaska Airlines,2019-03-07,Phoenix,True,1,San Francisco,01:07,23:00,116,Economy,,,
867,American Airlines,2019-03-07,Phoenix,True,1,San Francisco,09:37,07:30,120,Economy,,,
868,Delta Airlines,2019-03-07,Phoenix,True,1,San Francisco,10:37,08:30,119,Economy,,,
869,Southwest Airlines,2019-03-07,Phoenix,True,1,San Francisco,22:47,20:40,126,Economy,,,
870,United Airlines,2019-03-07,Phoenix,True,1,San Francisco,00:37,22:30,105,Economy,,,
871,Alaska Airlines,2019-03-14,San Diego,True,1,San Francisco,18:00,16:20,106,Economy,,,
872,American Airlines,2019-03-14,San Diego,True,1,San Francisco,11:00,09:20,111,Economy,,,
873,Delta Airlines,2019-03-14,San Diego,False,1,San Francisco,13:09,09:45,169,Economy,,,
874,Southwest Airlines,2019-03-14,San Diego,True,1,San Francisco,14:20,12:40,116,Economy,,,
875,United Airlines,2019-03-14,San Diego,True,1,San Francisco,10:00,08:20,110,Economy,,,
876,Alaska Airlines,2019-03-01,Los Angeles,True,1,San Francisco,13:50,12:25,83,Economy,,,
877,American Airlines,2019-03-01,Los Angeles,True,1,San Francisco,20:35,19:10,85,Economy,,,
878,Delta Airlines,2019-03-01,Los Angeles,True,1,San Francisco,11:10,09:45,97,Economy,,,
879,Southwest Airlines,2019-03-01,Los Angeles,True,1,San Francisco,15:50,14:25,90,Economy,,,
880,United Airlines,2019-03-01,Los Angeles,True,1,San Francisco,23:15,21:50,95,Economy,,,
881,American Airlines,2019-03-12,Washington,True,1,New York,18:10,17:00,92,Economy,,,
882,Southwest Airlines,2019-03-12,Washington,True,1,New York,18:20,17:10,82,Economy,,,
883,United Airlines,2019-03-12,Washington,True,1,New York,06:30,05:20,74,Economy,,,
884,American Airlines,2019-03-10,New York,True,1,Washington,22:35,21:25,84,Economy,,,
885,Delta Airlines,2019-03-10,New York,True,1,Washington,14:05,12:55,85,Economy,,,
886,Southwest Airlines,2019-03-10,New York,True,1,Washington,22:00,20:50,74,Economy,,,
887,United Airlines,2019-03-10,New York,True,1,Washington,13:55,12:45,86,Economy,,,
888,Delta Airlines,2019-03-03,Vancouver,False,4,Seattle,10:47,04:10,250,Economy,,,
889,Southwest Airlines,2019-03-03,Vancouver,False,4,Seattle,22:44,11:10,279,Economy,,,
890,Alaska Airlines,2019-03-01,Las Vegas,True,1,San Francisco,17:15,15:40,95,Economy,,,
891,American Airlines,2019-03-01,Las Vegas,True,1,San Francisco,14:55,13:20,89,Economy,,,
892,Delta Airlines,2019-03-01,Las Vegas,True,1,San Francisco,19:25,17:50,90,Economy,,,
893,Southwest Airlines,2019-03-01,Las Vegas,True,1,San Francisco,21:05,19:30,98,Economy,,,
894,United Airlines,2019-03-01,Las Vegas,True,1,San Francisco,18:10,16:35,103,Economy,,,
895,Alaska Airlines,2019-03-01,San Diego,True,1,San Francisco,18:00,16:20,105,Economy,,,
896,American Airlines,2019-03-01,San Diego,True,1,San Francisco,11:00,09:20,106,Economy,,,
897,Delta Airlines,2019-03-01,San Diego,False,1,San Francisco,13:09,09:45,161,Economy,,,
898,Southwest Airlines,2019-03-01,San Diego,True,1,San Francisco,14:20,12:40,108,Economy,,,
899,American Airlines,2019-03-08,Los Angeles,True,4,Phoenix,16:08,14:40,78,Economy,,,
900,Delta Airlines,2019-03-08,Los Angeles,True,4,Phoenix,10:43,09:15,101,Economy,,,
901,Southwest Airlines,2019-03-08,Los Angeles,True,4,Phoenix,12:58,11:30,100,Economy,,,
902,Alaska Airlines,2019-03-05,Seattle,True,1,Portland,10:43,09:45,104,Premium Economy,,,
903,Delta Airlines,2019-03-05,Seattle,True,1,Portland,13:18,12:20,111,Premium Economy,,,
904,United Airlines,2019-03-05,Seattle,True,1,Portland,05:38,04:40,110,Premium Economy,,,
905,Alaska Airlines,2019-03-01,Phoenix,True,1,Los Angeles,11:13,09:45,84,Economy,,,
906,American Airlines,2019-03-01,Phoenix,True,1,Los Angeles,18:23,16:55,100,Economy,,,
907,Southwest Airlines,2019-03-01,Phoenix,True,1,Los Angeles,16:08,14:40,97,Economy,,,
908,United Airlines,2019-03-01,Phoenix,False,1,Los Angeles,11:34,08:10,179,Economy,,,
909,Delta Airlines,2019-03-03,Chicago,True,1,New York,22:14,20:55,169,Premium Economy,,,
910,Southwest Airlines,2019-03-03,Chicago,True,1,New York,13:04,11:45,194,Premium Economy,,,
911,United Airlines,2019-03-03,Chicago,True,1,New York,15:49,14:30,208,Premium Economy,,,
912,Alaska Airlines,2019-03-03,Phoenix,True,1,San Diego,07:45,06:25,85,Economy,,,
913,American Airlines,2019-03-03,Phoenix,True,1,San Diego,22:00,20:40,94,Economy,,,
914,Southwest Airlines,2019-03-03,Phoenix,True,1,San Diego,14:05,12:45,92,Economy,,,
915,Alaska Airlines,2019-03-03,Phoenix,True,2,San Diego,07:45,06:25,85,Economy,,,
916,American Airlines,2019-03-03,Phoenix,True,2,San Diego,22:00,20:40,94,Economy,,,
917,Delta Airlines,2019-03-01,Seattle,False,3,Vancouver,13:01,06:35,241,Economy,,,
918,American Airlines,2019-03-06,Washington,True,1,Atlanta,16:46,14:55,110,Economy,,,
919,Delta Airlines,2019-03-06,Washington,True,1,Atlanta,19:06,17:15,101,Economy,,,
920,Southwest Airlines,2019-03-06,Washington,False,1,Atlanta,18:10,14:30,199,Economy,,,
921,United Airlines,2019-03-06,Washington,True,1,Atlanta,23:41,21:50,129,Economy,,,
922,American Airlines,2019-03-03,Atlanta,True,1,New York,12:07,09:45,139,Economy,,,
923,Delta Airlines,2019-03-03,Atlanta,True,1,New York,18:42,16:20,134,Economy,,,
924,Southwest Airlines,2019-03-03,Atlanta,True,1,New York,20:37,18:15,138,Economy,,,
925,United Airlines,2019-03-03,Atlanta,True,1,New York,21:22,19:00,117,Economy,,,
926,American Airlines,2019-03-01,New York,True,1,Chicago,08:24,05:05,148,Economy,,,
927,Delta Airlines,2019-03-01,New York,True,1,Chicago,11:19,08:00,128,Economy,,,
928,Southwest Airlines,2019-03-01,New York,True,1,Chicago,20:24,17:05,136,Economy,,,
929,Delta Airlines,2019-03-04,Philadelphia,False,2,Washington,16:11,10:30,243,Economy,,,
930,Southwest Airlines,2019-03-04,Philadelphia,False,2,Washington,13:51,08:40,232,Economy,,,
931,United Airlines,2019-03-04,Philadelphia,False,2,Washington,16:11,11:45,232,Economy,,,
932,Delta Airlines,2019-03-02,Vancouver,False,1,Seattle,10:47,04:10,244,Economy,,,
933,Southwest Airlines,2019-03-02,Vancouver,False,1,Seattle,17:32,12:45,257,Economy,,,
934,United Airlines,2019-03-02,Vancouver,False,1,Seattle,21:56,10:35,376,Economy,,,
935,American Airlines,2019-03-06,Philadelphia,False,1,Chicago,09:26,05:05,174,Economy,,,
936,Delta Airlines,2019-03-06,Philadelphia,True,1,Chicago,16:11,13:00,109,Economy,,,
937,Southwest Airlines,2019-03-06,Philadelphia,True,1,Chicago,16:21,13:10,134,Economy,,,
938,Alaska Airlines,2019-03-14,Phoenix,True,1,San Francisco,01:07,23:00,123,Economy,,,
939,American Airlines,2019-03-14,Phoenix,True,1,San Francisco,09:37,07:30,125,Economy,,,
940,Delta Airlines,2019-03-14,Phoenix,True,1,San Francisco,10:37,08:30,131,Economy,,,
941,Southwest Airlines,2019-03-14,Phoenix,False,1,San Francisco,18:23,14:25,187,Economy,,,
942,United Airlines,2019-03-14,Phoenix,True,1,San Francisco,00:37,22:30,109,Economy,,,
943,Alaska Airlines,2019-03-11,Phoenix,True,3,San Francisco,01:57,23:50,120,Economy,,,
944,American Airlines,2019-03-11,Phoenix,True,3,San Francisco,09:37,07:30,135,Economy,,,
945,Delta Airlines,2019-03-11,Phoenix,True,3,San Francisco,10:37,08:30,118,Economy,,,
946,Southwest Airlines,2019-03-11,Phoenix,True,3,San Francisco,22:47,20:40,121,Economy,,,
947,United Airlines,2019-03-11,Phoenix,True,3,San Francisco,00:37,22:30,127,Economy,,,
948,Alaska Airlines,2019-03-11,Phoenix,True,3,San Francisco,01:57,23:50,161,Premium Economy,,,
949,Delta Airlines,2019-03-11,Phoenix,True,3,San Francisco,10:37,08:30,188,Premium Economy,,,
950,American Airlines,2019-03-05,Washington,True,1,Chicago,23:33,20:35,102,Economy,,,
951,American Airlines,2019-03-02,Chicago,True,1,Philadelphia,18:56,17:45,120,Economy,,,
952,Delta Airlines,2019-03-02,Chicago,True,1,Philadelphia,17:26,16:15,114,Economy,,,
953,United Airlines,2019-03-02,Chicago,True,1,Philadelphia,22:46,21:35,130,Economy,,,
954,Alaska Airlines,2019-03-07,Los Angeles,True,1,San Diego,00:49,23:55,64,Economy,,,
955,Southwest Airlines,2019-03-07,Los Angeles,True,1,San Diego,13:14,12:20,67,Economy,,,
956,United Airlines,2019-03-07,Los Angeles,True,1,San Diego,23:49,22:55,65,Economy,,,
957,American Airlines,2019-03-07,Atlanta,True,1,Washington,18:21,16:30,111,Economy,,,
958,Delta Airlines,2019-03-07,Atlanta,False,1,Washington,16:52,12:55,201,Economy,,,
959,Southwest Airlines,2019-03-07,Atlanta,False,1,Washington,20:37,16:00,197,Economy,,,
960,United Airlines,2019-03-07,Atlanta,False,1,Washington,16:52,12:45,188,Economy,,,
961,Southwest Airlines,2019-03-01,Portland,True,1,Seattle,06:13,05:15,64,Economy,,,
962,United Airlines,2019-03-01,Portland,True,1,Seattle,00:38,23:40,66,Economy,,,
963,Delta Airlines,2019-03-01,Portland,True,1,Seattle,18:33,17:35,121,Premium Economy,,,
964,Southwest Airlines,2019-03-01,Portland,True,1,Seattle,06:13,05:15,125,Premium Economy,,,
965,American Airlines,2019-03-10,New York,True,3,Washington,22:35,21:25,84,Economy,,,
966,Delta Airlines,2019-03-10,New York,True,3,Washington,14:05,12:55,85,Economy,,,
967,Southwest Airlines,2019-03-10,New York,True,3,Washington,22:00,20:50,74,Economy,,,
968,United Airlines,2019-03-10,New York,True,3,Washington,13:55,12:45,86,Economy,,,
969,American Airlines,2019-03-12,Seattle,False,1,Vancouver,02:17,17:10,268,Economy,,,
970,Delta Airlines,2019-03-12,Seattle,False,1,Vancouver,13:01,06:35,214,Economy,,,
971,United Airlines,2019-03-12,Seattle,False,1,Vancouver,17:47,09:25,266,Economy,,,
972,Delta Airlines,2019-03-08,Washington,True,1,Chicago,21:43,18:45,99,Economy,,,
973,American Airlines,2019-03-14,Portland,False,1,Vancouver,17:48,11:20,226,Economy,,,
974,Delta Airlines,2019-03-14,Portland,False,1,Vancouver,12:28,06:35,224,Economy,,,
975,Southwest Airlines,2019-03-02,Phoenix,True,1,San Diego,14:05,12:45,98,Economy,,,
976,American Airlines,2019-03-01,San Francisco,True,1,San Diego,23:45,22:05,110,Economy,,,
977,Delta Airlines,2019-03-01,San Francisco,True,1,San Diego,18:50,17:10,113,Economy,,,
978,Southwest Airlines,2019-03-01,San Francisco,True,1,San Diego,13:50,12:10,94,Economy,,,
979,United Airlines,2019-03-01,San Francisco,True,1,San Diego,00:55,23:15,112,Economy,,,
980,American Airlines,2019-03-06,Atlanta,True,1,Los Angeles,23:04,15:05,265,Economy,09:24,07:25,2019-03-13
981,Delta Airlines,2019-03-06,Atlanta,False,1,Los Angeles,21:04,13:05,358,Economy,10:57,06:50,2019-03-13
982,Southwest Airlines,2019-03-06,Atlanta,True,1,Los Angeles,02:49,18:50,267,Economy,19:09,17:10,2019-03-13
983,United Airlines,2019-03-06,Atlanta,False,1,Los Angeles,05:52,17:10,428,Economy,13:35,09:30,2019-03-13
984,American Airlines,2019-03-04,Seattle,False,1,New York,19:57,13:40,493,Economy,05:51,16:15,2019-03-14
985,American Airlines,2019-03-09,Seattle,False,1,Mexico City,22:11,16:25,386,Economy,01:08,16:15,2019-03-11
986,Delta Airlines,2019-03-09,Seattle,False,1,Mexico City,22:11,15:10,396,Economy,21:05,12:35,2019-03-11
987,American Airlines,2019-03-04,Toronto,False,1,Atlanta,12:25,05:10,315,Economy,09:06,00:00,2019-03-07
988,Delta Airlines,2019-03-04,Toronto,False,1,Atlanta,11:13,06:50,309,Economy,17:06,12:50,2019-03-07
989,American Airlines,2019-03-04,Seattle,False,1,Washington,17:47,10:30,486,Economy,04:55,16:55,2019-03-07
990,Delta Airlines,2019-03-04,Seattle,True,1,Washington,02:08,23:20,275,Economy,13:33,04:45,2019-03-07
991,Southwest Airlines,2019-03-04,Seattle,True,1,Washington,13:13,10:25,277,Economy,13:23,04:35,2019-03-07
992,United Airlines,2019-03-04,Seattle,False,1,Washington,19:57,13:20,438,Economy,16:03,06:05,2019-03-07
993,Alaska Airlines,2019-03-01,Portland,False,1,Los Angeles,09:28,04:40,257,Economy,19:40,17:10,2019-03-13
994,Delta Airlines,2019-03-01,Portland,True,1,Los Angeles,12:50,10:20,208,Economy,11:55,09:25,2019-03-13
995,United Airlines,2019-03-01,Portland,True,1,Los Angeles,01:25,22:55,189,Economy,20:50,18:20,2019-03-13
996,Delta Airlines,2019-03-05,Los Angeles,True,1,Las Vegas,20:55,19:45,129,Economy,17:45,16:35,2019-03-12
997,Southwest Airlines,2019-03-05,Los Angeles,True,1,Las Vegas,20:30,19:20,136,Economy,07:35,06:25,2019-03-12
998,United Airlines,2019-03-05,Los Angeles,True,1,Las Vegas,09:35,08:25,136,Economy,09:20,08:10,2019-03-12
999,American Airlines,2019-03-02,San Francisco,True,1,Atlanta,18:11,15:45,318,Economy,05:46,21:20,2019-03-14
1000,Delta Airlines,2019-03-02,San Francisco,False,1,Atlanta,08:16,05:50,345,Economy,20:24,09:45,2019-03-14
1001,Southwest Airlines,2019-03-02,San Francisco,True,1,Atlanta,12:46,10:20,278,Economy,03:11,18:45,2019-03-14
1002,United Airlines,2019-03-02,San Francisco,False,1,Atlanta,00:11,21:45,353,Economy,20:46,09:20,2019-03-14
1003,Delta Airlines,2019-03-03,Sydney,False,1,Atlanta,10:16,05:50,542,Economy,14:04,10:55,2019-03-08
1004,Southwest Airlines,2019-03-02,Seattle,True,1,San Francisco,15:06,12:55,177,Economy,15:46,13:35,2019-03-06
1005,Delta Airlines,2019-03-06,Phoenix,False,1,Berlin,01:07,15:50,557,Economy,19:40,18:15,2019-03-09
1006,United Airlines,2019-03-06,Phoenix,False,1,Berlin,16:03,04:05,547,Economy,19:40,13:25,2019-03-09
1007,American Airlines,2019-03-01,Chicago,True,1,Washington,20:08,19:10,193,Economy,23:33,20:35,2019-03-08
1008,Delta Airlines,2019-03-01,Chicago,True,1,Washington,11:28,10:30,170,Economy,21:43,18:45,2019-03-08
1009,Southwest Airlines,2019-03-01,Chicago,True,1,Washington,11:03,10:05,180,Economy,18:48,15:50,2019-03-08
1010,American Airlines,2019-03-02,Las Vegas,True,3,San Francisco,14:55,13:20,159,Economy,09:55,08:20,2019-03-05
1011,Delta Airlines,2019-03-02,Las Vegas,False,3,San Francisco,19:25,17:50,208,Economy,22:30,19:45,2019-03-05
1012,Southwest Airlines,2019-03-02,Las Vegas,True,3,San Francisco,08:50,07:15,155,Economy,14:10,12:35,2019-03-05
1013,United Airlines,2019-03-02,Las Vegas,True,3,San Francisco,19:20,17:45,159,Economy,06:20,04:45,2019-03-05
1014,American Airlines,2019-03-02,Las Vegas,True,3,San Francisco,14:55,13:20,152,Economy,09:10,07:35,2019-03-06
1015,Delta Airlines,2019-03-02,Las Vegas,True,3,San Francisco,19:25,17:50,158,Economy,18:30,16:55,2019-03-06
1016,Southwest Airlines,2019-03-02,Las Vegas,True,3,San Francisco,08:50,07:15,156,Economy,14:10,12:35,2019-03-06
1017,United Airlines,2019-03-02,Las Vegas,True,3,San Francisco,19:20,17:45,158,Economy,06:05,04:30,2019-03-06
1018,United Airlines,2019-03-08,Philadelphia,False,1,Delhi,16:21,13:20,551,Economy,20:59,21:35,2019-03-13
1019,American Airlines,2019-03-09,Chicago,False,1,New York,15:06,11:20,216,Economy,08:24,05:05,2019-03-11
1020,Delta Airlines,2019-03-09,Chicago,True,1,New York,10:14,08:55,213,Economy,11:19,08:00,2019-03-11
1021,Southwest Airlines,2019-03-09,Chicago,True,1,New York,13:04,11:45,205,Economy,20:24,17:05,2019-03-11
1022,United Airlines,2019-03-09,Chicago,False,1,New York,14:34,13:15,290,Economy,20:32,14:05,2019-03-11
1023,American Airlines,2019-03-10,Seattle,False,1,Phoenix,20:46,16:10,344,Economy,18:43,14:20,2019-03-14
1024,Delta Airlines,2019-03-10,Seattle,False,1,Phoenix,23:31,18:15,350,Economy,22:57,17:35,2019-03-14
1025,Southwest Airlines,2019-03-10,Seattle,False,1,Phoenix,10:43,05:15,322,Economy,16:03,11:10,2019-03-14
1026,American Airlines,2019-03-10,Atlanta,True,1,Phoenix,01:57,18:45,264,Economy,06:02,04:50,2019-03-14
1027,Southwest Airlines,2019-03-10,Atlanta,False,1,Phoenix,02:49,17:15,343,Economy,07:02,05:50,2019-03-14
1028,American Airlines,2019-03-01,Atlanta,True,3,San Francisco,05:46,21:20,306,Economy,18:11,15:45,2019-03-10
1029,American Airlines,2019-03-01,London,False,1,Philadelphia,08:22,13:20,418,Economy,18:56,12:35,2019-03-12
1030,Delta Airlines,2019-03-01,London,False,1,Philadelphia,08:22,15:00,443,Economy,18:56,09:40,2019-03-12
1031,Delta Airlines,2019-03-06,Sydney,True,1,San Francisco,09:16,09:35,347,Economy,-8:11,02:30,2019-03-08
1032,American Airlines,2019-03-02,New York,False,1,Chicago,08:24,05:05,242,Economy,15:06,11:20,2019-03-07
1033,Delta Airlines,2019-03-02,New York,True,1,Chicago,11:19,08:00,208,Economy,10:14,08:55,2019-03-07
1034,Southwest Airlines,2019-03-02,New York,True,1,Chicago,07:29,04:10,191,Economy,13:04,11:45,2019-03-07
1035,United Airlines,2019-03-02,New York,False,1,Chicago,17:52,11:35,289,Economy,01:04,23:45,2019-03-07
1036,American Airlines,2019-03-08,New York,False,1,Vancouver,04:16,11:20,475,Economy,16:11,09:45,2019-03-14
1037,American Airlines,2019-03-03,New York,False,1,Cape Town,02:11,04:20,257,Economy,19:57,06:20,2019-03-06
1038,American Airlines,2019-03-05,Chicago,False,1,Berlin,06:26,02:55,507,Economy,18:30,16:35,2019-03-13
1039,Delta Airlines,2019-03-05,Chicago,False,1,Berlin,03:57,15:50,515,Economy,01:06,07:35,2019-03-13
1040,United Airlines,2019-03-05,Chicago,True,1,Berlin,02:01,22:30,387,Economy,14:51,21:20,2019-03-13
1041,American Airlines,2019-03-09,Atlanta,True,1,New York,12:07,09:45,201,Economy,01:17,22:55,2019-03-12
1042,Delta Airlines,2019-03-09,Atlanta,True,1,New York,18:42,16:20,179,Economy,08:27,06:05,2019-03-12
1043,Southwest Airlines,2019-03-09,Atlanta,True,1,New York,20:37,18:15,180,Economy,16:52,14:30,2019-03-12
1044,United Airlines,2019-03-09,Atlanta,True,1,New York,21:12,18:50,213,Economy,09:47,07:25,2019-03-12
1045,American Airlines,2019-03-10,Paris,False,1,Los Angeles,13:48,15:30,513,Economy,17:15,07:15,2019-03-14
1046,United Airlines,2019-03-10,Paris,False,1,Los Angeles,18:18,20:00,517,Economy,17:15,06:05,2019-03-14
1047,Alaska Airlines,2019-03-01,Los Angeles,True,3,San Francisco,13:50,12:25,145,Economy,13:20,11:55,2019-03-06
1048,American Airlines,2019-03-01,Los Angeles,True,3,San Francisco,20:35,19:10,151,Economy,10:55,09:30,2019-03-06
1049,Southwest Airlines,2019-03-01,Los Angeles,True,3,San Francisco,15:50,14:25,147,Economy,09:00,07:35,2019-03-06
1050,United Airlines,2019-03-01,Los Angeles,True,3,San Francisco,23:15,21:50,165,Economy,16:25,15:00,2019-03-06
1051,Southwest Airlines,2019-03-03,San Francisco,True,1,Seattle,15:46,13:35,198,Economy,15:06,12:55,2019-03-10
