,average_rating,city,doctor_name,phone_number,street_address,type,appointment_date,appointment_time
720,5.00,,"Anne Han, M.D.",415-600-3800,655 Redwood Highway Suite 100,Dermatologist,2019-03-10,15:00
721,3.30,Los Altos,"Edward C Lee, MD",650-967-1770,16130 Juan Hernandez Drive #108,ENT Specialist,,
722,3.30,,"Edward C Lee, MD",650-967-1770,16130 Juan Hernandez Drive #108,ENT Specialist,2019-03-06,12:00
723,4.90,Fremont,"Jason R. Van Tassel, MD",510-248-1590,2961 Summit Street,ENT Specialist,,
724,4.90,,"Jason R. Van Tassel, MD",510-248-1590,2961 Summit Street,ENT Specialist,2019-03-04,17:30
725,4.60,,Babak Edraki MD,925-627-3440,1479 Ygnacio Valley Road,Gynecologist,2019-03-04,11:30
726,5.00,,Antioch Family Practice: Copeland John W MD,925-778-7233,3440 Hillcrest Avenue Suite 150,General Practitioner,2019-03-07,11:00
727,5.00,,"Aaron Tward, M.D.",415-353-2757,2380 Sutter Street,ENT Specialist,2019-03-08,17:30
728,4.00,,Access Health,408-729-7690,301 Old San Francisco Road Level 2,General Practitioner,2019-03-07,12:30
729,4.00,,Access Health,408-729-7690,301 Old San Francisco Road Level 2,General Practitioner,2019-03-06,13:00
730,5.00,Redwood City,Feiler Lewis S MD,650-369-2529,2452 Watson Court,Ophthalmologist,,
731,5.00,Redwood City,Tearse Eye Care,650-368-3937,162 Clinton Street,Ophthalmologist,,
732,3.70,Redwood City,California Skin Institute,650-361-1177,1010 Laurel Street,Dermatologist,,
733,5.00,Redwood City,"Jennifer Chen, MD",650-723-6316,455 Oconnor Drive #290,Dermatologist,,
734,5.00,Redwood City,Sumaira Z. Aasi MD,650-725-5272,321 Middlefield Road,Dermatologist,,
735,5.00,,California Skin Institute,415-678-5887,909 Hyde Street #419,Dermatologist,2019-03-13,16:00
736,5.00,,Bay Area Retina Associates,510-505-1430,21675 Redwood Road,Ophthalmologist,2019-03-09,12:00
737,5.00,,Bay Area House Call Physicians,650-384-0986,701 E El Camino Real 2nd Floor,General Practitioner,2019-03-06,12:00
738,3.70,,Abazari Mina MD,949-916-9100,5050 West El Camino Real # 110,General Practitioner,2019-03-13,12:00
739,5.00,,"Albert Pisani, M.D.",650-934-7520,2490 Hospital Drive #111,Gynecologist,2019-03-06,17:30
740,5.00,,"Dr. Fasih A. Hameed, MD",707-559-7510,1301 Southpoint Boulevard,General Practitioner,2019-03-14,11:30
741,5.00,,Blossom Ridge Medical Group: Zimmer J Kirk MD,408-377-9180,555 Knowles Drive #203,General Practitioner,2019-03-03,12:00
742,5.00,,"Dr. Anakha R. Nambiar, MD",408-871-9105,55 East Julian Street,General Practitioner,2019-03-03,15:00
743,5.00,,Claudio A Bet Inc,650-692-1296,211 Quarry Road,General Practitioner,2019-03-09,12:30
744,5.00,Antioch,Bay Area Retina Associates,510-505-1430,21675 Redwood Road,Ophthalmologist,,
745,5.00,Antioch,"Stewart A. Daniels, M.D",925-522-8850,3330 Clayton Road,Ophthalmologist,,
746,4.50,,"Dr. Maryam Fortani, MD",510-924-7993,3318 Elm Street,General Practitioner,2019-03-09,10:00
747,4.90,,Bay Area Obstetrics & Gynecology,650-238-6244,1850 Sullivan Avenue Suite 550,Gynecologist,2019-03-13,16:00
748,5.00,,"Anjali Tate, M.D.",510-845-8035,2400 Samaritan Drive #105,Gynecologist,2019-03-07,10:00
749,3.70,,Dr. Robert Greenberg,925-277-1300,3511 School Street,Dermatologist,2019-03-07,15:00
750,4.30,,"Amita Kachru, MD",415-641-6996,1580 Valencia Street #508,Gynecologist,2019-03-06,16:30
751,5.00,,"Dr. Linda A. Teagle, MD",408-370-1331,777 Knowles Drive,Gynecologist,2019-03-12,14:00
752,4.30,,Berman Skin Institute,925-932-3800,355 Lennon Lane Suite 255,Dermatologist,2019-03-03,10:00
753,3.50,Sunnyvale,"Ann Wong, M.D.",408-730-4240,301 Old San Francisco Road Level 3,Gynecologist,,
754,3.50,,"Ann Wong, M.D.",408-730-4240,301 Old San Francisco Road Level 3,Gynecologist,2019-03-14,10:30
755,4.10,San Ramon,"Nooshin Parhizkar, M.D.",925-277-9000,911 Moraga Road Suite 102,ENT Specialist,,
756,4.10,,"Nooshin Parhizkar, M.D.",925-277-9000,911 Moraga Road Suite 102,ENT Specialist,2019-03-02,13:30
757,5.00,,"Anne Han, M.D.",415-600-3800,655 Redwood Highway Suite 100,Dermatologist,2019-03-14,17:00
758,4.60,,"Alphaeus Wise, MD",925-935-3113,1181 Boulevard Way B,General Practitioner,2019-03-07,10:30
759,5.00,,Dermatology: UCSF Benioff Children's Hospital Oakland,510-428-3304,3300 Webster Street,Dermatologist,2019-03-11,14:00
760,4.70,,"Jonathan Kurss, MD",707-303-1719,500 Doyle Park Drive #200,Gynecologist,2019-03-01,12:00
761,5.00,,Arthur H Coleman Medical Center: Dickey Jan V MD,415-467-1400,4340 Redwood Highway Suite A-22,General Practitioner,2019-03-03,13:30
762,5.00,,Blossom Ridge Medical Group: Zimmer J Kirk MD,408-377-9180,555 Knowles Drive #203,General Practitioner,2019-03-07,15:00
763,3.40,,Bruce M. Saal MD,408-374-1320,777 Knowles Drive,Dermatologist,2019-03-05,17:30
764,3.70,,Bastoni Kelly A MD,707-393-4044,1550 Gateway Boulevard,General Practitioner,2019-03-14,15:30
765,5.00,Milpitas,"Dr. Ramon F. Garcia, MD",408-945-2900,2323 Montpelier Drive # C,General Practitioner,,
766,5.00,,"Dr. Ramon F. Garcia, MD",408-945-2900,2323 Montpelier Drive # C,General Practitioner,2019-03-09,13:00
767,4.00,,Access Health,408-729-7690,301 Old San Francisco Road Level 2,General Practitioner,2019-03-05,17:00
768,3.90,,"Advanced Dermatology & Skin Surgery, George Hsieh, M.D.",408-217-1905,4155 Moorpark Avenue #3,Dermatologist,2019-03-06,14:00
769,5.00,,"Alan B. Scott, M.D.",415-923-3120,2100 Webster Street suite 214,Ophthalmologist,2019-03-11,16:00
770,5.00,,"Dr. Fasih A. Hameed, MD",707-559-7510,1301 Southpoint Boulevard,General Practitioner,2019-03-04,10:30
771,5.00,,"Dr. Fasih A. Hameed, MD",707-559-7510,1301 Southpoint Boulevard,General Practitioner,2019-03-03,14:30
772,5.00,,"Anne Han, M.D.",415-600-3800,655 Redwood Highway Suite 100,Dermatologist,2019-03-07,10:30
773,4.10,Los Altos,Chang David F MD,650-948-9123,1174 Castro Street # 100,Ophthalmologist,,
774,5.00,Los Altos,"Dr. Barry Y.P. Fung, M.D.",650-967-7834,2485 Hospital Drive #200,Ophthalmologist,,
775,4.10,,Chang David F MD,650-948-9123,1174 Castro Street # 100,Ophthalmologist,2019-03-12,13:30
776,5.00,,Blossom Ridge Medical Group: Zimmer J Kirk MD,408-377-9180,555 Knowles Drive #203,General Practitioner,2019-03-07,16:30
777,5.00,,Berman Skin Institute,650-325-6000,321 Middlefield Road # 245,Dermatologist,2019-03-09,11:30
778,4.70,,Age Defying Dermatology,408-369-4214,3803 South Bascom Avenue #200,Dermatologist,2019-03-05,11:00
779,4.90,San Ramon,East Bay Eye Center: Severin Todd D MD,925-830-8823,909 San Ramon Valley Boulevard #114,Ophthalmologist,,
780,5.00,San Ramon,"Robert B. Neves, M.D.",925-866-2020,1844 San Miguel Drive # 303,Ophthalmologist,,
781,4.90,,East Bay Eye Center: Severin Todd D MD,925-830-8823,909 San Ramon Valley Boulevard #114,Ophthalmologist,2019-03-11,11:30
782,5.00,,"Anjali Tate, M.D.",510-845-8035,2400 Samaritan Drive #105,Gynecologist,2019-03-03,15:00
783,5.00,,Blossom Ridge Medical Group: Zimmer J Kirk MD,408-377-9180,555 Knowles Drive #203,General Practitioner,2019-03-02,16:30
784,4.30,,"Amita Kachru, MD",415-641-6996,1580 Valencia Street #508,Gynecologist,2019-03-09,13:00
785,3.20,,Dr. Sunil S. Dhawan,408-957-7676,995 County Highway G4 #111,Dermatologist,2019-03-11,16:30
786,5.00,,"Anne Han, M.D.",415-600-3800,655 Redwood Highway Suite 100,Dermatologist,2019-03-12,16:30
787,4.60,,"Alphaeus Wise, MD",925-935-3113,1181 Boulevard Way B,General Practitioner,2019-03-11,10:30
788,3.70,,Abazari Mina MD,949-916-9100,5050 West El Camino Real # 110,General Practitioner,2019-03-04,13:30
789,4.00,,Access Health,408-729-7690,301 Old San Francisco Road Level 2,General Practitioner,2019-03-04,16:30
790,5.00,,Antioch Family Practice: Copeland John W MD,925-778-7233,3440 Hillcrest Avenue Suite 150,General Practitioner,2019-03-02,12:30
791,5.00,,"Dr. Madhavi Chenumalla, MD",650-299-2000,1800 Sullivan Avenue # 606,General Practitioner,2019-03-05,17:30
792,5.00,,"Albert Pisani, M.D.",650-934-7520,2490 Hospital Drive #111,Gynecologist,2019-03-07,15:00
793,5.00,,Alchemy John MD,707-576-7000,"Sonoma Ave, # 44, 1820 Doctors Park Drive",General Practitioner,2019-03-01,11:00
794,5.00,Palo Alto,Clear Skin Concierge,424-256-5699,2435 Webster Street #101,Dermatologist,,
795,5.00,Palo Alto,"Faranak Kamangar, M.D.",650-853-2982,"795 El Camino Real Clark Building, Level 2",Dermatologist,,
796,5.00,Palo Alto,"Julie A. Letsinger, M.D.",916-454-6852,401 Old San Francisco Road Level 2,Dermatologist,,
797,3.70,Palo Alto,Stanford Children's Health- Dermatology Department,650-721-1227,"f4, 450 Broadway",Dermatologist,,
798,5.00,,Clear Skin Concierge,424-256-5699,2435 Webster Street #101,Dermatologist,2019-03-05,10:30
799,5.00,Burlingame,"Dr. Debra Shapiro, MD",650-697-8808,1720 El Camino Real # 120,Gynecologist,,
800,5.00,Burlingame,Dr. Joy Zhou - MD,650-692-8080,1750 El Camino Real #102,Gynecologist,,
801,5.00,Burlingame,"Dr. Thomas O. Stodgel, MD",650-344-7802,"1820 Ogden Avenue Floor, 2",Gynecologist,,
802,5.00,Burlingame,"Lisa Dyer, MD",650-652-8420,1501 Trousdale Drive 4th Floor,Gynecologist,,
803,5.00,,"Dr. Debra Shapiro, MD",650-697-8808,1720 El Camino Real # 120,Gynecologist,2019-03-13,17:30
804,5.00,,"Albert Pisani, M.D.",650-934-7520,2490 Hospital Drive #111,Gynecologist,2019-03-01,11:00
805,5.00,,"Anne Han, M.D.",415-600-3800,655 Redwood Highway Suite 100,Dermatologist,2019-03-07,11:30
806,4.90,Oakland,Bay Area Retina Associates,510-832-6554,491 30th Street #201,Ophthalmologist,,
807,4.60,Oakland,"Cynthia S. Chiu, MD, FACS, Inc.",510-836-2122,491 30th Street #201,Ophthalmologist,,
808,5.00,Oakland,"Dr. Christopher J. Dickens, MD",510-763-9775,491 30th Street #103,Ophthalmologist,,
809,4.00,Oakland,Northern California Cornea Associates.Inc.,510-444-0603,2219 Buchanan Road #6,Ophthalmologist,,
810,4.30,Oakland,Silkiss Rona Z MD,510-763-0881,491 30th Street #103,Ophthalmologist,,
811,4.90,,Bay Area Retina Associates,510-832-6554,491 30th Street #201,Ophthalmologist,2019-03-01,13:30
812,5.00,,Elloway John MD,415-892-3300,1956 Union Street,General Practitioner,2019-03-10,15:00
813,5.00,Pleasanton,Bay Area Retina Associates,925-463-8200,2219 Buchanan Road #6,Ophthalmologist,,
814,3.50,Pleasanton,"Charles Huang, MD",925-847-5065,2305 Camino Ramon #202,Ophthalmologist,,
815,5.00,Pleasanton,"Steven H. Hong, OD",925-225-9036,3685 Mount Diablo Boulevard #100,Ophthalmologist,,
816,5.00,,Bay Area Retina Associates,707-552-9596,1460 North Camino Alto #109,Ophthalmologist,2019-03-06,15:00
817,3.30,,"Dr. Gregory P. Rosa, MD",707-823-7616,652 Petaluma Avenue Suite B,General Practitioner,2019-03-05,16:00
818,5.00,,"Anne Han, M.D.",415-600-3800,655 Redwood Highway Suite 100,Dermatologist,2019-03-01,17:00
819,3.60,,Cheney Tamara MD,510-248-1700,2287 Mowry Avenue suite c,General Practitioner,2019-03-05,13:30
820,4.00,,4D Miracles,510-863-3258,42808 Christy Street #208,Gynecologist,2019-03-13,12:30
821,5.00,,"Aaron Tward, M.D.",415-353-2757,2380 Sutter Street,ENT Specialist,2019-03-05,16:00
822,5.00,,Chen M Dwight MD,408-523-3900,360 Dardanelli Lane #2d,Gynecologist,2019-03-09,15:00
823,4.20,,Anthony E Jones MD,510-268-1800,17251 Hesperian Boulevard,General Practitioner,2019-03-10,12:30
824,5.00,,"Anne Han, M.D.",415-600-3800,655 Redwood Highway Suite 100,Dermatologist,2019-03-07,17:30
825,3.50,Milpitas,"Gul A. Zikria, M.D., FACOG",408-217-7781,1109 South Park Victoria Drive,Gynecologist,,
826,4.00,,4D Miracles,510-863-3258,42808 Christy Street #208,Gynecologist,2019-03-14,11:00
827,5.00,,"Stewart A. Daniels, M.D",925-522-8850,3330 Clayton Road,Ophthalmologist,2019-03-02,13:30
828,5.00,,"Alan B. Scott, M.D.",415-923-3120,2100 Webster Street suite 214,Ophthalmologist,2019-03-12,11:30
829,3.90,,"John Chiu, M.D.",408-863-0709,700 West Parr Avenue,General Practitioner,2019-03-14,14:30
830,5.00,Menlo Park,Dalal Sapna MD,650-493-5000,866 Campus Drive,General Practitioner,,
831,3.70,Menlo Park,"Daniel Huie, MD",650-736-5770,1500 Southgate Avenue #204,General Practitioner,,
832,5.00,,Dalal Sapna MD,650-493-5000,866 Campus Drive,General Practitioner,2019-03-11,13:00
833,4.20,San Jose,"Dr. Lionel M. Nelson, MD",408-358-6163,2577 Samaritan Drive #845,ENT Specialist,,
834,3.70,San Jose,"Dr. Mauro B. Ruffy, MD",408-357-1250,2505 Samaritan Drive Suite 510,ENT Specialist,,
835,4.50,San Jose,Dr. Michael Murray,408-227-6300,6060 Hellyer Avenue #150,ENT Specialist,,
836,4.70,San Jose,"Ricardo J. Trevino, MD",408-926-5300,1199 Bush Street #290,ENT Specialist,,
837,5.00,San Jose,San Jose Ear and Sinus Medical Center,408-358-8507,2577 Samaritan Drive #845,ENT Specialist,,
838,4.20,,"Dr. Lionel M. Nelson, MD",408-358-6163,2577 Samaritan Drive #845,ENT Specialist,2019-03-04,11:00
839,5.00,Fairfield,"Rachel Villalon, MD",707-646-4100,1860 Pennsylvania Avenue #300b,Gynecologist,,
840,5.00,,"Rachel Villalon, MD",707-646-4100,1860 Pennsylvania Avenue #300b,Gynecologist,2019-03-11,14:00
841,4.70,San Leandro,Baldwin Medical Group: Baldwin Vincent MD,510-357-3790,1501 3rd Street,General Practitioner,,
842,5.00,San Leandro,Dr. Anatoly G. Brodsky,510-454-4010,445 30th Street #2,General Practitioner,,
843,4.50,San Leandro,"Dr. Maryam Fortani, MD",510-924-7993,3318 Elm Street,General Practitioner,,
844,3.80,San Leandro,Family Medical Group,510-351-2100,20410 Lake Chabot Road #3,General Practitioner,,
845,5.00,San Leandro,Family Medical Group: Robertson Bruce A MD,510-357-3389,333 Estudillo Avenue # C,General Practitioner,,
846,4.70,,Baldwin Medical Group: Baldwin Vincent MD,510-357-3790,1501 3rd Street,General Practitioner,2019-03-09,16:00
847,5.00,,"Nicole A. Jeffrey-Starr, M.D.",925-875-6546,4000 Dublin Boulevard #2,Gynecologist,2019-03-06,15:30
848,4.90,,"Brown Peter, MD",650-941-4545,877 West Fremont Avenue unit n1,General Practitioner,2019-03-06,12:30
849,4.30,,Alta Eye Care,408-502-6188,1085 West El Camino Real Level 2,Ophthalmologist,2019-03-09,16:00
850,4.60,,Novato Dermatology,415-892-0754,2100 Webster Street Suite 411,Dermatologist,2019-03-13,15:30
851,4.60,,Novato Dermatology,415-892-0754,2100 Webster Street Suite 411,Dermatologist,2019-03-12,17:30
852,3.70,,Abazari Mina MD,949-916-9100,5050 West El Camino Real # 110,General Practitioner,2019-03-01,12:30
853,4.30,,"Amita Kachru, MD",415-641-6996,1580 Valencia Street #508,Gynecologist,2019-03-02,14:00
854,4.30,,Berman Skin Institute,925-932-3800,355 Lennon Lane Suite 255,Dermatologist,2019-03-04,12:30
855,4.60,,"Alphaeus Wise, MD",925-935-3113,1181 Boulevard Way B,General Practitioner,2019-03-12,10:30
856,5.00,,"Albert Pisani, M.D.",650-934-7520,2490 Hospital Drive #111,Gynecologist,2019-03-08,11:00
857,5.00,,Dr. Anne Cole,650-969-2959,23275 Eastbrook Court,General Practitioner,2019-03-05,13:00
858,5.00,,"Dr. Faith R. Protsman, MD",408-846-6444,9360 North Name Uno,General Practitioner,2019-03-02,12:30
859,5.00,,"Bhoomika Kamath, MD",925-314-0260,319 Diablo Road,General Practitioner,2019-03-11,14:00
860,5.00,,"Bhoomika Kamath, MD",925-314-0260,319 Diablo Road,General Practitioner,2019-03-11,10:00
861,5.00,,"Dr. Chika Akera, MD",925-363-2000,2500 Alhambra Avenue,General Practitioner,2019-03-14,11:00
862,5.00,San Mateo,"Beatrice Burke, MD",650-344-1114,136 North San Mateo Drive #101,Gynecologist,,
863,4.20,San Mateo,"Isabell Beddow, Md",650-558-0611,1 Baywood Avenue #5,Gynecologist,,
864,4.50,San Mateo,"Rubi Khilnani, M.D., FACOG",650-477-8112,1 Baywood Avenue Suite 9,Gynecologist,,
865,3.70,San Mateo,"Zelda S. de la Cruz, MD OBGYN",650-375-8482,1 Baywood Avenue #7,Gynecologist,,
866,5.00,,"Beatrice Burke, MD",650-344-1114,136 North San Mateo Drive #101,Gynecologist,2019-03-01,10:30
867,4.30,,"Amita Kachru, MD",415-641-6996,1580 Valencia Street #508,Gynecologist,2019-03-13,15:00
868,5.00,,Chen M Dwight MD,408-523-3900,360 Dardanelli Lane #2d,Gynecologist,2019-03-01,15:30
869,3.30,,"Dr. Gregory P. Rosa, MD",707-823-7616,652 Petaluma Avenue Suite B,General Practitioner,2019-03-05,17:00
870,5.00,,Amy Kane,510-490-1222,"2, 3200 Kearney Street",Gynecologist,2019-03-02,17:30
871,4.30,Vallejo,Associated Family Physicians: Hennessey Sean P MD,707-643-3028,3431 Broadway Street,General Practitioner,,
872,5.00,Vallejo,Daquioag Rodolfo A MD,707-554-4495,155 Glen Cove Marina Road #100,General Practitioner,,
873,4.60,Vallejo,Lim Steve MD,707-645-8576,1646 Broadway Street,General Practitioner,,
874,5.00,Vallejo,Valdez Amelia B MD,707-554-1986,1460 North Camino Alto # 100,General Practitioner,,
875,5.00,Vallejo,Yoshisato Paige A MD,707-558-8699,1179 North McDowell Boulevard,General Practitioner,,
876,4.30,,Associated Family Physicians: Hennessey Sean P MD,707-643-3028,3431 Broadway Street,General Practitioner,2019-03-01,17:00
877,5.00,Windsor,"Brenda Manfredi, MD",707-387-3910,2323 Bethards Drive,General Practitioner,,
878,5.00,,"Brenda Manfredi, MD",707-387-3910,2323 Bethards Drive,General Practitioner,2019-03-14,15:30
879,4.80,,"Carla Stelling, MD",510-275-7492,3300 Webster Street #1200,Gynecologist,2019-03-11,16:30
880,3.50,,"Ann Wong, M.D.",408-730-4240,301 Old San Francisco Road Level 3,Gynecologist,2019-03-07,15:00
881,5.00,Mill Valley,"Dr. Beth McDougall, MD",415-388-5520,2574 San Bruno Avenue,General Practitioner,,
882,5.00,Mill Valley,Werschky II a G MD,415-388-2657,125 Throckmorton Avenue,General Practitioner,,
883,5.00,Palo Alto,"Brad Hinrichs, M.D.",916-736-5533,5401 Norris Canyon Road,ENT Specialist,,
884,5.00,Palo Alto,Chris Holsinger,650-498-6000,801 Welch Road,ENT Specialist,,
885,3.70,Atherton,California Sinus Centers,650-399-4630,"F3, 900 Blake Wilbur Drive",ENT Specialist,,
886,5.00,Petaluma,"Dr. Michael A. Saidel, MD",707-762-3573,1383 North McDowell Boulevard #100,Ophthalmologist,,
887,5.00,Petaluma,Eye Care Institute,707-763-6400,6880 Palm Avenue,Ophthalmologist,,
888,5.00,Berkeley,"Dr. Richard J Kerbavaz, MD",510-845-4500,2316 Dwight Way,ENT Specialist,,
889,5.00,Larkspur,"Kambridge Hribar, MD",415-295-7160,"1, 2380 Sutter Street",ENT Specialist,,
890,3.70,Saratoga,"Dr. Vilasini M. Ganesh, MD",408-378-1610,1600 West Campbell Avenue #202,General Practitioner,,
891,5.00,Saratoga,"Joseph J. Walters, MD",408-253-4806,20555 Prospect Road Suite A,General Practitioner,,
892,4.80,Petaluma,"Julie Clark, MD",707-763-2900,1550 A Professional Drive #100,Gynecologist,,
893,5.00,Union City,"Jennifer Isaacs, MD",510-454-4090,3553 Whipple Road,Gynecologist,,
894,3.50,Livermore,"Meghan Dickman, MD",925-373-4601,5575 West Las Positas Boulevard,Dermatologist,,
895,3.30,San Carlos,"Janice Kim, M.D.",650-596-4000,301 Industrial Road Level 3,General Practitioner,,
896,5.00,San Carlos,"Wendy M. Landreville, M.D.",530-749-3623,370 Distel Circle,General Practitioner,,
897,5.00,Redwood City,"Dr. Julianne G. O'callahan, MD",650-366-4633,2950 Whipple Avenue,Gynecologist,,
898,4.10,Redwood City,Freyja Clinic,650-701-1882,570 Price Avenue,Gynecologist,,
899,4.00,Redwood City,"Mary Pravdin, MD",650-298-0990,2900 Whipple Avenue,Gynecologist,,
900,5.00,Redwood City,"Tatiana Spirtos, MD - Stanford Children's Health",650-366-5594,2900 Whipple Avenue #135,Gynecologist,,
901,5.00,Pleasanton,"Dr. Sonia R. Santana, DO",925-416-0111,5565 West Las Positas Boulevard,Gynecologist,,
902,4.00,Concord,"Dr. Mehrnoosh Almassi, MD",925-674-2125,2485 High School Street #111,Gynecologist,,
903,5.00,Daly City,"Dr. Daniel J. Buckley, MD",650-991-9007,1440 Southgate Avenue,Ophthalmologist,,
904,5.00,Daly City,Dr. Paul R. Holland,650-992-1300,2702 Low Court,Ophthalmologist,,
905,4.70,Daly City,"Dr. Paul R. Holland, MD",650-758-2171,762 Altos Oaks Drive,Ophthalmologist,,
906,5.00,Napa,Dr. Kathryn Kent,707-927-3508,461 7th Street West # 3,Dermatologist,,
907,5.00,Napa,"Lewis May, II, MD",707-258-4527,941 Merchant Street # A,Dermatologist,,
908,5.00,Napa,Napa Dermatology Associates,707-252-2931,1700 2nd Street #220,Dermatologist,,
909,5.00,Vacaville,"Dr. Caren Campbell, MD",415-217-3880,600 Nut Tree Road #260,Dermatologist,,
910,3.20,Vacaville,Vacaville Dermatology,707-446-6969,941 Merchant Street A,Dermatologist,,
911,4.90,,"Brown Peter, MD",650-941-4545,877 West Fremont Avenue unit n1,General Practitioner,2019-03-08,13:00
912,5.00,,"Alan B. Scott, M.D.",415-923-3120,2100 Webster Street suite 214,Ophthalmologist,2019-03-01,13:30
913,4.70,,Britz Marie B MD,408-294-3202,2074 Forest Avenue # 1,Dermatologist,2019-03-04,17:00
914,5.00,,"Avis E. Logan, M.D.",510-985-5020,3100 San Pablo Avenue Suite 310,General Practitioner,2019-03-07,15:00
915,3.90,,"Dr. Ebrahim Ahmadi, MD",510-791-2002,632 Mowry Avenue,General Practitioner,2019-03-07,10:30
916,5.00,,"Catherine Jiam-Seagren, M.D.",510-204-8166,3850 Grand Avenue,General Practitioner,2019-03-06,16:30
917,5.00,,"Arthur D. Fu, MD",650-342-7137,1391 Woodside Road #200,Ophthalmologist,2019-03-09,14:30
918,4.00,Brentwood,"Balfour Dermatology Robert E. Beer, MD",925-240-9116,6155 Stoneridge Drive #150,Dermatologist,,
919,3.70,Brentwood,Golden State Dermatology,925-308-9510,1133 East Stanley Boulevard Suite 111,Dermatologist,,
920,4.00,,"Balfour Dermatology Robert E. Beer, MD",925-240-9116,6155 Stoneridge Drive #150,Dermatologist,2019-03-13,14:00
921,5.00,,Bay Area House Call Physicians,650-384-0986,701 E El Camino Real 2nd Floor,General Practitioner,2019-03-02,13:30
922,5.00,,"Dr. Robert A. Varady, MD",707-428-0778,1525 Webster Street # C,General Practitioner,2019-03-05,14:00
923,4.30,,Berman Skin Institute,925-932-3800,355 Lennon Lane Suite 255,Dermatologist,2019-03-08,14:30
924,5.00,,"Albert Pisani, M.D.",650-934-7520,2490 Hospital Drive #111,Gynecologist,2019-03-11,13:30
925,4.00,,"Dr. Louise E. Nurre, D.O.",510-525-2400,5855 Doyle Street #110,General Practitioner,2019-03-01,15:00
926,5.00,,"Aesthetic Dermatology and Skin Cancer: Jeffrey H. Binstock, M.D.",415-383-5475,45 Castro Street,Dermatologist,2019-03-01,13:00
927,5.00,Daly City,"Dr. Gary W. Oliver, MD",650-756-5500,1618 Sullivan Avenue Suite 105,Dermatologist,,
928,5.00,,"Dr. Gary W. Oliver, MD",650-756-5500,1618 Sullivan Avenue Suite 105,Dermatologist,2019-03-14,10:30
929,4.00,,Access Health,408-729-7690,301 Old San Francisco Road Level 2,General Practitioner,2019-03-05,13:00
930,5.00,,"Aaron Tward, M.D.",415-353-2757,2380 Sutter Street,ENT Specialist,2019-03-01,13:00
931,5.00,,Claudio A Bet Inc,650-692-1296,211 Quarry Road,General Practitioner,2019-03-09,15:00
932,3.70,,Abazari Mina MD,949-916-9100,5050 West El Camino Real # 110,General Practitioner,2019-03-12,12:30
933,4.30,,"Amita Kachru, MD",415-641-6996,1580 Valencia Street #508,Gynecologist,2019-03-04,17:30
934,4.90,Morgan Hill,"Camino Ear, Nose & Throat Clinic",669-258-5454,980 Trancas Street # 10,ENT Specialist,,
935,4.10,Morgan Hill,"Donald Burt, Jr., MD",408-847-1199,175 North Jackson Avenue #200,ENT Specialist,,
936,4.10,,"Donald Burt, Jr., MD",408-847-1199,175 North Jackson Avenue #200,ENT Specialist,2019-03-13,14:30
937,4.50,,NCMA Redwood Family Dermatology,707-545-4537,2725 Mendocino Avenue,Dermatologist,2019-03-03,15:00
938,4.60,,Babak Edraki MD,925-627-3440,1479 Ygnacio Valley Road,Gynecologist,2019-03-10,14:30
939,4.60,,"Cynthia S. Chiu, MD, FACS, Inc.",510-836-2122,491 30th Street #201,Ophthalmologist,2019-03-13,13:30
940,3.80,,"Helena A. Longin, M.D.",707-521-7760,196 Wikiup Drive,Dermatologist,2019-03-06,12:00
941,3.70,,Abazari Mina MD,949-916-9100,5050 West El Camino Real # 110,General Practitioner,2019-03-09,16:30
942,5.00,,Ford Lloyd C MD,925-685-7400,2700 Grant Street #104,ENT Specialist,2019-03-09,12:30
943,5.00,,"Anjali Tate, M.D.",510-845-8035,2400 Samaritan Drive #105,Gynecologist,2019-03-04,12:00
944,4.10,Alameda,Kochenburger Richard J MD,510-522-6544,2111 Whitehall Place,Gynecologist,,
945,4.20,Alameda,Olivia Butt MD - Alameda OB GYN,510-864-4800,"501 S Shore Ctr W, Ste D",Gynecologist,,
946,4.10,,Kochenburger Richard J MD,510-522-6544,2111 Whitehall Place,Gynecologist,2019-03-04,16:00
947,5.00,,Amy Kane,510-490-1222,"2, 3200 Kearney Street",Gynecologist,2019-03-10,15:30
948,3.70,,California Sinus Centers,650-399-4630,"F3, 900 Blake Wilbur Drive",ENT Specialist,2019-03-01,13:30
949,5.00,,"Avis E. Logan, M.D.",510-985-5020,3100 San Pablo Avenue Suite 310,General Practitioner,2019-03-12,14:00
950,4.30,,"Amita Kachru, MD",415-641-6996,1580 Valencia Street #508,Gynecologist,2019-03-04,10:00
951,5.00,Vallejo,"Bilhartz Women's Health Center, Dr. Teri Bilhartz",707-812-1910,480 Redwood Street suite 14,Gynecologist,,
952,5.00,Vallejo,"Rima Goldman, MD",707-651-1031,975 Sereno Drive,Gynecologist,,
953,5.00,,"Rima Goldman, MD",707-651-1031,975 Sereno Drive,Gynecologist,2019-03-12,15:30
954,3.70,Point Reyes Station,Point Reyes Medical Clinic: Hamblin Basil C MD,415-663-8666,3 Harbor Drive Ste 111,General Practitioner,,
955,3.50,Rohnert Park,Maggioncalda Michael D DO,707-206-3044,1100 Trancas Street #350,General Practitioner,,
956,4.00,Rohnert Park,"Robert L. Goodman, MD",707-584-7474,1 Quality Drive,General Practitioner,,
957,5.00,Rohnert Park,Weinstein Jamie S MD,707-206-3000,5900 State Farm Drive,General Practitioner,,
