,city,date,event_name,event_type,price_per_ticket,time,venue,venue_address,number_of_tickets
1426,Los Angeles,2019-03-02,Aldous Harding,,40,17:00,Lodge Room,104 North Avenue 56 2nd Floor,1
1427,Portland,2019-03-09,Annual School Performance,,20,16:30,Newmark Theatre,1111 Southwest Broadway,4
1428,New York,2019-03-08,Acting For Teens,Theater,50,16:30,520 8th Ave. - Personal Valet Parking,520 8th Ave. - Personal Valet,
1429,New York,2019-03-08,Big Apple Circus,Theater,30,16:30,Big Apple Circus,60 Lincoln Center Plaza,
1430,New York,2019-03-08,Blks,Theater,20,16:30,The Robert W. Wilson MCC Theater Space,511 West 52nd Street,
1431,New York,2019-03-08,Broadway Buskers Concert,Theater,40,19:00,Club Free Time,20 Waterside Plaza,
1432,New York,2019-03-08,Broadway Musical Theater Week,Theater,40,19:00,Actors Technique NY Kids and Teens,"4th, 500 8th Avenue",
1433,New York,2019-03-08,Comedysportz,Theater,20,16:00,ComedySportz New York City,318 West 53rd Street,
1434,New York,2019-03-08,Dead End Comedy Show,Theater,40,16:30,Erv's,"2122 Beekman Place, Brooklyn",
1435,New York,2019-03-08,Dear Brutus,Theater,60,17:30,Shetler Studios & Theatres,244 West 54th Street,
1436,New York,2019-03-08,Drunken Shakespeare,Theater,50,18:30,Bar Nine,807 9th Avenue,
1437,New York,2019-03-08,Acting For Teens,,50,16:30,520 8th Ave. - Personal Valet Parking,520 8th Ave. - Personal Valet,3
1438,Los Angeles,2019-03-09,Ain Gordon,,60,19:00,Ralph Freud Playhouse,245 Charles E Young Drive East,3
1439,San Francisco,2019-03-05,Finneas,Music,45,18:30,August Hall,420 Mason Street,
1440,San Francisco,2019-03-05,Jeanette Tietze,Music,45,19:00,The Episcopal Church of the Incarnation,1750 29th Avenue,
1441,San Francisco,2019-03-05,Matty Matheson,Music,20,19:00,August Hall,420 Mason Street,
1442,San Francisco,2019-03-05,Patti Lupone,Music,60,19:30,San Francisco Symphony,201 Van Ness Avenue,
1443,San Francisco,2019-03-05,Raveena,Music,25,19:30,The Chapel,777 Valencia Street,
1444,San Francisco,2019-03-05,Remo Drive,Music,25,19:00,The Chapel,777 Valencia Street,
1445,San Francisco,2019-03-05,Sinead Harnett,Music,55,17:30,August Hall,420 Mason Street,
1446,San Francisco,2019-03-05,Finneas,,45,18:30,August Hall,420 Mason Street,3
1447,Phoenix,2019-03-14,Dodie,Music,55,17:30,The Van Buren,401 West Van Buren Street,
1448,Phoenix,2019-03-14,Jenny Lewis,Music,30,16:00,The Van Buren,401 West Van Buren Street,
1449,Phoenix,2019-03-14,Melanie Martinez,Music,55,18:00,The Van Buren,401 West Van Buren Street,
1450,Phoenix,2019-03-14,Motion City Soundtrack,Music,40,16:30,The Van Buren,401 West Van Buren Street,
1451,Phoenix,2019-03-14,Sabrina Claudio,Music,50,19:30,The Van Buren,401 West Van Buren Street,
1452,Phoenix,2019-03-14,Steve Hackett,Music,45,16:30,The Van Buren,401 West Van Buren Street,
1453,Phoenix,2019-03-14,Tom Morello,Music,40,18:30,The Pressroom,441 West Madison Street,
1454,Fresno,2019-03-08,The Government Inspector,Theater,60,18:30,California Arts Academy,1401 North Wishon Avenue,
1455,San Francisco,2019-03-14,Above Ground Festival,Theater,45,19:30,Mojo Theatre,2940 16th Street #217,
1456,San Francisco,2019-03-14,As You Like It,Theater,20,16:00,Main Post Lawn,Montgomery Street,
1457,San Francisco,2019-03-14,Caveman Play,Theater,35,18:30,Z Below,470 Florida Street,
1458,San Francisco,2019-03-14,Creative Drama Summer Camp,Theater,60,17:00,Young Performers Theatre,"Landmark Building C, 2 Marina Boulevard",
1459,San Francisco,2019-03-14,Superscene Prime Time,Theater,55,16:30,BATS Improv Theatre,Landmark Building B,
1460,San Francisco,2019-03-14,The Infinite Wrench,Theater,40,19:30,PianoFight,144 Taylor Street,
1461,San Francisco,2019-03-14,Two Play Improv Extravaganza,Theater,25,19:00,Moment Improv Theatre,533 Sutter Street 2nd Floor,
1462,San Francisco,2019-03-09,Alex Cameron,Music,20,18:00,August Hall,420 Mason Street,
1463,San Francisco,2019-03-09,Lucy Dacus,Music,60,18:30,August Hall,420 Mason Street,
1464,San Francisco,2019-03-09,Matt Corby,Music,30,18:00,August Hall,420 Mason Street,
1465,San Francisco,2019-03-09,Matty Matheson,Music,60,16:00,August Hall,420 Mason Street,
1466,San Francisco,2019-03-09,Neneh Cherry,Music,25,18:30,August Hall,420 Mason Street,
1467,San Francisco,2019-03-09,The Band Camino,Music,35,17:00,August Hall,420 Mason Street,
1468,Anaheim,2019-03-01,Jesus Christ Superstar,Theater,45,19:00,Stage Door Repertory Theatre,1045 North Armando Street,
1469,Philadelphia,2019-03-03,Conan Gray,Music,30,19:30,The Fillmore Philadelphia,29 East Allen Street,
1470,Philadelphia,2019-03-03,Davido,Music,25,17:30,The Fillmore Philadelphia,29 East Allen Street,
1471,Philadelphia,2019-03-03,Girl In Red,Music,25,17:00,The Foundry,29 East Allen Street 2nd Floor,
1472,Philadelphia,2019-03-03,Julia Jacklin,Music,55,16:30,The Foundry,29 East Allen Street 2nd Floor,
1473,Philadelphia,2019-03-03,King Princess,Music,50,16:00,The Fillmore Philadelphia,29 East Allen Street,
1474,Philadelphia,2019-03-03,Mac Ayres,Music,25,17:30,The Foundry,29 East Allen Street 2nd Floor,
1475,Philadelphia,2019-03-03,Mason Ramsey,Music,25,17:00,The Foundry,29 East Allen Street 2nd Floor,
1476,Philadelphia,2019-03-03,Melanie Martinez,Music,45,18:30,The Fillmore Philadelphia,29 East Allen Street,
1477,Philadelphia,2019-03-03,Nick Kroll,Music,55,17:30,The Fillmore Philadelphia,29 East Allen Street,
1478,Anaheim,2019-03-13,Brown Sabbath,Music,40,16:30,Crossroads at House of Blues Anaheim,1530 Disneyland Monrail System,
1479,Sacramento,2019-03-14,Aftershock Festival,Music,25,17:00,Discovery Park,1600 Garden Highway,
1480,Sacramento,2019-03-14,Aftershock Music Festival,Music,40,19:30,Discovery Park,1600 Garden Highway,
1481,Sacramento,2019-03-14,The Melvins,Music,25,18:30,Holy Diver,1517 21st Street,
1482,Sacramento,2019-03-14,Weird Al Yankovic,Music,35,19:00,Sacramento Memorial Auditorium,1515 J Street,
1483,Portland,2019-03-14,Beirut By Alan Bowne,Theater,30,16:30,Shoe Box Theater,2110 Southeast 10th Avenue,
1484,Portland,2019-03-14,Mala By Melinda Lopez,Theater,20,18:00,CoHo Productions,2257 Northwest Raleigh Street,
1485,Portland,2019-03-14,Oregon Ballet Theatre,Theater,50,17:30,Newmark Theatre,1111 Southwest Broadway,
1486,Portland,2019-03-14,Summer Improv Intensive,Theater,45,19:30,Curious Comedy Theater,5225 Northeast Martin Luther King Junior Boulevard,
1487,Portland,2019-03-14,Troilus And Cressida,Theater,50,18:00,Shaking the Tree Theatre,823 Southeast Grant Street,
1488,Portland,2019-03-14,West Side Story,Theater,45,17:00,Dolores Winningstad Theatre,1111 Southwest Broadway,
1489,Fresno,2019-03-14,The Government Inspector,Theater,35,17:30,California Arts Academy,1401 North Wishon Avenue,
1490,Fresno,2019-03-14,Brockhampton,Music,45,17:30,Rainbow Ballroom,1725 Broadway Street,
1491,San Diego,2019-03-14,Bastille,Music,60,17:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
1492,San Diego,2019-03-14,Benjamin Francis Leftwich,Music,40,18:30,The Irenic,3090 Polk Avenue,
1493,San Diego,2019-03-14,Greta Van Fleet,Music,45,16:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
1494,San Diego,2019-03-14,Hozier,Music,30,17:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
1495,San Diego,2019-03-14,Johnny Mathis,Music,40,18:00,Copley Symphony Hall,Seventh Avenue,
1496,San Diego,2019-03-14,Jon Bellion,Music,30,18:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
1497,San Diego,2019-03-14,Jon Pardi,Music,40,16:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
1498,San Diego,2019-03-14,Lizzo,Music,20,19:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
1499,San Diego,2019-03-14,Local Natives,Music,55,18:00,Music Box,1337 India Street,
1500,San Diego,2019-03-14,Mandolin Orange,Music,40,16:30,The Observatory North Park,2891 University Avenue,
1501,Anaheim,2019-03-05,Jesus Christ Superstar,Theater,20,17:30,Stage Door Repertory Theatre,1045 North Armando Street,
1502,Anaheim,2019-03-02,Brown Sabbath,Music,55,19:30,Crossroads at House of Blues Anaheim,1530 Disneyland Monrail System,
1503,Phoenix,2019-03-11,Dreamers,Music,50,19:30,The Van Buren,401 West Van Buren Street,
1504,Phoenix,2019-03-11,Greensky Bluegrass,Music,45,17:00,The Van Buren,401 West Van Buren Street,
1505,Phoenix,2019-03-11,Gus Dapperton,Music,30,18:00,The Van Buren,401 West Van Buren Street,
1506,Phoenix,2019-03-11,Jenny Lewis,Music,35,18:00,The Van Buren,401 West Van Buren Street,
1507,Phoenix,2019-03-11,Johnnyswim,Music,60,18:30,The Van Buren,401 West Van Buren Street,
1508,Phoenix,2019-03-11,Motion City Soundtrack,Music,50,17:00,The Van Buren,401 West Van Buren Street,
1509,Phoenix,2019-03-11,Oliver Tree,Music,50,16:30,The Van Buren,401 West Van Buren Street,
1510,Phoenix,2019-03-11,Paulina Rubio,Music,35,16:30,The Van Buren,401 West Van Buren Street,
1511,Phoenix,2019-03-11,Steve Hackett,Music,35,19:00,The Van Buren,401 West Van Buren Street,
1512,Phoenix,2019-03-11,Tash Sultana,Music,20,17:00,The Van Buren,401 West Van Buren Street,
1513,Phoenix,2019-03-11,Boondocks Improv,Theater,50,19:00,Dearing Acting Studio,10806 North 32nd Street,
1514,Phoenix,2019-03-11,Jack And The Beanstalk,Theater,60,18:30,Great Arizona Puppet Theater,302 West Latham Street,
1515,Chicago,2019-03-08,Ada And The Engine,Theater,50,18:00,The Artistic Home,1376 West Grand Avenue #7761,
1516,Chicago,2019-03-08,Casa Valentina,Theater,35,16:00,PRIDE ARTS CENTER,4139 North Broadway,
1517,Chicago,2019-03-08,Comedysportz,Theater,30,17:30,CSz Theater Chicago,929 West Belmont Avenue,
1518,Chicago,2019-03-08,Drunk Shakespeare,Theater,25,16:00,The Lion Theatre,182 North Wabash Avenue,
1519,Chicago,2019-03-08,Emma,Theater,45,18:00,Lifeline Theatre,6912 North Glenwood Avenue,
1520,Chicago,2019-03-08,Every Brilliant Thing,Theater,55,16:30,Windy City Playhouse,3014 West Irving Park Road,
1521,Chicago,2019-03-08,Fine,Theater,20,17:00,The Mission Theater,1501 North Kingsbury Street,
1522,Chicago,2019-03-08,Frankenstein,Theater,40,19:00,Lookingglass Theatre Company,821 North Michigan Avenue,
1523,Chicago,2019-03-08,Gilgamesh And Enkidu,Theater,60,17:30,The Edge Off Broadway,1133 West Catalpa Avenue,
1524,Chicago,2019-03-08,Helvetica,Theater,40,16:30,Nox Arca Theatre,4001 North Ravenswood Avenue #405,
1525,Anaheim,2019-03-14,Jesus Christ Superstar,Theater,30,18:00,Stage Door Repertory Theatre,1045 North Armando Street,
1526,Chicago,2019-03-10,Conor Maynard,Music,50,18:30,Chop Shop,2033 West North Avenue,
1527,Chicago,2019-03-10,Duster,Music,40,18:30,Sleeping Village,3734 West Belmont Avenue,
1528,Chicago,2019-03-10,My House Music Festival,Music,40,17:30,Harrison Park,1824 South Wood Street,
1529,San Diego,2019-03-07,Benjamin Francis Leftwich,Music,35,18:00,The Irenic,3090 Polk Avenue,
1530,San Diego,2019-03-07,Ingrid Michaelson,Music,60,18:30,The Observatory North Park,2891 University Avenue,
1531,San Diego,2019-03-07,Johnny Mathis,Music,40,16:30,Copley Symphony Hall,Seventh Avenue,
1532,San Diego,2019-03-07,Jon Pardi,Music,20,16:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
1533,San Diego,2019-03-07,Lizzo,Music,35,16:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
1534,San Diego,2019-03-07,Maribou State,Music,35,18:30,The Observatory North Park,2891 University Avenue,
1535,Seattle,2019-03-09,Beatleconcert,Theater,40,16:30,12th Avenue Arts,1620 12th Avenue,
1536,Seattle,2019-03-09,Blood Water Paint,Theater,60,16:30,12th Avenue Arts,1620 12th Avenue,
1537,Seattle,2019-03-09,Improv Camp For Teens,Theater,60,16:30,Unexpected Productions Improv,1428 Post Alley,
1538,Seattle,2019-03-09,Improv For Everyone,Theater,20,18:30,Theater Puget Sound,"Armory, 305 Harrison Street",
1539,Seattle,2019-03-09,Improv Happy Hour,Theater,40,18:00,Unexpected Productions Improv,1428 Post Alley,
1540,Seattle,2019-03-09,Maritess Zurbano Hypnotist,Theater,20,16:00,Copious,2220 Northwest Market Street,
1541,Seattle,2019-03-09,Mimosas Cabaret,Theater,35,16:30,Unicorn,1118 East Pike Street,
1542,Seattle,2019-03-09,Seattle Theatresports,Theater,30,16:00,Unexpected Productions Improv,1428 Post Alley,
1543,Seattle,2019-03-09,The Agitators,Theater,25,16:30,West of Lenin,203 North 36th Street,
1544,Vancouver,2019-03-12,Alice In Glitterland,Theater,45,17:00,The Wise,1882 Adanac Street,
1545,Vancouver,2019-03-12,Cinderella Kids,Theater,45,19:30,SFU Gallery,149 West Hastings Street,
1546,Vancouver,2019-03-12,Impro Scene Study,Theater,40,16:30,Dusty Flowerpot Cabaret Society,2050 Scotia Street,
1547,Vancouver,2019-03-12,Matilda The Musical,Theater,20,18:00,"Goldcorp Stage at the BMO Theatre Centre, Arts Club Theatre Company",203 - 162 West 1st Avenue,
1548,Vancouver,2019-03-12,Teatro Intimo Del Flamenco,Theater,40,16:00,Vancouver TheatreSports(tm),1502 Duranleau Street,
1549,Phoenix,2019-03-09,Boondocks Improv,Theater,35,19:00,Dearing Acting Studio,10806 North 32nd Street,
1550,Phoenix,2019-03-09,Chaos Comedy Improv Show,Theater,35,19:30,Dearing Acting Studio,10806 North 32nd Street,
1551,Phoenix,2019-03-09,Jack And The Beanstalk,Theater,45,16:00,Great Arizona Puppet Theater,302 West Latham Street,
1552,San Diego,2019-03-06,Angel Olsen,Music,35,19:00,The Observatory North Park,2891 University Avenue,
1553,San Diego,2019-03-06,Bastille,Music,55,17:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
1554,San Diego,2019-03-06,Fidlar,Music,25,16:00,The Observatory North Park,2891 University Avenue,
1555,San Diego,2019-03-06,Greta Van Fleet,Music,40,18:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
1556,San Diego,2019-03-06,Hozier,Music,40,16:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
1557,San Diego,2019-03-06,Ingrid Michaelson,Music,40,17:30,The Observatory North Park,2891 University Avenue,
1558,San Diego,2019-03-06,Johnny Mathis,Music,20,16:00,Copley Symphony Hall,Seventh Avenue,
1559,San Diego,2019-03-06,Jon Bellion,Music,50,16:30,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
1560,San Diego,2019-03-06,Jon Pardi,Music,50,16:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
1561,San Diego,2019-03-06,Lizzo,Music,25,18:00,Cal Coast Credit Union Amphitheater,5500 Campanile Drive,
1562,Chicago,2019-03-14,Duster,Music,55,18:30,Sleeping Village,3734 West Belmont Avenue,
1563,Chicago,2019-03-14,My House Music Festival,Music,45,19:00,Harrison Park,1824 South Wood Street,
1564,Chicago,2019-03-14,Sasha Sloan,Music,50,18:30,Chop Shop,2033 West North Avenue,
1565,Atlanta,2019-03-14,Benjamin Francis Leftwich,Music,60,18:00,Vinyl,1374 West Peachtree Street Northwest,
1566,Atlanta,2019-03-14,Buddy Holly,Music,60,19:30,Atlanta Symphony Orchestra,1280 Peachtree Street Northeast,
1567,Atlanta,2019-03-14,Charlie Wilson,Music,45,17:00,Cadence Bank Amphitheatre at Chastain Park,4469 Stella Drive Northwest,
1568,Atlanta,2019-03-14,Enter Shikari,Music,45,19:30,The Loft,1374 West Peachtree Street Northwest,
1569,Atlanta,2019-03-14,Gipsy Kings,Music,40,19:30,Cadence Bank Amphitheatre at Chastain Park,4469 Stella Drive Northwest,
1570,Atlanta,2019-03-14,Indigo Girls,Music,40,18:00,Atlanta Symphony Orchestra,1280 Peachtree Street Northeast,
1571,Atlanta,2019-03-14,Mark Knopfler,Music,40,16:00,Cadence Bank Amphitheatre at Chastain Park,4469 Stella Drive Northwest,
1572,Atlanta,2019-03-14,Yacht Rock Revue,Music,40,18:30,Cadence Bank Amphitheatre at Chastain Park,4469 Stella Drive Northwest,
1573,San Francisco,2019-03-14,Alex Cameron,Music,45,16:30,August Hall,420 Mason Street,
1574,San Francisco,2019-03-14,Finneas,Music,40,17:00,August Hall,420 Mason Street,
1575,San Francisco,2019-03-14,Neneh Cherry,Music,25,16:30,August Hall,420 Mason Street,
1576,San Francisco,2019-03-14,Patti Lupone,Music,30,19:30,San Francisco Symphony,201 Van Ness Avenue,
1577,San Francisco,2019-03-14,Raveena,Music,25,18:30,The Chapel,777 Valencia Street,
1578,San Francisco,2019-03-14,Sinead Harnett,Music,50,19:30,August Hall,420 Mason Street,
1579,San Francisco,2019-03-14,The Adicts,Music,60,17:30,August Hall,420 Mason Street,
1580,San Francisco,2019-03-14,The Wailers,Music,60,19:00,The Chapel,777 Valencia Street,
1581,San Diego,2019-03-06,About Time,Theater,35,17:00,Talent to aMuse Theatre Co,3919 Normal Street,
1582,San Diego,2019-03-06,American Idiot The Musical,Theater,45,16:30,OB Playhouse & Theatre Company,4944 Newport Avenue D,
1583,San Diego,2019-03-06,King Lear,Theater,50,17:00,Westminster Presbyterian Church,3598 Talbot Street,
1584,San Diego,2019-03-06,Speed The Plow,Theater,45,18:00,Point Loma Playhouse,3035 Talbot Street,
1585,Sacramento,2019-03-07,Aftershock Festival,Music,55,17:30,Discovery Park,1600 Garden Highway,
1586,Sacramento,2019-03-07,Aftershock Music Festival,Music,60,17:30,Discovery Park,1600 Garden Highway,
1587,Sacramento,2019-03-07,Popa Chubby,Music,20,17:30,The Sofia Tsakopoulos Center for The Arts,2700 Capitol Avenue,
1588,Sacramento,2019-03-07,Rhett And Link,Music,20,19:30,Sacramento Memorial Auditorium,1515 J Street,
1589,Phoenix,2019-03-12,Dreamers,Music,55,17:00,The Van Buren,401 West Van Buren Street,
1590,Phoenix,2019-03-12,Gus Dapperton,Music,35,19:30,The Van Buren,401 West Van Buren Street,
1591,Phoenix,2019-03-12,Johnnyswim,Music,55,18:00,The Van Buren,401 West Van Buren Street,
1592,Phoenix,2019-03-12,Melanie Martinez,Music,25,17:30,The Van Buren,401 West Van Buren Street,
1593,Phoenix,2019-03-12,Oliver Tree,Music,25,17:00,The Van Buren,401 West Van Buren Street,
1594,Phoenix,2019-03-12,Sabrina Claudio,Music,55,16:00,The Van Buren,401 West Van Buren Street,
1595,Phoenix,2019-03-12,Steve Hackett,Music,55,16:00,The Van Buren,401 West Van Buren Street,
1596,Phoenix,2019-03-12,Tash Sultana,Music,60,16:30,The Van Buren,401 West Van Buren Street,
1597,Phoenix,2019-03-12,The Band Camino,Music,40,17:30,The Van Buren,401 West Van Buren Street,
1598,Phoenix,2019-03-12,Tom Morello,Music,45,18:30,The Pressroom,441 West Madison Street,
1599,San Francisco,2019-03-13,Above Ground Festival,Theater,45,18:00,Mojo Theatre,2940 16th Street #217,
1600,San Francisco,2019-03-13,Bats Improv Comedy,Theater,35,19:30,BATS Improv Theatre,Landmark Building B,
1601,San Francisco,2019-03-13,Creative Drama Summer Camp,Theater,20,18:30,Young Performers Theatre,"Landmark Building C, 2 Marina Boulevard",
1602,San Francisco,2019-03-13,Heathers The Musical,Theater,20,16:30,Cowell Theater,2 Marina Boulevard,
1603,San Francisco,2019-03-13,Other,Theater,50,17:00,Monarch,101 6th Street,
1604,San Francisco,2019-03-13,The Infinite Wrench,Theater,60,19:00,PianoFight,144 Taylor Street,
1605,San Francisco,2019-03-13,Two Play Improv Extravaganza,Theater,40,17:30,Moment Improv Theatre,533 Sutter Street 2nd Floor,
1606,Anaheim,2019-03-10,Brown Sabbath,Music,25,19:00,Crossroads at House of Blues Anaheim,1530 Disneyland Monrail System,
1607,Fresno,2019-03-12,Brockhampton,Music,25,18:00,Rainbow Ballroom,1725 Broadway Street,
1608,Anaheim,2019-03-10,Jesus Christ Superstar,Theater,45,19:30,Stage Door Repertory Theatre,1045 North Armando Street,
1609,Sacramento,2019-03-08,Rhett And Link,Music,35,19:00,Sacramento Memorial Auditorium,1515 J Street,
1610,Sacramento,2019-03-08,The Melvins,Music,40,19:00,Holy Diver,1517 21st Street,
1611,Sacramento,2019-03-08,Nick Jr Live,Theater,25,18:00,Sacramento Memorial Auditorium,1515 J Street,
1612,San Francisco,2019-03-09,Above Ground,Theater,60,18:30,Mojo Theatre,2940 16th Street #217,
1613,San Francisco,2019-03-09,As You Like It,Theater,25,17:00,Main Post Lawn,Montgomery Street,
1614,San Francisco,2019-03-09,Caveman Play,Theater,60,18:00,Z Below,470 Florida Street,
1615,San Francisco,2019-03-09,Creative Drama Summer Camp,Theater,60,19:00,Young Performers Theatre,"Landmark Building C, 2 Marina Boulevard",
1616,San Francisco,2019-03-09,Heathers The Musical,Theater,25,17:30,Cowell Theater,2 Marina Boulevard,
1617,San Francisco,2019-03-09,Other,Theater,30,17:30,The Chapel,777 Valencia Street,
1618,San Francisco,2019-03-09,Superscene Prime Time,Theater,45,17:30,BATS Improv Theatre,Landmark Building B,
1619,San Francisco,2019-03-09,Two Play Improv Extravaganza,Theater,20,17:30,Moment Improv Theatre,533 Sutter Street 2nd Floor,
1620,San Francisco,2019-03-09,World Premiere,Theater,40,16:00,Un-Scripted Theater Company(tm),533 Sutter Street 2nd Floor,
1621,Atlanta,2019-03-12,Babyshower For The Antichrist,Theater,50,19:30,Fulton County West End Performing Arts Center,945 Ralph David Abernathy Boulevard,
1622,Atlanta,2019-03-01,Grounded,Theater,40,16:00,7 Stages Theatre,1105 Euclid Avenue Northeast,
1623,Atlanta,2019-03-12,Hands Of Color,Theater,30,19:00,Synchronicity Theatre,1545 Peachtree Street Northeast #102,
1624,Atlanta,2019-03-07,One Act Spectacular,Theater,30,19:30,PULP Books Atlanta,668 11th Street Northwest,
1625,Atlanta,2019-03-12,Slaying Holofernes,Theater,40,19:00,Fulton County West End Performing Arts Center,945 Ralph David Abernathy Boulevard,
1626,Sacramento,2019-03-14,Dear Evan Hansen,Theater,45,18:00,Sacramento Memorial Auditorium,1515 J Street,
1627,Atlanta,2019-03-06,Adam Ant,Music,55,18:00,Atlanta Symphony Orchestra,1280 Peachtree Street Northeast,
1628,Atlanta,2019-03-06,Benjamin Francis Leftwich,Music,50,17:00,Vinyl,1374 West Peachtree Street Northwest,
1629,Atlanta,2019-03-06,Charlie Wilson,Music,50,19:00,Cadence Bank Amphitheatre at Chastain Park,4469 Stella Drive Northwest,
1630,Atlanta,2019-03-06,Enter Shikari,Music,20,19:00,The Loft,1374 West Peachtree Street Northwest,
1631,Atlanta,2019-03-06,Gipsy Kings,Music,55,17:30,Cadence Bank Amphitheatre at Chastain Park,4469 Stella Drive Northwest,
1632,Atlanta,2019-03-06,Indigo Girls,Music,20,17:00,Atlanta Symphony Orchestra,1280 Peachtree Street Northeast,
1633,Atlanta,2019-03-06,Kaskade,Music,55,16:30,Ravine,1021 Peachtree Street Northeast,
1634,Atlanta,2019-03-06,Maxwell,Music,50,17:30,Cadence Bank Amphitheatre at Chastain Park,4469 Stella Drive Northwest,
1635,Atlanta,2019-03-06,Yacht Rock Revue,Music,40,18:30,Cadence Bank Amphitheatre at Chastain Park,4469 Stella Drive Northwest,
1636,Seattle,2019-03-06,Claudia Oshry,Music,25,19:00,Illsley Ball Nordstrom Recital Hall,200 University Street,
1637,Seattle,2019-03-06,Greensky Bluegrass,Music,20,19:00,Flamingo Lot,5500 Phinney Avenue North,
1638,Chicago,2019-03-09,Conor Maynard,Music,35,18:30,Chop Shop,2033 West North Avenue,
1639,Chicago,2019-03-09,Loud Luxury,Music,45,16:00,Concord Music Hall,2051 North Milwaukee Avenue,
1640,Chicago,2019-03-09,Mozzy,Music,55,17:30,Avondale Music Hall,3336 North Milwaukee Avenue,
1641,Chicago,2019-03-09,My House Music Festival,Music,40,16:30,Harrison Park,1824 South Wood Street,
1642,Chicago,2019-03-09,Wale,Music,30,16:00,Concord Music Hall,2051 North Milwaukee Avenue,
1643,Las Vegas,2019-03-07,Marriage Can Be Murder,Theater,50,17:00,Showroom at the D Las Vegas,301 Fremont Street,
1644,Las Vegas,2019-03-07,Marriage Can Be Murder,,50,17:00,Showroom at the D Las Vegas,301 Fremont Street,3
1645,San Francisco,2019-03-08,Alex Cameron,,25,19:00,August Hall,420 Mason Street,3
1646,New York,2019-03-11,Acting For Teens,,45,19:00,520 8th Ave. - Personal Valet Parking,520 8th Ave. - Personal Valet,4
1647,Seattle,2019-03-06,Blood Water Paint,Theater,20,17:30,12th Avenue Arts,1620 12th Avenue,
1648,Seattle,2019-03-06,Comedysportz,Theater,30,18:30,CSz Seattle - Home of ComedySportz,3509 Fremont Avenue North,
1649,Seattle,2019-03-06,Improv Camp For Teens,Theater,20,18:30,Unexpected Productions Improv,1428 Post Alley,
1650,Seattle,2019-03-06,Improv For Content Creators,Theater,55,19:00,The Atlas Theatre,3509 Fremont Avenue North,
1651,Seattle,2019-03-06,Improv For Everyone,Theater,20,17:00,Theater Puget Sound,"Armory, 305 Harrison Street",
1652,Seattle,2019-03-06,Improv Happy Hour,Theater,60,17:00,Unexpected Productions Improv,1428 Post Alley,
1653,Seattle,2019-03-06,Improv Workshop,Theater,20,17:00,Queen Anne Branch - The Seattle Public Library,400 West Garfield Street,
1654,Seattle,2019-03-06,Maritess Zurbano Hypnotist,Theater,25,18:30,Copious,2220 Northwest Market Street,
1655,Seattle,2019-03-06,The Agitators,Theater,40,16:00,West of Lenin,203 North 36th Street,
1656,Seattle,2019-03-06,The Harold,Theater,55,19:00,Unexpected Productions Improv,1428 Post Alley,
1657,Seattle,2019-03-06,Blood Water Paint,,20,17:30,12th Avenue Arts,1620 12th Avenue,4
1658,Los Angeles,2019-03-10,A Year In Dragonfly,,55,17:30,Studio C Artists,6448 California 2,2
1659,Portland,2019-03-02,Annual School Performance,,45,17:00,Newmark Theatre,1111 Southwest Broadway,3
1660,Sacramento,2019-03-05,Aftershock Festival,,20,17:30,Discovery Park,1600 Garden Highway,1
1661,New York,2019-03-07,Advanced Acting Scene Study,Theater,30,18:30,TGW Acting Studio,358 West 44th Street,
1662,New York,2019-03-07,Big Apple Circus,Theater,60,16:00,Big Apple Circus,60 Lincoln Center Plaza,
1663,New York,2019-03-07,Broadway Buddy Mentorship Cabaret,Theater,30,17:00,Leonard Nimoy Thalia at Symphony Space,"Lower, 2537 Broadway",
1664,New York,2019-03-07,Broadway Buskers Concert,Theater,45,18:00,Club Free Time,20 Waterside Plaza,
1665,New York,2019-03-07,Broadway Musical Theater Week,Theater,20,16:00,Actors Technique NY Kids and Teens,"4th, 500 8th Avenue",
1666,New York,2019-03-07,Comedysportz,Theater,55,19:30,ComedySportz New York City,318 West 53rd Street,
1667,New York,2019-03-07,Dear Brutus,Theater,50,19:00,Shetler Studios & Theatres,244 West 54th Street,
1668,New York,2019-03-07,Drunk Shakespeare,Theater,50,18:00,The Lounge,777 8th Avenue,
1669,New York,2019-03-07,Echoes Of Ireland,Theater,30,19:30,Greek Cultural Center,"2680 30th Street B2, Astoria",
1670,New York,2019-03-07,Frances Ruffelle,Theater,45,19:00,The Green Room 42,570 10th Avenue,
1671,Fresno,2019-03-10,Brockhampton,Music,45,18:30,Rainbow Ballroom,1725 Broadway Street,
1672,Fresno,2019-03-10,Brockhampton,,45,18:30,Rainbow Ballroom,1725 Broadway Street,3
