,average_rating,city,is_unisex,phone_number,street_address,stylist_name,appointment_date,appointment_time
868,3.30,,True,925-461-1438,1737 Santa Rita Road #200,Supercuts,2019-03-14,10:30
869,4.50,,True,650-964-5437,1734 El Camino Real,Cubby Cuts For Kids,2019-03-02,10:30
870,4.60,,False,408-973-1454,18478 Prospect Road,Happy Cuts,2019-03-03,14:00
871,4.60,,False,408-973-1454,18478 Prospect Road,Happy Cuts,2019-03-13,11:30
872,3.80,,True,408-358-2232,15992 Los Gatos Boulevard,Great Clips,2019-03-14,10:30
873,4.30,,False,510-527-3100,1880 Solano Avenue,Aya Salon & Spa,2019-03-08,15:30
874,4.80,,True,408-727-2200,2485 De La Cruz Boulevard,About Time Barber Shop,2019-03-03,12:30
875,4.90,,True,707-266-1108,1637 Lincoln Avenue,Stags Barbershop,2019-03-13,16:30
876,4.70,,True,510-623-1635,"4175, 42151 Blacow Road",Alex'S Classic Barber Shop,2019-03-01,17:00
877,4.40,,False,707-935-8329,18615 California 12,C C Beauty Salon,2019-03-08,15:00
878,4.70,,True,510-623-1635,"4175, 42151 Blacow Road",Alex'S Classic Barber Shop,2019-03-03,11:00
879,3.90,,True,415-788-4936,44 Montgomery Street #30,A Businessman'S Haircut,2019-03-05,15:00
880,4.50,,True,925-939-1639,301 Hartz Avenue #105,Blow Dry Bar,2019-03-10,12:00
881,3.90,,True,707-935-0100,19217 Sonoma Highway,Great Clips,2019-03-07,11:00
882,4.40,,True,415-987-5893,40 Millwood Street,Ap Luxe Salon,2019-03-02,17:00
883,4.70,,True,650-342-1602,1012 Oak Grove Avenue,Burlingame Barber Shop,2019-03-05,16:30
884,4.10,,True,925-798-5214,2255 Contra Costa Boulevard,Cool Tops,2019-03-12,13:30
885,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-09,10:30
886,3.80,,True,408-358-2232,15992 Los Gatos Boulevard,Great Clips,2019-03-06,10:30
887,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-11,17:30
888,4.50,,True,925-939-1639,301 Hartz Avenue #105,Blow Dry Bar,2019-03-06,12:30
889,4.00,,True,925-210-0613,1833 Ygnacio Valley Road,Great Clips,2019-03-01,10:00
890,4.70,,True,510-623-1635,"4175, 42151 Blacow Road",Alex'S Classic Barber Shop,2019-03-11,17:30
891,4.70,,True,650-342-1602,1012 Oak Grove Avenue,Burlingame Barber Shop,2019-03-12,14:00
892,4.60,,True,707-861-3476,6790 McKinley Street #180,Reframe Hair Gallery,2019-03-07,10:30
893,4.40,,False,408-595-1467,160 South Murphy Avenue A,Evoke Beauty Salon,2019-03-04,10:30
894,4.40,,False,707-935-8329,18615 California 12,C C Beauty Salon,2019-03-02,13:30
895,4.80,,True,650-851-1150,2920 Woodside Road,Olive Hill Salon,2019-03-01,15:30
896,4.80,,True,707-838-8536,9025 Old Redwood Highway D,The Gentlemen'S Barbershop,2019-03-01,12:00
897,4.40,,False,510-795-7852,36935 Sycamore Street,Kim P Beauty Care,2019-03-10,12:00
898,4.40,,True,707-980-6819,1752 Tuolumne Street,Kenny Le Salon,2019-03-03,14:00
899,4.20,San Anselmo,True,415-457-4900,552 San Anselmo Avenue,Sproos Hair Salon,,
900,4.20,,True,415-457-4900,552 San Anselmo Avenue,Sproos Hair Salon,2019-03-09,12:30
901,4.30,,True,510-843-4919,2492 Channing Way,Edge Hair Salon,2019-03-14,18:00
902,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-04,12:30
903,4.90,,True,707-769-8000,25 Kentucky Street,Dukes And Dolls Salon,2019-03-08,16:00
904,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-13,11:00
905,3.70,,True,650-343-8579,211 Primrose Road,Great Clips,2019-03-03,11:30
906,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-06,16:00
907,5.00,,True,650-345-9882,2260 Palm Avenue,Elite Hair Design,2019-03-10,18:00
908,5.00,,True,510-473-7869,1502 1/2 Webster St,Al'S Barber Shop,2019-03-11,17:30
909,3.70,,True,925-446-4144,4330 Clayton Road suite j,Breds Barbershop,2019-03-14,10:30
910,3.30,,True,650-595-5855,2040 Ralston Avenue Ste B,Great Clips,2019-03-06,18:00
911,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-09,14:00
912,4.50,Danville,True,925-939-1639,301 Hartz Avenue #105,Blow Dry Bar,,
913,4.20,Danville,True,925-718-7118,3478 Camino Tassajara Ste B,"Great Clips In Blackhawk, Danville",,
914,4.30,Danville,True,925-648-2887,9500-B Crow Canyon Road,Sport Clips Haircuts Of Danville,,
915,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-06,10:00
916,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-07,16:00
917,4.00,,True,408-257-8101,18566 Prospect Road,Supercuts,2019-03-04,15:30
918,4.50,,True,925-939-1639,301 Hartz Avenue #105,Blow Dry Bar,2019-03-08,17:30
919,5.00,,True,510-473-7869,1502 1/2 Webster St,Al'S Barber Shop,2019-03-10,10:00
920,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-01,14:30
921,5.00,,True,510-838-2426,2509 Broadway,Bibo Salon,2019-03-12,18:30
922,3.90,,True,650-552-9316,979 Broadway Ave Ste 108,Great Clips,2019-03-04,18:00
923,5.00,,True,510-473-7869,1502 1/2 Webster St,Al'S Barber Shop,2019-03-07,14:00
924,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-06,11:00
925,4.40,,False,510-795-7852,36935 Sycamore Street,Kim P Beauty Care,2019-03-01,13:00
926,3.40,,True,510-243-0808,1386 Fitzgerald Drive,Great Clips,2019-03-01,10:30
927,4.40,,True,650-966-8588,2425 California Street # C,Christine'S Salon,2019-03-03,16:00
928,4.10,,True,408-743-5780,450 East El Camino Real,A+ Haircuts For Men,2019-03-13,11:00
929,4.80,,True,510-540-1261,2556 Telegraph Avenue #4,Berkeley Hair Studio,2019-03-11,14:00
930,4.90,,False,510-995-8937,2327 Blanding Avenue STE D,Isalon,2019-03-10,17:30
931,4.30,,True,510-843-4919,2492 Channing Way,Edge Hair Salon,2019-03-12,10:30
932,5.00,,True,510-227-4268,408 14th Street,Benny Adem Grooming Parlor,2019-03-11,18:00
933,3.80,,True,877-379-2279,245 Primrose Road,Drybar Burlingame,2019-03-10,18:00
934,3.80,,True,408-738-8389,472 North Mathilda Avenue,Alpha Barbershop,2019-03-01,17:00
935,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-01,14:30
936,4.50,,False,650-349-2414,939 Edgewater Boulevard E,Barberia Salon,2019-03-09,12:00
937,4.30,,False,707-643-3358,930 Admiral Callaghan Lane,Eyebrow Hub - Vallejo,2019-03-02,11:00
938,4.00,,True,510-653-4702,6046 College Avenue,Supercuts,2019-03-11,15:00
939,4.70,,True,510-653-1059,4801 Telegraph Avenue,17 Jewels Salon,2019-03-04,15:30
940,4.80,,False,925-447-1776,1776 First Street,Fusion 3 Salon Livermore,2019-03-14,18:30
941,4.10,,True,925-798-5214,2255 Contra Costa Boulevard,Cool Tops,2019-03-13,14:30
942,5.00,,True,650-679-0457,704 Winslow Street,August Barbershop,2019-03-05,12:30
943,4.80,,True,510-540-1261,2556 Telegraph Avenue #4,Berkeley Hair Studio,2019-03-10,18:00
944,4.40,,True,707-836-8600,9018 Brooks Road South,Great Clips,2019-03-14,14:30
945,4.70,,True,925-822-9826,1634 Bonanza Street,Drybar Walnut Creek,2019-03-08,13:30
946,3.80,,True,510-522-7587,2221 South Shore Center,Great Clips,2019-03-09,16:30
947,4.80,,True,408-727-2200,2485 De La Cruz Boulevard,About Time Barber Shop,2019-03-11,12:00
948,4.40,,True,510-881-9555,3372 Village Drive,Village Barber Shop,2019-03-04,12:30
949,3.90,,True,510-415-3420,15208 East 14th Street,Sofia African Hair Braiding,2019-03-07,14:00
950,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-07,11:30
951,4.40,,True,707-980-6819,1752 Tuolumne Street,Kenny Le Salon,2019-03-01,17:30
952,4.70,,True,510-623-1635,"4175, 42151 Blacow Road",Alex'S Classic Barber Shop,2019-03-06,15:30
953,4.40,,True,650-966-8588,2425 California Street # C,Christine'S Salon,2019-03-03,17:30
954,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-06,16:30
955,4.80,,True,707-575-1474,205 5th Street D,Elle Lui Hair Salon,2019-03-07,15:30
956,4.20,,True,408-663-0137,2803 El Camino Real,Jimmy Hair Team,2019-03-04,11:00
957,4.60,,False,510-525-5153,1174 Solano Avenue,Albany Hair Salon,2019-03-09,11:00
958,4.60,,True,650-344-3010,1221 Donnelly Avenue,Didi Salon,2019-03-05,11:00
959,4.10,,True,408-743-5780,450 East El Camino Real,A+ Haircuts For Men,2019-03-05,15:00
960,3.70,,True,650-965-4247,1712 Miramonte Avenue Ste C,Great Clips,2019-03-11,15:30
961,4.10,,True,408-743-5780,450 East El Camino Real,A+ Haircuts For Men,2019-03-05,16:30
962,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-05,11:30
963,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-10,18:00
964,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-10,15:30
965,4.90,,True,925-351-5556,"3805, 1001 Oak Hill Road",Sharp Barber Shop,2019-03-10,11:30
966,3.80,Oakley,True,925-679-0279,2589 Main Street,Great Clips,,
967,5.00,Oakley,True,925-383-6212,3639 Main Street,True Edge Barber Shop,,
968,4.80,,True,510-540-1261,2556 Telegraph Avenue #4,Berkeley Hair Studio,2019-03-12,10:00
969,4.80,,True,650-851-1150,2920 Woodside Road,Olive Hill Salon,2019-03-01,10:30
970,5.00,,True,415-250-4370,294 North San Pedro Road,Best Coast Cuts,2019-03-07,12:30
971,4.70,,True,510-526-1700,1599 Hopkins Street,Elixir Salon An Aveda And Eufora Eco Boutique Salon,2019-03-12,11:00
972,4.80,,True,510-540-1261,2556 Telegraph Avenue #4,Berkeley Hair Studio,2019-03-03,11:00
973,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-12,17:00
974,4.80,,True,510-540-1261,2556 Telegraph Avenue #4,Berkeley Hair Studio,2019-03-06,18:00
975,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-09,18:00
976,4.10,,True,707-751-1775,808 Southampton Road,Sport Clips Haircuts Of Benicia,2019-03-12,12:00
977,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-05,17:00
978,4.30,,False,510-527-3100,1880 Solano Avenue,Aya Salon & Spa,2019-03-10,16:00
979,4.80,,False,925-447-1776,1776 First Street,Fusion 3 Salon Livermore,2019-03-10,14:30
980,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-10,12:30
981,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-08,14:00
982,4.30,,True,925-297-5127,15 Fiesta Lane,18|8 Fine Men'S Salons - Lafayette,2019-03-09,14:00
983,4.40,,False,707-935-8329,18615 California 12,C C Beauty Salon,2019-03-04,17:30
984,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-12,11:30
985,4.70,,True,510-623-1635,"4175, 42151 Blacow Road",Alex'S Classic Barber Shop,2019-03-11,13:30
986,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-07,10:30
987,3.30,,True,650-595-5855,2040 Ralston Avenue Ste B,Great Clips,2019-03-02,14:30
988,4.10,,True,408-644-5852,1216 South Abel Street,Apple Salon Hair & Nails,2019-03-01,14:30
989,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-08,11:00
990,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-05,18:00
991,3.80,,True,408-738-8389,472 North Mathilda Avenue,Alpha Barbershop,2019-03-07,17:00
992,4.80,,True,707-575-1474,205 5th Street D,Elle Lui Hair Salon,2019-03-02,12:00
993,4.80,,True,408-727-2200,2485 De La Cruz Boulevard,About Time Barber Shop,2019-03-07,11:00
994,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-07,12:00
995,5.00,,True,510-227-4268,408 14th Street,Benny Adem Grooming Parlor,2019-03-02,13:00
996,4.40,,False,415-381-1950,655 Redwood Highway #140,Edward'S Salon,2019-03-04,17:30
997,4.00,,True,925-238-0059,3136 Contra Loma Boulevard,Himc Barber Studio,2019-03-04,12:00
998,4.30,,True,925-297-5127,15 Fiesta Lane,18|8 Fine Men'S Salons - Lafayette,2019-03-14,17:00
999,4.40,,True,925-837-2990,1639 North California Boulevard,Blow Dry Bar,2019-03-05,10:30
1000,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-07,11:00
1001,4.40,,False,510-795-7852,36935 Sycamore Street,Kim P Beauty Care,2019-03-04,12:00
1002,3.30,,True,925-681-2887,790 Oak Grove Road Ste B,Great Clips,2019-03-08,17:30
1003,5.00,,True,707-395-0931,340 Healdsburg Avenue,Wash & Brushup Co.,2019-03-01,10:00
1004,4.90,,True,707-769-8000,25 Kentucky Street,Dukes And Dolls Salon,2019-03-02,15:30
1005,3.80,,True,408-532-1849,4055 Evergreen Village Square Ste 110,Great Clips,2019-03-10,10:00
1006,4.90,,True,707-673-7601,2240 North Texas Street,C'S Barber Shop,2019-03-09,16:00
1007,3.70,,True,925-446-4144,4330 Clayton Road suite j,Breds Barbershop,2019-03-02,13:00
1008,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-01,17:30
1009,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-03,10:30
1010,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-01,10:00
1011,4.50,Antioch,False,925-238-0519,622 West 2nd Street,Divine Beauty Salon,,
1012,4.50,,False,925-238-0519,622 West 2nd Street,Divine Beauty Salon,2019-03-01,18:30
1013,4.40,,True,925-837-2990,1639 North California Boulevard,Blow Dry Bar,2019-03-12,14:30
1014,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-01,16:30
1015,4.40,,True,650-966-8588,2425 California Street # C,Christine'S Salon,2019-03-13,10:00
1016,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-07,18:30
1017,4.40,,True,650-591-9677,1098 Alameda de las Pulgas,Belmont Hair Studio,2019-03-11,10:30
1018,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-13,12:00
1019,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-14,18:00
1020,4.20,,False,510-794-4526,5371 Mowry Avenue,Beauology,2019-03-01,17:30
1021,3.30,,True,650-595-5855,2040 Ralston Avenue Ste B,Great Clips,2019-03-13,17:00
1022,4.30,,False,650-938-2400,820 East El Camino Real,Bollywood Beauty Salon,2019-03-07,18:00
1023,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-07,17:00
1024,4.50,,True,408-460-8070,1186 South 2nd Street,Beautique Salon,2019-03-05,13:30
1025,3.70,,True,925-446-4144,4330 Clayton Road suite j,Breds Barbershop,2019-03-10,18:30
1026,4.30,,True,925-462-2695,4275 First Street,Cosmo'S Barber Shop,2019-03-12,18:30
1027,4.40,,True,925-837-2990,1639 North California Boulevard,Blow Dry Bar,2019-03-11,16:00
1028,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-02,17:00
1029,4.00,,True,925-210-0613,1833 Ygnacio Valley Road,Great Clips,2019-03-12,18:00
1030,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-03,15:00
1031,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-04,10:30
1032,4.30,,True,650-298-8586,2606 Broadway,Natalie'S Salon,2019-03-08,18:30
1033,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-03,15:00
1034,4.10,,True,925-798-5214,2255 Contra Costa Boulevard,Cool Tops,2019-03-06,16:30
1035,4.10,,True,925-798-5214,2255 Contra Costa Boulevard,Cool Tops,2019-03-13,10:00
1036,4.90,,True,707-769-8000,25 Kentucky Street,Dukes And Dolls Salon,2019-03-12,16:30
1037,4.70,,True,510-653-1059,4801 Telegraph Avenue,17 Jewels Salon,2019-03-04,10:30
1038,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-05,16:30
1039,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-14,17:30
1040,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-14,17:00
1041,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-07,10:00
1042,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-08,18:00
1043,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-08,12:00
1044,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-14,18:00
1045,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-06,10:00
1046,4.30,,False,707-643-3358,930 Admiral Callaghan Lane,Eyebrow Hub - Vallejo,2019-03-08,17:30
1047,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-08,12:00
1048,4.30,,False,650-938-2400,820 East El Camino Real,Bollywood Beauty Salon,2019-03-05,18:00
1049,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-04,15:30
1050,3.80,,True,925-679-0279,2589 Main Street,Great Clips,2019-03-04,17:00
1051,4.40,,True,925-837-2990,1639 North California Boulevard,Blow Dry Bar,2019-03-05,18:30
1052,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-01,15:00
1053,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-11,14:30
1054,3.90,,True,415-788-4936,44 Montgomery Street #30,A Businessman'S Haircut,2019-03-04,17:00
1055,4.30,,True,510-582-6310,4045 East Castro Valley Boulevard,Great Clips,2019-03-12,13:30
1056,4.00,,True,925-238-0059,3136 Contra Loma Boulevard,Himc Barber Studio,2019-03-01,17:00
1057,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-05,18:00
1058,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-05,13:00
1059,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-13,12:00
1060,4.10,,True,408-743-5780,450 East El Camino Real,A+ Haircuts For Men,2019-03-09,10:00
1061,3.40,,True,510-243-0808,1386 Fitzgerald Drive,Great Clips,2019-03-03,17:00
1062,4.30,,True,925-297-5127,15 Fiesta Lane,18|8 Fine Men'S Salons - Lafayette,2019-03-06,18:00
1063,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-09,11:30
1064,4.00,San Lorenzo,False,510-276-2040,15824 Hesperian Blvd,Inspire Hair,,
1065,4.60,,False,707-575-5123,122 4th Street,Daredevils & Queens,2019-03-02,16:30
1066,4.60,,False,707-575-5123,122 4th Street,Daredevils & Queens,2019-03-02,18:30
1067,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-04,14:00
1068,4.30,,True,925-866-2887,120 Market Place,Sport Clips Haircuts Of San Ramon,2019-03-02,13:00
1069,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-04,15:00
1070,5.00,,True,415-250-4370,294 North San Pedro Road,Best Coast Cuts,2019-03-08,18:00
1071,5.00,,True,415-250-4370,294 North San Pedro Road,Best Coast Cuts,2019-03-08,10:00
1072,4.70,Cotati,True,707-795-8099,8099 La Plaza,Cotati Barbershop,,
1073,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-04,12:00
1074,4.60,,False,707-575-5123,122 4th Street,Daredevils & Queens,2019-03-02,15:30
1075,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-04,13:00
1076,4.70,,True,707-981-8469,145 1st Street,Salon Method,2019-03-03,11:00
1077,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-03,16:30
1078,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-03,11:00
1079,5.00,,True,415-250-4370,294 North San Pedro Road,Best Coast Cuts,2019-03-08,12:00
1080,4.70,,True,707-981-8469,145 1st Street,Salon Method,2019-03-03,10:30
1081,4.60,,False,707-575-5123,122 4th Street,Daredevils & Queens,2019-03-02,18:00
1082,4.60,,False,707-575-5123,122 4th Street,Daredevils & Queens,2019-03-02,16:00
1083,4.60,,False,707-575-5123,122 4th Street,Daredevils & Queens,2019-03-02,12:00
1084,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-04,15:30
1085,4.40,,False,707-935-8329,18615 California 12,C C Beauty Salon,2019-03-02,11:00
1086,4.40,,False,707-935-8329,18615 California 12,C C Beauty Salon,2019-03-02,12:30
1087,5.00,,True,415-250-4370,294 North San Pedro Road,Best Coast Cuts,2019-03-08,13:30
1088,4.70,,True,707-981-8469,145 1st Street,Salon Method,2019-03-03,12:00
1089,4.40,,False,707-935-8329,18615 California 12,C C Beauty Salon,2019-03-02,16:00
1090,5.00,,True,415-250-4370,294 North San Pedro Road,Best Coast Cuts,2019-03-08,17:00
1091,4.60,,False,707-575-5123,122 4th Street,Daredevils & Queens,2019-03-02,13:30
1092,4.40,,False,707-935-8329,18615 California 12,C C Beauty Salon,2019-03-02,18:00
1093,5.00,,True,415-250-4370,294 North San Pedro Road,Best Coast Cuts,2019-03-08,15:30
1094,5.00,,True,669-258-9601,1775 Park Avenue,Barba & Co. San Jose,2019-03-04,14:30
1095,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-03,10:00
1096,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-03,13:00
1097,3.90,Larkspur,True,415-419-5260,"1802, 2001 Larkspur Landing Circle",Barber Lane Marin,,
1098,4.50,Larkspur,True,415-461-1146,2215 Larkspur Landing Circle,Cooper Alley,,
1099,3.20,Larkspur,True,415-785-4965,"316 Bon Air Center, Greenbrae, California 94904, United States",Style Bar,,
1100,3.90,,True,415-419-5260,"1802, 2001 Larkspur Landing Circle",Barber Lane Marin,2019-03-02,10:30
1101,4.40,,True,925-837-2990,1639 North California Boulevard,Blow Dry Bar,2019-03-13,10:00
1102,3.60,,True,408-255-2178,20686 Homestead Road,Great Clips,2019-03-09,17:00
1103,4.40,,True,707-980-6819,1752 Tuolumne Street,Kenny Le Salon,2019-03-05,10:30
1104,4.70,,True,650-342-1602,1012 Oak Grove Avenue,Burlingame Barber Shop,2019-03-02,12:00
1105,4.30,,True,408-293-3494,1047 Lincoln Highway suite 101,Atelier Salon Willow Glen,2019-03-05,12:00
1106,4.80,,True,650-851-1150,2920 Woodside Road,Olive Hill Salon,2019-03-08,10:30
1107,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-09,14:00
1108,4.10,,True,650-493-2100,3902 Middlefield Road,Great Clips,2019-03-08,18:00
1109,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-07,16:30
1110,4.70,,True,510-653-1059,4801 Telegraph Avenue,17 Jewels Salon,2019-03-11,10:00
1111,4.70,,False,510-574-0881,5154 Mowry Avenue,3Sixty Salon And Boutique,2019-03-12,10:30
1112,4.00,,True,925-238-0059,3136 Contra Loma Boulevard,Himc Barber Studio,2019-03-01,10:00
1113,3.70,,True,925-556-1775,4550 Tassajara Road,Great Clips,2019-03-01,13:00
1114,3.80,,True,408-358-2232,15992 Los Gatos Boulevard,Great Clips,2019-03-01,12:00
1115,4.70,,True,650-342-1602,1012 Oak Grove Avenue,Burlingame Barber Shop,2019-03-11,13:00
1116,4.70,,True,925-292-5328,2027 Third Street,Livermore Barber Shop Third Street Og,2019-03-04,14:00
1117,4.40,,False,415-381-1950,655 Redwood Highway #140,Edward'S Salon,2019-03-03,17:30
1118,4.50,,True,415-824-1335,2737 20th Street,20Th Salon And Barber,2019-03-12,11:30
1119,5.00,,True,510-227-4268,408 14th Street,Benny Adem Grooming Parlor,2019-03-12,15:30
1120,3.30,,True,650-595-5855,2040 Ralston Avenue Ste B,Great Clips,2019-03-08,10:30
1121,4.20,,True,408-782-7456,1053 Cochrane Road Suite 140,Sport Clips Haircuts Of Morgan Hill,2019-03-06,16:30
1122,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-08,11:00
1123,3.40,,True,650-685-1888,207 East 4th Avenue,Great Clips,2019-03-13,13:30
1124,4.70,,True,408-371-2051,2160 South Bascom Avenue,Bella Capelli Salon,2019-03-10,18:30
1125,4.20,,True,408-663-0137,2803 El Camino Real,Jimmy Hair Team,2019-03-07,14:00
1126,4.40,,True,650-326-4820,441 Cambridge Avenue,California Barber Shop,2019-03-01,14:00
1127,3.70,,True,650-343-8579,211 Primrose Road,Great Clips,2019-03-14,18:30
1128,4.40,,False,510-795-7852,36935 Sycamore Street,Kim P Beauty Care,2019-03-09,14:00
1129,3.40,,True,408-244-4102,5138 Stevens Creek Boulevard,Supercuts,2019-03-11,11:30
1130,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-05,13:30
1131,4.30,,False,650-938-2400,820 East El Camino Real,Bollywood Beauty Salon,2019-03-13,16:30
1132,4.90,Emeryville,True,510-547-5000,1195 65th Street,New Florence Salon,,
1133,4.90,,True,510-547-5000,1195 65th Street,New Florence Salon,2019-03-06,18:00
1134,3.70,,True,925-446-4144,4330 Clayton Road suite j,Breds Barbershop,2019-03-13,16:00
1135,3.90,,True,650-460-8290,855 El Camino Real Building #1 Suite #3,18/8 Fine Men'S Salons - Palo Alto,2019-03-03,16:30
1136,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-04,15:00
1137,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-03,18:00
1138,4.50,,True,707-689-5136,198 Dobbins Street,Primo'S Barbershop,2019-03-07,18:30
1139,4.50,,True,707-689-5136,198 Dobbins Street,Primo'S Barbershop,2019-03-12,12:00
1140,4.40,,False,925-560-0882,21314 San Ramon Valley Boulevard,Dream Salon,2019-03-02,10:00
1141,4.60,,True,510-247-9087,27659 Mission Boulevard,King Of Kutz Barbershop,2019-03-13,10:30
1142,4.80,,True,415-286-4371,1532 20th Street,1512 Barber Shop,2019-03-05,11:00
1143,4.00,,True,925-238-0059,3136 Contra Loma Boulevard,Himc Barber Studio,2019-03-05,10:00
1144,4.80,,True,408-727-2200,2485 De La Cruz Boulevard,About Time Barber Shop,2019-03-06,10:30
1145,4.70,,True,510-526-9874,1483 Solano Avenue,Grove Salon,2019-03-07,14:30
1146,4.70,,True,408-605-6261,14531 Big Basin Way,D & H Hair Salon,2019-03-01,16:30
1147,4.40,,True,415-987-5893,40 Millwood Street,Ap Luxe Salon,2019-03-06,15:00
