,class,date_of_journey,from,from_station,journey_start_time,number_of_adults,to,to_station,total,trip_protection
2099,Value,2019-03-11,Chicago,Chicago Union Station,11:50,2,Washington,Union Station,218,True
2100,Value,2019-03-11,Chicago,Chicago Union Station,12:50,2,Washington,Union Station,211,True
2101,Value,2019-03-11,Chicago,Chicago Union Station,17:00,2,Washington,Union Station,201,True
2102,Value,2019-03-11,Chicago,Chicago Union Station,17:20,2,Washington,Union Station,192,True
2103,Value,2019-03-11,Chicago,Chicago Union Station,17:30,2,Washington,Union Station,202,True
2104,Value,2019-03-09,Philadelphia,30th Street Station,12:10,1,Chicago,Chicago Union Station,107,True
2105,Value,2019-03-09,Philadelphia,30th Street Station,15:40,1,Chicago,Chicago Union Station,104,True
2106,Value,2019-03-09,Philadelphia,30th Street Station,16:00,1,Chicago,Chicago Union Station,108,True
2107,Value,2019-03-09,Philadelphia,30th Street Station,12:10,2,Chicago,Chicago Union Station,197,True
2108,Value,2019-03-09,Philadelphia,30th Street Station,15:40,2,Chicago,Chicago Union Station,187,True
2109,Value,2019-03-01,San Diego,Santa Fe Depot,06:10,1,Los Angeles,Union Station,57,True
2110,Value,2019-03-01,San Diego,Santa Fe Depot,06:40,1,Los Angeles,Union Station,58,True
2111,Value,2019-03-01,San Diego,Santa Fe Depot,07:30,1,Los Angeles,Union Station,51,True
2112,Value,2019-03-01,San Diego,Santa Fe Depot,08:00,1,Los Angeles,Union Station,58,True
2113,Value,2019-03-01,San Diego,Santa Fe Depot,08:10,1,Los Angeles,Union Station,57,True
2114,Value,2019-03-01,San Diego,Santa Fe Depot,10:20,1,Los Angeles,Union Station,60,True
2115,Value,2019-03-01,San Diego,Santa Fe Depot,11:00,1,Los Angeles,Union Station,52,True
2116,Value,2019-03-01,San Diego,Santa Fe Depot,11:30,1,Los Angeles,Union Station,54,True
2117,Value,2019-03-01,San Diego,Santa Fe Depot,16:00,1,Los Angeles,Union Station,52,True
2118,Value,2019-03-01,San Diego,Santa Fe Depot,19:00,1,Los Angeles,Union Station,53,True
2119,Value,2019-03-01,San Diego,Santa Fe Depot,06:10,3,Los Angeles,Union Station,145,True
2120,Value,2019-03-01,San Diego,Santa Fe Depot,06:40,3,Los Angeles,Union Station,141,True
2121,Value,2019-03-01,San Diego,Santa Fe Depot,07:30,3,Los Angeles,Union Station,131,True
2122,Value,2019-03-01,San Diego,Santa Fe Depot,08:00,3,Los Angeles,Union Station,139,True
2123,Value,2019-03-01,San Diego,Santa Fe Depot,08:10,3,Los Angeles,Union Station,149,True
2124,Value,2019-03-01,San Diego,Santa Fe Depot,10:20,3,Los Angeles,Union Station,151,True
2125,Value,2019-03-01,San Diego,Santa Fe Depot,19:30,3,Los Angeles,Union Station,129,True
2126,Value,2019-03-01,San Diego,Santa Fe Depot,19:40,3,Los Angeles,Union Station,133,True
2127,Value,2019-03-04,Washington,Union Station,06:20,3,New York,Grand Central Station,166,True
2128,Value,2019-03-04,Washington,Union Station,06:40,3,New York,Grand Central Station,192,True
2129,Value,2019-03-04,Washington,Union Station,10:40,3,New York,Grand Central Station,167,True
2130,Value,2019-03-04,Washington,Union Station,13:40,3,New York,Grand Central Station,188,True
2131,Value,2019-03-04,Washington,Union Station,13:50,3,New York,Grand Central Station,172,True
2132,Value,2019-03-04,Washington,Union Station,19:30,3,New York,Grand Central Station,184,True
2133,Business,2019-03-04,Washington,Union Station,06:40,3,New York,Grand Central Station,311,True
2134,Business,2019-03-04,Washington,Union Station,10:40,3,New York,Grand Central Station,287,True
2135,Business,2019-03-04,Washington,Union Station,13:40,3,New York,Grand Central Station,307,True
2136,Business,2019-03-04,Washington,Union Station,13:50,3,New York,Grand Central Station,294,True
2137,Business,2019-03-04,Washington,Union Station,14:10,3,New York,Grand Central Station,272,True
2138,Business,2019-03-04,Washington,Union Station,17:20,3,New York,Grand Central Station,281,True
2139,Business,2019-03-04,Washington,Union Station,19:50,3,New York,Grand Central Station,303,True
2140,Value,2019-03-10,Washington,Union Station,10:00,1,Atlanta,Peachtree Station,109,True
2141,Value,2019-03-10,Washington,Union Station,13:20,1,Atlanta,Peachtree Station,94,True
2142,Value,2019-03-10,Washington,Union Station,13:50,1,Atlanta,Peachtree Station,97,True
2143,Value,2019-03-10,Washington,Union Station,16:10,1,Atlanta,Peachtree Station,101,True
2144,Value,2019-03-10,Washington,Union Station,17:00,1,Atlanta,Peachtree Station,103,True
2145,Value,2019-03-10,Washington,Union Station,18:40,1,Atlanta,Peachtree Station,112,True
2146,Value,2019-03-11,Seattle,King Street Station,08:00,1,Portland,Union Station,61,True
2147,Value,2019-03-11,Seattle,King Street Station,08:10,1,Portland,Union Station,62,True
2148,Value,2019-03-11,Seattle,King Street Station,08:50,1,Portland,Union Station,66,True
2149,Value,2019-03-11,Seattle,King Street Station,09:20,1,Portland,Union Station,62,True
2150,Value,2019-03-11,Seattle,King Street Station,10:20,1,Portland,Union Station,62,True
2151,Value,2019-03-11,Seattle,King Street Station,11:00,1,Portland,Union Station,61,True
2152,Value,2019-03-11,Seattle,King Street Station,15:00,1,Portland,Union Station,64,True
2153,Value,2019-03-11,Seattle,King Street Station,15:30,1,Portland,Union Station,59,True
2154,Value,2019-03-11,Seattle,King Street Station,18:10,1,Portland,Union Station,60,True
2155,Value,2019-03-11,Seattle,King Street Station,18:50,1,Portland,Union Station,64,True
2156,Value,2019-03-06,Washington,Union Station,06:40,3,New York,Grand Central Station,147,True
2157,Value,2019-03-06,Washington,Union Station,10:40,3,New York,Grand Central Station,193,True
2158,Value,2019-03-06,Washington,Union Station,13:40,3,New York,Grand Central Station,172,True
2159,Value,2019-03-06,Washington,Union Station,13:50,3,New York,Grand Central Station,179,True
2160,Value,2019-03-06,Washington,Union Station,17:20,3,New York,Grand Central Station,181,True
2161,Value,2019-03-06,Washington,Union Station,19:50,3,New York,Grand Central Station,188,True
2162,Value,2019-03-14,Vancouver,Pacific Central Station,07:10,4,Seattle,King Street Station,215,True
2163,Value,2019-03-14,Vancouver,Pacific Central Station,14:40,4,Seattle,King Street Station,190,True
2164,Value,2019-03-14,Vancouver,Pacific Central Station,15:50,4,Seattle,King Street Station,199,True
2165,Value,2019-03-14,Vancouver,Pacific Central Station,18:10,4,Seattle,King Street Station,164,True
2166,Value,2019-03-14,Vancouver,Pacific Central Station,18:30,4,Seattle,King Street Station,195,True
2167,Flexible,2019-03-05,Chicago,Chicago Union Station,06:20,2,Washington,Union Station,249,True
2168,Flexible,2019-03-05,Chicago,Chicago Union Station,11:50,2,Washington,Union Station,224,True
2169,Flexible,2019-03-05,Chicago,Chicago Union Station,12:50,2,Washington,Union Station,235,True
2170,Flexible,2019-03-05,Chicago,Chicago Union Station,17:00,2,Washington,Union Station,268,True
2171,Flexible,2019-03-05,Chicago,Chicago Union Station,17:20,2,Washington,Union Station,231,True
2172,Flexible,2019-03-05,Chicago,Chicago Union Station,17:30,2,Washington,Union Station,215,True
2173,Business,2019-03-05,Chicago,Chicago Union Station,06:20,2,Washington,Union Station,290,True
2174,Business,2019-03-05,Chicago,Chicago Union Station,11:50,2,Washington,Union Station,264,True
2175,Business,2019-03-05,Chicago,Chicago Union Station,12:50,2,Washington,Union Station,278,True
2176,Business,2019-03-05,Chicago,Chicago Union Station,17:00,2,Washington,Union Station,309,True
2177,Business,2019-03-05,Chicago,Chicago Union Station,17:20,2,Washington,Union Station,272,True
2178,Business,2019-03-05,Chicago,Chicago Union Station,17:30,2,Washington,Union Station,255,True
2179,Flexible,2019-03-02,Vancouver,Pacific Central Station,06:50,2,Portland,Union Station,173,True
2180,Flexible,2019-03-02,Vancouver,Pacific Central Station,08:10,2,Portland,Union Station,183,True
2181,Flexible,2019-03-02,Vancouver,Pacific Central Station,08:20,2,Portland,Union Station,183,True
2182,Flexible,2019-03-02,Vancouver,Pacific Central Station,08:40,2,Portland,Union Station,176,True
2183,Flexible,2019-03-02,Vancouver,Pacific Central Station,12:00,2,Portland,Union Station,184,True
2184,Flexible,2019-03-02,Vancouver,Pacific Central Station,14:10,2,Portland,Union Station,195,True
2185,Flexible,2019-03-02,Vancouver,Pacific Central Station,16:10,2,Portland,Union Station,182,True
2186,Flexible,2019-03-02,Vancouver,Pacific Central Station,16:20,2,Portland,Union Station,167,True
2187,Value,2019-03-14,San Diego,Santa Fe Depot,11:20,1,Phoenix,Phoenix Union Station,84,True
2188,Value,2019-03-14,San Diego,Santa Fe Depot,13:30,1,Phoenix,Phoenix Union Station,91,True
2189,Value,2019-03-14,San Diego,Santa Fe Depot,15:30,1,Phoenix,Phoenix Union Station,78,True
2190,Value,2019-03-14,San Diego,Santa Fe Depot,15:40,1,Phoenix,Phoenix Union Station,87,True
2191,Value,2019-03-14,San Diego,Santa Fe Depot,16:10,1,Phoenix,Phoenix Union Station,76,True
2192,Value,2019-03-13,San Diego,Santa Fe Depot,06:40,1,San Francisco,Salesforce Transit Center,88,True
2193,Value,2019-03-13,San Diego,Santa Fe Depot,08:00,1,San Francisco,Salesforce Transit Center,94,True
2194,Value,2019-03-13,San Diego,Santa Fe Depot,10:40,1,San Francisco,Salesforce Transit Center,98,True
2195,Value,2019-03-13,San Diego,Santa Fe Depot,13:10,1,San Francisco,Salesforce Transit Center,95,True
2196,Value,2019-03-13,San Diego,Santa Fe Depot,16:10,1,San Francisco,Salesforce Transit Center,98,True
2197,Value,2019-03-13,San Diego,Santa Fe Depot,18:40,1,San Francisco,Salesforce Transit Center,104,True
2198,Value,2019-03-13,San Diego,Santa Fe Depot,19:10,1,San Francisco,Salesforce Transit Center,99,True
2199,Business,2019-03-13,San Diego,Santa Fe Depot,06:40,1,San Francisco,Salesforce Transit Center,127,True
2200,Business,2019-03-02,Portland,Union Station,07:40,1,Vancouver,Pacific Central Station,123,True
2201,Business,2019-03-02,Portland,Union Station,08:50,1,Vancouver,Pacific Central Station,118,True
2202,Business,2019-03-02,Portland,Union Station,09:30,1,Vancouver,Pacific Central Station,125,True
2203,Business,2019-03-02,Portland,Union Station,11:00,1,Vancouver,Pacific Central Station,115,True
2204,Business,2019-03-02,Portland,Union Station,15:40,1,Vancouver,Pacific Central Station,119,True
2205,Business,2019-03-02,Portland,Union Station,17:30,1,Vancouver,Pacific Central Station,118,True
2206,Business,2019-03-02,Portland,Union Station,19:00,1,Vancouver,Pacific Central Station,112,True
2207,Business,2019-03-10,Los Angeles,Union Station,06:50,1,San Diego,Santa Fe Depot,93,True
2208,Business,2019-03-10,Los Angeles,Union Station,08:10,1,San Diego,Santa Fe Depot,96,True
2209,Business,2019-03-10,Los Angeles,Union Station,09:50,1,San Diego,Santa Fe Depot,101,True
2210,Business,2019-03-10,Los Angeles,Union Station,10:40,1,San Diego,Santa Fe Depot,98,True
2211,Business,2019-03-10,Los Angeles,Union Station,12:00,1,San Diego,Santa Fe Depot,98,True
2212,Business,2019-03-10,Los Angeles,Union Station,12:40,1,San Diego,Santa Fe Depot,96,True
2213,Business,2019-03-10,Los Angeles,Union Station,13:40,1,San Diego,Santa Fe Depot,97,True
2214,Business,2019-03-10,Los Angeles,Union Station,14:10,1,San Diego,Santa Fe Depot,99,True
2215,Business,2019-03-10,Los Angeles,Union Station,17:40,1,San Diego,Santa Fe Depot,96,True
2216,Business,2019-03-10,Los Angeles,Union Station,18:30,1,San Diego,Santa Fe Depot,97,True
2217,Business,2019-03-13,San Diego,Santa Fe Depot,06:10,1,Sacramento,Sacramento Valley Station,194,True
2218,Business,2019-03-13,San Diego,Santa Fe Depot,06:40,1,Sacramento,Sacramento Valley Station,195,True
2219,Business,2019-03-13,San Diego,Santa Fe Depot,07:30,1,Sacramento,Sacramento Valley Station,190,True
2220,Business,2019-03-13,San Diego,Santa Fe Depot,08:00,1,Sacramento,Sacramento Valley Station,194,True
2221,Business,2019-03-13,San Diego,Santa Fe Depot,08:10,1,Sacramento,Sacramento Valley Station,197,True
2222,Business,2019-03-13,San Diego,Santa Fe Depot,10:20,1,Sacramento,Sacramento Valley Station,190,True
2223,Business,2019-03-13,San Diego,Santa Fe Depot,10:40,1,Sacramento,Sacramento Valley Station,192,True
2224,Business,2019-03-13,San Diego,Santa Fe Depot,16:00,1,Sacramento,Sacramento Valley Station,185,True
2225,Business,2019-03-13,San Diego,Santa Fe Depot,19:40,1,Sacramento,Sacramento Valley Station,181,True
2226,Value,2019-03-14,San Francisco,Salesforce Transit Center,06:20,1,Los Angeles,Union Station,85,True
2227,Value,2019-03-14,San Francisco,Salesforce Transit Center,08:40,1,Los Angeles,Union Station,86,True
2228,Value,2019-03-14,San Francisco,Salesforce Transit Center,11:40,1,Los Angeles,Union Station,83,True
2229,Value,2019-03-14,San Francisco,Salesforce Transit Center,14:00,1,Los Angeles,Union Station,89,True
2230,Value,2019-03-14,San Francisco,Salesforce Transit Center,15:10,1,Los Angeles,Union Station,86,True
2231,Value,2019-03-14,San Francisco,Salesforce Transit Center,15:20,1,Los Angeles,Union Station,90,True
2232,Value,2019-03-14,San Francisco,Salesforce Transit Center,16:30,1,Los Angeles,Union Station,81,True
2233,Value,2019-03-14,San Francisco,Salesforce Transit Center,17:20,1,Los Angeles,Union Station,71,True
2234,Value,2019-03-14,San Francisco,Salesforce Transit Center,17:40,1,Los Angeles,Union Station,79,True
2235,Value,2019-03-03,San Diego,Santa Fe Depot,11:20,1,Phoenix,Phoenix Union Station,83,True
2236,Value,2019-03-03,San Diego,Santa Fe Depot,13:30,1,Phoenix,Phoenix Union Station,86,True
2237,Value,2019-03-03,San Diego,Santa Fe Depot,15:30,1,Phoenix,Phoenix Union Station,78,True
2238,Value,2019-03-03,San Diego,Santa Fe Depot,15:40,1,Phoenix,Phoenix Union Station,86,True
2239,Value,2019-03-03,San Diego,Santa Fe Depot,16:10,1,Phoenix,Phoenix Union Station,83,True
2240,Value,2019-03-06,Sacramento,Sacramento Valley Station,06:30,1,San Diego,Santa Fe Depot,138,True
2241,Value,2019-03-06,Sacramento,Sacramento Valley Station,07:20,1,San Diego,Santa Fe Depot,140,True
2242,Value,2019-03-06,Sacramento,Sacramento Valley Station,07:30,1,San Diego,Santa Fe Depot,162,True
2243,Value,2019-03-06,Sacramento,Sacramento Valley Station,08:00,1,San Diego,Santa Fe Depot,145,True
2244,Value,2019-03-06,Sacramento,Sacramento Valley Station,08:10,1,San Diego,Santa Fe Depot,150,True
2245,Value,2019-03-06,Sacramento,Sacramento Valley Station,08:30,1,San Diego,Santa Fe Depot,158,True
2246,Value,2019-03-06,Sacramento,Sacramento Valley Station,08:40,1,San Diego,Santa Fe Depot,143,True
2247,Value,2019-03-06,Sacramento,Sacramento Valley Station,09:30,1,San Diego,Santa Fe Depot,162,True
2248,Value,2019-03-06,Sacramento,Sacramento Valley Station,09:50,1,San Diego,Santa Fe Depot,163,True
2249,Value,2019-03-06,Sacramento,Sacramento Valley Station,10:10,1,San Diego,Santa Fe Depot,150,True
2250,Value,2019-03-08,Los Angeles,Union Station,06:00,1,Anaheim,Anaheim Intermodal Center,35,True
2251,Value,2019-03-08,Los Angeles,Union Station,06:10,1,Anaheim,Anaheim Intermodal Center,36,True
2252,Value,2019-03-08,Los Angeles,Union Station,06:30,1,Anaheim,Anaheim Intermodal Center,32,True
2253,Value,2019-03-08,Los Angeles,Union Station,06:40,1,Anaheim,Anaheim Intermodal Center,33,True
2254,Value,2019-03-08,Los Angeles,Union Station,07:30,1,Anaheim,Anaheim Intermodal Center,35,True
2255,Value,2019-03-08,Los Angeles,Union Station,07:40,1,Anaheim,Anaheim Intermodal Center,34,True
2256,Value,2019-03-08,Los Angeles,Union Station,12:20,1,Anaheim,Anaheim Intermodal Center,35,True
2257,Value,2019-03-08,Los Angeles,Union Station,14:00,1,Anaheim,Anaheim Intermodal Center,34,True
2258,Value,2019-03-08,Los Angeles,Union Station,15:10,1,Anaheim,Anaheim Intermodal Center,31,True
2259,Value,2019-03-08,Los Angeles,Union Station,17:20,1,Anaheim,Anaheim Intermodal Center,35,True
2260,Value,2019-03-05,Portland,Union Station,09:10,1,Seattle,King Street Station,58,True
2261,Value,2019-03-05,Portland,Union Station,10:10,1,Seattle,King Street Station,63,True
2262,Value,2019-03-05,Portland,Union Station,12:30,1,Seattle,King Street Station,63,True
2263,Value,2019-03-05,Portland,Union Station,13:40,1,Seattle,King Street Station,60,True
2264,Value,2019-03-05,Portland,Union Station,14:00,1,Seattle,King Street Station,61,True
2265,Value,2019-03-05,Portland,Union Station,15:00,1,Seattle,King Street Station,60,True
2266,Value,2019-03-05,Portland,Union Station,16:00,1,Seattle,King Street Station,55,True
2267,Value,2019-03-05,Portland,Union Station,17:00,1,Seattle,King Street Station,70,True
2268,Value,2019-03-05,Portland,Union Station,17:30,1,Seattle,King Street Station,59,True
2269,Value,2019-03-12,San Francisco,Salesforce Transit Center,06:20,2,Los Angeles,Union Station,160,True
2270,Value,2019-03-12,San Francisco,Salesforce Transit Center,08:40,2,Los Angeles,Union Station,173,True
2271,Value,2019-03-12,San Francisco,Salesforce Transit Center,11:40,2,Los Angeles,Union Station,151,True
2272,Value,2019-03-12,San Francisco,Salesforce Transit Center,14:00,2,Los Angeles,Union Station,174,True
2273,Value,2019-03-12,San Francisco,Salesforce Transit Center,15:10,2,Los Angeles,Union Station,189,True
2274,Value,2019-03-12,San Francisco,Salesforce Transit Center,15:20,2,Los Angeles,Union Station,160,True
2275,Value,2019-03-12,San Francisco,Salesforce Transit Center,16:30,2,Los Angeles,Union Station,149,True
2276,Value,2019-03-12,San Francisco,Salesforce Transit Center,17:20,2,Los Angeles,Union Station,148,True
2277,Value,2019-03-12,San Francisco,Salesforce Transit Center,17:40,2,Los Angeles,Union Station,159,True
2278,Value,2019-03-12,Los Angeles,Union Station,07:50,1,San Francisco,Salesforce Transit Center,87,True
2279,Value,2019-03-12,Los Angeles,Union Station,09:20,1,San Francisco,Salesforce Transit Center,98,True
2280,Value,2019-03-12,Los Angeles,Union Station,11:00,1,San Francisco,Salesforce Transit Center,80,True
2281,Value,2019-03-12,Los Angeles,Union Station,13:00,1,San Francisco,Salesforce Transit Center,71,True
2282,Value,2019-03-12,Los Angeles,Union Station,17:30,1,San Francisco,Salesforce Transit Center,87,True
2283,Value,2019-03-12,Los Angeles,Union Station,17:50,1,San Francisco,Salesforce Transit Center,91,True
2284,Value,2019-03-12,Los Angeles,Union Station,18:40,1,San Francisco,Salesforce Transit Center,83,True
2285,Value,2019-03-12,Los Angeles,Union Station,19:00,1,San Francisco,Salesforce Transit Center,94,True
2286,Flexible,2019-03-13,Los Angeles,Union Station,06:00,1,Anaheim,Anaheim Intermodal Center,56,True
2287,Flexible,2019-03-13,Los Angeles,Union Station,06:10,1,Anaheim,Anaheim Intermodal Center,57,True
2288,Flexible,2019-03-13,Los Angeles,Union Station,06:30,1,Anaheim,Anaheim Intermodal Center,55,True
2289,Flexible,2019-03-13,Los Angeles,Union Station,06:40,1,Anaheim,Anaheim Intermodal Center,51,True
2290,Flexible,2019-03-13,Los Angeles,Union Station,07:30,1,Anaheim,Anaheim Intermodal Center,55,True
2291,Flexible,2019-03-13,Los Angeles,Union Station,07:40,1,Anaheim,Anaheim Intermodal Center,53,True
2292,Flexible,2019-03-13,Los Angeles,Union Station,12:20,1,Anaheim,Anaheim Intermodal Center,58,True
2293,Flexible,2019-03-13,Los Angeles,Union Station,14:00,1,Anaheim,Anaheim Intermodal Center,54,True
2294,Flexible,2019-03-13,Los Angeles,Union Station,15:10,1,Anaheim,Anaheim Intermodal Center,56,True
2295,Flexible,2019-03-13,Los Angeles,Union Station,17:20,1,Anaheim,Anaheim Intermodal Center,56,True
2296,Value,2019-03-10,Los Angeles,Union Station,06:50,1,San Diego,Santa Fe Depot,50,True
2297,Value,2019-03-10,Los Angeles,Union Station,08:10,1,San Diego,Santa Fe Depot,54,True
2298,Value,2019-03-10,Los Angeles,Union Station,09:50,1,San Diego,Santa Fe Depot,60,True
2299,Value,2019-03-10,Los Angeles,Union Station,10:40,1,San Diego,Santa Fe Depot,61,True
2300,Value,2019-03-10,Los Angeles,Union Station,12:00,1,San Diego,Santa Fe Depot,58,True
2301,Value,2019-03-10,Los Angeles,Union Station,12:40,1,San Diego,Santa Fe Depot,54,True
2302,Value,2019-03-10,Los Angeles,Union Station,13:40,1,San Diego,Santa Fe Depot,55,True
2303,Value,2019-03-10,Los Angeles,Union Station,14:10,1,San Diego,Santa Fe Depot,58,True
2304,Value,2019-03-10,Los Angeles,Union Station,17:40,1,San Diego,Santa Fe Depot,60,True
2305,Value,2019-03-10,Los Angeles,Union Station,18:30,1,San Diego,Santa Fe Depot,58,True
2306,Value,2019-03-10,Los Angeles,Union Station,07:50,1,San Francisco,Salesforce Transit Center,94,True
2307,Value,2019-03-10,Los Angeles,Union Station,09:20,1,San Francisco,Salesforce Transit Center,81,True
2308,Value,2019-03-10,Los Angeles,Union Station,11:00,1,San Francisco,Salesforce Transit Center,88,True
2309,Value,2019-03-10,Los Angeles,Union Station,13:00,1,San Francisco,Salesforce Transit Center,94,True
2310,Value,2019-03-10,Los Angeles,Union Station,17:30,1,San Francisco,Salesforce Transit Center,79,True
2311,Value,2019-03-10,Los Angeles,Union Station,17:50,1,San Francisco,Salesforce Transit Center,90,True
2312,Value,2019-03-10,Los Angeles,Union Station,18:40,1,San Francisco,Salesforce Transit Center,85,True
2313,Value,2019-03-10,Los Angeles,Union Station,19:00,1,San Francisco,Salesforce Transit Center,84,True
2314,Value,2019-03-12,New York,Grand Central Station,06:00,1,Chicago,Chicago Union Station,117,True
2315,Value,2019-03-12,New York,Grand Central Station,06:10,1,Chicago,Chicago Union Station,133,True
2316,Value,2019-03-12,New York,Grand Central Station,07:50,1,Chicago,Chicago Union Station,136,True
2317,Value,2019-03-12,New York,Grand Central Station,09:50,1,Chicago,Chicago Union Station,125,True
2318,Value,2019-03-12,New York,Grand Central Station,13:40,1,Chicago,Chicago Union Station,119,True
2319,Value,2019-03-12,New York,Grand Central Station,17:10,1,Chicago,Chicago Union Station,110,True
2320,Business,2019-03-12,New York,Grand Central Station,06:00,3,Chicago,Chicago Union Station,445,True
2321,Business,2019-03-12,New York,Grand Central Station,06:10,3,Chicago,Chicago Union Station,485,True
2322,Business,2019-03-12,New York,Grand Central Station,09:50,3,Chicago,Chicago Union Station,461,True
2323,Business,2019-03-12,New York,Grand Central Station,13:40,3,Chicago,Chicago Union Station,455,True
2324,Value,2019-03-04,Phoenix,Phoenix Union Station,07:00,1,Los Angeles,Union Station,95,True
2325,Value,2019-03-04,Phoenix,Phoenix Union Station,07:20,1,Los Angeles,Union Station,82,True
2326,Value,2019-03-04,Phoenix,Phoenix Union Station,08:40,1,Los Angeles,Union Station,91,True
2327,Value,2019-03-04,Phoenix,Phoenix Union Station,16:00,1,Los Angeles,Union Station,89,True
2328,Value,2019-03-04,Phoenix,Phoenix Union Station,18:20,1,Los Angeles,Union Station,93,True
2329,Value,2019-03-02,Anaheim,Anaheim Intermodal Center,06:30,3,Phoenix,Phoenix Union Station,343,True
2330,Value,2019-03-02,Anaheim,Anaheim Intermodal Center,06:40,3,Phoenix,Phoenix Union Station,348,True
2331,Value,2019-03-02,Anaheim,Anaheim Intermodal Center,12:00,3,Phoenix,Phoenix Union Station,361,True
2332,Value,2019-03-02,Anaheim,Anaheim Intermodal Center,14:50,3,Phoenix,Phoenix Union Station,370,True
2333,Value,2019-03-06,Seattle,King Street Station,08:00,1,Portland,Union Station,59,True
2334,Value,2019-03-06,Seattle,King Street Station,08:10,1,Portland,Union Station,61,True
2335,Value,2019-03-06,Seattle,King Street Station,08:50,1,Portland,Union Station,65,True
2336,Value,2019-03-06,Seattle,King Street Station,09:20,1,Portland,Union Station,68,True
2337,Value,2019-03-06,Seattle,King Street Station,10:20,1,Portland,Union Station,54,True
2338,Value,2019-03-06,Seattle,King Street Station,11:00,1,Portland,Union Station,57,True
2339,Value,2019-03-06,Seattle,King Street Station,15:00,1,Portland,Union Station,64,True
2340,Value,2019-03-06,Seattle,King Street Station,15:30,1,Portland,Union Station,67,True
2341,Value,2019-03-06,Seattle,King Street Station,18:10,1,Portland,Union Station,57,True
2342,Value,2019-03-06,Seattle,King Street Station,18:50,1,Portland,Union Station,67,True
2343,Value,2019-03-13,Fresno,Fresno Station,06:50,2,San Francisco,Salesforce Transit Center,111,True
2344,Value,2019-03-13,Fresno,Fresno Station,07:00,2,San Francisco,Salesforce Transit Center,100,True
2345,Value,2019-03-13,Fresno,Fresno Station,07:10,2,San Francisco,Salesforce Transit Center,113,True
2346,Value,2019-03-13,Fresno,Fresno Station,10:30,2,San Francisco,Salesforce Transit Center,106,True
2347,Value,2019-03-13,Fresno,Fresno Station,15:50,2,San Francisco,Salesforce Transit Center,109,True
2348,Value,2019-03-13,Fresno,Fresno Station,17:20,2,San Francisco,Salesforce Transit Center,108,True
2349,Value,2019-03-13,Fresno,Fresno Station,17:50,2,San Francisco,Salesforce Transit Center,117,True
2350,Value,2019-03-04,Anaheim,Anaheim Intermodal Center,06:50,1,Sacramento,Sacramento Valley Station,143,True
2351,Value,2019-03-04,Anaheim,Anaheim Intermodal Center,07:10,1,Sacramento,Sacramento Valley Station,139,True
2352,Value,2019-03-04,Anaheim,Anaheim Intermodal Center,07:40,1,Sacramento,Sacramento Valley Station,150,True
2353,Value,2019-03-04,Anaheim,Anaheim Intermodal Center,08:10,1,Sacramento,Sacramento Valley Station,145,True
2354,Value,2019-03-04,Anaheim,Anaheim Intermodal Center,11:00,1,Sacramento,Sacramento Valley Station,136,True
2355,Value,2019-03-04,Anaheim,Anaheim Intermodal Center,12:30,1,Sacramento,Sacramento Valley Station,134,True
2356,Value,2019-03-04,Anaheim,Anaheim Intermodal Center,14:50,1,Sacramento,Sacramento Valley Station,151,True
2357,Value,2019-03-04,Anaheim,Anaheim Intermodal Center,17:00,1,Sacramento,Sacramento Valley Station,131,True
2358,Value,2019-03-04,Anaheim,Anaheim Intermodal Center,17:10,1,Sacramento,Sacramento Valley Station,121,True
2359,Value,2019-03-04,Anaheim,Anaheim Intermodal Center,18:00,1,Sacramento,Sacramento Valley Station,132,True
2360,Business,2019-03-05,Seattle,King Street Station,08:00,1,Portland,Union Station,103,True
2361,Business,2019-03-05,Seattle,King Street Station,08:10,1,Portland,Union Station,100,True
2362,Business,2019-03-05,Seattle,King Street Station,08:50,1,Portland,Union Station,103,True
2363,Business,2019-03-05,Seattle,King Street Station,09:20,1,Portland,Union Station,99,True
2364,Business,2019-03-05,Seattle,King Street Station,10:20,1,Portland,Union Station,100,True
2365,Business,2019-03-05,Seattle,King Street Station,11:00,1,Portland,Union Station,96,True
2366,Business,2019-03-05,Seattle,King Street Station,15:00,1,Portland,Union Station,109,True
2367,Business,2019-03-05,Seattle,King Street Station,15:30,1,Portland,Union Station,107,True
2368,Business,2019-03-05,Seattle,King Street Station,18:10,1,Portland,Union Station,89,True
2369,Business,2019-03-05,Seattle,King Street Station,18:50,1,Portland,Union Station,99,True
2370,Value,2019-03-11,Sacramento,Sacramento Valley Station,06:30,3,Los Angeles,Union Station,237,True
2371,Value,2019-03-11,Sacramento,Sacramento Valley Station,17:00,3,Los Angeles,Union Station,269,True
2372,Value,2019-03-11,Sacramento,Sacramento Valley Station,06:30,1,San Diego,Santa Fe Depot,150,True
2373,Value,2019-03-11,Sacramento,Sacramento Valley Station,07:20,1,San Diego,Santa Fe Depot,152,True
2374,Value,2019-03-11,Sacramento,Sacramento Valley Station,07:30,1,San Diego,Santa Fe Depot,163,True
2375,Value,2019-03-11,Sacramento,Sacramento Valley Station,08:00,1,San Diego,Santa Fe Depot,155,True
2376,Value,2019-03-11,Sacramento,Sacramento Valley Station,08:10,1,San Diego,Santa Fe Depot,157,True
2377,Value,2019-03-11,Sacramento,Sacramento Valley Station,08:30,1,San Diego,Santa Fe Depot,168,True
