,airlines,arrives_next_day,departure_date,destination_airport_name,destination_city,flight_class,number_checked_bags,number_stops,origin_airport_name,origin_city,outbound_arrival_time,outbound_departure_time,passengers,price,inbound_arrival_time,inbound_departure_time,return_date
991,United Airlines,False,2019-03-08,PHL International Airport,Philadelphia,Economy,0,1,Dulles International Airport,Washington,08:46,05:05,1,146,,,
992,Delta Airlines,False,2019-03-08,PHL International Airport,Philadelphia,Economy,0,1,Dulles International Airport,Washington,21:26,17:55,3,138,,,
993,Southwest Airlines,False,2019-03-08,PHL International Airport,Philadelphia,Premium Economy,0,1,Dulles International Airport,Washington,08:46,05:15,3,241,,,
994,American Airlines,False,2019-03-03,SFO International Airport,San Francisco,Economy,0,0,McCarran International Airport,Las Vegas,08:25,06:50,3,88,,,
995,Delta Airlines,False,2019-03-03,SFO International Airport,San Francisco,Economy,0,0,McCarran International Airport,Las Vegas,22:05,20:30,3,95,,,
996,Southwest Airlines,False,2019-03-03,SFO International Airport,San Francisco,Economy,0,0,McCarran International Airport,Las Vegas,14:55,13:20,3,113,,,
997,United Airlines,False,2019-03-03,SFO International Airport,San Francisco,Economy,0,0,McCarran International Airport,Las Vegas,17:55,16:20,3,100,,,
998,Delta Airlines,False,2019-03-01,PDX International Airport,Portland,Economy,0,1,YVR International Airport,Vancouver,12:03,06:40,1,260,,,
999,Alaska Airlines,False,2019-03-02,LAX International Airport,Los Angeles,Economy,0,0,SFO International Airport,San Francisco,10:30,09:05,4,94,,,
1000,American Airlines,False,2019-03-02,LAX International Airport,Los Angeles,Economy,0,0,SFO International Airport,San Francisco,12:55,11:30,4,106,,,
1001,Delta Airlines,True,2019-03-02,LAX International Airport,Los Angeles,Economy,0,0,SFO International Airport,San Francisco,00:30,23:05,4,92,,,
1002,Southwest Airlines,False,2019-03-02,LAX International Airport,Los Angeles,Economy,0,0,SFO International Airport,San Francisco,09:50,08:25,4,94,,,
1003,United Airlines,False,2019-03-02,LAX International Airport,Los Angeles,Economy,0,0,SFO International Airport,San Francisco,16:30,15:05,4,93,,,
1004,Air Canada,False,2019-03-04,PDX International Airport,Portland,Economy,0,1,YVR International Airport,Vancouver,11:48,01:40,3,250,,,
1005,American Airlines,False,2019-03-04,PDX International Airport,Portland,Economy,0,1,YVR International Airport,Vancouver,08:30,01:30,3,262,,,
1006,Delta Airlines,False,2019-03-04,PDX International Airport,Portland,Economy,0,1,YVR International Airport,Vancouver,12:03,06:40,3,252,,,
1007,Delta Airlines,False,2019-03-10,PDX International Airport,Portland,Economy,0,1,YVR International Airport,Vancouver,12:03,06:40,1,262,,,
1008,Delta Airlines,True,2019-03-04,PDX International Airport,Portland,Economy,0,1,YVR International Airport,Vancouver,15:28,10:15,1,455,00:57,17:15,2019-03-12
1009,Alaska Airlines,False,2019-03-05,LAX International Airport,Los Angeles,Economy,0,0,SAN International Airport,San Diego,10:49,09:55,2,119,07:49,06:55,2019-03-11
1010,American Airlines,False,2019-03-02,SFO International Airport,San Francisco,Economy,0,0,McCarran International Airport,Las Vegas,08:25,06:50,1,187,07:00,05:25,2019-03-10
1011,Delta Airlines,False,2019-03-02,SFO International Airport,San Francisco,Economy,0,0,McCarran International Airport,Las Vegas,16:00,14:25,1,182,22:50,21:15,2019-03-10
1012,Southwest Airlines,False,2019-03-02,SFO International Airport,San Francisco,Economy,0,0,McCarran International Airport,Las Vegas,14:55,13:20,1,213,13:55,12:20,2019-03-10
1013,United Airlines,False,2019-03-02,SFO International Airport,San Francisco,Economy,0,1,McCarran International Airport,Las Vegas,17:55,16:20,1,250,18:15,15:05,2019-03-10
1014,United Airlines,True,2019-03-02,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:15,05:05,4,160,00:50,23:40,2019-03-14
1015,United Airlines,True,2019-03-02,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:15,05:05,1,166,00:50,23:40,2019-03-09
1016,American Airlines,False,2019-03-03,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,05:20,04:10,1,161,14:40,13:30,2019-03-06
1017,Delta Airlines,False,2019-03-03,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,19:05,17:55,1,148,08:20,07:10,2019-03-06
1018,Southwest Airlines,False,2019-03-03,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:25,05:15,1,148,08:25,07:15,2019-03-06
1019,United Airlines,True,2019-03-03,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:15,05:05,1,150,00:50,23:40,2019-03-06
1020,Delta Airlines,False,2019-03-05,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,07:11,06:20,3,112,23:16,22:25,2019-03-10
1021,Alaska Airlines,False,2019-03-01,LAX International Airport,Los Angeles,Economy,0,0,SFO International Airport,San Francisco,10:30,09:05,1,172,06:20,04:55,2019-03-12
1022,Delta Airlines,True,2019-03-04,YVR International Airport,Vancouver,Economy,0,1,PDX International Airport,Portland,00:57,17:15,1,464,15:28,10:15,2019-03-11
1023,American Airlines,False,2019-03-01,PHL International Airport,Philadelphia,Premium Economy,0,0,JFK International Airport,New York,21:46,20:55,3,181,21:36,20:45,2019-03-06
1024,Delta Airlines,False,2019-03-01,PHL International Airport,Philadelphia,Premium Economy,0,0,JFK International Airport,New York,07:11,06:20,3,191,05:11,04:20,2019-03-06
1025,Southwest Airlines,False,2019-03-01,PHL International Airport,Philadelphia,Premium Economy,0,0,JFK International Airport,New York,19:26,18:35,3,170,19:21,18:30,2019-03-06
1026,Southwest Airlines,False,2019-03-02,LAX International Airport,Los Angeles,Premium Economy,0,0,SAN International Airport,San Diego,12:39,11:45,3,178,16:29,15:35,2019-03-11
1027,Alaska Airlines,False,2019-03-01,SAN International Airport,San Diego,Economy,0,0,LAX International Airport,Los Angeles,07:49,06:55,2,121,10:49,09:55,2019-03-10
1028,American Airlines,False,2019-03-01,SAN International Airport,San Diego,Economy,0,0,LAX International Airport,Los Angeles,21:49,20:55,2,120,20:04,19:10,2019-03-10
1029,Southwest Airlines,False,2019-03-01,SAN International Airport,San Diego,Economy,0,0,LAX International Airport,Los Angeles,15:29,14:35,2,119,20:04,19:10,2019-03-10
1030,United Airlines,False,2019-03-01,SAN International Airport,San Diego,Economy,0,0,LAX International Airport,Los Angeles,08:49,07:55,2,122,15:49,14:55,2019-03-10
1031,American Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,05:20,04:10,2,146,14:40,13:30,2019-03-12
1032,Delta Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,19:05,17:55,2,159,08:20,07:10,2019-03-12
1033,Southwest Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,15:25,14:15,2,160,08:25,07:15,2019-03-12
1034,United Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:15,05:05,2,157,20:50,19:40,2019-03-12
1035,Delta Airlines,False,2019-03-09,LAX International Airport,Los Angeles,Economy,0,1,McCarran International Airport,Las Vegas,12:39,10:10,1,213,23:20,22:10,2019-03-13
1036,United Airlines,False,2019-03-09,LAX International Airport,Los Angeles,Economy,0,0,McCarran International Airport,Las Vegas,14:50,13:40,1,144,18:15,17:05,2019-03-13
1037,American Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,05:20,04:10,1,158,14:40,13:30,2019-03-06
1038,Delta Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,19:05,17:55,1,147,08:20,07:10,2019-03-06
1039,Southwest Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,15:25,14:15,1,160,08:25,07:15,2019-03-06
1040,United Airlines,True,2019-03-04,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:15,05:05,1,156,00:50,23:40,2019-03-06
1041,American Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,05:20,04:10,1,170,14:40,13:30,2019-03-14
1042,Delta Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,19:05,17:55,1,156,08:20,07:10,2019-03-14
1043,Southwest Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,15:25,14:15,1,159,08:25,07:15,2019-03-14
1044,United Airlines,True,2019-03-04,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:15,05:05,1,145,00:50,23:40,2019-03-14
1045,American Airlines,False,2019-03-02,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,23:06,10:35,1,686,16:52,05:15,2019-03-04
1046,Delta Airlines,False,2019-03-02,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,20:12,13:25,1,493,18:16,10:15,2019-03-04
1047,United Airlines,True,2019-03-02,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,12:29,05:35,1,559,01:17,18:55,2019-03-04
1048,American Airlines,False,2019-03-07,JFK International Airport,New York,Premium Economy,0,0,PHL International Airport,Philadelphia,09:36,08:45,1,193,05:21,04:30,2019-03-12
1049,Delta Airlines,False,2019-03-07,JFK International Airport,New York,Premium Economy,0,0,PHL International Airport,Philadelphia,05:11,04:20,1,193,07:11,06:20,2019-03-12
1050,Southwest Airlines,False,2019-03-07,JFK International Airport,New York,Premium Economy,0,0,PHL International Airport,Philadelphia,06:26,05:35,1,183,21:11,20:20,2019-03-12
1051,Delta Airlines,False,2019-03-07,JFK International Airport,New York,Premium Economy,0,0,PHL International Airport,Philadelphia,05:11,04:20,3,193,07:11,06:20,2019-03-12
1052,Alaska Airlines,False,2019-03-03,SAN International Airport,San Diego,Economy,0,0,LAX International Airport,Los Angeles,07:49,06:55,1,116,10:49,09:55,2019-03-07
1053,American Airlines,False,2019-03-03,SAN International Airport,San Diego,Economy,0,0,LAX International Airport,Los Angeles,21:49,20:55,1,127,20:04,19:10,2019-03-07
1054,Southwest Airlines,False,2019-03-03,SAN International Airport,San Diego,Economy,0,0,LAX International Airport,Los Angeles,15:29,14:35,1,136,20:04,19:10,2019-03-07
1055,United Airlines,False,2019-03-03,SAN International Airport,San Diego,Economy,0,0,LAX International Airport,Los Angeles,08:49,07:55,1,124,15:49,14:55,2019-03-07
1056,American Airlines,False,2019-03-04,Seattle-Tacoma International Airport,Seattle,Premium Economy,0,0,PDX International Airport,Portland,08:23,07:25,3,225,16:48,15:50,2019-03-07
1057,United Airlines,False,2019-03-04,Seattle-Tacoma International Airport,Seattle,Premium Economy,0,0,PDX International Airport,Portland,15:53,14:55,3,203,10:28,09:30,2019-03-07
1058,American Airlines,False,2019-03-09,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,05:20,04:10,1,161,14:40,13:30,2019-03-14
1059,Delta Airlines,False,2019-03-09,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,19:05,17:55,1,152,08:20,07:10,2019-03-14
1060,Southwest Airlines,False,2019-03-09,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:25,05:15,1,151,08:25,07:15,2019-03-14
1061,United Airlines,True,2019-03-09,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:15,05:05,1,159,00:50,23:40,2019-03-14
1062,American Airlines,False,2019-03-02,JFK International Airport,New York,Premium Economy,0,0,Dulles International Airport,Washington,05:20,04:10,3,240,15:20,14:10,2019-03-14
1063,United Airlines,True,2019-03-02,JFK International Airport,New York,Premium Economy,0,0,Dulles International Airport,Washington,06:15,05:05,3,240,00:50,23:40,2019-03-14
1064,American Airlines,False,2019-03-02,Seattle-Tacoma International Airport,Seattle,Economy,0,1,YVR International Airport,Vancouver,12:02,01:30,1,640,22:46,10:35,2019-03-12
1065,American Airlines,False,2019-03-08,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,08:46,07:55,1,123,09:36,08:45,2019-03-12
1066,Delta Airlines,False,2019-03-08,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,07:11,06:20,1,126,23:16,22:25,2019-03-12
1067,Southwest Airlines,False,2019-03-08,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,21:11,20:20,1,119,16:21,15:30,2019-03-12
1068,United Airlines,False,2019-03-08,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,21:26,20:35,1,112,20:46,19:55,2019-03-12
1069,Delta Airlines,True,2019-03-05,PDX International Airport,Portland,Economy,0,1,YVR International Airport,Vancouver,15:28,10:15,3,497,00:57,17:15,2019-03-08
1070,American Airlines,False,2019-03-05,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,05:20,04:10,1,140,14:40,13:30,2019-03-12
1071,Delta Airlines,False,2019-03-05,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,19:05,17:55,1,160,08:20,07:10,2019-03-12
1072,Southwest Airlines,False,2019-03-05,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:25,05:15,1,159,08:25,07:15,2019-03-12
1073,United Airlines,False,2019-03-05,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:15,05:05,1,177,20:50,19:40,2019-03-12
1074,United Airlines,True,2019-03-03,YVR International Airport,Vancouver,Economy,0,1,Seattle-Tacoma International Airport,Seattle,12:29,05:35,1,561,01:17,18:55,2019-03-06
1075,American Airlines,False,2019-03-01,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,08:46,07:55,1,108,09:36,08:45,2019-03-03
1076,Delta Airlines,False,2019-03-01,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,07:11,06:20,1,116,05:11,04:20,2019-03-03
1077,Southwest Airlines,False,2019-03-01,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,17:06,16:15,1,110,16:21,15:30,2019-03-03
1078,American Airlines,False,2019-03-03,PHL International Airport,Philadelphia,Economy,0,1,Dulles International Airport,Washington,07:11,04:10,2,275,12:00,08:45,2019-03-09
1079,Delta Airlines,False,2019-03-03,PHL International Airport,Philadelphia,Economy,0,1,Dulles International Airport,Washington,21:26,17:55,2,288,08:20,04:20,2019-03-09
1080,Southwest Airlines,False,2019-03-03,PHL International Airport,Philadelphia,Economy,0,1,Dulles International Airport,Washington,08:46,05:15,2,285,08:25,05:35,2019-03-09
1081,Alaska Airlines,False,2019-03-08,LAX International Airport,Los Angeles,Economy,0,0,SFO International Airport,San Francisco,10:30,09:05,4,170,06:20,04:55,2019-03-10
1082,American Airlines,False,2019-03-08,LAX International Airport,Los Angeles,Economy,0,0,SFO International Airport,San Francisco,19:25,18:00,4,175,06:55,05:30,2019-03-10
1083,Delta Airlines,True,2019-03-08,LAX International Airport,Los Angeles,Economy,0,0,SFO International Airport,San Francisco,17:30,16:05,4,175,00:40,23:15,2019-03-10
1084,Southwest Airlines,False,2019-03-08,LAX International Airport,Los Angeles,Economy,0,0,SFO International Airport,San Francisco,09:50,08:25,4,180,15:20,13:55,2019-03-10
1085,United Airlines,False,2019-03-08,LAX International Airport,Los Angeles,Economy,0,0,SFO International Airport,San Francisco,16:30,15:05,4,177,13:05,11:40,2019-03-10
1086,American Airlines,False,2019-03-02,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,05:20,04:10,1,143,14:40,13:30,2019-03-12
1087,Delta Airlines,False,2019-03-02,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,19:05,17:55,1,151,08:20,07:10,2019-03-12
1088,Southwest Airlines,False,2019-03-02,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:25,05:15,1,141,08:25,07:15,2019-03-12
1089,United Airlines,False,2019-03-02,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:15,05:05,1,172,20:50,19:40,2019-03-12
1090,Southwest Airlines,False,2019-03-01,JFK International Airport,New York,Economy,0,0,PHL International Airport,Philadelphia,16:21,15:30,3,115,21:11,20:20,2019-03-11
1091,American Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,05:20,04:10,4,170,14:40,13:30,2019-03-14
1092,Delta Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,19:05,17:55,4,156,08:20,07:10,2019-03-14
1093,Southwest Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,15:25,14:15,4,159,08:25,07:15,2019-03-14
1094,United Airlines,True,2019-03-04,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:15,05:05,4,145,00:50,23:40,2019-03-14
1095,Delta Airlines,False,2019-03-03,PHL International Airport,Philadelphia,Economy,0,1,Dulles International Airport,Washington,21:26,17:55,1,276,08:20,04:20,2019-03-08
1096,Southwest Airlines,False,2019-03-03,PHL International Airport,Philadelphia,Economy,0,1,Dulles International Airport,Washington,08:46,05:15,1,290,18:10,15:30,2019-03-08
1097,American Airlines,False,2019-03-02,LAX International Airport,Los Angeles,Economy,0,0,McCarran International Airport,Las Vegas,06:00,04:50,1,151,06:15,05:05,2019-03-14
1098,Delta Airlines,False,2019-03-02,LAX International Airport,Los Angeles,Economy,0,1,McCarran International Airport,Las Vegas,12:39,10:10,1,193,23:20,22:10,2019-03-14
1099,United Airlines,False,2019-03-02,LAX International Airport,Los Angeles,Economy,0,0,McCarran International Airport,Las Vegas,14:50,13:40,1,148,18:15,17:05,2019-03-14
1100,American Airlines,False,2019-03-03,JFK International Airport,New York,Premium Economy,0,0,Dulles International Airport,Washington,05:20,04:10,1,227,15:20,14:10,2019-03-14
1101,Delta Airlines,False,2019-03-03,JFK International Airport,New York,Premium Economy,0,0,Dulles International Airport,Washington,19:05,17:55,1,251,08:20,07:10,2019-03-14
1102,United Airlines,True,2019-03-03,JFK International Airport,New York,Premium Economy,0,0,Dulles International Airport,Washington,06:15,05:05,1,250,00:50,23:40,2019-03-14
1103,American Airlines,False,2019-03-03,SFO International Airport,San Francisco,Economy,0,0,McCarran International Airport,Las Vegas,08:25,06:50,3,173,07:00,05:25,2019-03-10
1104,Delta Airlines,False,2019-03-03,SFO International Airport,San Francisco,Economy,0,0,McCarran International Airport,Las Vegas,22:05,20:30,3,169,22:50,21:15,2019-03-10
1105,Southwest Airlines,False,2019-03-03,SFO International Airport,San Francisco,Economy,0,0,McCarran International Airport,Las Vegas,14:55,13:20,3,208,13:55,12:20,2019-03-10
1106,United Airlines,False,2019-03-03,SFO International Airport,San Francisco,Economy,0,1,McCarran International Airport,Las Vegas,17:55,16:20,3,263,18:15,15:05,2019-03-10
1107,American Airlines,False,2019-03-05,SFO International Airport,San Francisco,Economy,0,0,McCarran International Airport,Las Vegas,08:25,06:50,1,201,07:00,05:25,2019-03-14
1108,Delta Airlines,False,2019-03-05,SFO International Airport,San Francisco,Economy,0,0,McCarran International Airport,Las Vegas,22:05,20:30,1,186,22:50,21:15,2019-03-14
1109,Southwest Airlines,False,2019-03-05,SFO International Airport,San Francisco,Economy,0,0,McCarran International Airport,Las Vegas,14:55,13:20,1,184,21:00,19:25,2019-03-14
1110,United Airlines,False,2019-03-05,SFO International Airport,San Francisco,Economy,0,1,McCarran International Airport,Las Vegas,17:55,16:20,1,264,18:15,15:05,2019-03-14
1111,American Airlines,False,2019-03-02,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,05:20,04:10,2,158,14:40,13:30,2019-03-07
1112,Delta Airlines,False,2019-03-02,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,19:05,17:55,2,144,08:20,07:10,2019-03-07
1113,Southwest Airlines,False,2019-03-02,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:25,05:15,2,146,08:25,07:15,2019-03-07
1114,United Airlines,True,2019-03-02,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:15,05:05,2,162,00:50,23:40,2019-03-07
1115,American Airlines,False,2019-03-05,PHL International Airport,Philadelphia,Economy,0,1,Dulles International Airport,Washington,07:11,04:10,2,367,22:43,17:50,2019-03-12
1116,Southwest Airlines,False,2019-03-05,PHL International Airport,Philadelphia,Economy,0,1,Dulles International Airport,Washington,08:46,05:15,2,277,08:25,05:35,2019-03-12
1117,American Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,05:20,04:10,1,156,15:20,14:10,2019-03-09
1118,Delta Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,19:05,17:55,1,166,08:20,07:10,2019-03-09
1119,Southwest Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,15:25,14:15,1,173,08:25,07:15,2019-03-09
1120,United Airlines,True,2019-03-04,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:15,05:05,1,151,00:50,23:40,2019-03-09
1121,American Airlines,False,2019-03-01,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,14:10,13:00,1,160,14:40,13:30,2019-03-06
1122,Delta Airlines,False,2019-03-01,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,19:05,17:55,1,142,08:20,07:10,2019-03-06
1123,Southwest Airlines,False,2019-03-01,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:25,05:15,1,150,08:25,07:15,2019-03-06
1124,United Airlines,True,2019-03-01,JFK International Airport,New York,Economy,0,0,Dulles International Airport,Washington,06:15,05:05,1,160,00:50,23:40,2019-03-06
1125,American Airlines,False,2019-03-02,PHL International Airport,Philadelphia,Economy,0,1,Dulles International Airport,Washington,07:11,04:10,4,266,12:00,08:45,2019-03-11
1126,Southwest Airlines,False,2019-03-02,PHL International Airport,Philadelphia,Economy,0,1,Dulles International Airport,Washington,07:26,05:15,4,259,18:10,15:30,2019-03-11
1127,Delta Airlines,False,2019-03-02,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,07:11,06:20,1,110,05:11,04:20,2019-03-08
1128,Southwest Airlines,False,2019-03-02,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,21:11,20:20,1,122,16:21,15:30,2019-03-08
1129,United Airlines,False,2019-03-02,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,21:26,20:35,1,119,20:46,19:55,2019-03-08
1130,Delta Airlines,False,2019-03-01,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,07:11,06:20,3,116,05:11,04:20,2019-03-03
1131,American Airlines,True,2019-03-02,Heathrow International Airport,London,Economy,0,0,Hartsfield-Jackson International Airport,Atlanta,08:34,18:30,3,447,16:29,10:25,2019-03-11
1132,United Airlines,False,2019-03-02,Heathrow International Airport,London,Economy,0,1,Hartsfield-Jackson International Airport,Atlanta,21:07,06:05,3,675,19:41,09:30,2019-03-11
1133,American Airlines,True,2019-03-02,LAX International Airport,Los Angeles,Economy,0,1,JFK International Airport,New York,22:00,18:50,3,465,03:11,14:55,2019-03-11
1134,Delta Airlines,True,2019-03-02,LAX International Airport,Los Angeles,Economy,0,1,JFK International Airport,New York,21:30,18:20,3,475,05:46,17:30,2019-03-11
1135,Southwest Airlines,True,2019-03-02,LAX International Airport,Los Angeles,Economy,0,0,JFK International Airport,New York,01:50,22:40,3,337,15:00,05:50,2019-03-11
1136,United Airlines,False,2019-03-02,LAX International Airport,Los Angeles,Economy,0,1,JFK International Airport,New York,20:20,17:10,3,471,19:05,08:25,2019-03-11
1137,American Airlines,False,2019-03-06,JFK International Airport,New York,Economy,0,0,PHL International Airport,Philadelphia,09:36,08:45,1,108,08:46,07:55,2019-03-10
1138,Delta Airlines,False,2019-03-06,JFK International Airport,New York,Economy,0,0,PHL International Airport,Philadelphia,05:11,04:20,1,112,07:11,06:20,2019-03-10
1139,Southwest Airlines,False,2019-03-06,JFK International Airport,New York,Economy,0,0,PHL International Airport,Philadelphia,16:21,15:30,1,117,21:11,20:20,2019-03-10
1140,United Airlines,False,2019-03-06,JFK International Airport,New York,Economy,0,0,PHL International Airport,Philadelphia,20:46,19:55,1,105,21:26,20:35,2019-03-10
1141,Southwest Airlines,False,2019-03-04,PHL International Airport,Philadelphia,Economy,0,0,JFK International Airport,New York,19:26,18:35,1,119,16:21,15:30,2019-03-09
1142,American Airlines,True,2019-03-02,PDX International Airport,Portland,Economy,0,1,JFK International Airport,New York,15:28,09:15,1,603,05:31,16:45,2019-03-11
1143,Delta Airlines,True,2019-03-02,PDX International Airport,Portland,Economy,0,1,JFK International Airport,New York,00:58,18:40,1,588,08:20,19:30,2019-03-11
1144,Southwest Airlines,False,2019-03-02,PDX International Airport,Portland,Economy,0,1,JFK International Airport,New York,11:48,06:25,1,599,23:50,11:20,2019-03-11
1145,American Airlines,True,2019-03-01,Heathrow International Airport,London,Economy,0,1,Seattle-Tacoma International Airport,Seattle,09:39,10:35,1,772,20:42,06:55,2019-03-11
1146,Delta Airlines,True,2019-03-01,Heathrow International Airport,London,Economy,0,1,Seattle-Tacoma International Airport,Seattle,08:34,06:30,1,809,20:42,11:50,2019-03-11
1147,United Airlines,True,2019-03-01,Heathrow International Airport,London,Economy,0,1,Seattle-Tacoma International Airport,Seattle,11:34,10:45,1,782,16:30,09:30,2019-03-11
1148,Delta Airlines,True,2019-03-05,Kingsford Smith International Airport,Sydney,Economy,0,1,Seattle-Tacoma International Airport,Seattle,23:31,20:25,3,627,12:02,15:55,2019-03-14
1149,United Airlines,True,2019-03-05,Kingsford Smith International Airport,Sydney,Economy,0,1,Seattle-Tacoma International Airport,Seattle,16:02,10:45,3,673,18:16,23:55,2019-03-14
1150,American Airlines,True,2019-03-01,Charles de Gaulle International Airport,Paris,Economy,0,1,O'Hare International Airport,Chicago,11:23,09:50,1,665,15:16,12:20,2019-03-07
1151,Delta Airlines,True,2019-03-01,Charles de Gaulle International Airport,Paris,Economy,0,1,O'Hare International Airport,Chicago,14:22,16:05,1,559,08:51,05:55,2019-03-07
1152,American Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,Hartsfield-Jackson International Airport,Atlanta,13:32,11:10,1,244,22:17,19:55,2019-03-10
1153,Delta Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,Hartsfield-Jackson International Airport,Atlanta,22:17,19:55,1,269,15:47,13:25,2019-03-10
1154,Southwest Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,Hartsfield-Jackson International Airport,Atlanta,16:02,13:40,1,252,18:07,15:45,2019-03-10
1155,United Airlines,False,2019-03-04,JFK International Airport,New York,Economy,0,0,Hartsfield-Jackson International Airport,Atlanta,18:47,16:25,1,224,16:07,13:45,2019-03-10
1156,American Airlines,True,2019-03-03,Heathrow International Airport,London,Economy,0,1,SFO International Airport,San Francisco,08:02,05:00,1,772,12:41,02:00,2019-03-13
1157,Delta Airlines,True,2019-03-03,Heathrow International Airport,London,Economy,0,1,SFO International Airport,San Francisco,16:14,16:05,1,668,00:40,11:50,2019-03-13
1158,United Airlines,True,2019-03-03,Heathrow International Airport,London,Economy,0,1,SFO International Airport,San Francisco,08:02,06:30,1,779,22:07,09:30,2019-03-13
1159,American Airlines,False,2019-03-05,JFK International Airport,New York,Economy,0,1,YVR International Airport,Vancouver,15:00,01:30,1,637,15:47,09:15,2019-03-14
1160,Delta Airlines,True,2019-03-05,JFK International Airport,New York,Economy,0,1,YVR International Airport,Vancouver,03:11,10:15,1,681,15:47,09:50,2019-03-14
1161,United Airlines,True,2019-03-05,JFK International Airport,New York,Economy,0,1,YVR International Airport,Vancouver,08:20,18:55,1,643,18:46,09:00,2019-03-14
1162,Delta Airlines,True,2019-03-05,JFK International Airport,New York,Economy,0,1,YVR International Airport,Vancouver,03:11,10:15,3,681,15:47,09:50,2019-03-14
