,address,area,furnished,number_of_baths,number_of_beds,pets_allowed,phone_number,property_name,rent,visit_date
2511,1546 Maurice Lane,,False,1,1,True,408-818-0710,888 Golden Saratoga-Cupertino Apartment Homes,1600,2019-03-04
2512,2400 Shady Willow Lane,,False,3,4,True,925-240-8448,Arbor Ridge Apartments,4800,2019-03-05
2513,1510 Marina Vista,,False,3,4,True,650-341-3367,Edgewater Isle Senior Apartments,5200,2019-03-03
2514,27285 Manon Avenue,Hayward,True,2,3,False,510-783-2899,Orange Tree Apartments,4000,
2515,1725 B Street,Hayward,True,2,3,True,510-538-7360,Silk Oaks Apartments,3850,
2516,22800 Meridian Drive,,True,2,3,True,510-455-8869,City Centre,3700,2019-03-09
2517,5000 Owens Drive,Pleasanton,False,2,3,True,925-847-8844,Hacienda Commons Apartments,3950,
2518,240 Kottinger Drive,Pleasanton,False,3,3,True,925-846-0133,Kottinger Place Apartments-Seniors,4000,
2519,2323 Santa Rita Road,Pleasanton,False,2,3,False,925-462-5850,Santa Maria Apartments,3900,
2520,4031 Stanley Boulevard # 112,Pleasanton,False,2,3,True,925-462-6180,Stanley Junction Senior Apartments,3750,
2521,1552 East Gate Way,Pleasanton,False,3,3,False,844-839-6441,The Kensington,4100,
2522,1435 163rd Avenue #23,San Leandro,False,2,3,True,510-317-5914,Alderwood Apartments,3550,
2523,1475 167th Avenue,San Leandro,False,3,3,False,510-962-8120,Bermuda Garden Apartments,4100,
2524,13949 Doolittle Drive,San Leandro,False,2,3,False,510-352-8728,Bermuda-Trinidad Apartments,4000,
2525,14665 Washington Avenue,San Leandro,False,3,3,True,510-483-3707,Eden Roc Apartments,4350,
2526,888 Davis Street,San Leandro,False,3,3,True,510-562-5121,Gateway Apartments,4450,
2527,566 Estudillo Avenue,San Leandro,False,2,3,False,510-352-3224,Hale Apartments,4050,
2528,1713 164th Avenue #1,San Leandro,False,3,3,True,510-481-7575,Hilltop Trio Apartments,4200,
2529,4170 Springlake Drive,San Leandro,False,2,3,False,510-352-5900,Lakeside,3950,
2530,153 Haas Avenue # A,San Leandro,False,2,3,False,510-638-4476,Linvale Townhomes,3700,
2531,None,San Leandro,False,3,3,True,510-586-6396,Montair Apartments,3900,
2532,3329 Claremont Court,,False,1,1,True,707-578-1313,Brookside East Apartments,1850,2019-03-10
2533,732 East Evelyn Avenue,Sunnyvale,False,1,1,False,669-267-1020,Bristol Commons,1800,
2534,181 West Weddell Drive,Sunnyvale,False,1,1,False,408-734-0680,Plaza Studio Apartments,1850,
2535,6221 Montecito Boulevard,Santa Rosa,True,3,3,True,707-888-5505,Brush Creek Apartments,4000,
2536,1814 North Dutton Avenue # 25,Santa Rosa,False,3,3,True,707-542-1310,North Dutton Apartments,4150,
2537,2055 Range Avenue,Santa Rosa,False,3,3,True,707-600-3342,Parc Station Apartments,4250,
2538,1050 3rd Street,Santa Rosa,False,3,3,True,707-544-6766,Silvercrest Housing For Snrs,4400,
2539,6221 Montecito Boulevard,,True,3,3,True,707-888-5505,Brush Creek Apartments,4000,2019-03-08
2540,555 East El Camino Real,,False,3,3,False,408-738-0935,Arbor Terrace Apartments,4300,2019-03-07
2541,1056 Weldon Lane,Bay Point,False,1,2,True,925-458-6166,Mission Bay Apartments,2350,
2542,110 Bailey Road,Bay Point,False,1,2,False,925-458-6107,Willowbrook Apartments,2650,
2543,201 Harrison Street,San Francisco,False,3,3,False,415-543-1135,Baycrest,4400,
2544,530 Carter Street,San Francisco,False,3,3,True,415-584-4800,Carter Terrace,4000,
2545,296A Addison Street,San Francisco,False,3,3,True,415-334-2698,Diamond View Apartments,4350,
2546,655 John Muir Drive,San Francisco,False,3,3,True,415-239-4745,Lakewood Access Line,4450,
2547,511 John Muir Drive,San Francisco,False,3,3,False,415-859-9384,Lakewood Apartments,4450,
2548,5000 Hartnett Avenue,Richmond,False,2,3,True,510-237-5377,Crescent Park,3550,
2549,298 West Chanslor Avenue,Richmond,False,2,3,False,510-232-8908,Liberty Village Apartments,3600,
2550,680 South 37th Street,Richmond,False,2,3,True,510-215-1926,Monterey Pines,3850,
2551,5005 Montoya Avenue,Richmond,True,2,3,True,510-235-6341,Montoya Garden Apartments,3650,
2552,3449 Agate Drive,Santa Clara,False,2,3,False,408-296-7679,Shayla Apartments,4050,
2553,1435 163rd Avenue #23,,False,2,3,True,510-317-5914,Alderwood Apartments,3550,2019-03-07
2554,18 Clark Avenue,,True,3,3,True,707-894-3557,Cloverdale Garden Apartments,4050,2019-03-08
2555,1435 163rd Avenue #23,,False,2,3,True,510-317-5914,Alderwood Apartments,3550,2019-03-09
2556,888 North San Mateo Drive,San Mateo,False,1,1,True,650-340-0098,888 San Mateo,1500,
2557,25 McAker Court,San Mateo,False,1,1,True,650-286-9800,Pacific Gardens Townhouse,1800,
2558,651 North El Camino Real,San Mateo,False,1,1,True,650-343-9038,Park Royal Apartments,1900,
2559,2901 South El Camino Real,San Mateo,False,1,1,True,650-212-0935,Peninsula Station Apartments,1700,
2560,24 East Santa Inez Avenue,San Mateo,False,1,1,False,650-347-2008,Santa Inez Apartments,1700,
2561,3110 Casa De Campo,San Mateo,False,1,1,True,650-572-7180,Villa Serena,1650,
2562,5000 Hartnett Avenue,Richmond,False,1,1,True,510-237-5377,Crescent Park,1950,
2563,298 West Chanslor Avenue,Richmond,False,1,1,False,510-232-8908,Liberty Village Apartments,2050,
2564,680 South 37th Street,Richmond,False,1,1,True,510-215-1926,Monterey Pines,1850,
2565,2801 Pullman Ave,Richmond,False,1,1,True,510-232-3519,Pullman Point Apartments,1500,
2566,2601 Hilltop Drive,Richmond,False,1,1,False,510-455-8847,San Marcos,1950,
2567,121 West Macdonald Avenue,Richmond,False,1,1,False,510-237-6426,St. John'S Apartments,2050,
2568,2500 Deer Valley Road,San Rafael,False,2,3,True,415-479-4500,Deer Valley,3750,
2569,124 Merrydale Road,San Rafael,False,2,3,True,415-492-2180,Marin Garden Apartments,3550,
2570,55 Fairfax Street #27,,False,2,3,True,415-453-5531,Casa Vista Apartments,3500,2019-03-12
2571,7425 Camino Colegio # 61,Rohnert Park,False,3,4,True,707-792-0669,Park Meadows Apartments,4900,
2572,5121 Dowdell Avenue,Rohnert Park,False,3,4,True,707-820-2962,The Reserve At Rohnert Park,5200,
2573,600 Rohnert Park Expy West,Rohnert Park,False,3,4,True,844-853-8982,Windsor At Redwood Creek,4850,
2574,1290 San Tomas Aquino Road,,False,1,2,True,408-984-8888,Aegena,2650,2019-03-14
2575,14225 Lora Drive,,False,3,4,False,408-378-9472,Wedgewood Manor,5100,2019-03-12
2576,1756 Carmel Drive,Walnut Creek,False,1,2,True,925-301-9510,Carmel House,2800,
2577,1435 Creekside Drive,Walnut Creek,False,2,2,True,925-935-4614,Creekside Glen Apartments,2700,
2578,2150 Tice Valley Boulevard,Walnut Creek,False,1,2,True,925-943-1670,Tice Oaks Apartments,2700,
2579,1851 Trinity Avenue,Walnut Creek,False,1,2,True,925-256-4086,Trinity Terrace Apartments,2650,
2580,1755 Trinity Avenue # 1,Walnut Creek,False,2,2,True,925-935-6956,Walnut Hill Apartments,2950,
2581,2150 Tice Valley Boulevard,,False,1,2,True,925-943-1670,Tice Oaks Apartments,2500,2019-03-13
2582,401 Sherwood Drive,Sausalito,False,3,4,True,415-332-1208,Summit At Sausalito Apartments,5250,
2583,1395 North Lincoln Street,Dixon,True,1,2,True,888-820-0137,Lincoln Creek Apartments,2550,
2584,5 Hutchins Way,Novato,False,3,4,False,415-382-0801,Bay Vista,5100,
2585,1009 Green Oak Drive,Novato,False,3,4,False,415-883-3544,Hamilton Woods Apartments,4850,
2586,5 Hutchins Way,,False,3,4,False,415-382-0801,Bay Vista,5100,2019-03-06
2587,2415 Rinconada Drive,,False,1,1,False,408-516-4212,Almaden House,1750,2019-03-11
2588,20667 Forge Way,Cupertino,False,1,2,True,408-739-0870,Forge Homestead Apartments,2300,
2589,175 Calvert Drive,Cupertino,False,1,2,False,408-627-8259,Sage At Cupertino,2600,
2590,20800 Homestead Road,Cupertino,False,1,2,True,866-495-1855,The Markham Apartments,2450,
2591,20667 Forge Way,,False,1,2,True,408-739-0870,Forge Homestead Apartments,2300,2019-03-01
2592,1633 Marina Court,San Mateo,True,1,2,False,866-571-7179,Chesapeake Point Apartments,2700,
2593,420 North Bayshore Boulevard # 1,San Mateo,False,2,2,False,650-342-5708,Country Club Apartments,2800,
2594,2717 South Norfolk Street,San Mateo,False,1,2,False,650-729-1461,Lakeshore Landing,2800,
2595,651 North El Camino Real,San Mateo,False,1,2,True,650-343-9038,Park Royal Apartments,2500,
2596,24 East Santa Inez Avenue,San Mateo,False,2,2,False,650-347-2008,Santa Inez Apartments,3100,
2597,3110 Casa De Campo,San Mateo,True,2,2,True,650-572-7180,Sares-Regis Group,3250,
2598,1395 North Lincoln Street,Dixon,True,3,3,True,888-820-0137,Lincoln Creek Apartments,4150,
2599,430 Ellesmere Drive,Dixon,False,2,3,True,707-678-5080,Meadowood Village,3900,
2600,2290 California Street,,True,1,2,True,650-965-8290,Arbors At Mountain View,2700,2019-03-07
2601,150 Sierra Drive,Walnut Creek,False,2,2,False,925-945-1701,Affordable Housing Associates,2700,
2602,1200 Newell Hill Place,Walnut Creek,False,2,2,False,925-934-1117,Newell Vista Apartments,3250,
2603,1459 Creekside Drive,Walnut Creek,False,1,2,False,855-250-5961,The Retreat,2750,
2604,555 East El Camino Real,,False,3,4,False,408-738-0935,Arbor Terrace Apartments,4750,2019-03-01
2605,1001 Beethoven Common,,False,2,3,True,510-797-1800,Alborada Apartments,3900,2019-03-09
2606,4200 Bay Street,,False,2,2,False,510-455-8813,Briarwood At Central Park,3250,2019-03-02
2607,859 University Avenue,Los Gatos,True,3,3,False,408-395-1222,Casa Vasona Garden Apartments,4100,
2608,570 University Avenue # 1,Los Gatos,False,3,3,True,408-395-6244,Tamarack Apartments,4200,
2609,105 Forrest Avenue,Los Gatos,False,3,3,True,408-354-7514,Three Oaks Apartments,3950,
2610,14225 Lora Drive,Los Gatos,False,3,3,False,408-378-9472,Wedgewood Manor,3950,
2611,1501 Alamo Drive,Vacaville,False,2,3,False,707-448-3848,Alamo Garden Apartments,3850,
2612,1717 California Drive,Vacaville,True,2,3,False,707-448-7036,Rose Garden Senior Apartments,4000,
2613,624 Avalon Avenue,,True,2,2,True,707-620-5076,Avalon Apartments,3150,2019-03-09
2614,234 Soscol Avenue,,False,2,3,False,707-258-1370,Cadillac Flats Apartments,3550,2019-03-03
2615,1282 Mattox Road,,False,3,4,True,510-886-0385,Alpine Vista Apartments,5150,2019-03-08
2616,815 East Fremont Avenue,Sunnyvale,False,2,2,True,408-736-5183,Cambria Apartments,3100,
2617,678 Bellflower Avenue,Sunnyvale,False,2,2,True,408-735-9030,Charter Palm Town Homes,2800,
2618,130 Crescent Avenue,Sunnyvale,False,2,2,True,408-749-1060,Crescent Terrace Senior Apartments,3000,
2619,1220 North Fair Oaks Avenue,Sunnyvale,False,2,2,True,866-302-5606,Kensington Place Apartments,3250,
2620,1166 Sunnyvale Saratoga Road,Sunnyvale,False,2,2,True,408-736-7063,Sandlewood Apartments,3150,
2621,201 West California Avenue,Sunnyvale,False,1,2,True,408-733-4733,Sunnyvale Town Center Apartments,2750,
2622,1600 Buchanan Road,Antioch,True,2,3,True,925-750-8811,Buchanan Gardens,3550,
2623,2200 Sycamore Drive,Antioch,False,2,3,False,925-754-4488,Riverstone Apartments,3750,
2624,3101 Buchanan Road,Antioch,False,2,3,False,925-754-5455,Summerwood Apartments,3750,
2625,1200 East Hillsdale Boulevard,Foster City,False,3,3,True,650-532-9425,Water'S Edge,4250,
2626,2011 Doolittle Drive # A1,,False,3,4,False,510-357-6086,Doolittle Apartments,5000,2019-03-11
2627,2200 Monroe Street,Santa Clara,True,1,2,True,408-244-0900,Old Orchard,2350,
2628,900 Pepper Tree Lane,,False,2,3,True,866-472-2645,Alderwood Apartments,3650,2019-03-11
2629,215 Bayview Street,San Rafael,False,3,4,False,415-485-1140,215 Bayview Apartments,5200,
2630,124 Merrydale Road,San Rafael,False,3,4,True,415-492-2180,Marin Garden Apartments,5000,
2631,1747 Lincoln Avenue,San Rafael,False,3,4,True,415-453-0563,Park Hill Apartments,5100,
2632,99 Kendall Way,Windsor,False,2,2,False,707-578-8840,Esposti Park Apartments,2750,
2633,6697 Old Redwood Highway,Windsor,False,2,2,False,707-838-3131,Forest Winds Apartments,2800,
2634,1400 Technology Lane,Petaluma,True,3,4,True,707-775-3161,Azure At Lakeville Square Apartments,4850,
2635,1900 Sestri Lane,Petaluma,False,3,4,True,707-317-1020,Capri Creek Apartments,4850,
2636,5100 Vista Grande Dr,Antioch,True,1,1,True,925-755-4141,Cross Pointe,1500,
2637,3001 Kodiak Street,Antioch,True,1,1,True,925-754-3733,Hillcrest View Apartments,1950,
2638,4200 Appian Way,El Sobrante,False,1,2,True,510-669-1325,Courtyard Terrace,2700,
2639,5038 San Pablo Dam Road,El Sobrante,False,2,2,True,510-223-8373,Creekside Terrace Apartments,2850,
2640,4230 San Pablo Dam Road # B16,El Sobrante,False,1,2,False,510-223-4061,Redwood Manor Apartments,2700,
2641,1401 Red Hawk Circle,Fremont,True,1,1,True,510-494-9500,Mission Peaks,1950,
2642,40777 High Street,Fremont,True,1,1,False,510-651-9080,Pebble Creek Communities,1550,
2643,37950 Fremont Boulevard,Fremont,True,1,1,False,844-422-5116,Pentagon Apartments,1650,
2644,1265 Montecito Avenue,Mountain View,True,3,3,False,650-940-9349,Brookside Gardens,4250,
2645,439 Del Medio Avenue,Mountain View,False,2,3,False,650-948-6826,Franciscan Apartments,3800,
2646,375 Oaktree Drive,Mountain View,False,2,3,True,650-390-9450,Ginzton Terrace,3500,
2647,111 North Rengstorff Avenue,Mountain View,True,2,3,False,866-654-1645,Madrone Apartments,3900,
2648,1555 West Middlefield Road,Mountain View,True,3,3,False,650-964-8511,Meadowood Apartments,4300,
2649,1140 Castro Street # 25,Mountain View,False,3,3,False,650-961-6663,Miramonte Gardens,4050,
2650,460 North Shoreline Boulevard,Mountain View,False,2,3,True,650-966-1328,Shorebreeze Apartments,3850,
2651,505 Central Avenue,Mountain View,False,2,3,True,650-968-8384,Shoreline Village Apartments,3550,
2652,1909 Hackett Avenue #9,Mountain View,False,2,3,True,650-965-9222,Sierra Vista,3550,
2653,20 East Main Street,Los Gatos,True,2,3,True,408-831-7797,El Gato Penthouse,3800,
2654,226 Edelen Avenue,Los Gatos,False,2,3,True,408-313-1017,Los Gatos Heights Llc,4050,
2655,107 Oak Rim Court,Los Gatos,False,2,3,True,408-358-1541,Twelve Oaks Apartments,3700,
2656,2801 Summit Street,Oakland,False,2,2,True,510-452-2471,Summit Crest Apartments,3250,
2657,2801 Summit Street,,False,2,2,True,510-452-2471,Summit Crest Apartments,3250,2019-03-13
2658,486 Morello Avenue,Martinez,False,1,1,False,925-228-0760,Muir Creek Apartments,1500,
2659,1241 Arnold Drive,Martinez,False,1,1,True,925-372-8078,Muir Park Condominiums,2000,
2660,3883 Vista Oaks Drive,Martinez,False,1,1,False,833-755-3332,Vista Oaks Apartments,1950,
2661,3880 Callan Boulevard,South San Francisco,False,1,1,True,650-278-4660,Skyline View Apartments,1850,
2662,671 West A Street,Hayward,False,3,3,True,510-784-0866,Olive Tree Plaza,4450,
2663,605 Orchard Avenue,Hayward,False,3,3,True,510-886-1055,Park Orchard Apartments,4200,
2664,26030 Gading Road # 41,Hayward,False,2,3,True,510-732-9475,Ponderosa Apartments,3950,
2665,23976 2nd Street,Hayward,False,2,3,True,510-733-2631,Terrace Towers,3700,
2666,22815 Vermont Street,Hayward,False,3,3,True,510-538-6730,Vermont Hills,4200,
2667,44 Harder Road,Hayward,False,2,3,True,510-582-1567,Woodlark Apartments,3700,
2668,3770 Flora Vista Avenue,,False,2,2,True,888-743-1851,Boardwalk Apartments,2750,2019-03-06
2669,2751 Peppertree Drive,Fairfield,False,1,2,False,707-366-0839,Berkshire Laurel Creek,2400,
2670,320 East Tabor Avenue,Fairfield,False,1,2,False,707-422-2850,Blue Sky Apartments,2400,
2671,1917 Grande Circle,Fairfield,False,1,2,False,707-434-8983,Fairfield Heights,2650,
2672,855 East Tabor Avenue,Fairfield,True,1,2,False,707-439-8195,Groves At East Tabor,2600,
2673,201 East Alaska Avenue,Fairfield,True,1,2,False,707-425-7037,Laurel Gardens Apartments,2700,
2674,2800 Dover Avenue,Fairfield,False,1,2,True,707-426-0265,Paradise Valley Apartments,2750,
2675,1111 Alaska Avenue,Fairfield,False,1,2,False,707-388-8461,Park Viva,2400,
2676,2215 Peach Tree Drive,Fairfield,False,1,2,False,707-427-3396,Peachwood Apartments,2850,
2677,416 Boynton Avenue,San Jose,False,2,3,True,408-246-5509,Boynton Brooks Apartments,3700,
2678,1405 Phelps Avenue,San Jose,False,2,3,False,408-866-6111,Campbell House Apartments,3700,
2679,2036 Evans Lane,San Jose,False,2,3,False,408-264-0784,Catalonia Apartments,3900,
2680,3052 Colonial Way # 9,San Jose,False,2,3,False,408-866-6610,Colonial House Apartments,4000,
2681,1585 Marburg Way # 4,,False,2,3,True,408-926-3999,Ann Darling Apartments,3550,2019-03-13
2682,732 East Evelyn Avenue,Sunnyvale,False,2,2,False,669-267-1020,Bristol Commons,2900,
2683,135 Acalanes Drive,Sunnyvale,False,2,2,False,650-965-1671,Casa Del Sol Apartments,2950,
2684,1234 Sunnyvale Saratoga Road # 9,Sunnyvale,False,2,2,False,408-737-2424,Chatelaine Apartments,2900,
2685,555 East Washington Avenue,,True,3,3,False,833-630-9835,Heritage Park Apartments,3950,2019-03-13
2686,2000 Clay Bank Road,Fairfield,False,2,2,True,707-881-7063,Avery Park Apartments,2800,
2687,201 Pennsylvania Avenue,Fairfield,False,2,2,True,707-421-2155,Fairfield Vista Apartments,3250,
2688,651 East Travis Boulevard,Fairfield,False,2,2,True,707-429-1778,Orchard Crossing Apartments,2750,
2689,2323 Fairfield Avenue,Fairfield,False,2,2,True,707-410-6301,Park Haven Apartments,3250,
2690,2376 Fairfield Avenue,Fairfield,False,2,2,True,707-425-1199,Willow Brook Apartments,3050,
2691,2000 Clay Bank Road,,False,2,2,True,707-881-7063,Avery Park Apartments,2800,2019-03-13
2692,2300 Lancaster Drive,Richmond,True,3,4,True,510-222-2705,Baycliff Apartments,4850,
2693,750 Sylvan Avenue,Mountain View,True,2,3,True,650-961-4697,Sylvan Square Apartments,3700,
2694,2326 California Street,Mountain View,True,2,3,True,650-968-3379,The Californian Apartments,3600,
2695,1265 Montecito Avenue,,True,2,3,False,650-940-9349,Brookside Gardens,4050,2019-03-10
2696,500 Copperset Road,San Ramon,True,1,2,True,925-968-1175,Falcon Bridge,2800,
2697,2000 Bellas Artes Circle,San Ramon,False,1,2,True,925-736-9120,Seville Apartments,2450,
2698,125 Cedar Pointe Loop,San Ramon,False,1,2,False,925-833-1813,The Seasons,2650,
2699,234 Soscol Avenue,Napa,False,3,3,False,707-258-1370,Cadillac Flats Apartments,4350,
2700,234 Soscol Avenue,,False,3,3,False,707-258-1370,Cadillac Flats Apartments,4350,2019-03-02
2701,24545 Amador Street,Hayward,False,1,1,True,510-400-7700,Jackson Arms Apartments,1800,
2702,28955 Mission Boulevard,Hayward,False,1,1,True,510-537-5604,Mission Bay Condos,1900,
2703,1546 Maurice Lane,,False,3,3,True,408-818-0710,888 Golden Saratoga-Cupertino Apartment Homes,4450,2019-03-07
2704,201 East Alaska Avenue,Fairfield,True,2,2,False,707-425-7037,Laurel Gardens Apartments,2700,
2705,2751 Peppertree Drive,,False,1,2,False,707-366-0839,Berkshire Laurel Creek,2400,2019-03-11
2706,1425 Oregon Street,Berkeley,True,2,3,True,510-848-8554,Oregon Park Senior Apartments,3850,
2707,2017 Stuart Street,Berkeley,False,3,3,True,510-841-4595,Savo Island Cooperative Homes,4000,
2708,1425 Oregon Street,,True,2,3,True,510-848-8554,Oregon Park Senior Apartments,3850,2019-03-06
2709,2580 Fontaine Road,San Jose,False,2,2,False,408-238-0841,Casa Real Apartments,3200,
2710,1200 Ranchero Way,San Jose,False,2,2,False,408-241-1146,Charter Court Apartments,3050,
2711,3052 Colonial Way # 9,San Jose,False,2,2,False,408-866-6610,Colonial House Apartments,3000,
2712,4900 Canada Valley Road,Antioch,False,1,2,True,925-754-2900,Bella Rose Apartments,2750,
2713,2800 Gentrytown Drive,Antioch,False,1,2,True,925-754-1910,Parkview Village Apartments,2600,
2714,1400 A Street,,False,2,2,True,925-706-0874,Antioch Rivertown Senior Housing,3150,2019-03-10
2715,1290 San Tomas Aquino Road,,False,2,3,True,408-984-8888,Aegena,3500,2019-03-14
2716,755 East Capitol Avenue,Milpitas,False,3,3,False,408-586-9001,Crossing At Montague Apartments,4200,
2717,231 Dixon Landing Road,Milpitas,True,2,3,True,408-262-3223,Spinnaker Pointe Apartments,3750,
2718,186 Beresford Court,Milpitas,False,3,3,False,408-946-9034,Terrace Gardens,3900,
2719,231 Dixon Landing Road,,True,2,3,True,408-262-3223,Spinnaker Pointe Apartments,3750,2019-03-08
2720,16077 Ashland Avenue,San Lorenzo,False,1,1,True,510-278-4411,Bayfair Apartments,2050,
2721,"w, 16450 Kent Avenue",San Lorenzo,True,1,1,True,510-317-9150,Kent Gardens,1700,
2722,16201 Hesperian Boulevard,San Lorenzo,False,1,1,True,510-344-6316,Lorenzo Commons Apartments,1850,
2723,16215 Via Arriba,San Lorenzo,False,1,1,True,510-276-1711,Sovereign Square Apartments,1850,
2724,16201 Hesperian Boulevard,,False,1,1,True,510-344-6316,Lorenzo Commons Apartments,1850,2019-03-02
2725,707 Continental Circle,,False,1,2,False,833-278-0054,Americana,2750,2019-03-11
2726,3051 Colonial Way,San Jose,False,2,3,True,408-866-8444,Colonial Way Apartments,3700,
2727,2600 Corde Terra Circle,San Jose,False,3,3,True,408-298-9988,Corde Terra Apartments,4050,
2728,978 Almaden Lake Drive,,False,3,3,True,408-323-8020,Almaden Lake Apartments,4050,2019-03-08
2729,100 Kings Circle,,False,3,3,True,707-894-2961,King'S Valley,4100,2019-03-07
2730,40 Valle Vista Avenue,,True,1,1,True,707-642-7231,Solano Vista Senior Apartments,1900,2019-03-09
2731,16530 Monterey Road,Morgan Hill,False,1,2,False,408-779-1004,Jasmine Square Apartments,2450,
2732,782 San Pedro Lane,Morgan Hill,False,2,2,False,408-779-4465,Las Casas De San Pedro Apartments,2800,
2733,16945 Del Monte Avenue,Morgan Hill,True,2,2,True,408-779-8986,Monte Vista At Morgan Hill,2750,
2734,18300 Carriage Drive,Morgan Hill,False,1,2,False,408-779-9325,Quail Ridge Apartments,2750,
2735,16480 Del Monte Avenue,Morgan Hill,False,2,2,True,408-779-4361,Village Avante,2800,
2736,16530 Monterey Road,,False,1,2,False,408-779-1004,Jasmine Square Apartments,2450,2019-03-07
2737,3051 Colonial Way,San Jose,False,2,2,True,408-866-8444,Colonial Way Apartments,2700,
2738,1800 Stokes Street,San Jose,False,2,2,True,408-289-8080,Creekside Apartments,3200,
2739,1221 Blossom Hill Road,San Jose,False,2,2,True,408-978-9618,Driftwood Arms Apartments,2700,
2740,6184 Cottle Road,San Jose,True,2,2,True,408-225-8648,Foothill Apartments,2950,
2741,1250 Foxdale Loop,San Jose,False,2,2,True,408-251-1142,Foxdale Village Apartments,3200,
2742,1585 Marburg Way # 4,,False,2,2,True,408-926-3999,Ann Darling Apartments,3100,2019-03-05
2743,3819 East Avenue,,False,3,3,False,844-412-5121,Briarwood Apartments,4100,2019-03-11
2744,1518 Hill Road,Novato,False,2,2,True,415-897-0311,Hill Valley Apartments,2850,
2745,1518 Hill Road,,False,2,2,True,415-897-0311,Hill Valley Apartments,2850,2019-03-08
2746,1100 Market Street,,True,1,1,False,510-832-2249,Beth Eden Apartments,1800,2019-03-13
2747,265 N Rengstorff Ave,Mountain View,False,2,3,True,650-321-1000,Vrent - Oak View Apartments,3800,
2748,375 Oaktree Drive,,False,2,3,True,650-390-9450,Ginzton Terrace,3500,2019-03-03
2749,40001 Fremont Boulevard,,False,1,1,True,510-455-8815,Boulevard,1850,2019-03-08
2750,732 East Evelyn Avenue,,False,2,2,False,669-267-1020,Bristol Commons,2900,2019-03-12
2751,950 Podva Road,,False,1,2,True,925-314-3003,Sequoia Grove Of Danville,2350,2019-03-07
2752,2000 Clay Bank Road,,False,2,3,True,707-881-7063,Avery Park Apartments,3750,2019-03-11
2753,1010 Power Avenue,Pittsburg,False,2,3,True,925-439-5655,Belmont Apartment Homes,3850,
2754,771 Black Diamond Street,Pittsburg,False,2,3,True,925-427-6600,Siena Court Apartments,3500,
2755,101 Leland Lane,Pittsburg,False,2,3,True,925-427-5397,Villa Serena Apartments,4050,
2756,3225 Harbor Street,Pittsburg,False,3,3,True,925-432-0333,Fox Creek Apartments,4100,
2757,500 Loveridge Circle,Pittsburg,False,3,3,True,925-427-2202,Portofino Apartments,4200,
2758,200 Presidio Lane,Pittsburg,True,3,3,True,925-432-9922,Presidio Village Senior Housing,4450,
2759,241 West Buchanan Road,Pittsburg,False,3,3,True,925-427-1225,Woodland Hills Apartments,4100,
2760,3225 Harbor Street,,False,3,3,True,925-432-0333,Fox Creek Apartments,4100,2019-03-02
2761,3500 Pennsylvania Avenue # 101,Fremont,False,3,4,False,510-943-8264,Birchwood Apartments,4700,
2762,36163 Fremont Boulevard,Fremont,False,3,4,False,510-793-1621,Brookvale Chateau,4850,
2763,46703 Crawford Street # 2,Fremont,False,3,4,False,510-651-5292,Crawford Apartments,4750,
2764,"Leasing Office, 6600 Montecito Boulevard",Santa Rosa,False,2,3,True,707-538-1516,Montecito Pines Apartments,4050,
2765,1521 Range Avenue # 5,Santa Rosa,False,2,3,False,833-336-3062,Oaks Apartments,3750,
2766,2002 Pinercrest Drive,Santa Rosa,False,2,3,False,707-579-3424,Orchard West Senior Apartments,3850,
2767,1265 Pacific Avenue # 3,Santa Rosa,False,2,3,True,707-579-0787,Pacific Garden Apartments,4050,
2768,2389 McBride Lane,Santa Rosa,False,2,3,True,707-579-5605,Park Villa Apartments,3900,
2769,2001 Range Avenue,Santa Rosa,False,2,3,False,707-578-1150,Pine Creek Properties,3600,
2770,6221 Montecito Boulevard,,True,2,3,True,707-888-5505,Brush Creek Apartments,3950,2019-03-08
2771,1107 Porter Street,,False,1,2,False,855-890-5508,Bay Village Apartments,2700,2019-03-12
2772,6221 Montecito Boulevard,,True,2,3,True,707-888-5505,Brush Creek Apartments,3950,2019-03-06
2773,2225 Sharon Road,Menlo Park,False,3,4,False,650-854-8661,Country Sharon Apartments,5250,
2774,1028 Middle Avenue,Menlo Park,True,3,4,False,650-325-2411,Middle Park Apartments,4800,
2775,565 Willow Road # 24,Menlo Park,False,3,4,True,650-325-9389,Willow Manor,4850,
2776,2225 Sharon Road,,False,3,4,False,650-854-8661,Country Sharon Apartments,5250,2019-03-11
2777,1435 163rd Avenue #23,San Leandro,False,2,2,True,510-317-5914,Alderwood Apartments,2950,
2778,2777 Marina Boulevard,San Leandro,True,1,2,True,510-352-4659,Marina Plaza Apartments,2550,
2779,1275 Pacific Avenue # 8,San Leandro,False,1,2,True,510-636-9727,Pacific Apartments,2650,
2780,900 143rd Avenue,San Leandro,True,2,2,True,510-898-6076,Parkside Commons Apartments,2700,
2781,1511 163rd Avenue,San Leandro,False,1,2,False,510-276-2693,Quail Run Apartments,2350,
2782,2600 San Leandro Boulevard,San Leandro,False,2,2,False,510-357-7131,San Leandro Racquet Club,3000,
2783,1444 164th Avenue,San Leandro,False,1,2,True,510-481-0945,Snooty Fox Apartments,2500,
2784,235 Haas Avenue,San Leandro,False,2,2,False,510-569-5919,Woodside Apartments,3050,
2785,1300 Kentwood Lane,,False,2,2,False,510-481-2565,Ashland Village Apartments,2900,2019-03-06
