,airlines,departure_date,destination_airport,destination_city,number_stops,origin_airport,origin_city,outbound_arrival_time,outbound_departure_time,passengers,price,refundable,seating_class,inbound_arrival_time,inbound_departure_time,return_date
5400,Delta Airlines,2019-03-07,PDX International Airport,Portland,1,LAX International Airport,Los Angeles,14:03,09:15,1,205,False,Economy,13:20,08:45,2019-03-12
5401,American Airlines,2019-03-06,JFK International Airport,New York,0,SFO International Airport,San Francisco,05:56,20:30,1,205,False,Economy,20:11,16:45,2019-03-11
5402,United Airlines,2019-03-05,PDX International Airport,Portland,1,O'Hare International Airport,Chicago,19:00,12:45,1,290,False,Economy,14:55,07:15,2019-03-13
5403,American Airlines,2019-03-01,PDX International Airport,Portland,1,LAX International Airport,Los Angeles,14:03,09:30,2,230,False,Economy,11:02,06:00,2019-03-14
5404,Southwest Airlines,2019-03-06,JFK International Airport,New York,1,LAX International Airport,Los Angeles,23:44,13:00,2,297,False,Economy,13:20,06:30,2019-03-10
5405,United Airlines,2019-03-07,O'Hare International Airport,Chicago,1,YVR International Airport,Vancouver,14:36,03:15,1,326,False,Economy,19:49,12:45,2019-03-12
5406,Delta Airlines,2019-03-05,LAX International Airport,Los Angeles,1,PDX International Airport,Portland,23:55,20:00,1,210,False,Economy,14:13,09:15,2019-03-08
5407,American Airlines,2019-03-03,Hartsfield-Jackson International Airport,Atlanta,0,JFK International Airport,New York,13:42,11:20,1,129,True,Economy,08:47,06:25,2019-03-06
5408,Delta Airlines,2019-03-03,Hartsfield-Jackson International Airport,Atlanta,0,JFK International Airport,New York,13:47,11:25,1,133,False,Economy,18:02,15:40,2019-03-06
5409,Southwest Airlines,2019-03-03,Hartsfield-Jackson International Airport,Atlanta,1,JFK International Airport,New York,01:11,21:50,1,171,False,Economy,11:42,09:20,2019-03-06
5410,United Airlines,2019-03-03,Hartsfield-Jackson International Airport,Atlanta,0,JFK International Airport,New York,10:42,08:20,1,143,False,Economy,15:12,12:50,2019-03-06
5411,United Airlines,2019-03-03,Hartsfield-Jackson International Airport,Atlanta,0,JFK International Airport,New York,10:42,08:20,2,143,False,Economy,15:12,12:50,2019-03-06
5412,American Airlines,2019-03-08,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,07:55,06:30,1,106,False,Economy,17:15,15:50,2019-03-10
5413,Southwest Airlines,2019-03-08,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,23:45,22:20,1,110,False,Economy,14:15,12:50,2019-03-10
5414,United Airlines,2019-03-08,SFO International Airport,San Francisco,1,LAX International Airport,Los Angeles,11:30,08:05,1,151,False,Economy,10:40,09:15,2019-03-10
5415,American Airlines,2019-03-05,Heathrow International Airport,London,1,LAX International Airport,Los Angeles,10:14,08:30,1,342,False,Economy,20:54,15:05,2019-03-13
5416,Delta Airlines,2019-03-05,Heathrow International Airport,London,1,LAX International Airport,Los Angeles,07:34,09:20,1,408,False,Economy,15:17,08:00,2019-03-13
5417,American Airlines,2019-03-05,Heathrow International Airport,London,1,LAX International Airport,Los Angeles,10:14,08:30,2,342,False,Economy,20:54,15:05,2019-03-13
5418,United Airlines,2019-03-02,PDX International Airport,Portland,0,Seattle-Tacoma International Airport,Seattle,05:13,04:15,4,72,False,Economy,23:43,22:45,2019-03-11
5419,Alaska Airlines,2019-03-03,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,19:15,17:50,1,101,False,Economy,21:45,20:20,2019-03-06
5420,American Airlines,2019-03-03,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,07:55,06:30,1,105,False,Economy,17:15,15:50,2019-03-06
5421,Southwest Airlines,2019-03-03,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,23:45,22:20,1,106,False,Economy,14:15,12:50,2019-03-06
5422,American Airlines,2019-03-05,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,08:47,06:25,1,147,True,Economy,13:42,11:20,2019-03-14
5423,Delta Airlines,2019-03-05,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,11:42,09:20,1,146,False,Economy,09:42,07:20,2019-03-14
5424,Southwest Airlines,2019-03-05,JFK International Airport,New York,1,Hartsfield-Jackson International Airport,Atlanta,11:42,09:20,1,175,False,Economy,01:11,21:50,2019-03-14
5425,United Airlines,2019-03-05,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,15:12,12:50,1,140,False,Economy,10:42,08:20,2019-03-14
5426,American Airlines,2019-03-01,Heathrow International Airport,London,1,SFO International Airport,San Francisco,06:37,07:05,1,385,False,Economy,23:45,15:05,2019-03-04
5427,United Airlines,2019-03-01,Heathrow International Airport,London,1,SFO International Airport,San Francisco,06:37,05:50,1,412,False,Economy,09:31,00:25,2019-03-04
5428,American Airlines,2019-03-05,Charles de Gaulle International Airport,Paris,1,O'Hare International Airport,Chicago,22:06,05:10,1,333,False,Economy,20:22,04:05,2019-03-08
5429,Delta Airlines,2019-03-05,Charles de Gaulle International Airport,Paris,0,O'Hare International Airport,Chicago,11:36,18:40,1,256,False,Economy,02:16,23:20,2019-03-08
5430,Alaska Airlines,2019-03-08,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,20:35,19:10,1,102,False,Economy,19:15,17:50,2019-03-13
5431,American Airlines,2019-03-08,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,17:15,15:50,1,99,False,Economy,07:55,06:30,2019-03-13
5432,Southwest Airlines,2019-03-08,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,14:15,12:50,1,114,False,Economy,23:45,22:20,2019-03-13
5433,United Airlines,2019-03-08,LAX International Airport,Los Angeles,1,SFO International Airport,San Francisco,10:40,09:15,1,142,False,Economy,11:30,08:05,2019-03-13
5434,Alaska Airlines,2019-03-08,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,20:35,19:10,4,102,False,Economy,19:15,17:50,2019-03-13
5435,American Airlines,2019-03-08,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,17:15,15:50,4,99,False,Economy,07:55,06:30,2019-03-13
5436,Southwest Airlines,2019-03-08,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,14:15,12:50,4,114,False,Economy,23:45,22:20,2019-03-13
5437,United Airlines,2019-03-08,LAX International Airport,Los Angeles,1,SFO International Airport,San Francisco,10:40,09:15,4,142,False,Economy,11:30,08:05,2019-03-13
5438,American Airlines,2019-03-05,YVR International Airport,Vancouver,1,LAX International Airport,Los Angeles,20:12,15:05,1,193,False,Economy,02:04,23:00,2019-03-11
5439,Delta Airlines,2019-03-05,YVR International Airport,Vancouver,0,LAX International Airport,Los Angeles,13:59,10:55,1,140,False,Economy,06:24,03:20,2019-03-11
5440,American Airlines,2019-03-04,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,17:54,16:40,2,89,True,Economy,20:29,19:15,2019-03-09
5441,Southwest Airlines,2019-03-04,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,19:59,18:45,2,89,True,Economy,16:24,15:10,2019-03-09
5442,United Airlines,2019-03-04,McCarran International Airport,Las Vegas,0,SAN International Airport,San Diego,15:34,14:20,2,93,False,Economy,10:49,09:35,2019-03-09
5443,Delta Airlines,2019-03-12,YVR International Airport,Vancouver,1,Hartsfield-Jackson International Airport,Atlanta,18:01,15:20,2,249,False,Economy,14:56,02:50,2019-03-14
5444,United Airlines,2019-03-12,YVR International Airport,Vancouver,1,Hartsfield-Jackson International Airport,Atlanta,11:11,06:15,2,277,False,Economy,11:56,03:15,2019-03-14
5445,Delta Airlines,2019-03-03,LAX International Airport,Los Angeles,0,YVR International Airport,Vancouver,06:24,03:20,1,219,False,Premium Economy,13:59,10:55,2019-03-10
5446,American Airlines,2019-03-04,Heathrow International Airport,London,1,O'Hare International Airport,Chicago,06:04,04:30,1,342,False,Economy,18:34,14:05,2019-03-14
5447,Delta Airlines,2019-03-04,Heathrow International Airport,London,1,O'Hare International Airport,Chicago,06:37,09:15,1,313,False,Economy,12:29,08:00,2019-03-14
5448,United Airlines,2019-03-04,Heathrow International Airport,London,0,O'Hare International Airport,Chicago,03:14,12:45,1,269,False,Economy,01:09,20:40,2019-03-14
5449,American Airlines,2019-03-04,Heathrow International Airport,London,1,O'Hare International Airport,Chicago,06:04,04:30,4,342,False,Economy,18:34,14:05,2019-03-14
5450,American Airlines,2019-03-04,O'Hare International Airport,Chicago,0,PHL International Airport,Philadelphia,11:21,10:10,1,129,False,Economy,21:51,18:40,2019-03-07
5451,Delta Airlines,2019-03-04,O'Hare International Airport,Chicago,0,PHL International Airport,Philadelphia,13:31,12:20,1,123,False,Economy,00:51,21:40,2019-03-07
5452,Southwest Airlines,2019-03-04,O'Hare International Airport,Chicago,0,PHL International Airport,Philadelphia,21:46,20:35,1,128,False,Economy,00:16,21:05,2019-03-07
5453,United Airlines,2019-03-04,O'Hare International Airport,Chicago,1,PHL International Airport,Philadelphia,07:19,04:45,1,182,False,Economy,19:46,15:15,2019-03-07
5454,American Airlines,2019-03-08,Sky Harbor International Airport,Phoenix,1,Seattle-Tacoma International Airport,Seattle,13:38,08:15,1,256,False,Economy,10:36,06:15,2019-03-10
5455,Delta Airlines,2019-03-08,Sky Harbor International Airport,Phoenix,1,Seattle-Tacoma International Airport,Seattle,13:38,08:45,1,268,False,Economy,17:06,11:55,2019-03-10
5456,United Airlines,2019-03-08,Sky Harbor International Airport,Phoenix,1,Seattle-Tacoma International Airport,Seattle,10:35,05:30,1,222,False,Economy,23:43,18:10,2019-03-10
5457,United Airlines,2019-03-08,Sky Harbor International Airport,Phoenix,1,Seattle-Tacoma International Airport,Seattle,10:35,05:30,2,222,False,Economy,23:43,18:10,2019-03-10
5458,American Airlines,2019-03-04,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,13:40,12:15,3,172,False,Premium Economy,07:55,06:30,2019-03-07
5459,Southwest Airlines,2019-03-04,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,08:10,06:45,3,148,False,Premium Economy,00:50,23:25,2019-03-07
5460,Delta Airlines,2019-03-02,YVR International Airport,Vancouver,1,JFK International Airport,New York,11:11,06:00,1,324,False,Economy,05:25,12:20,2019-03-05
5461,United Airlines,2019-03-02,YVR International Airport,Vancouver,1,JFK International Airport,New York,14:56,08:20,1,352,False,Economy,06:46,18:05,2019-03-05
5462,American Airlines,2019-03-05,Hartsfield-Jackson International Airport,Atlanta,1,SFO International Airport,San Francisco,01:24,15:50,1,230,False,Economy,14:06,11:40,2019-03-14
5463,Delta Airlines,2019-03-05,Hartsfield-Jackson International Airport,Atlanta,0,SFO International Airport,San Francisco,18:31,10:05,1,191,False,Economy,15:16,12:50,2019-03-14
5464,Southwest Airlines,2019-03-05,Hartsfield-Jackson International Airport,Atlanta,1,SFO International Airport,San Francisco,17:19,06:45,1,256,False,Economy,08:56,06:30,2019-03-14
5465,United Airlines,2019-03-05,Hartsfield-Jackson International Airport,Atlanta,0,SFO International Airport,San Francisco,18:41,10:15,1,195,False,Economy,17:26,15:00,2019-03-14
5466,American Airlines,2019-03-10,LAX International Airport,Los Angeles,0,Benito Juarez International Airport,Mexico City,09:25,08:05,2,164,False,Economy,20:05,14:45,2019-03-13
5467,Delta Airlines,2019-03-03,YVR International Airport,Vancouver,1,Hartsfield-Jackson International Airport,Atlanta,20:12,12:50,1,290,False,Economy,14:56,02:50,2019-03-10
5468,American Airlines,2019-03-07,LAX International Airport,Los Angeles,1,JFK International Airport,New York,19:57,15:40,1,263,False,Economy,03:30,18:20,2019-03-12
5469,American Airlines,2019-03-06,O'Hare International Airport,Chicago,1,LAX International Airport,Los Angeles,14:55,05:20,1,251,False,Economy,07:02,04:30,2019-03-14
5470,Delta Airlines,2019-03-06,O'Hare International Airport,Chicago,0,LAX International Airport,Los Angeles,20:12,13:40,1,181,False,Economy,01:47,23:15,2019-03-14
5471,Southwest Airlines,2019-03-06,O'Hare International Airport,Chicago,1,LAX International Airport,Los Angeles,13:52,07:20,1,248,False,Economy,15:24,08:35,2019-03-14
5472,American Airlines,2019-03-06,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,08:47,06:25,1,129,True,Economy,13:42,11:20,2019-03-08
5473,Delta Airlines,2019-03-06,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,18:02,15:40,1,139,False,Economy,13:47,11:25,2019-03-08
5474,United Airlines,2019-03-06,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,15:12,12:50,1,146,False,Economy,21:47,19:25,2019-03-08
5475,American Airlines,2019-03-05,Sky Harbor International Airport,Phoenix,1,SFO International Airport,San Francisco,12:49,08:10,1,167,False,Economy,08:22,06:15,2019-03-10
5476,Delta Airlines,2019-03-05,Sky Harbor International Airport,Phoenix,0,SFO International Airport,San Francisco,07:57,05:50,1,138,False,Economy,14:02,11:55,2019-03-10
5477,Southwest Airlines,2019-03-05,Sky Harbor International Airport,Phoenix,0,SFO International Airport,San Francisco,01:17,23:10,1,121,False,Economy,21:22,19:15,2019-03-10
5478,United Airlines,2019-03-05,Sky Harbor International Airport,Phoenix,0,SFO International Airport,San Francisco,16:22,14:15,1,134,False,Economy,19:17,17:10,2019-03-10
5479,American Airlines,2019-03-05,Sky Harbor International Airport,Phoenix,1,SFO International Airport,San Francisco,12:49,08:10,4,167,False,Economy,08:22,06:15,2019-03-10
5480,Delta Airlines,2019-03-05,Sky Harbor International Airport,Phoenix,0,SFO International Airport,San Francisco,07:57,05:50,4,138,False,Economy,14:02,11:55,2019-03-10
5481,Southwest Airlines,2019-03-05,Sky Harbor International Airport,Phoenix,0,SFO International Airport,San Francisco,01:17,23:10,4,121,False,Economy,21:22,19:15,2019-03-10
5482,United Airlines,2019-03-05,Sky Harbor International Airport,Phoenix,0,SFO International Airport,San Francisco,16:22,14:15,4,134,False,Economy,19:17,17:10,2019-03-10
5483,American Airlines,2019-03-09,Heathrow International Airport,London,1,JFK International Airport,New York,00:49,05:25,1,368,False,Economy,00:19,14:05,2019-03-13
5484,United Airlines,2019-03-09,Heathrow International Airport,London,1,JFK International Airport,New York,10:14,14:40,1,282,False,Economy,04:47,00:25,2019-03-13
5485,United Airlines,2019-03-09,Heathrow International Airport,London,1,JFK International Airport,New York,10:14,14:40,2,282,False,Economy,04:47,00:25,2019-03-13
5486,Delta Airlines,2019-03-09,Hartsfield-Jackson International Airport,Atlanta,1,YVR International Airport,Vancouver,14:56,02:50,1,245,False,Economy,18:01,15:20,2019-03-12
5487,United Airlines,2019-03-09,Hartsfield-Jackson International Airport,Atlanta,1,YVR International Airport,Vancouver,11:56,03:15,1,270,False,Economy,11:11,06:15,2019-03-12
5488,Alaska Airlines,2019-03-03,Seattle-Tacoma International Airport,Seattle,0,LAX International Airport,Los Angeles,21:57,19:10,1,141,True,Economy,18:32,15:45,2019-03-08
5489,American Airlines,2019-03-03,Seattle-Tacoma International Airport,Seattle,0,LAX International Airport,Los Angeles,02:32,23:45,1,159,False,Economy,11:02,08:15,2019-03-08
5490,Delta Airlines,2019-03-03,Seattle-Tacoma International Airport,Seattle,1,LAX International Airport,Los Angeles,13:46,09:15,1,197,False,Economy,11:32,08:45,2019-03-08
5491,Southwest Airlines,2019-03-03,Seattle-Tacoma International Airport,Seattle,0,LAX International Airport,Los Angeles,14:47,12:00,1,141,False,Economy,08:12,05:25,2019-03-08
5492,United Airlines,2019-03-03,Seattle-Tacoma International Airport,Seattle,0,LAX International Airport,Los Angeles,02:32,23:45,1,156,False,Economy,15:17,12:30,2019-03-08
5493,Delta Airlines,2019-03-05,Sky Harbor International Airport,Phoenix,1,YVR International Airport,Vancouver,01:17,17:05,1,266,False,Economy,20:12,11:55,2019-03-14
5494,United Airlines,2019-03-05,Sky Harbor International Airport,Phoenix,1,YVR International Airport,Vancouver,01:17,18:05,1,243,False,Economy,13:59,07:15,2019-03-14
5495,Delta Airlines,2019-03-06,JFK International Airport,New York,1,YVR International Airport,Vancouver,14:24,02:50,1,311,False,Economy,11:11,06:00,2019-03-10
5496,Delta Airlines,2019-03-06,JFK International Airport,New York,1,YVR International Airport,Vancouver,14:24,02:50,4,311,False,Economy,11:11,06:00,2019-03-10
5497,American Airlines,2019-03-06,Toronto Pearson International Airport,Toronto,1,SFO International Airport,San Francisco,20:28,07:05,1,280,False,Economy,14:22,10:05,2019-03-13
5498,Delta Airlines,2019-03-08,McCarran International Airport,Las Vegas,1,YVR International Airport,Vancouver,09:15,03:20,1,230,False,Economy,19:49,12:20,2019-03-13
5499,Delta Airlines,2019-03-09,YVR International Airport,Vancouver,1,JFK International Airport,New York,13:41,06:00,1,517,False,Premium Economy,18:34,02:50,2019-03-13
5500,Delta Airlines,2019-03-09,YVR International Airport,Vancouver,1,JFK International Airport,New York,13:41,06:00,4,517,False,Premium Economy,18:34,02:50,2019-03-13
5501,American Airlines,2019-03-01,SFO International Airport,San Francisco,0,JFK International Airport,New York,20:11,16:45,1,219,False,Economy,05:56,20:30,2019-03-11
5502,Delta Airlines,2019-03-01,SFO International Airport,San Francisco,0,JFK International Airport,New York,18:01,14:35,1,207,False,Economy,20:21,10:55,2019-03-11
5503,Southwest Airlines,2019-03-01,SFO International Airport,San Francisco,0,JFK International Airport,New York,16:56,13:30,1,223,True,Economy,05:36,20:10,2019-03-11
5504,United Airlines,2019-03-01,SFO International Airport,San Francisco,0,JFK International Airport,New York,09:31,06:05,1,227,False,Economy,15:16,05:50,2019-03-11
5505,Delta Airlines,2019-03-03,Seattle-Tacoma International Airport,Seattle,1,SAN International Airport,San Diego,15:21,11:05,1,225,False,Economy,12:34,08:45,2019-03-06
5506,American Airlines,2019-03-01,PHL International Airport,Philadelphia,0,JFK International Airport,New York,08:46,07:55,4,67,True,Economy,18:26,17:35,2019-03-10
5507,Alaska Airlines,2019-03-01,SFO International Airport,San Francisco,0,Seattle-Tacoma International Airport,Seattle,14:11,12:00,1,130,False,Economy,17:06,14:55,2019-03-11
5508,American Airlines,2019-03-01,SFO International Airport,San Francisco,1,Seattle-Tacoma International Airport,Seattle,00:36,22:25,1,159,False,Economy,23:43,19:40,2019-03-11
5509,Delta Airlines,2019-03-01,SFO International Airport,San Francisco,0,Seattle-Tacoma International Airport,Seattle,08:21,06:10,1,139,False,Economy,10:11,08:00,2019-03-11
5510,Southwest Airlines,2019-03-01,SFO International Airport,San Francisco,0,Seattle-Tacoma International Airport,Seattle,00:01,21:50,1,129,False,Economy,22:56,20:45,2019-03-11
5511,United Airlines,2019-03-01,SFO International Airport,San Francisco,0,Seattle-Tacoma International Airport,Seattle,22:41,20:30,1,144,False,Economy,17:16,15:05,2019-03-11
5512,Alaska Airlines,2019-03-01,SFO International Airport,San Francisco,0,Seattle-Tacoma International Airport,Seattle,14:11,12:00,2,130,False,Economy,17:06,14:55,2019-03-11
5513,American Airlines,2019-03-05,Hartsfield-Jackson International Airport,Atlanta,1,Toronto Pearson International Airport,Toronto,14:56,10:05,1,236,False,Economy,20:28,15:25,2019-03-12
5514,Delta Airlines,2019-03-05,Hartsfield-Jackson International Airport,Atlanta,1,Toronto Pearson International Airport,Toronto,11:31,07:15,1,226,False,Economy,17:08,07:50,2019-03-12
5515,United Airlines,2019-03-05,Hartsfield-Jackson International Airport,Atlanta,1,Toronto Pearson International Airport,Toronto,23:41,17:35,1,243,False,Economy,12:33,06:15,2019-03-12
5516,Alaska Airlines,2019-03-08,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,20:35,19:10,1,97,False,Economy,19:15,17:50,2019-03-12
5517,American Airlines,2019-03-08,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,17:15,15:50,1,95,False,Economy,07:55,06:30,2019-03-12
5518,Southwest Airlines,2019-03-08,LAX International Airport,Los Angeles,0,SFO International Airport,San Francisco,14:15,12:50,1,97,False,Economy,23:45,22:20,2019-03-12
5519,United Airlines,2019-03-08,LAX International Airport,Los Angeles,1,SFO International Airport,San Francisco,10:40,09:15,1,140,False,Economy,11:30,08:05,2019-03-12
5520,American Airlines,2019-03-06,Heathrow International Airport,London,1,SFO International Airport,San Francisco,06:37,07:05,4,394,False,Economy,23:45,15:05,2019-03-12
5521,Delta Airlines,2019-03-06,Heathrow International Airport,London,1,SFO International Airport,San Francisco,10:44,10:05,4,388,False,Economy,21:12,08:00,2019-03-12
5522,United Airlines,2019-03-06,Heathrow International Airport,London,1,SFO International Airport,San Francisco,03:14,05:35,4,457,False,Economy,09:31,00:25,2019-03-12
5523,Southwest Airlines,2019-03-02,LAX International Airport,Los Angeles,1,O'Hare International Airport,Chicago,17:22,14:50,1,227,True,Economy,04:07,18:45,2019-03-10
5524,Southwest Airlines,2019-03-02,LAX International Airport,Los Angeles,1,O'Hare International Airport,Chicago,17:22,14:50,3,227,True,Economy,04:07,18:45,2019-03-10
5525,American Airlines,2019-03-01,Hartsfield-Jackson International Airport,Atlanta,1,SFO International Airport,San Francisco,01:24,15:50,2,306,False,Economy,21:21,15:25,2019-03-10
5526,Delta Airlines,2019-03-01,Hartsfield-Jackson International Airport,Atlanta,1,SFO International Airport,San Francisco,01:51,17:25,2,276,False,Economy,21:21,14:10,2019-03-10
5527,Southwest Airlines,2019-03-01,Hartsfield-Jackson International Airport,Atlanta,1,SFO International Airport,San Francisco,17:19,07:10,2,226,False,Economy,08:56,06:30,2019-03-10
5528,United Airlines,2019-03-01,Hartsfield-Jackson International Airport,Atlanta,0,SFO International Airport,San Francisco,18:41,10:15,2,211,False,Economy,12:06,09:40,2019-03-10
5529,Delta Airlines,2019-03-07,SFO International Airport,San Francisco,1,Heathrow International Airport,London,21:12,08:00,1,454,False,Economy,10:47,10:55,2019-03-13
5530,United Airlines,2019-03-07,SFO International Airport,San Francisco,1,Heathrow International Airport,London,09:31,00:25,1,421,False,Economy,03:14,05:35,2019-03-13
5531,American Airlines,2019-03-02,Hartsfield-Jackson International Airport,Atlanta,1,SFO International Airport,San Francisco,01:24,15:50,1,240,False,Economy,14:06,11:40,2019-03-14
5532,Delta Airlines,2019-03-02,Hartsfield-Jackson International Airport,Atlanta,0,SFO International Airport,San Francisco,18:31,10:05,1,198,False,Economy,15:16,12:50,2019-03-14
5533,Southwest Airlines,2019-03-02,Hartsfield-Jackson International Airport,Atlanta,1,SFO International Airport,San Francisco,17:19,06:45,1,257,False,Economy,08:56,06:30,2019-03-14
5534,United Airlines,2019-03-02,Hartsfield-Jackson International Airport,Atlanta,0,SFO International Airport,San Francisco,18:41,10:15,1,190,False,Economy,17:26,15:00,2019-03-14
5535,American Airlines,2019-03-06,Heathrow International Airport,London,1,JFK International Airport,New York,06:37,18:15,1,317,False,Economy,01:19,14:05,2019-03-08
5536,Delta Airlines,2019-03-06,Heathrow International Airport,London,0,JFK International Airport,New York,10:47,22:25,1,232,False,Economy,19:57,15:35,2019-03-08
5537,American Airlines,2019-03-06,Heathrow International Airport,London,1,JFK International Airport,New York,06:37,18:15,2,317,False,Economy,01:19,14:05,2019-03-08
5538,United Airlines,2019-03-05,SFO International Airport,San Francisco,0,Hartsfield-Jackson International Airport,Atlanta,12:06,09:40,1,214,False,Economy,18:41,10:15,2019-03-09
5539,United Airlines,2019-03-05,SFO International Airport,San Francisco,0,Hartsfield-Jackson International Airport,Atlanta,12:06,09:40,3,214,False,Economy,18:41,10:15,2019-03-09
5540,American Airlines,2019-03-05,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,09:45,08:10,1,113,False,Economy,07:05,05:30,2019-03-11
5541,Delta Airlines,2019-03-05,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,12:25,10:50,1,103,False,Economy,00:25,22:50,2019-03-11
5542,Southwest Airlines,2019-03-05,McCarran International Airport,Las Vegas,1,SFO International Airport,San Francisco,16:15,12:50,1,186,False,Economy,18:15,14:35,2019-03-11
5543,United Airlines,2019-03-05,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,20:50,19:15,1,103,False,Economy,16:40,15:05,2019-03-11
5544,American Airlines,2019-03-05,McCarran International Airport,Las Vegas,0,SFO International Airport,San Francisco,09:45,08:10,2,113,False,Economy,07:05,05:30,2019-03-11
5545,Alaska Airlines,2019-03-12,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,19:15,17:50,2,107,False,Economy,20:35,19:10,2019-03-14
5546,American Airlines,2019-03-12,SFO International Airport,San Francisco,0,LAX International Airport,Los Angeles,07:55,06:30,2,95,False,Economy,17:15,15:50,2019-03-14
5547,United Airlines,2019-03-12,SFO International Airport,San Francisco,1,LAX International Airport,Los Angeles,11:30,08:05,2,144,False,Economy,10:40,09:15,2019-03-14
5548,Delta Airlines,2019-03-01,PDX International Airport,Portland,1,Sky Harbor International Airport,Phoenix,01:10,22:15,4,210,False,Economy,01:17,20:00,2019-03-03
5549,Southwest Airlines,2019-03-01,PDX International Airport,Portland,1,Sky Harbor International Airport,Phoenix,23:53,19:15,4,170,False,Economy,10:35,07:40,2019-03-03
5550,United Airlines,2019-03-01,PDX International Airport,Portland,0,Sky Harbor International Airport,Phoenix,21:05,18:10,4,153,False,Economy,12:25,09:30,2019-03-03
5551,American Airlines,2019-03-05,SFO International Airport,San Francisco,1,Heathrow International Airport,London,23:45,15:05,1,437,False,Economy,06:37,07:05,2019-03-12
5552,Delta Airlines,2019-03-05,SFO International Airport,San Francisco,1,Heathrow International Airport,London,21:12,08:00,1,441,False,Economy,10:44,10:05,2019-03-12
5553,United Airlines,2019-03-05,SFO International Airport,San Francisco,1,Heathrow International Airport,London,09:56,00:25,1,417,False,Economy,03:14,05:35,2019-03-12
5554,American Airlines,2019-03-05,SFO International Airport,San Francisco,1,Heathrow International Airport,London,23:45,15:05,3,437,False,Economy,06:37,07:05,2019-03-12
5555,Delta Airlines,2019-03-05,SFO International Airport,San Francisco,1,Heathrow International Airport,London,21:12,08:00,3,441,False,Economy,10:44,10:05,2019-03-12
5556,American Airlines,2019-03-02,Indira Gandhi International Airport,Delhi,1,JFK International Airport,New York,09:04,05:25,1,407,False,Economy,12:34,09:20,2019-03-04
5557,American Airlines,2019-03-07,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,08:47,06:25,1,133,True,Economy,13:42,11:20,2019-03-11
5558,Delta Airlines,2019-03-07,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,18:02,15:40,1,127,False,Economy,13:47,11:25,2019-03-11
5559,Southwest Airlines,2019-03-07,JFK International Airport,New York,1,Hartsfield-Jackson International Airport,Atlanta,15:47,13:25,1,157,False,Economy,01:11,21:50,2019-03-11
5560,United Airlines,2019-03-07,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,15:12,12:50,1,145,False,Economy,21:27,19:05,2019-03-11
5561,Delta Airlines,2019-03-07,JFK International Airport,New York,0,Hartsfield-Jackson International Airport,Atlanta,18:02,15:40,1,216,False,Premium Economy,13:47,11:25,2019-03-11
5562,American Airlines,2019-03-03,Heathrow International Airport,London,1,Hartsfield-Jackson International Airport,Atlanta,18:14,15:30,1,366,True,Economy,02:39,20:35,2019-03-09
5563,Delta Airlines,2019-03-03,Heathrow International Airport,London,1,Hartsfield-Jackson International Airport,Atlanta,06:54,16:50,1,325,False,Economy,20:21,08:00,2019-03-09
5564,United Airlines,2019-03-03,Heathrow International Airport,London,1,Hartsfield-Jackson International Airport,Atlanta,00:49,06:15,1,299,False,Economy,04:29,22:25,2019-03-09
5565,American Airlines,2019-03-01,JFK International Airport,New York,0,SFO International Airport,San Francisco,05:56,20:30,1,193,False,Economy,20:11,16:45,2019-03-04
5566,Southwest Airlines,2019-03-01,JFK International Airport,New York,0,SFO International Airport,San Francisco,06:46,21:20,1,231,False,Economy,21:21,17:55,2019-03-04
5567,United Airlines,2019-03-01,JFK International Airport,New York,0,SFO International Airport,San Francisco,15:16,05:50,1,211,False,Economy,09:31,06:05,2019-03-04
