,location,number_of_rooms,phone_number,place_name,price_per_night,smoking_allowed,star_rating,street_address,check_in_date,stay_length
2359,Delhi,1,+91 124 419 6666,Fortune Select Global - Hotel In Gurgaon,468,True,4,"Global Arcade, Mehrauli-Gurgaon Road, Gurugram, Haryana 122002, India",,
2360,Delhi,1,+91 11 6604 0000,"Four Points By Sheraton New Delhi, Airport Highway",264,False,4,"Plot no 9, National Highway - 8, Samalka, New Delhi",,
2361,Delhi,1,+91 11 2326 1000,Haveli Dharampura,256,True,4,"2293, Dharampura, Gali Gulian, Jama Masjid, Chandni Chowk, Old",,
2362,Delhi,1,+91 11 3919 1919,Hilton Garden Inn New Delhi/Saket,432,True,4,"A4, DLF Place, Saket District Centre, New Delhi",,
2363,Long Beach,3,+1 562-436-3000,The Westin Long Beach,300,False,4,333 East Ocean Boulevard,,
2364,Paris,3,+33 1 44 72 42 00,Aparthotel Adagio Access Paris La Villette,342,False,3,"28bis Avenue Corentin Cariou, 75019",,
2365,Paris,3,+33 1 42 85 50 00,Avalon Hotel Paris Gare Du Nord,324,False,3,"131 Boulevard de Magenta, 75010",,
2366,Paris,3,+33 1 45 38 52 59,Best Western Bretagne Montparnasse,456,True,4,"33 Rue Raymond Losserand, 75014",,
2367,Paris,3,+33 1 43 37 81 25,Best Western Plus La Demeure HoTel,468,False,4,"51 Boulevard Saint-Marcel, 75013",,
2368,Paris,3,+33 1 40 43 02 33,Bob Hotel By Elegancia,396,True,4,"30 Rue Pernety, 75014",,
2369,Paris,3,+33 1 44 30 10 00,Brach Paris,480,True,5,"1-7 Rue Jean Richepin, 75016",,
2370,Kuala Lumpur,2,+60 3-2386 0888,Capri By Fraser Kuala Lumpur,160,True,4,"5, Jalan Kerinchi, Bangsar South, 59200 Kuala Lumpur, Wilayah Persekutuan",,
2371,Kuala Lumpur,2,+60 3-2144 2200,Concorde Hotel Kuala Lumpur,372,True,4,"2, Jalan Sultan Ismail, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan",,
2372,Kuala Lumpur,2,+60 3-2148 9988,D'Majestic Place By Swiss-Garden,232,True,4,"376, Jalan Pudu, Pudu, 55100 Kuala Lumpur, Wilayah Persekutuan",,
2373,Kuala Lumpur,2,+60 3-2716 1000,Dorsett Kuala Lumpur,240,True,4,"172, Jalan Imbi, Pudu, 55100 Kuala Lumpur, Wilayah Persekutuan",,
2374,Kuala Lumpur,2,+60 3-6419 8688,"Hyatt House Kuala Lumpur, Mont'Kiara",216,True,4,"G-2, Arcoris, No. 10, Jalan Kiara, Mont Kiara, 50480, Wilayah Persekutuan",,
2375,Kuala Lumpur,2,+60 3-2778 3333,Ibis Kuala Lumpur City Centre,200,True,4,"32, Jalan Yap Kwan Seng, 50450",,
2376,Kuala Lumpur,2,+60 3-2785 2828,Melia Kuala Lumpur,240,True,4,"16, Jalan Imbi, 55100",,
2377,Kuala Lumpur,2,+60 3-2720 3888,Oakwood Hotel & Residence Kuala Lumpur,252,True,4,"222, Jalan Ampang, 50450 Kuala Lumpur, Wilayah Persekutuan",,
2378,Kuala Lumpur,2,+60 3-2726 6788,"Oasia Suites Kuala Lumpur, Malaysia",168,True,4,"10, Lorong P Ramlee, Kuala Lumpur, 50250",,
2379,Los Angeles,1,+1 213-279-3532,Kimpton Everly Hotel,420,True,4,1800 Argyle Avenue,,
2380,Los Angeles,1,+1 323-785-6600,Mama Shelter,84,True,4,6500 Selma Avenue,,
2381,Los Angeles,1,+1 213-617-1133,The L.A. Grand Hotel Downtown,96,True,4,333 South Figueroa Street,,
2382,Los Angeles,1,+1 323-658-6600,The Orlando Hotel,264,True,4,8384 West 3rd Street,,
2383,Los Angeles,1,+1 855-522-8252,Ucla Meyer And Renee Luskin Conference Center,348,True,4,425 Westwood Plaza,,
2384,London,2,+44 20 7402 5447,Ascot Hyde Park Hotel,198,False,3,11 Craven Road,,
2385,London,2,+44 20 7636 4133,Astor Court Hotel,261,False,3,"20 Hallam Street, Oxford Circus",,
2386,London,2,+44 20 7244 5700,Avni Kensington Hotel,120,False,3,40-44 Harrington Gardens,,
2387,San Francisco,1,+1 415-788-5604,Hi San Francisco Downtown Hostel,207,True,3,312 Mason Street,,
2388,San Francisco,1,+1 415-495-2100,Hotel Griffon - A Greystone Hotel,90,True,3,155 Steuart Street,,
2389,San Francisco,1,+1 415-617-6565,Hotel Zephyr,186,True,3,250 Beach Street,,
2390,San Francisco,1,+1 415-921-4000,Kimpton Buchanan Hotel,210,True,3,1800 Sutter Street,,
2391,San Francisco,1,+1 415-400-0500,Mystic Hotel,252,True,3,417 Stockton Street,,
2392,San Francisco,1,+1 415-885-2987,Nob Hill Hotel,60,True,3,835 Hyde Street,,
2393,Toronto,1,+1 416-244-1711,Delta Hotels By Marriott Toronto Airport & Conference Centre,144,False,3,"655 Dixon Road, Etobicoke, Ontario M9W 1J3, Canada",,
2394,Toronto,1,+1 416-674-8442,Embassy Suites By Hilton Toronto Airport,78,False,3,"262 Carlingview Drive, Etobicoke, Ontario M9W 5G1, Canada",,
2395,Toronto,1,+1 416-747-7676,Est Hotel,66,False,3,"1790 Albion Road, Etobicoke, Ontario M9V 4J8, Canada",,
2396,Toronto,1,+1 416-646-3000,Hampton Inn By Hilton Toronto Airport Corporate Centre,351,False,3,5515 Eglinton Avenue West,,
2397,Chicago,1,+1 312-981-6600,Ac Hotel By Marriott Chicago Downtown,324,False,3,630 North Rush Street,,
2398,Chicago,1,+1 312-894-0800,Acme Hotel Company,180,True,3,15 East Ohio Street,,
2399,Chicago,1,+1 312-429-6600,Aloft Chicago Mag Mile,252,False,3,243 East Ontario Street,,
2400,Chicago,1,+1 312-787-3700,Ambassador Chicago,176,False,4,1301 North State Parkway,,
2401,Chicago,1,+1 312-467-0800,Best Western River North Hotel,198,False,3,125 West Ohio Street,,
2402,Chicago,1,+1 312-836-0100,Chicago Marriott Downtown Magnificent Mile,444,False,4,540 North Michigan Avenue,,
2403,Chicago,1,+1 312-829-5000,Crowne Plaza Chicago West Loop,468,False,4,25 South Halsted Street,,
2404,London,1,+44 20 7221 2220,Berjaya Eden Park Hotel,132,True,3,35-39 Inverness Terrace,,
2405,London,1,+44 871 222 0042,Britannia International Hotel,288,True,4,Marsh Wall,,
2406,London,3,+44 844 567 8955,Antoinette Hotel Wimbledon,180,False,3,"The Broadway SW19 1SD, United Kingdom",,
2407,Kuala Lumpur,1,+60 3-2172 7272,Doubletree By Hilton Hotel Kuala Lumpur,155,True,5,"The Intermark, 348, Jalan Tun Razak, 50400 Kuala Lumpur, Wilayah Persekutuan",,
2408,Kuala Lumpur,1,+60 3-2789 7777,Eq Kuala Lumpur,130,True,5,"EQ, Equatorial Plaza, Jalan Sultan Ismail, 50250",,
2409,Kuala Lumpur,3,+60 3-2382 8888,Four Seasons Hotel Kuala Lumpur,360,True,5,"145, Jalan Ampang, 50450 Kuala Lumpur, Wilayah Persekutuan",,
2410,Kuala Lumpur,2,+60 3-2118 6288,Fraser Place Kuala Lumpur,370,True,5,"163, 10, Jalan Perak, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan",,
2411,Kuala Lumpur,3,+60 3-2191 0888,Fraser Residence Kuala Lumpur,435,True,5,"Jalan Cendana, Off, Jalan Sultan Ismail, Kampung Baru, 50250",,
2412,Kuala Lumpur,2,+60 3-2117 4888,Grand Millennium Hotel Kuala Lumpur,300,True,5,"160, Jalan Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan",,
2413,Kuala Lumpur,2,+60 3-2141 9988,Hotel Istana Kuala Lumpur City Centre,260,True,5,"73, Jalan Raja Chulan, Bukit Bintang, 50200 Kuala Lumpur, Wilayah Persekutuan",,
2414,Kuala Lumpur,3,+60 3-2711 8866,Hotel Maya Kuala Lumpur,510,True,5,"138, Jalan Ampang, 50450",,
2415,Kuala Lumpur,3,+60 3-2144 2200,Concorde Hotel Kuala Lumpur,372,True,4,"2, Jalan Sultan Ismail, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan",,
2416,Kuala Lumpur,1,+60 3-2161 8888,Corus Hotel Kuala Lumpur,140,False,4,"Jalan Ampang, Hampshire Park, 50450 Kuala Lumpur, Wilayah Persekutuan",,
2417,Kuala Lumpur,1,+60 3-2148 9988,D'Majestic Place By Swiss-Garden,120,True,4,"376, Jalan Pudu, Pudu, 55100 Kuala Lumpur, Wilayah Persekutuan",,
2418,Kuala Lumpur,3,+60 3-2771 3388,Element Kuala Lumpur,468,False,4,"Ilham Tower, 8, Jalan Binjai, 50450",,
2419,Kuala Lumpur,1,+60 3-2788 8888,Furama Bukit Bintang,84,False,4,"136, Jalan Changkat Thambi Dollah, Pudu, 55100 Kuala Lumpur, Wilayah Persekutuan",,
2420,Kuala Lumpur,3,+60 3-2778 8888,Hilton Garden Inn Kuala Lumpur Jalan Tuanku Abdul Rahman North,336,False,4,"449, Jalan Tuanku Abdul Rahman, Chow Kit, 50100",,
2421,Kuala Lumpur,3,+60 3-2148 6888,Hotel Royal Kuala Lumpur,456,True,4,"Jalan Walter Granier, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan",,
2422,New York,2,+1 212-679-7665,Broadway Plaza Hotel,243,True,3,1155 Broadway,,
2423,New York,2,+1 212-302-9088,Citadines Connect Fifth Avenue New York,150,True,3,15 West 45th Street,,
2424,New York,2,+1 212-461-3638,Citizenm New York Times Square Hotel,222,True,3,218 West 50th Street,,
2425,New York,2,+1 646-993-2715,Comfort Inn Midtown West,180,True,3,548 West 48th Street,,
2426,New York,2,+1 718-672-6600,Hampton Inn New York - Laguardia Airport,126,True,3,"102-40 Ditmars Boulevard, East Elmhurst, NY 11369, USA",,
2427,New York,2,+1 212-932-2300,Hi New York City Hostel,234,True,3,891 Amsterdam Avenue,,
2428,New York,2,+1 212-868-6700,Hilton Garden Inn New York Times Square South,126,True,3,326 West 37th Street,,
2429,Los Angeles,2,+1 310-642-7500,Crowne Plaza Los Angeles Airport,280,False,4,5985 West Century Boulevard,,
2430,Los Angeles,2,+1 323-844-6417,Dream Hollywood,168,True,4,"6417 Selma Avenue, Hollywood, CA 90028, USA",,
2431,Los Angeles,2,+1 213-612-0021,Freehand Los Angeles,372,True,4,416 West 8th Street,,
2432,Los Angeles,2,+1 213-624-0000,Hilton Checkers Los Angeles,248,True,4,535 South Grand Avenue,,
2433,Los Angeles,2,+1 818-595-1000,Hilton Woodland Hills/Los Angeles,408,False,4,"6360 Canoga Avenue, Woodland Hills, California 91367, United States",,
2434,Los Angeles,2,+1 866-734-6018,Hotel Figueroa,200,False,4,939 South Figueroa Street,,
2435,Los Angeles,2,+1 213-232-8800,Hotel Indigo Los Angeles Downtown,300,False,4,899 Francisco Street,,
2436,Los Angeles,2,+1 310-284-6500,Intercontinental Los Angeles Century City,408,False,4,2151 Avenue of the Stars,,
2437,Los Angeles,2,+1 310-556-2777,Courtyard By Marriott Los Angeles Century City/Beverly Hills,243,False,3,10320 West Olympic Boulevard,,
2438,Los Angeles,2,+1 213-443-9222,Courtyard By Marriott Los Angeles L.A. Live,216,False,3,901 West Olympic Boulevard,,
2439,Los Angeles,2,+1 818-981-5400,Courtyard By Marriott Los Angeles Sherman Oaks,324,False,3,"15433 Ventura Boulevard, Sherman Oaks, CA 91403, USA",,
2440,Los Angeles,2,+1 310-519-8200,Crowne Plaza Los Angeles Harbor Hotel,252,False,3,"601 South Palos Verdes Street, San Pedro, California 90731, United States",,
2441,Los Angeles,2,+1 310-514-3344,Doubletree By Hilton Hotel San Pedro - Port Of Los Angeles,234,False,3,"2800 Via Cabrillo-Marina, San Pedro, CA 90731, USA",,
2442,San Diego,3,+1 619-275-5700,Best Western Mission Bay,186,False,2,2575 Clairemont Drive,,
2443,San Diego,3,+1 858-578-6600,Best Western San Diego/Miramar Hotel,228,False,2,9310 Kearny Mesa Road,,
2444,San Diego,3,+1 619-224-3254,Best Western Yacht Harbor Hotel,216,False,2,5005 North Harbor Drive,,
2445,Vancouver,1,+1 604-688-1411,Blue Horizon Hotel,225,False,3,1225 Robson Street,,
2446,Vancouver,1,+1 604-683-1399,Carmana Plaza,279,False,3,1128 Alberni Street,,
2447,Vancouver,1,+1 604-263-1555,Coast Vancouver Airport Hotel,207,False,3,1041 Southwest Marine Drive,,
2448,Vancouver,1,+1 604-681-4335,Days Inn By Wyndham Vancouver Downtown,234,False,3,921 West Pender Street,,
2449,Vancouver,1,+1 604-669-9888,Gec Granville Suites Hotel,234,True,3,718 Drake Street,,
2450,Vancouver,1,+1 604-602-1008,Hampton Inn & Suites,81,False,3,111 Robson Street,,
2451,Vancouver,1,+1 604-685-5335,Hi Vancouver Central,111,False,3,1025 Granville Street,,
2452,Vancouver,1,+1 604-684-2151,Holiday Inn Hotel & Suites Vancouver Downtown,96,False,3,1110 Howe Street,,
2453,Philadelphia,2,+1 215-825-7000,Aka Rittenhouse Square,272,False,4,135 South 18th Street,,
2454,Philadelphia,2,+1 267-298-1700,Aloft Philadelphia Airport,198,False,3,4301 Island Avenue,,
2455,Philadelphia,2,+1 215-607-2020,Aloft Philadelphia Downtown,324,False,3,101 North Broad Street,,
2456,Philadelphia,2,+1 215-732-5500,Cambria Hotel Philadelphia Downtown Center City,189,False,3,219 South Broad Street,,
2457,Philadelphia,2,+1 215-282-5000,"Club Quarters Hotel, Philadelphia",192,False,3,1628 Chestnut Street,,
2458,Philadelphia,2,+1 215-477-0200,Courtyard By Marriott Philadelphia City Avenue,288,False,3,4100 Presidential Boulevard,,
2459,Philadelphia,3,+1 215-546-7000,Rodeway Inn Center City,156,True,2,1208 Walnut Street,,
2460,Vancouver,2,+1 604-678-8899,Auberge Vancouver Hotel,444,True,4,837 West Hastings Street,,
2461,Vancouver,2,+1 604-563-4693,Exchange Hotel Vancouver,432,True,4,475 Howe Street,,
2462,Vancouver,2,+1 604-669-9888,Gec Granville Suites Hotel,234,True,3,718 Drake Street,,
2463,Philadelphia,3,+1 215-825-7000,Aka Rittenhouse Square,372,False,4,135 South 18th Street,,
2464,Philadelphia,3,+1 215-925-2111,Kimpton Hotel Monaco Philadelphia,264,False,4,433 Chestnut Street,,
2465,Philadelphia,3,+1 215-422-8200,Le MeRidien Philadelphia,408,False,4,1421 Arch Street,,
2466,Philadelphia,3,+1 215-238-6000,Marriott Old City,456,False,4,One Dock Street,,
2467,Philadelphia,3,+1 215-492-9000,Philadelphia Airport Marriott,348,False,4,One Arrivals Road Terminal B,,
2468,Philadelphia,3,+1 215-925-0000,Renaissance Philadelphia Downtown Hotel,444,False,4,401 Chestnut Street,,
2469,Philadelphia,3,+1 215-569-8300,Sofitel Philadelphia At Rittenhouse Square,252,False,4,120 South 17th Street,,
2470,Philadelphia,3,+1 215-222-0200,"The Inn At Penn, A Hilton Hotel",456,False,4,3600 Sansom Street,,
2471,Philadelphia,3,+1 215-563-1600,The Westin Philadelphia,372,False,4,"At Liberty Place, 99 South 17th Street",,
2472,New York,3,+1 718-433-1375,Boro Hotel,384,True,4,"38-28 27th Street, Long Island City",,
2473,New York,3,+1 212-947-2999,Cachet Boutique Hotel Nyc,408,True,4,510 West 42nd Street,,
2474,New York,2,+1 212-921-5500,City Club Hotel,200,True,4,55 West 44th Street,,
2475,New York,2,+1 212-607-8888,Doubletree By Hilton Hotel New York Times Square West,304,True,4,350 West 40th Street,,
2476,New York,3,+1 212-695-0003,Executive Hotel Le Soleil New York,384,True,4,38 West 36th Street,,
2477,New York,3,+1 212-475-1920,Freehand New York,252,True,4,23 Lexington Avenue,,
2478,New York,1,+1 212-252-9090,Aka Wall Street,384,True,4,84 William Street,,
2479,New York,1,+1 212-601-1234,Andaz 5Th Avenue - A Concept By Hyatt,232,False,4,485 5th Avenue,,
2480,New York,1,+1 212-759-4100,Loews Regency New York,200,True,5,540 Park Avenue,,
2481,New York,1,+1 212-603-9000,The Marmara Park Avenue,170,True,5,114 East 32nd Street,,
2482,New York,1,+1 212-344-0800,The Wagner Hotel,220,True,5,2 West Street,,
2483,New York,1,+1 718-631-8400,The William Vale,130,True,5,"111 North 12th Street, Brooklyn",,
2484,Vancouver,1,+1 604-563-4693,Exchange Hotel Vancouver,432,True,4,475 Howe Street,,
2485,San Francisco,3,+1 415-788-5604,Hi San Francisco Downtown Hostel,207,True,3,312 Mason Street,,
2486,San Francisco,2,+1 415-617-6565,Hotel Zephyr,186,True,3,250 Beach Street,,
2487,San Francisco,2,+1 415-921-4000,Kimpton Buchanan Hotel,210,True,3,1800 Sutter Street,,
2488,San Francisco,3,+1 415-400-0500,Mystic Hotel,252,True,3,417 Stockton Street,,
2489,Los Angeles,3,+1 323-464-5181,Best Western Plus Hollywood Hills Hotel,120,False,2,"6141 Franklin Avenue, Hollywood, California 90028, United States",,
2490,Los Angeles,3,+1 323-952-6900,Hampton Inn & Suites Los Angeles/Hollywood,174,False,2,"1133 Vine Street, Hollywood, CA 90038, USA",,
2491,Los Angeles,3,+1 818-821-8031,Holiday Inn Express North Hollywood - Burbank Area,222,False,2,"11350 Burbank Boulevard, North Hollywood, California 91601, United States",,
2492,Los Angeles,3,+1 323-850-6464,Hollywood Celebrity Hotel,168,True,2,1775 Orchid Avenue,,
2493,Los Angeles,3,+1 213-413-6699,Hollywood Inn Express South,228,False,2,141 North Alvarado Street,,
2494,Los Angeles,3,+1 323-874-9678,Hollywood Orchid Suites,228,False,2,1753 Orchid Avenue,,
2495,New York,1,+1 212-679-7665,Broadway Plaza Hotel,243,True,3,1155 Broadway,,
2496,New York,1,+1 212-302-9088,Citadines Connect Fifth Avenue New York,60,True,3,15 West 45th Street,,
2497,New York,1,+1 212-461-3638,Citizenm New York Times Square Hotel,81,True,3,218 West 50th Street,,
2498,New York,1,+1 646-993-2715,Comfort Inn Midtown West,180,True,3,548 West 48th Street,,
2499,New York,1,+1 718-672-6600,Hampton Inn New York - Laguardia Airport,84,True,3,"102-40 Ditmars Boulevard, East Elmhurst, NY 11369, USA",,
2500,New York,1,+1 212-932-2300,Hi New York City Hostel,234,True,3,891 Amsterdam Avenue,,
2501,New York,1,+1 212-868-6700,Hilton Garden Inn New York Times Square South,117,True,3,326 West 37th Street,,
2502,Las Vegas,2,+1 702-256-3766,Best Western Plus Las Vegas West,252,False,3,8669 West Sahara Avenue,,
2503,Las Vegas,2,+1 702-360-5700,Hampton Inn Las Vegas/Summerlin,216,True,3,7100 Cascade Valley Court,,
2504,Fresno,3,+1 559-268-1000,Doubletree By Hilton Hotel Fresno Convention Center,279,False,3,2233 Ventura Street,,
2505,Fresno,3,+1 559-375-7760,Piccadilly Inn Airport,225,True,3,5115 East McKinley Avenue,,
2506,Fresno,3,+1 559-431-0004,Springhill Suites By Marriott Fresno,306,False,3,6844 North Fresno Street,,
2507,Los Angeles,3,+1 323-852-7000,Ac Hotel By Marriott Beverly Hills,333,False,3,6399 Wilshire Boulevard,,
2508,Los Angeles,3,+1 323-469-2500,Banana Bungalow Hollywood,105,True,1,"5920 Hollywood Boulevard, Hollywood, California 90028, United States",,
2509,Los Angeles,3,+1 818-765-2900,Best Western Burbank Airport Inn,243,False,3,"7615 Lankershim Boulevard, North Hollywood, California 91605, United States",,
2510,Los Angeles,3,+1 310-514-1414,Best Western Plus San Pedro Hotel & Suites,333,False,3,"111 South Gaffey Street, San Pedro, CA 90731, USA",,
2511,Los Angeles,3,+1 310-553-6561,Beverly Hills Marriott,420,False,4,1150 South Beverly Drive,,
2512,San Francisco,1,+1 415-834-1000,Green Tortoise Hostel San Francisco,75,False,1,494 Broadway,,
2513,San Francisco,1,+1 415-776-8688,San Remo Hotel,78,False,1,2237 Mason Street,,
2514,Long Beach,3,+1 562-495-0700,Residence Inn By Marriott Long Beach Downtown,261,False,3,600 Queensway Drive,,
2515,Las Vegas,1,+1 702-638-1800,Budget Suites Of America,68,True,1,2219 North Rancho Drive,,
2516,Las Vegas,1,+1 702-768-9823,Oasis At Gold Spike,126,False,3,217 Las Vegas Boulevard North,,
2517,Las Vegas,1,+1 702-553-2553,The Downtowner,100,True,2,129 North 8th Street,,
2518,Las Vegas,1,+1 702-489-7500,Thunderbird Boutique Hotel,162,False,2,1215 South Las Vegas Boulevard,,
2519,Philadelphia,2,+1 215-365-4150,Doubletree By Hilton Hotel Philadelphia Airport,120,False,3,4509 Island Avenue,,
2520,Vancouver,1,+1 604-697-0202,Coast Coal Harbour Vancouver Hotel By Apa,280,False,4,1180 West Hastings Street,,
2521,Vancouver,1,+1 604-689-8188,Delta Hotels By Marriott Vancouver Downtown Suites,396,False,4,550 West Hastings Street,,
2522,Sacramento,3,+1 916-443-1234,Hyatt Regency Sacramento,276,False,4,1209 L Street,,
2523,Sacramento,3,+1 916-545-7100,Kimpton Sawyer Hotel,264,True,4,500 J Street,,
2524,Sacramento,2,+1 916-447-1700,Sheraton Grand Sacramento Hotel,176,False,4,"13th And, J Street",,
2525,Sacramento,1,+1 916-447-2700,"The Citizen Hotel, Autograph Collection",152,False,4,926 J Street,,
2526,Sacramento,1,+1 916-443-8400,The Westin Sacramento,124,False,4,4800 Riverside Boulevard,,
2527,Los Angeles,3,+1 818-595-1000,Hilton Woodland Hills/Los Angeles,408,False,4,"6360 Canoga Avenue, Woodland Hills, California 91367, United States",,
2528,Los Angeles,3,+1 213-232-8800,Hotel Indigo Los Angeles Downtown,300,False,4,899 Francisco Street,,
2529,Anaheim,2,+1 714-535-1133,Desert Palms Hotel And Suites,324,True,3,631 West Katella Avenue,,
2530,Anaheim,2,+1 714-778-0350,Super 8 By Wyndham Anaheim/Disneyland Drive,216,True,2,915 Disneyland Drive,,
2531,Anaheim,2,+1 714-772-5900,The Anaheim Hotel,138,True,3,1700 Harbor Boulevard,,
2532,Anaheim,2,+1 714-774-7600,Travelodge Inn & Suites By Wyndham Anaheim On Disneyland Dr,80,True,2,1057 West Ball Road,,
2533,Anaheim,2,+1 714-991-6868,Wyndham Garden Anaheim,210,True,3,515 West Katella Avenue,,
2534,San Francisco,1,+1 415-771-3000,Cova Hotel,78,False,3,655 Ellis Street,,
2535,San Francisco,1,+1 415-392-4666,Executive Hotel Vintage Court San Francisco,90,False,3,650 Bush Street,,
2536,Anaheim,2,+1 714-778-1880,Best Western Plus Stovall'S Inn,351,False,3,1110 West Katella Avenue,,
2537,Anaheim,2,+1 714-635-5555,Candlewood Suites Anaheim - Resort Area,168,False,3,1733 South Anaheim Boulevard,,
2538,Anaheim,2,+1 714-750-3131,Clarion Hotel Anaheim Resort,315,False,3,616 Convention Way,,
2539,Anaheim,2,+1 714-533-3555,Clementine Hotel & Suites Anaheim,216,False,3,1700 South Clementine Street,,
2540,Seattle,1,+1 206-634-2000,Graduate Seattle,189,False,3,4507 Brooklyn Avenue Northeast,,
2541,Seattle,1,+1 206-282-7700,Hampton Inn & Suites Seattle-Downtown,228,False,3,700 5th Avenue North,,
2542,Seattle,1,+1 206-467-7770,Hilton Garden Inn Seattle Downtown,234,False,3,1821 Boren Avenue,,
2543,Seattle,1,+1 206-624-0500,Hilton Seattle,261,False,3,1301 6th Avenue,,
2544,Seattle,3,+1 206-340-1222,Green Tortoise Hostel Seattle,228,False,2,105 Pike Street,,
2545,Seattle,2,+1 206-522-6991,Hampton Inn & Suites By Hilton Seattle/Northgate,132,True,2,9550 1st Avenue Northeast,,
2546,Seattle,1,+1 206-441-7222,Holiday Inn Express & Suites Seattle-City Center,68,False,2,226 7th Avenue North,,
2547,Seattle,1,+1 206-728-7666,Quality Inn & Suites Seattle Center,54,False,2,618 John Street,,
2548,Seattle,1,+1 206-583-6453,The Inn At Virginia Mason,46,False,2,1006 Spring Street,,
2549,Los Angeles,1,+1 323-469-2500,Banana Bungalow Hollywood,48,True,1,"5920 Hollywood Boulevard, Hollywood, California 90028, United States",2019-03-06,2
2550,London,1,+44 20 7402 0281,Abbey Court Hotel (Hyde Park),114,True,3,Sussex Gardens,2019-03-06,4
2551,New York,1,+1 347-696-2500,1 Hotel Brooklyn Bridge,120,True,5,"60 Furman Street, Brooklyn",2019-03-03,3
2552,Kuala Lumpur,2,+60 3-2782 6000,Intercontinental Kuala Lumpur,310,True,5,"165, Jalan Ampang, 50450 Kuala Lumpur, Wilayah Persekutuan",,
2553,Kuala Lumpur,3,+60 3-2113 1888,Banyan Tree Kuala Lumpur,510,True,5,"2, Jalan Conlay, 50450 Kuala Lumpur, Wilayah Persekutuan",2019-03-08,1
2554,New York,1,+1 347-696-2500,1 Hotel Brooklyn Bridge,540,True,5,"60 Furman Street, Brooklyn",2019-03-10,4
2555,New York,1,+1 347-696-2500,1 Hotel Brooklyn Bridge,115,True,5,"60 Furman Street, Brooklyn",2019-03-08,4
2556,San Francisco,1,+1 415-673-3277,Amsterdam Hostel San Francisco,31,False,1,749 Taylor Street,2019-03-06,7
2557,Kuala Lumpur,2,+60 3-2110 4388,Container Hotel,116,True,2,"Jalan Delima, Imbi, 55100 Kuala Lumpur, Wilayah Persekutuan",,
2558,Kuala Lumpur,2,+60 3-2141 7753,Gold3 Boutique Hotel,156,True,2,"B5, Fahrenheit88, 179, Jalan Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan",,
2559,Kuala Lumpur,2,+60 3-2143 5000,My Hotel @ Bukit Bintang,108,True,2,"120, Jalan Pudu, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan",,
2560,Kuala Lumpur,2,+60 3-2274 9000,Nu Hotel,144,True,2,"37, Jalan Thambipillay, Brickfields, 50470",,
2561,Kuala Lumpur,2,+60 3-9100 1133,"Silka Hotel, Cheras Sentral Mall",88,True,2,"1, Jalan 2/142a, Taman Len Seng, 56000 Kuala Lumpur, Wilayah Persekutuan",,
2562,Kuala Lumpur,2,+60 3-2110 4388,Container Hotel,108,True,2,"Jalan Delima, Imbi, 55100 Kuala Lumpur, Wilayah Persekutuan",2019-03-10,3
2563,London,3,+44 20 3310 5555,Courthouse Hotel Shoreditch,345,True,5,335-337 Old Street,,
2564,London,3,+44 20 3750 4545,Devonshire Club By Mantis,315,True,5,5 Devonshire Square,,
2565,London,3,+44 20 7589 5895,The Ampersand Hotel,525,True,5,10 Harrington Road,,
2566,London,3,+44 20 3297 9200,Four Seasons Hotel London At Ten Trinity Square,390,True,5,10 Trinity Square,2019-03-12,1
2567,New York,1,+1 347-696-2500,1 Hotel Brooklyn Bridge,465,True,5,"60 Furman Street, Brooklyn",2019-03-08,5
2568,London,1,+44 20 7493 4545,45 Park Lane,310,False,5,45 Park Lane,2019-03-10,4
2569,Paris,1,+33 1 84 82 49 09,Ac Hotel By Marriott Paris Porte Maillot,96,False,4,"6 Rue Gustave Charpentier, 75017",2019-03-05,4
2570,Philadelphia,3,+1 215-398-3080,Best Western Plus Philadelphia Convention Center Hotel,306,False,3,1225 Vine Street,,
2571,Philadelphia,3,+1 215-732-5500,Cambria Hotel Philadelphia Downtown Center City,189,False,3,219 South Broad Street,,
2572,Philadelphia,3,+1 215-242-5905,Chestnut Hill Hotel,297,False,3,8229 Germantown Avenue,,
2573,Philadelphia,3,+1 215-282-5000,"Club Quarters Hotel, Philadelphia",315,False,3,1628 Chestnut Street,,
2574,Philadelphia,3,+1 215-644-9200,Courtyard By Marriott Philadelphia South At The Navy Yard,198,False,3,1001 Intrepid Avenue,,
2575,Philadelphia,3,+1 215-365-4150,Doubletree By Hilton Hotel Philadelphia Airport,288,False,3,4509 Island Avenue,,
2576,Philadelphia,3,+1 215-372-9000,Aka University City,243,True,3,"Cira Centre South, 2929 Walnut Street",2019-03-04,1
2577,San Francisco,1,+1 415-673-3277,Amsterdam Hostel San Francisco,56,False,1,749 Taylor Street,2019-03-07,2
2578,London,1,+44 20 7493 4545,45 Park Lane,230,False,5,45 Park Lane,2019-03-03,3
