,address,area,has_garage,in_unit_laundry,intent,number_of_baths,number_of_beds,phone_number,price,property_name,visit_date
798,4900 Canada Valley Road,Antioch,False,True,buy,2,2,925-754-2900,2850000,Bella Rose Apartments,
799,1600 Buchanan Road,Antioch,True,False,buy,2,2,925-750-8811,3000000,Buchanan Gardens,
800,1000 Claudia Court,Antioch,False,True,buy,2,2,925-754-7671,2900000,Casa Blanca Apartments,
801,1600 Aster Drive,Antioch,False,True,buy,2,2,925-705-4248,2650000,Crestview Pines,
802,3001 Kodiak Street,Antioch,True,False,buy,2,2,925-754-3733,3000000,Hillcrest View Apartments,
803,2201 San Jose Drive,Antioch,False,True,buy,2,2,925-779-9999,2700000,Mira Vista Hills,
804,2200 Sycamore Drive,Antioch,True,False,buy,2,2,925-754-4488,2800000,Riverstone Apartments,
805,1600 Buchanan Road,,True,False,,2,2,925-750-8811,3200,Buchanan Gardens,2019-03-01
806,5425 Snyder Lane,Rohnert Park,True,False,rent,1,2,707-664-8808,2600,Camino Creek Apartments,
807,1350 Oak View Circle,Rohnert Park,False,False,rent,1,2,888-321-0662,2700,Oak View Of Sonoma Hills Apartments,
808,7425 Camino Colegio # 61,Rohnert Park,True,True,rent,1,2,707-792-0669,2400,Park Meadows Apartments,
809,611 Enterprise Drive,Rohnert Park,False,True,rent,1,2,707-584-3520,2450,Willow Creek Apartments,
810,7425 Camino Colegio # 61,Rohnert Park,True,True,buy,1,2,707-792-0669,2700000,Park Meadows Apartments,
811,611 Enterprise Drive,Rohnert Park,False,True,buy,1,2,707-584-3520,2500000,Willow Creek Apartments,
812,611 Enterprise Drive,,False,True,,1,2,707-584-3520,2450,Willow Creek Apartments,2019-03-11
813,1550 Valley Glen Drive,Dixon,False,True,buy,3,3,707-693-9310,3750000,Bristol Apartment Homes,
814,1395 North Lincoln Street,Dixon,False,True,buy,3,3,888-820-0137,3900000,Lincoln Creek Apartments,
815,1550 Valley Glen Drive,,False,True,,3,3,707-693-9310,4200,Bristol Apartment Homes,2019-03-11
816,655 Tennyson Road,Hayward,True,False,buy,2,3,855-430-2503,3300000,Metro Six55 Apartments,
817,671 West A Street,Hayward,False,True,buy,2,3,510-784-0866,3500000,Olive Tree Plaza,
818,25100 Cypress Avenue,,True,True,,2,3,510-887-4406,3900,Cypress Glen,2019-03-13
819,978 Almaden Lake Drive,,False,False,,1,2,408-323-8020,2350000,Almaden Lake Apartments,2019-03-14
820,2355 Fairfield Avenue,Fairfield,False,True,buy,1,2,707-429-1271,2300000,Aspen Village Apartments,
821,2780 North Texas Street,Fairfield,True,True,buy,1,2,707-896-4168,2500000,Bennington Apartments,
822,2751 Peppertree Drive,Fairfield,True,True,buy,1,2,707-366-0839,2600000,Berkshire Laurel Creek,
823,1890 Dover Avenue,Fairfield,False,True,buy,1,2,707-422-9630,2400000,Birchwood Apartments,
824,1917 Grande Circle,Fairfield,True,False,buy,1,2,707-434-8983,2450000,Fairfield Heights,
825,201 East Alaska Avenue,Fairfield,False,False,buy,1,2,707-425-7037,2300000,Laurel Gardens Apartments,
826,651 East Travis Boulevard,Fairfield,False,True,buy,1,2,707-429-1778,2600000,Orchard Crossing Apartments,
827,2800 Dover Avenue,Fairfield,False,False,buy,1,2,707-426-0265,2350000,Paradise Valley Apartments,
828,2215 Peach Tree Drive,Fairfield,True,True,buy,1,2,707-427-3396,2650000,Peachwood Apartments,
829,2376 Fairfield Avenue,Fairfield,True,False,buy,1,2,707-425-1199,2700000,Willow Brook Apartments,
830,2355 Fairfield Avenue,,False,True,,1,2,707-429-1271,2300000,Aspen Village Apartments,2019-03-07
831,1546 Maurice Lane,,False,False,,2,3,408-818-0710,3400000,888 Golden Saratoga-Cupertino Apartment Homes,2019-03-03
832,1275 Central Boulevard,Brentwood,False,True,buy,2,3,925-513-1110,3600000,Avery At Towncentre,
833,180 Sycamore Avenue,Brentwood,False,False,buy,2,3,925-634-8374,3300000,Brentwood Parks Apartments,
834,1275 Central Boulevard,,False,True,,2,3,925-513-1110,3550000,Avery At Towncentre,2019-03-11
835,5643 Charlotte Way,Livermore,False,False,buy,3,4,925-371-0905,4250000,Acacia Capital Cor-Ironwood Ap,
836,1038 Catalina Drive,Livermore,False,False,buy,3,4,925-447-1144,4150000,Catalina Crest Apartment Homes,
837,2991 College Avenue,Livermore,False,True,buy,3,4,925-373-8490,4250000,Chardonnay Garden Apts,
838,5720 East Avenue,Livermore,False,True,buy,3,4,925-271-7358,4450000,Livermore Gardens Apartments,
839,1160 Portola Meadows Road,Livermore,True,True,buy,3,4,925-449-6167,4550000,Portola Meadows Apartments,
840,5643 Charlotte Way,,False,False,,3,4,925-371-0905,4800,Acacia Capital Cor-Ironwood Ap,2019-03-07
841,1059 Reed Avenue,,False,True,,1,2,408-984-1060,2750000,Aster Park Apartments,2019-03-07
842,17055 Creekside Cir,Morgan Hill,False,False,buy,3,4,408-778-1482,4550000,Creekside Village,
843,16530 Monterey Road,Morgan Hill,True,True,buy,3,4,408-779-1004,4000000,Jasmine Square Apartments,
844,782 San Pedro Lane,Morgan Hill,False,True,buy,3,4,408-779-4465,4150000,Las Casas De San Pedro Apartments,
845,16945 Del Monte Avenue,Morgan Hill,False,True,buy,3,4,408-779-8986,4300000,Monte Vista At Morgan Hill,
846,18300 Carriage Drive,Morgan Hill,True,False,buy,3,4,408-779-9325,4000000,Quail Ridge Apartments,
847,260 Berry Court # 14,Morgan Hill,True,False,buy,3,4,408-776-9877,4550000,Villa Teresa Apartments,
848,16530 Monterey Road,,True,True,,3,4,408-779-1004,5100,Jasmine Square Apartments,2019-03-12
849,660 Gail Avenue,Sunnyvale,True,False,rent,1,1,888-854-9884,1750,Bonnie Terrace Apartments,
850,1651 Belleville Way,Sunnyvale,True,True,rent,1,1,669-257-9990,1700,Brookside Oaks,
851,135 Acalanes Drive,Sunnyvale,True,False,rent,1,1,650-965-1671,1700,Casa Del Sol Apartments,
852,874 East El Camino Real,Sunnyvale,False,False,rent,1,1,866-730-1639,2000,Cascades Apartments,
853,455 Brahms Way,Sunnyvale,False,True,rent,1,1,408-732-1200,1950,Cezanne Apartments,
854,1234 Sunnyvale Saratoga Road # 9,Sunnyvale,True,False,rent,1,1,408-737-2424,1500,Chatelaine Apartments,
855,130 Crescent Avenue,Sunnyvale,False,False,rent,1,1,408-749-1060,1950,Crescent Terrace Senior Apartments,
856,555 East Washington Avenue,Sunnyvale,True,True,rent,1,1,833-630-9835,1900,Heritage Park Apartments,
857,1180 Lochinvar Avenue,Sunnyvale,True,False,rent,1,1,408-244-8385,1550,Lemontree Square Apartments,
858,955 Escalon Avenue,Sunnyvale,True,True,rent,1,1,408-737-2777,1800,Macara Gardens Apartments,
859,660 Gail Avenue,,True,False,,1,1,888-854-9884,1750,Bonnie Terrace Apartments,2019-03-08
860,135 Freeway Drive,Napa,False,False,rent,3,3,707-253-8954,4200,Bristol Apartments,
861,234 Soscol Avenue,Napa,False,True,rent,3,3,707-258-1370,4150,Cadillac Flats Apartments,
862,3663 Solano Avenue,Napa,False,True,rent,3,3,707-266-6934,4350,Hawthorn Village,
863,613 Cabot Way,Napa,True,False,rent,3,3,707-265-9373,4250,Marina Park Townhomes,
864,613 Cabot Way,,True,False,,3,3,707-265-9373,4250,Marina Park Townhomes,2019-03-14
865,301 Country View Lane # A,Pleasant Hill,True,False,buy,3,3,925-676-6964,3550000,Country View Apartments,
866,235 Camelback Road,Pleasant Hill,True,True,buy,3,3,925-671-2460,3900000,Northridge Apartments,
867,91 Santa Barbara Road,Pleasant Hill,True,False,buy,3,3,925-943-1580,3650000,Santa Barbara Manor,
868,301 Country View Lane # A,,True,False,,3,3,925-676-6964,3550000,Country View Apartments,2019-03-06
869,850 Russell Avenue,Santa Rosa,True,False,rent,2,2,707-542-2883,3050,Del Nido Apartments,
870,"Leasing Office, 6600 Montecito Boulevard",Santa Rosa,True,True,rent,2,2,707-538-1516,2700,Montecito Pines Apartments,
871,638 Cordelia Drive # 1,Santa Rosa,True,False,rent,2,2,707-528-7971,3200,Park Manor Apartments,
872,2111 Kawana Springs Road,Santa Rosa,True,False,rent,2,2,707-595-2374,3050,Renaissance Apartment Homes,
873,1050 3rd Street,Santa Rosa,True,True,rent,2,2,707-544-6766,3150,Silvercrest Housing For Snrs,
874,2605 Range Avenue,Santa Rosa,True,True,rent,2,2,707-575-9600,3100,Village Square Apartments,
875,2120 Jennings Avenue,Santa Rosa,True,False,rent,2,2,707-523-2120,2800,Walnut Creek Apartments,
876,2578 Guerneville Road,Santa Rosa,True,True,rent,2,2,707-578-1899,2700,West Oaks Apartments,
877,"Leasing Office, 6600 Montecito Boulevard",,True,True,,2,2,707-538-1516,2700,Montecito Pines Apartments,2019-03-09
878,555 East El Camino Real,Sunnyvale,True,True,rent,3,3,408-738-0935,4450,Arbor Terrace Apartments,
879,1059 Reed Avenue,Sunnyvale,False,True,rent,3,3,408-984-1060,4150,Aster Park Apartments,
880,1651 Belleville Way,Sunnyvale,True,True,rent,3,3,669-257-9990,4450,Brookside Oaks,
881,250 W El Camino Real,Sunnyvale,False,False,rent,3,3,866-748-9591,4450,Cherry Orchard Apartment Homes,
882,1180 Lochinvar Avenue,Sunnyvale,True,False,rent,3,3,408-244-8385,4300,Lemontree Square Apartments,
883,777 South Mathilda Avenue,Sunnyvale,True,True,rent,3,3,408-774-1501,4050,Mathilda Garden Apartments,
884,110 E Remington Dr # 18,Sunnyvale,False,False,rent,3,3,408-733-9430,4350,One Ten Remington Apartments,
885,355 North Wolfe Road,Sunnyvale,False,False,rent,3,3,408-736-4963,4000,Parkside Apartments,
886,330 North Mathilda Avenue,Sunnyvale,True,True,rent,3,3,844-503-6930,4100,Peartree,
887,1180 Reed Avenue,Sunnyvale,True,False,rent,3,3,408-244-5636,4450,Riverdeck Apartments,
888,555 East El Camino Real,,True,True,,3,3,408-738-0935,3850000,Arbor Terrace Apartments,2019-03-09
889,859 University Avenue,Los Gatos,False,True,buy,1,2,408-395-1222,2250000,Casa Vasona Garden Apartments,
890,105 Forrest Avenue,Los Gatos,False,False,buy,1,2,408-354-7514,2450000,Three Oaks Apartments,
891,107 Oak Rim Court,Los Gatos,True,True,buy,1,2,408-358-1541,2500000,Twelve Oaks Apartments,
892,100 Oak Rim Way # 24,Los Gatos,False,True,buy,1,2,408-358-3066,2550000,Valley Oaks Apartments,
893,859 University Avenue,,False,True,,1,2,408-395-1222,2800,Casa Vasona Garden Apartments,2019-03-02
894,6801 Leisure Town Road,Vacaville,False,False,rent,2,2,833-215-3663,2750,North Pointe,
895,293 Shasta Drive,Vacaville,False,True,rent,2,2,707-447-3651,3200,Shasta Terrace,
896,199 Aegean Way,,True,True,,2,2,707-448-7056,2700000,Meadowood Apartments,2019-03-09
897,1032 Mohr Lane,Concord,False,True,rent,1,1,925-687-8460,1800,Hidden Creek Town Homes,
898,3066 Willow Pass Road,Concord,False,True,rent,1,1,925-691-5974,1700,Kona Kai Village Apartments,
899,1650 Pine Street,Concord,False,True,rent,1,1,855-273-4847,1800,Park Haven Apartments,
900,1530 Adelaide Street,Concord,True,True,rent,1,1,925-682-2386,1900,Woodhaven Apartments,
901,1688 Clayton Road,Concord,False,True,rent,1,2,925-671-3845,2800,City Walk Apartment Homes,
902,1711 Detroit Avenue,Concord,False,True,rent,1,2,925-686-6868,2850,Courtyard Apartments,
903,1032 Mohr Lane,Concord,False,True,rent,1,2,925-687-8460,2750,Hidden Creek Town Homes,
904,3066 Willow Pass Road,Concord,False,True,rent,1,2,925-691-5974,2850,Kona Kai Village Apartments,
905,3420 Willow Pass Road,Concord,True,True,rent,1,2,925-825-5958,2350,Palm Court Apartment,
906,1500 Pine Street # 78,Concord,False,True,rent,1,2,925-827-1700,2750,Pine Terrace Apartments,
907,1599 Denkinger Court,Concord,False,True,rent,1,2,925-384-1256,2450,Villa Diablo Apartments,
908,1688 Clayton Road,,False,True,,1,2,925-671-3845,2800,City Walk Apartment Homes,2019-03-03
909,4200 Bay Street,Fremont,False,True,rent,2,2,510-455-8813,3000,Briarwood At Central Park,
910,41277 Roberts Ave # 32,Fremont,False,False,rent,2,2,510-656-2303,3250,Felson Management Corporation,
911,37811 Fremont Boulevard,Fremont,False,False,rent,2,2,510-797-4520,2800,Fremont Arms,
912,38850 Farwell Drive,Fremont,False,False,rent,2,2,510-793-5100,3150,Glenmoor Green Apartments,
913,41342 Roberts Avenue,Fremont,False,True,rent,2,2,510-657-9766,2750,Granada Apartments,
914,40777 High Street,Fremont,False,True,rent,2,2,510-651-9080,3250,Pebble Creek Communities,
915,3500 Pennsylvania Avenue # 101,Fremont,False,True,rent,1,2,510-943-8264,2800,Birchwood Apartments,
916,4200 Bay Street,Fremont,False,True,rent,1,2,510-455-8813,2700,Briarwood At Central Park,
917,36163 Fremont Boulevard,Fremont,True,True,rent,1,2,510-793-1621,2300,Brookvale Chateau,
918,4101 Eggers Drive # 16,Fremont,False,True,rent,1,2,510-796-4064,2850,Case Verde Apartment,
919,41299 Paseo Padre Parkway,Fremont,False,False,rent,1,2,510-651-1040,2600,Century Village Apartments,
920,46703 Crawford Street # 2,Fremont,False,False,rent,1,2,510-651-5292,2500,Crawford Apartments,
921,4261 Stevenson Boulevard,Fremont,True,True,rent,1,2,510-656-8201,2500,Fremont Manor,
922,4444 Central Avenue,Fremont,True,True,rent,1,2,510-792-1161,2400,Glenmills Apartments,
923,36000 Fremont Boulevard,Fremont,False,False,rent,1,2,510-793-4070,2400,Hacienda Gardens,
924,3355 Pennsylvania Avenue #13,Fremont,False,True,rent,1,2,510-792-4983,2300,Hastings East Apartments,
925,3500 Pennsylvania Avenue # 101,,False,True,,1,2,510-943-8264,2250000,Birchwood Apartments,2019-03-10
926,1059 Reed Avenue,,False,True,,1,2,408-984-1060,2750000,Aster Park Apartments,2019-03-04
927,5000 Hartnett Avenue,Richmond,True,True,rent,2,3,510-237-5377,3600,Crescent Park,
928,680 South 37th Street,Richmond,False,True,rent,2,3,510-215-1926,3600,Monterey Pines,
929,5005 Montoya Avenue,Richmond,False,False,rent,2,3,510-235-6341,3900,Montoya Garden Apartments,
930,2601 Hilltop Drive,Richmond,True,True,rent,2,3,510-455-8847,3700,San Marcos,
931,5005 Montoya Avenue,,False,False,,2,3,510-235-6341,3900,Montoya Garden Apartments,2019-03-03
932,3820 Park Boulevard,Palo Alto,True,False,buy,1,1,650-493-2424,1600000,Casa Carolina Apartments,
933,325 Hawthorne Avenue,Palo Alto,True,True,buy,1,1,650-966-5319,2150000,Hawthorne,
934,1600 Sand Hill Road,Palo Alto,True,True,buy,1,1,650-321-1701,2150000,Oak Creek Apartments,
935,3820 Park Boulevard,,True,False,,1,1,650-493-2424,1600000,Casa Carolina Apartments,2019-03-03
936,100 Devon Avenue,Pleasant Hill,True,False,rent,3,4,925-930-9630,5200,Devon Apartments,
937,91 Santa Barbara Road,Pleasant Hill,True,False,rent,3,4,925-943-1580,5000,Santa Barbara Manor,
938,637 Stonebridge Way,Pleasant Hill,True,True,rent,3,4,925-691-5220,4750,Wood Creek Apartments,
939,100 Devon Avenue,,True,False,,3,4,925-930-9630,5200,Devon Apartments,2019-03-13
940,1282 Mattox Road,Hayward,True,True,rent,1,2,510-886-0385,2800,Alpine Vista Apartments,
941,25173 Cypress Avenue,Hayward,True,False,rent,1,2,510-782-8753,2750,Amador Royal,
942,25100 Cypress Avenue,Hayward,True,True,rent,1,2,510-887-4406,2700,Cypress Glen,
943,25355 Cypress Avenue # 101,Hayward,True,True,rent,1,2,510-785-8181,2850,Pepper Tree Apartments,
944,837 Hancock Street,Hayward,True,True,rent,1,2,510-581-4141,2800,Pinecrest Apartments,
945,1782 D Street,Hayward,True,False,rent,1,2,510-247-9073,2700,Ridgecrest Apartments,
946,22650 Alice Street,Hayward,True,True,rent,1,2,510-582-1460,2800,Sycamore Square Housing Corporation,
947,26525 Gading Road,Hayward,True,False,rent,1,2,510-783-9858,2850,Westwood Townhouse Apartments,
948,1282 Mattox Road,,True,True,,1,2,510-886-0385,2800,Alpine Vista Apartments,2019-03-12
949,3979 Alhambra Avenue,Martinez,True,True,buy,3,3,925-228-7047,3750000,Lotus Apartments,
950,3883 Vista Oaks Drive,Martinez,False,True,buy,3,3,833-755-3332,3650000,Vista Oaks Apartments,
951,1241 Arnold Drive,Martinez,True,False,buy,3,4,925-372-8078,4250000,Muir Park Condominiums,
952,1241 Arnold Drive,,True,False,,3,4,925-372-8078,4250000,Muir Park Condominiums,2019-03-09
953,240 Kottinger Drive,Pleasanton,False,True,buy,3,4,925-846-0133,4550000,Kottinger Place Apartments-Seniors,
954,5300 Case Avenue,Pleasanton,True,True,buy,3,4,925-461-1948,4450000,Promenade Apartments,
955,4031 Stanley Boulevard # 112,Pleasanton,False,False,buy,3,4,925-462-6180,4150000,Stanley Junction Senior Apartments,
956,1552 East Gate Way,Pleasanton,False,False,buy,3,4,844-839-6441,4100000,The Kensington,
957,240 Kottinger Drive,,False,True,,3,4,925-846-0133,4500000,Kottinger Place Apartments-Seniors,2019-03-05
958,1633 Marina Court,San Mateo,True,True,buy,1,2,866-571-7179,2400000,Chesapeake Point Apartments,
959,1510 Marina Vista,San Mateo,True,True,buy,1,2,650-341-3367,2250000,Edgewater Isle Senior Apartments,
960,25 McAker Court,San Mateo,False,True,buy,1,2,650-286-9800,2250000,Pacific Gardens Townhouse,
961,651 North El Camino Real,San Mateo,True,True,buy,1,2,650-343-9038,2750000,Park Royal Apartments,
962,2901 South El Camino Real,San Mateo,True,True,buy,1,2,650-212-0935,2600000,Peninsula Station Apartments,
963,1633 Marina Court,,True,True,,1,2,866-571-7179,2650,Chesapeake Point Apartments,2019-03-08
964,3500 Pennsylvania Avenue # 101,,False,True,,1,2,510-943-8264,2300000,Birchwood Apartments,2019-03-07
965,24660 Amador Street,Hayward,False,False,rent,3,3,510-849-6628,4300,Amador Apartments,
966,25173 Cypress Avenue,Hayward,True,False,rent,3,3,510-782-8753,3900,Amador Royal,
967,31108 Brae Burn Avenue,Hayward,False,True,rent,3,3,510-471-7075,3950,Baywood Apartments,
968,25200 Carlos Bee Boulevard,Hayward,True,True,rent,3,3,510-822-2617,4350,City View,
969,375 Industrial Parkway # 314,Hayward,False,True,rent,3,3,510-581-0911,3950,Golf Club Manor Apartments,
970,29200 Huntwood Avenue,Hayward,True,False,rent,3,3,510-786-9375,4100,Huntwood Terrace Apartment,
971,24545 Amador Street,Hayward,True,True,rent,3,3,510-400-7700,4400,Jackson Arms Apartments,
972,959 Torrano Avenue # 34,Hayward,False,False,rent,3,3,510-537-7612,3900,Majestic Apartments,
973,28955 Mission Boulevard,Hayward,True,True,rent,3,3,510-537-5604,4000,Mission Bay Condos,
974,605 Orchard Avenue,Hayward,False,True,rent,3,3,510-886-1055,4050,Park Orchard Apartments,
975,25173 Cypress Avenue,,True,False,,3,3,510-782-8753,3900,Amador Royal,2019-03-10
976,4656 Quigg Drive,Santa Rosa,True,True,buy,1,2,707-537-9866,2250000,Behringer Harvard,
977,850 Russell Avenue,Santa Rosa,True,False,buy,1,2,707-542-2883,2600000,Del Nido Apartments,
978,6401 Montecito Boulevard # 29,Santa Rosa,True,True,buy,1,2,707-539-6148,2450000,Garden Court Apartments,
979,1163 Hopper Avenue,Santa Rosa,False,True,buy,1,2,707-526-9675,2600000,Hopper Lane Apartments,
980,3076 Marlow Road,Santa Rosa,True,True,buy,1,2,707-579-5081,2650000,Marlow Apartments,
981,"Leasing Office, 6600 Montecito Boulevard",Santa Rosa,True,True,buy,1,2,707-538-1516,2300000,Montecito Pines Apartments,
982,638 Cordelia Drive # 1,Santa Rosa,True,False,buy,1,2,707-528-7971,2700000,Park Manor Apartments,
983,2389 McBride Lane,Santa Rosa,False,False,buy,1,2,707-579-5605,2650000,Park Villa Apartments,
984,6899 Montecito Boulevard,Santa Rosa,False,False,buy,1,2,707-537-0731,2400000,Parkwood Apartments,
985,193 Airport Boulevard East,Santa Rosa,True,True,buy,1,2,707-579-9560,2500000,Spring Club,
986,4656 Quigg Drive,,True,True,,1,2,707-537-9866,2250000,Behringer Harvard,2019-03-07
987,20667 Forge Way,Cupertino,True,True,buy,2,3,408-739-0870,3400000,Forge Homestead Apartments,
988,175 Calvert Drive,Cupertino,False,True,buy,2,3,408-627-8259,3500000,Sage At Cupertino,
989,20667 Forge Way,,True,True,,2,3,408-739-0870,3900,Forge Homestead Apartments,2019-03-12
990,26100 Gading Road,,True,True,,2,3,510-785-3281,3900,Amberwood Garden Apartments,2019-03-03
991,6221 Montecito Boulevard,Santa Rosa,True,False,buy,3,3,707-888-5505,3950000,Brush Creek Apartments,
992,1130 4th Street,Santa Rosa,True,True,buy,3,3,707-544-1400,3700000,Creekside Park Apartments,
993,1305 Yulupa Avenue,Santa Rosa,True,True,buy,3,3,707-575-3254,3450000,Greentree Apartments,
994,1163 Hopper Avenue,Santa Rosa,False,True,buy,3,3,707-526-9675,3850000,Hopper Lane Apartments,
995,1421 Range Avenue,Santa Rosa,False,True,buy,3,3,707-569-7488,3800000,Monte Vista Apartments,
996,1265 Pacific Avenue # 3,Santa Rosa,False,True,buy,3,3,707-579-0787,3500000,Pacific Garden Apartments,
997,2055 Range Avenue,Santa Rosa,True,False,buy,3,3,707-600-3342,3550000,Parc Station Apartments,
998,6899 Montecito Boulevard,Santa Rosa,False,False,buy,3,3,707-537-0731,3550000,Parkwood Apartments,
999,193 Airport Boulevard East,Santa Rosa,True,True,buy,3,3,707-579-9560,3600000,Spring Club,
1000,1405 Townview Avenue,Santa Rosa,True,True,buy,3,3,707-576-7772,3600000,Vintage At Bennett Valley,
1001,6221 Montecito Boulevard,,True,False,,3,3,707-888-5505,4250,Brush Creek Apartments,2019-03-03
1002,111 Seminary Drive,Mill Valley,True,True,buy,3,3,415-383-6688,3400000,Strawberry Shores Apartments,
1003,111 Seminary Drive,,True,True,,3,3,415-383-6688,3400000,Strawberry Shores Apartments,2019-03-05
1004,2580 Fontaine Road,San Jose,False,True,rent,3,4,408-238-0841,5250,Casa Real Apartments,
1005,320 Crescent Village Circle,San Jose,True,True,rent,3,4,866-794-5531,5050,Crescent Village Apartment Homes,
1006,3031 Tisch Way,San Jose,True,True,rent,3,4,408-241-4342,4800,Cyberbranch Corporation,
1007,"2290, 303 Checkers Drive",San Jose,True,True,rent,3,4,408-272-0356,4900,El Rancho Verde Apartments,
1008,6184 Cottle Road,San Jose,True,True,rent,3,4,408-225-8648,5000,Foothill Apartments,
1009,4748 West Campbell Avenue,,True,True,,3,4,408-379-8440,4700,Baker Park Apartments,2019-03-12
1010,900 Cambridge Drive,Benicia,False,True,rent,1,2,707-745-6178,2750,Benicia Highlands,
1011,118 Warwick Drive,Benicia,True,True,rent,1,2,707-745-4544,2700,Crestview Apartments,
1012,900 Cambridge Drive,,False,True,,1,2,707-745-6178,2500000,Benicia Highlands,2019-03-13
1013,2000 Shoreline Loop,,True,True,,3,3,925-307-7099,4400,Bel Air,2019-03-14
1014,275 Hawthorne Avenue,,True,False,,1,2,650-966-5319,2800,275 Hawthorne Apartments,2019-03-05
1015,400 East Remington Drive,,False,True,,2,3,408-738-4862,3650000,Apricot Pit Apartments,2019-03-06
1016,1010 Power Avenue,Pittsburg,False,True,buy,1,2,925-439-5655,2650000,Belmont Apartment Homes,
1017,3225 Harbor Street,Pittsburg,False,False,buy,1,2,925-432-0333,2350000,Fox Creek Apartments,
1018,2201 Oak Hills Circle,Pittsburg,False,True,buy,1,2,800-992-6908,2650000,Oak Hills Apartments,
1019,256 Peppertree Way,Pittsburg,True,True,buy,1,2,925-432-1202,2350000,Peppertree Apartments,
1020,1010 Power Avenue,,False,True,,1,2,925-439-5655,2650,Belmont Apartment Homes,2019-03-11
1021,1400 A Street,Antioch,False,False,buy,1,1,925-706-0874,1900000,Antioch Rivertown Senior Housing,
1022,1000 Claudia Court,Antioch,False,True,buy,1,1,925-754-7671,1600000,Casa Blanca Apartments,
1023,1600 Aster Drive,Antioch,False,True,buy,1,1,925-705-4248,1950000,Crestview Pines,
1024,2301 Sycamore Drive,Antioch,True,False,buy,1,1,925-776-5379,1900000,Delta Pines Apartments,
1025,3001 Kodiak Street,Antioch,True,False,buy,1,1,925-754-3733,1850000,Hillcrest View Apartments,
1026,600 Wilbur Avenue,Antioch,True,True,buy,1,1,925-779-0601,1650000,Lakeshore Apartments,
1027,2201 Mahogany Way,Antioch,True,True,buy,1,1,925-754-9077,1850000,Oakwood Village Apartments,
1028,2800 Gentrytown Drive,Antioch,True,False,buy,1,1,925-754-1910,2000000,Parkview Village Apartments,
1029,3101 Buchanan Road,Antioch,False,True,buy,1,1,925-754-5455,2000000,Summerwood Apartments,
1030,1400 A Street,,False,False,,1,1,925-706-0874,1900000,Antioch Rivertown Senior Housing,2019-03-09
1031,947 Branham Lane # C,,True,False,,2,3,408-265-4808,3550,Almaden Garden Apartments,2019-03-04
1032,555 East El Camino Real,Sunnyvale,True,True,buy,3,3,408-738-0935,3850000,Arbor Terrace Apartments,
1033,1059 Reed Avenue,Sunnyvale,False,True,buy,3,3,408-984-1060,3900000,Aster Park Apartments,
1034,1651 Belleville Way,Sunnyvale,True,True,buy,3,3,669-257-9990,3450000,Brookside Oaks,
1035,250 W El Camino Real,Sunnyvale,False,False,buy,3,3,866-748-9591,3950000,Cherry Orchard Apartment Homes,
1036,1180 Lochinvar Avenue,Sunnyvale,True,False,buy,3,3,408-244-8385,3450000,Lemontree Square Apartments,
1037,777 South Mathilda Avenue,Sunnyvale,True,True,buy,3,3,408-774-1501,3750000,Mathilda Garden Apartments,
1038,110 E Remington Dr # 18,Sunnyvale,False,False,buy,3,3,408-733-9430,3750000,One Ten Remington Apartments,
1039,355 North Wolfe Road,Sunnyvale,False,False,buy,3,3,408-736-4963,3850000,Parkside Apartments,
1040,330 North Mathilda Avenue,Sunnyvale,True,True,buy,3,3,844-503-6930,3500000,Peartree,
1041,1180 Reed Avenue,Sunnyvale,True,False,buy,3,3,408-244-5636,3700000,Riverdeck Apartments,
