,car_name,car_type,city,end_date,pickup_location,pickup_time,price_per_day,start_date,add_insurance
3414,SEAT Leon,Hatchback,Paris,2019-03-04,Orly International Airport,13:30,29.00,2019-03-01,
3415,Skoda Octavia,Sedan,Paris,2019-03-04,Orly International Airport,13:30,37.00,2019-03-01,
3416,Subaru Impreza,Sedan,Paris,2019-03-04,Charles de Gaulle International Airport,13:30,34.00,2019-03-01,
3417,Volvo S90,Sedan,,2019-03-04,Charles de Gaulle International Airport,13:30,44.00,2019-03-01,True
3418,Audi A8,Sedan,London,2019-03-13,Heathrow International Airport,15:00,34.00,2019-03-12,
3419,Buick Regal Sportback,Sedan,London,2019-03-13,Gatwick International Airport,15:00,34.00,2019-03-12,
3420,Citroen C5,SUV,London,2019-03-13,Heathrow International Airport,15:00,42.00,2019-03-12,
3421,Dacia Duster,SUV,London,2019-03-13,Heathrow International Airport,15:00,42.00,2019-03-12,
3422,Fiat Panda,Hatchback,London,2019-03-13,Heathrow International Airport,15:00,26.00,2019-03-12,
3423,Ford Focus,Hatchback,London,2019-03-13,Gatwick International Airport,15:00,31.00,2019-03-12,
3424,GMC Terrain,SUV,London,2019-03-13,Heathrow International Airport,15:00,45.00,2019-03-12,
3425,Hyundai Ioniq,Sedan,London,2019-03-13,Gatwick International Airport,15:00,34.00,2019-03-12,
3426,Lexus GS,Sedan,London,2019-03-13,Heathrow International Airport,15:00,31.00,2019-03-12,
3427,Mazda 3,Hatchback,London,2019-03-13,Gatwick International Airport,15:00,28.00,2019-03-12,
3428,Volvo S90,Sedan,,2019-03-13,Heathrow International Airport,15:00,33.00,2019-03-12,False
3429,Buick Regal Sportback,Sedan,Anaheim,2019-03-09,John Wayne Airport,15:00,30.00,2019-03-07,
3430,Hyundai Ioniq,Sedan,Anaheim,2019-03-09,Anaheim Intermodal Center,15:00,31.00,2019-03-07,
3431,Skoda Octavia,Sedan,Anaheim,2019-03-09,Anaheim Intermodal Center,15:00,32.00,2019-03-07,
3432,Subaru Impreza,Sedan,Anaheim,2019-03-09,John Wayne Airport,15:00,39.00,2019-03-07,
3433,Volvo S90,Sedan,Anaheim,2019-03-09,John Wayne Airport,15:00,29.00,2019-03-07,
3434,Hyundai Ioniq,Sedan,,2019-03-09,Anaheim Intermodal Center,15:00,31.00,2019-03-07,False
3435,Audi A8,Sedan,Warsaw,2019-03-11,Warsaw Chopin Airport,17:00,34.00,2019-03-07,
3436,Buick Regal Sportback,Sedan,Warsaw,2019-03-11,Warsaw Chopin Airport,17:00,36.00,2019-03-07,
3437,Citroen C5,SUV,Warsaw,2019-03-11,Warsaw Chopin Airport,17:00,48.00,2019-03-07,
3438,Dodge Charger,Sedan,Warsaw,2019-03-11,Warsaw Chopin Airport,17:00,35.00,2019-03-07,
3439,Ford Focus,Hatchback,Warsaw,2019-03-11,Warsaw Chopin Airport,17:00,34.00,2019-03-07,
3440,Renault Clio,Hatchback,Warsaw,2019-03-11,Warsaw Chopin Airport,17:00,24.00,2019-03-07,
3441,Subaru Impreza,Sedan,Warsaw,2019-03-11,Warsaw Chopin Airport,17:00,30.00,2019-03-07,
3442,Suzuki Grand Vitara,SUV,Warsaw,2019-03-11,Warsaw Chopin Airport,17:00,49.00,2019-03-07,
3443,Vauxhaull Astra,Hatchback,Warsaw,2019-03-11,Warsaw Chopin Airport,17:00,28.00,2019-03-07,
3444,Subaru Impreza,Sedan,,2019-03-11,Warsaw Chopin Airport,17:00,46.00,2019-03-07,True
3445,Mazda 3,Hatchback,San Francisco,2019-03-11,Salesforce Transit Center,10:30,27.00,2019-03-10,
3446,Vauxhaull Astra,Hatchback,San Francisco,2019-03-11,Salesforce Transit Center,10:30,24.00,2019-03-10,
3447,Mazda 3,Hatchback,San Francisco,2019-03-12,Salesforce Transit Center,10:30,22.00,2019-03-10,
3448,Mazda 3,Hatchback,,2019-03-12,Salesforce Transit Center,10:30,22.00,2019-03-10,False
3449,Jaguar F-Pace,SUV,Atlanta,2019-03-06,Peachtree Station,12:30,36.00,2019-03-01,
3450,Mitsubishi Outlander,SUV,Atlanta,2019-03-06,Peachtree Station,12:30,36.00,2019-03-01,
3451,Citroen C5,SUV,Atlanta,2019-03-06,Hartsfield-Jackson International Airport,13:00,43.00,2019-03-01,
3452,Jaguar F-Pace,SUV,,2019-03-06,Peachtree Station,12:30,54.00,2019-03-01,True
3453,Audi A8,Sedan,London,2019-03-05,Heathrow International Airport,09:30,30.00,2019-03-01,
3454,Buick Regal Sportback,Sedan,London,2019-03-05,Gatwick International Airport,09:30,36.00,2019-03-01,
3455,Citroen C5,SUV,London,2019-03-05,Heathrow International Airport,09:30,40.00,2019-03-01,
3456,Dacia Duster,SUV,London,2019-03-05,Heathrow International Airport,09:30,47.00,2019-03-01,
3457,Fiat Panda,Hatchback,London,2019-03-05,Heathrow International Airport,09:30,35.00,2019-03-01,
3458,Ford Focus,Hatchback,London,2019-03-05,Gatwick International Airport,09:30,30.00,2019-03-01,
3459,GMC Terrain,SUV,London,2019-03-05,Heathrow International Airport,09:30,37.00,2019-03-01,
3460,Hyundai Ioniq,Sedan,London,2019-03-05,Gatwick International Airport,09:30,37.00,2019-03-01,
3461,Lexus GS,Sedan,London,2019-03-05,Heathrow International Airport,09:30,41.00,2019-03-01,
3462,Mazda 3,Hatchback,London,2019-03-05,Gatwick International Airport,09:30,33.00,2019-03-01,
3463,Skoda Kodiaq,SUV,London,2019-03-05,Gatwick International Airport,09:30,42.00,2019-03-01,
3464,GMC Terrain,SUV,,2019-03-05,Heathrow International Airport,09:30,37.00,2019-03-01,False
3465,Citroen C5,SUV,Mexico City,2019-03-07,Benito Juarez International Airport,10:30,33.00,2019-03-03,
3466,Dodge Charger,Sedan,Mexico City,2019-03-07,Benito Juarez International Airport,10:30,22.00,2019-03-03,
3467,Fiat Panda,Hatchback,Mexico City,2019-03-07,Benito Juarez International Airport,10:30,21.00,2019-03-03,
3468,GMC Terrain,SUV,Mexico City,2019-03-07,Benito Juarez International Airport,10:30,32.00,2019-03-03,
3469,Hyundai Ioniq,Sedan,Mexico City,2019-03-07,Benito Juarez International Airport,10:30,22.00,2019-03-03,
3470,Jaguar F-Pace,SUV,Mexico City,2019-03-07,Estacion Buenavista,10:30,30.00,2019-03-03,
3471,Lexus GS,Sedan,Mexico City,2019-03-07,Estacion Buenavista,10:30,21.00,2019-03-03,
3472,Mazda 3,Hatchback,Mexico City,2019-03-07,Estacion Buenavista,10:30,16.00,2019-03-03,
3473,Mazda CX-5,SUV,Mexico City,2019-03-07,Benito Juarez International Airport,10:30,33.00,2019-03-03,
3474,Mitsubishi Outlander,SUV,Mexico City,2019-03-07,Estacion Buenavista,10:30,35.00,2019-03-03,
3475,Mazda CX-5,SUV,,2019-03-07,Benito Juarez International Airport,10:30,33.00,2019-03-03,False
3476,Audi A8,Sedan,Delhi,2019-03-06,Indira Gandhi International Airport,17:00,32.00,2019-03-04,
3477,Fiat Panda,Hatchback,Delhi,2019-03-06,Indira Gandhi International Airport,17:00,21.00,2019-03-04,
3478,Ford Focus,Hatchback,Delhi,2019-03-06,Indira Gandhi International Airport,17:00,28.00,2019-03-04,
3479,Renault Clio,Hatchback,Delhi,2019-03-06,Indira Gandhi International Airport,17:00,29.00,2019-03-04,
3480,SEAT Cordoba,Sedan,Delhi,2019-03-06,Indira Gandhi International Airport,17:00,34.00,2019-03-04,
3481,SEAT Leon,Hatchback,Delhi,2019-03-06,Indira Gandhi International Airport,17:00,26.00,2019-03-04,
3482,Suzuki Grand Vitara,SUV,Delhi,2019-03-06,Indira Gandhi International Airport,17:00,40.00,2019-03-04,
3483,Volvo S90,Sedan,Delhi,2019-03-06,Indira Gandhi International Airport,17:00,31.00,2019-03-04,
3484,Volvo S90,Sedan,,2019-03-06,Indira Gandhi International Airport,17:00,31.00,2019-03-04,False
3485,Audi A8,Sedan,London,2019-03-05,Heathrow International Airport,15:30,37.00,2019-03-04,
3486,Buick Regal Sportback,Sedan,London,2019-03-05,Gatwick International Airport,15:30,31.00,2019-03-04,
3487,Citroen C5,SUV,London,2019-03-05,Heathrow International Airport,15:30,55.00,2019-03-04,
3488,Dacia Duster,SUV,London,2019-03-05,Heathrow International Airport,15:30,35.00,2019-03-04,
3489,Fiat Panda,Hatchback,London,2019-03-05,Heathrow International Airport,15:30,27.00,2019-03-04,
3490,Ford Focus,Hatchback,London,2019-03-05,Gatwick International Airport,15:30,27.00,2019-03-04,
3491,GMC Terrain,SUV,London,2019-03-05,Heathrow International Airport,15:30,36.00,2019-03-04,
3492,Hyundai Ioniq,Sedan,London,2019-03-05,Gatwick International Airport,15:30,34.00,2019-03-04,
3493,Lexus GS,Sedan,London,2019-03-05,Heathrow International Airport,15:30,36.00,2019-03-04,
3494,Mazda 3,Hatchback,London,2019-03-05,Gatwick International Airport,15:30,29.00,2019-03-04,
3495,Volvo S90,Sedan,,2019-03-05,Heathrow International Airport,15:30,30.00,2019-03-04,False
3496,Hyundai Ioniq,Sedan,San Diego,2019-03-11,Santa Fe Depot,18:00,30.00,2019-03-07,
3497,Jaguar F-Pace,SUV,San Diego,2019-03-11,Santa Fe Depot,18:00,39.00,2019-03-07,
3498,SEAT Cordoba,Sedan,San Diego,2019-03-11,Santa Fe Depot,18:00,33.00,2019-03-07,
3499,SEAT Leon,Hatchback,San Diego,2019-03-11,Santa Fe Depot,18:00,26.00,2019-03-07,
3500,Skoda Octavia,Sedan,San Diego,2019-03-11,Santa Fe Depot,18:00,31.00,2019-03-07,
3501,Vauxhaull Astra,Hatchback,San Diego,2019-03-11,Santa Fe Depot,18:00,26.00,2019-03-07,
3502,Hyundai Ioniq,Sedan,San Diego,2019-03-02,Santa Fe Depot,18:00,35.00,2019-03-01,
3503,Jaguar F-Pace,SUV,San Diego,2019-03-02,Santa Fe Depot,18:00,37.00,2019-03-01,
3504,SEAT Cordoba,Sedan,San Diego,2019-03-02,Santa Fe Depot,18:00,29.00,2019-03-01,
3505,SEAT Leon,Hatchback,San Diego,2019-03-02,Santa Fe Depot,18:00,25.00,2019-03-01,
3506,Skoda Octavia,Sedan,San Diego,2019-03-02,Santa Fe Depot,18:00,28.00,2019-03-01,
3507,Vauxhaull Astra,Hatchback,San Diego,2019-03-02,Santa Fe Depot,18:00,23.00,2019-03-01,
3508,Jaguar F-Pace,SUV,,2019-03-02,Santa Fe Depot,18:00,37.00,2019-03-01,False
3509,Dodge Charger,Sedan,Chicago,2019-03-05,O'Hare International Airport,10:00,31.00,2019-03-03,
3510,Fiat Panda,Hatchback,Chicago,2019-03-05,O'Hare International Airport,10:00,24.00,2019-03-03,
3511,GMC Terrain,SUV,Chicago,2019-03-05,O'Hare International Airport,10:00,38.00,2019-03-03,
3512,SEAT Leon,Hatchback,Chicago,2019-03-05,O'Hare International Airport,10:00,26.00,2019-03-03,
3513,Skoda Kodiaq,SUV,Chicago,2019-03-05,O'Hare International Airport,10:00,39.00,2019-03-03,
3514,Subaru Impreza,Sedan,Chicago,2019-03-05,O'Hare International Airport,10:00,33.00,2019-03-03,
3515,Subaru Impreza,Sedan,,2019-03-05,O'Hare International Airport,10:00,33.00,2019-03-03,False
3516,Dacia Duster,SUV,Los Angeles,2019-03-02,LAX International Airport,19:30,44.00,2019-03-01,
3517,Fiat Panda,Hatchback,Los Angeles,2019-03-02,LAX International Airport,19:30,23.00,2019-03-01,
3518,Hyundai Ioniq,Sedan,Los Angeles,2019-03-02,LAX International Airport,19:30,30.00,2019-03-01,
3519,Nissan Qashqai,Hatchback,Los Angeles,2019-03-02,LAX International Airport,19:30,28.00,2019-03-01,
3520,Renault Clio,Hatchback,Los Angeles,2019-03-02,LAX International Airport,19:30,28.00,2019-03-01,
3521,Skoda Kodiaq,SUV,Los Angeles,2019-03-02,LAX International Airport,19:30,48.00,2019-03-01,
3522,Suzuki Grand Vitara,SUV,Los Angeles,2019-03-02,LAX International Airport,19:30,38.00,2019-03-01,
3523,Volvo S90,Sedan,Los Angeles,2019-03-02,LAX International Airport,19:30,39.00,2019-03-01,
3524,Buick Regal Sportback,Sedan,Sunnyvale,2019-03-02,Sunnyvale Caltrain Station,11:00,29.00,2019-03-01,
3525,Citroen C5,SUV,Sunnyvale,2019-03-02,Murphy and Evelyn,11:00,38.00,2019-03-01,
3526,Dodge Charger,Sedan,Sunnyvale,2019-03-02,Murphy and Evelyn,11:00,24.00,2019-03-01,
3527,Kia Ceed,Hatchback,Sunnyvale,2019-03-02,Sunnyvale Caltrain Station,11:00,17.00,2019-03-01,
3528,Lexus GS,Sedan,Sunnyvale,2019-03-02,Sunnyvale Caltrain Station,11:00,27.00,2019-03-01,
3529,Mazda CX-5,SUV,Sunnyvale,2019-03-02,Sunnyvale Caltrain Station,11:00,40.00,2019-03-01,
3530,Nissan Qashqai,Hatchback,Sunnyvale,2019-03-02,Murphy and Evelyn,11:00,24.00,2019-03-01,
3531,Peugeot 208,Hatchback,Sunnyvale,2019-03-02,Sunnyvale Caltrain Station,11:00,24.00,2019-03-01,
3532,SEAT Leon,Hatchback,Sunnyvale,2019-03-02,Sunnyvale Caltrain Station,11:00,25.00,2019-03-01,
3533,Skoda Kodiaq,SUV,Sunnyvale,2019-03-02,Murphy and Evelyn,11:00,37.00,2019-03-01,
3534,Skoda Kodiaq,SUV,,2019-03-02,Murphy and Evelyn,11:00,37.00,2019-03-01,False
3535,Alfa Romeo Stelvio,SUV,New York,2019-03-04,Port Authority Station,12:00,44.00,2019-03-01,
3536,Audi A8,Sedan,New York,2019-03-04,JFK International Airport,12:00,31.00,2019-03-01,
3537,Buick Regal Sportback,Sedan,New York,2019-03-04,JFK International Airport,12:00,35.00,2019-03-01,
3538,Dodge Charger,Sedan,New York,2019-03-04,Grand Central Station,12:00,30.00,2019-03-01,
3539,Hyundai Ioniq,Sedan,New York,2019-03-04,Port Authority Station,12:00,29.00,2019-03-01,
3540,Jaguar F-Pace,SUV,New York,2019-03-04,JFK International Airport,12:00,41.00,2019-03-01,
3541,Kia Ceed,Hatchback,New York,2019-03-04,Port Authority Station,12:00,26.00,2019-03-01,
3542,Lexus GS,Sedan,New York,2019-03-04,Port Authority Station,12:00,29.00,2019-03-01,
3543,Peugeot 208,Hatchback,New York,2019-03-04,JFK International Airport,12:00,29.00,2019-03-01,
3544,Renault Clio,Hatchback,New York,2019-03-04,Grand Central Station,12:00,25.00,2019-03-01,
3545,Suzuki Grand Vitara,SUV,,2019-03-04,Port Authority Station,12:00,42.00,2019-03-01,False
3546,Alfa Romeo Stelvio,SUV,Paris,2019-03-06,Orly International Airport,13:30,46.00,2019-03-02,
3547,Buick Regal Sportback,Sedan,Paris,2019-03-06,Charles de Gaulle International Airport,13:30,39.00,2019-03-02,
3548,Ford Focus,Hatchback,Paris,2019-03-06,Charles de Gaulle International Airport,13:30,29.00,2019-03-02,
3549,Kia Ceed,Hatchback,Paris,2019-03-06,Charles de Gaulle International Airport,13:30,28.00,2019-03-02,
3550,Mitsubishi Outlander,SUV,Paris,2019-03-06,Charles de Gaulle International Airport,13:30,49.00,2019-03-02,
3551,Peugeot 208,Hatchback,Paris,2019-03-06,Orly International Airport,13:30,28.00,2019-03-02,
3552,Renault Clio,Hatchback,Paris,2019-03-06,Charles de Gaulle International Airport,13:30,30.00,2019-03-02,
3553,SEAT Leon,Hatchback,Paris,2019-03-06,Orly International Airport,13:30,24.00,2019-03-02,
3554,Skoda Octavia,Sedan,Paris,2019-03-06,Orly International Airport,13:30,35.00,2019-03-02,
3555,Subaru Impreza,Sedan,Paris,2019-03-06,Charles de Gaulle International Airport,13:30,31.00,2019-03-02,
3556,Alfa Romeo Stelvio,SUV,,2019-03-06,Orly International Airport,13:30,62.00,2019-03-02,True
3557,Fiat Panda,Hatchback,Sydney,2019-03-07,Kingsford Smith International Airport,13:30,26.00,2019-03-03,
3558,Hyundai Ioniq,Sedan,Sydney,2019-03-07,Kingsford Smith International Airport,13:30,34.00,2019-03-03,
3559,Lexus GS,Sedan,Sydney,2019-03-07,Kingsford Smith International Airport,13:30,29.00,2019-03-03,
3560,Mazda 3,Hatchback,Sydney,2019-03-07,Kingsford Smith International Airport,13:30,22.00,2019-03-03,
3561,Peugeot 208,Hatchback,Sydney,2019-03-07,Kingsford Smith International Airport,13:30,27.00,2019-03-03,
3562,Skoda Kodiaq,SUV,Sydney,2019-03-07,Kingsford Smith International Airport,13:30,46.00,2019-03-03,
3563,Suzuki Grand Vitara,SUV,Sydney,2019-03-07,Kingsford Smith International Airport,13:30,42.00,2019-03-03,
3564,Vauxhaull Astra,Hatchback,Sydney,2019-03-07,Kingsford Smith International Airport,13:30,24.00,2019-03-03,
3565,Volvo S90,Sedan,Sydney,2019-03-07,Kingsford Smith International Airport,13:30,37.00,2019-03-03,
3566,Peugeot 208,Hatchback,,2019-03-07,Kingsford Smith International Airport,13:30,27.00,2019-03-03,False
3567,Alfa Romeo Stelvio,SUV,New York,2019-03-08,Port Authority Station,12:30,51.00,2019-03-04,
3568,Audi A8,Sedan,New York,2019-03-08,JFK International Airport,12:30,32.00,2019-03-04,
3569,Buick Regal Sportback,Sedan,New York,2019-03-08,JFK International Airport,12:30,30.00,2019-03-04,
3570,Dodge Charger,Sedan,New York,2019-03-08,Grand Central Station,12:30,23.00,2019-03-04,
3571,Hyundai Ioniq,Sedan,New York,2019-03-08,Port Authority Station,12:30,29.00,2019-03-04,
3572,Jaguar F-Pace,SUV,New York,2019-03-08,JFK International Airport,12:30,39.00,2019-03-04,
3573,Kia Ceed,Hatchback,New York,2019-03-08,Port Authority Station,12:30,24.00,2019-03-04,
3574,Lexus GS,Sedan,New York,2019-03-08,Port Authority Station,12:30,27.00,2019-03-04,
3575,Peugeot 208,Hatchback,New York,2019-03-08,JFK International Airport,12:30,27.00,2019-03-04,
3576,Renault Clio,Hatchback,New York,2019-03-08,Grand Central Station,12:30,24.00,2019-03-04,
3577,Suzuki Grand Vitara,SUV,,2019-03-08,Port Authority Station,12:30,55.00,2019-03-04,True
3578,Audi A8,Sedan,Seattle,2019-03-04,King Street Station,17:00,28.00,2019-03-03,
3579,Citroen C5,SUV,Seattle,2019-03-04,Seattle-Tacoma International Airport,17:00,46.00,2019-03-03,
3580,Dacia Duster,SUV,Seattle,2019-03-04,King Street Station,17:00,43.00,2019-03-03,
3581,Dodge Charger,Sedan,Seattle,2019-03-04,King Street Station,17:00,29.00,2019-03-03,
3582,GMC Terrain,SUV,Seattle,2019-03-04,Seattle-Tacoma International Airport,17:00,43.00,2019-03-03,
3583,Hyundai Ioniq,Sedan,Seattle,2019-03-04,Seattle-Tacoma International Airport,17:00,30.00,2019-03-03,
3584,Lexus GS,Sedan,Seattle,2019-03-04,Seattle-Tacoma International Airport,17:00,35.00,2019-03-03,
3585,Mazda 3,Hatchback,Seattle,2019-03-04,King Street Station,17:00,27.00,2019-03-03,
3586,Mitsubishi Outlander,SUV,Seattle,2019-03-04,King Street Station,17:00,40.00,2019-03-03,
3587,Nissan Qashqai,Hatchback,Seattle,2019-03-04,Seattle-Tacoma International Airport,17:00,26.00,2019-03-03,
3588,Audi A8,Sedan,,2019-03-04,King Street Station,17:00,28.00,2019-03-03,False
3589,Citroen C5,SUV,San Diego,2019-03-08,SAN International Airport,15:30,49.00,2019-03-06,
3590,Hyundai Ioniq,Sedan,San Diego,2019-03-08,Santa Fe Depot,15:30,28.00,2019-03-06,
3591,Jaguar F-Pace,SUV,San Diego,2019-03-08,Santa Fe Depot,15:30,40.00,2019-03-06,
3592,Lexus GS,Sedan,San Diego,2019-03-08,SAN International Airport,15:30,36.00,2019-03-06,
3593,Mazda 3,Hatchback,San Diego,2019-03-08,SAN International Airport,15:30,26.00,2019-03-06,
3594,Mitsubishi Outlander,SUV,San Diego,2019-03-08,SAN International Airport,15:30,49.00,2019-03-06,
3595,SEAT Cordoba,Sedan,San Diego,2019-03-08,Santa Fe Depot,15:30,33.00,2019-03-06,
3596,SEAT Leon,Hatchback,San Diego,2019-03-08,SAN International Airport,15:30,25.00,2019-03-06,
3597,Skoda Octavia,Sedan,San Diego,2019-03-08,SAN International Airport,15:30,32.00,2019-03-06,
3598,Vauxhaull Astra,Hatchback,San Diego,2019-03-08,SAN International Airport,15:30,25.00,2019-03-06,
3599,SEAT Cordoba,Sedan,,2019-03-08,Santa Fe Depot,15:30,33.00,2019-03-06,False
3600,Alfa Romeo Stelvio,SUV,Berlin,2019-03-14,Schoenefeld Airport,14:00,51.00,2019-03-09,
3601,Buick Regal Sportback,Sedan,Berlin,2019-03-14,Schoenefeld Airport,14:00,33.00,2019-03-09,
3602,Citroen C5,SUV,Berlin,2019-03-14,Schoenefeld Airport,14:00,47.00,2019-03-09,
3603,Dacia Duster,SUV,Berlin,2019-03-14,Schoenefeld Airport,14:00,43.00,2019-03-09,
3604,Dodge Charger,Sedan,Berlin,2019-03-14,Schoenefeld Airport,14:00,37.00,2019-03-09,
3605,Kia Ceed,Hatchback,Berlin,2019-03-14,Schoenefeld Airport,14:00,28.00,2019-03-09,
3606,Lexus GS,Sedan,Berlin,2019-03-14,Schoenefeld Airport,14:00,30.00,2019-03-09,
3607,Mazda 3,Hatchback,Berlin,2019-03-14,Tegel Airport,14:00,27.00,2019-03-09,
3608,Mazda CX-5,SUV,Berlin,2019-03-14,Tegel Airport,14:00,42.00,2019-03-09,
3609,Peugeot 208,Hatchback,Berlin,2019-03-14,Schoenefeld Airport,14:00,30.00,2019-03-09,
3610,Dacia Duster,SUV,,2019-03-14,Schoenefeld Airport,14:00,61.00,2019-03-09,True
3611,Audi A8,Sedan,London,2019-03-04,Heathrow International Airport,14:00,33.00,2019-03-01,
3612,Buick Regal Sportback,Sedan,London,2019-03-04,Gatwick International Airport,14:00,35.00,2019-03-01,
3613,Citroen C5,SUV,London,2019-03-04,Heathrow International Airport,14:00,49.00,2019-03-01,
3614,Dacia Duster,SUV,London,2019-03-04,Heathrow International Airport,14:00,43.00,2019-03-01,
3615,Fiat Panda,Hatchback,London,2019-03-04,Heathrow International Airport,14:00,27.00,2019-03-01,
3616,Ford Focus,Hatchback,London,2019-03-04,Gatwick International Airport,14:00,32.00,2019-03-01,
3617,GMC Terrain,SUV,London,2019-03-04,Heathrow International Airport,14:00,45.00,2019-03-01,
3618,Hyundai Ioniq,Sedan,London,2019-03-04,Gatwick International Airport,14:00,33.00,2019-03-01,
3619,Lexus GS,Sedan,London,2019-03-04,Heathrow International Airport,14:00,36.00,2019-03-01,
3620,Mazda 3,Hatchback,London,2019-03-04,Gatwick International Airport,14:00,33.00,2019-03-01,
3621,GMC Terrain,SUV,,2019-03-04,Heathrow International Airport,14:00,45.00,2019-03-01,False
3622,Dacia Duster,SUV,Los Angeles,2019-03-11,LAX International Airport,12:00,52.00,2019-03-08,
3623,Fiat Panda,Hatchback,Los Angeles,2019-03-11,LAX International Airport,12:00,28.00,2019-03-08,
3624,Hyundai Ioniq,Sedan,Los Angeles,2019-03-11,LAX International Airport,12:00,40.00,2019-03-08,
3625,Nissan Qashqai,Hatchback,Los Angeles,2019-03-11,LAX International Airport,12:00,23.00,2019-03-08,
3626,Renault Clio,Hatchback,Los Angeles,2019-03-11,LAX International Airport,12:00,25.00,2019-03-08,
3627,Skoda Kodiaq,SUV,Los Angeles,2019-03-11,LAX International Airport,12:00,38.00,2019-03-08,
3628,Suzuki Grand Vitara,SUV,Los Angeles,2019-03-11,LAX International Airport,12:00,42.00,2019-03-08,
3629,Volvo S90,Sedan,Los Angeles,2019-03-11,LAX International Airport,12:00,27.00,2019-03-08,
3630,Skoda Kodiaq,SUV,,2019-03-11,LAX International Airport,12:00,38.00,2019-03-08,False
3631,Audi A8,Sedan,San Francisco,2019-03-07,Salesforce Transit Center,15:00,32.00,2019-03-06,
3632,Buick Regal Sportback,Sedan,San Francisco,2019-03-07,Salesforce Transit Center,15:00,29.00,2019-03-06,
3633,Fiat Panda,Hatchback,San Francisco,2019-03-07,SFO International Airport,15:00,30.00,2019-03-06,
3634,GMC Terrain,SUV,San Francisco,2019-03-07,SFO International Airport,15:00,36.00,2019-03-06,
3635,Hyundai Ioniq,Sedan,San Francisco,2019-03-07,SFO International Airport,15:00,37.00,2019-03-06,
3636,Jaguar F-Pace,SUV,San Francisco,2019-03-07,Salesforce Transit Center,15:00,42.00,2019-03-06,
3637,Kia Ceed,Hatchback,San Francisco,2019-03-07,SFO International Airport,15:00,26.00,2019-03-06,
3638,Lexus GS,Sedan,San Francisco,2019-03-07,Salesforce Transit Center,15:00,36.00,2019-03-06,
3639,Mazda 3,Hatchback,San Francisco,2019-03-07,Salesforce Transit Center,15:00,30.00,2019-03-06,
3640,Mitsubishi Outlander,SUV,San Francisco,2019-03-07,SFO International Airport,15:00,49.00,2019-03-06,
3641,Renault Clio,Hatchback,San Francisco,2019-03-07,SFO International Airport,15:00,25.00,2019-03-06,
3642,SEAT Leon,Hatchback,San Francisco,2019-03-07,SFO International Airport,15:00,29.00,2019-03-06,
3643,Vauxhaull Astra,Hatchback,San Francisco,2019-03-07,Salesforce Transit Center,15:00,25.00,2019-03-06,
3644,Fiat Panda,Hatchback,,2019-03-07,SFO International Airport,15:00,40.00,2019-03-06,True
3645,Audi A8,Sedan,London,2019-03-09,Heathrow International Airport,18:00,32.00,2019-03-05,
3646,Citroen C5,SUV,London,2019-03-09,Heathrow International Airport,18:00,42.00,2019-03-05,
3647,Dacia Duster,SUV,London,2019-03-09,Heathrow International Airport,18:00,48.00,2019-03-05,
3648,Fiat Panda,Hatchback,London,2019-03-09,Heathrow International Airport,18:00,30.00,2019-03-05,
3649,GMC Terrain,SUV,London,2019-03-09,Heathrow International Airport,18:00,48.00,2019-03-05,
3650,Lexus GS,Sedan,London,2019-03-09,Heathrow International Airport,18:00,37.00,2019-03-05,
3651,Nissan Qashqai,Hatchback,London,2019-03-09,Heathrow International Airport,18:00,25.00,2019-03-05,
3652,SEAT Cordoba,Sedan,London,2019-03-09,Heathrow International Airport,18:00,38.00,2019-03-05,
3653,Volvo S90,Sedan,London,2019-03-09,Heathrow International Airport,18:00,29.00,2019-03-05,
3654,Peugeot 208,Hatchback,Fresno,2019-03-09,Fresno Yosemite International Airport,18:00,30.00,2019-03-05,
3655,Vauxhaull Astra,Hatchback,Fresno,2019-03-09,Fresno Yosemite International Airport,18:00,31.00,2019-03-05,
3656,Vauxhaull Astra,Hatchback,,2019-03-09,Fresno Yosemite International Airport,18:00,47.00,2019-03-05,True
3657,Alfa Romeo Stelvio,SUV,New York,2019-03-10,Port Authority Station,13:30,36.00,2019-03-07,
3658,Audi A8,Sedan,New York,2019-03-10,JFK International Airport,13:30,34.00,2019-03-07,
3659,Buick Regal Sportback,Sedan,New York,2019-03-10,JFK International Airport,13:30,35.00,2019-03-07,
3660,Dodge Charger,Sedan,New York,2019-03-10,Grand Central Station,13:30,31.00,2019-03-07,
3661,Hyundai Ioniq,Sedan,New York,2019-03-10,Port Authority Station,13:30,31.00,2019-03-07,
3662,Jaguar F-Pace,SUV,New York,2019-03-10,JFK International Airport,13:30,39.00,2019-03-07,
3663,Kia Ceed,Hatchback,New York,2019-03-10,Port Authority Station,13:30,29.00,2019-03-07,
3664,Lexus GS,Sedan,New York,2019-03-10,Port Authority Station,13:30,28.00,2019-03-07,
3665,Peugeot 208,Hatchback,New York,2019-03-10,JFK International Airport,13:30,24.00,2019-03-07,
3666,Renault Clio,Hatchback,New York,2019-03-10,Grand Central Station,13:30,23.00,2019-03-07,
3667,Suzuki Grand Vitara,SUV,,2019-03-10,Port Authority Station,13:30,40.00,2019-03-07,False
3668,Kia Ceed,Hatchback,New York,2019-03-11,Grand Central Station,14:00,25.00,2019-03-04,
3669,Peugeot 208,Hatchback,New York,2019-03-11,JFK International Airport,14:00,29.00,2019-03-04,
