,fare,from_location,from_station,leaving_date,leaving_time,to_location,to_station,transfers,travelers
6059,51,San Francisco,Salesforce Transit Center,2019-03-06,16:30,Long Beach,Downtown Station,0,1
6060,39,San Francisco,Salesforce Transit Center,2019-03-06,17:00,Long Beach,Downtown Station,0,1
6061,53,San Francisco,Salesforce Transit Center,2019-03-06,07:50,Long Beach,Downtown Station,0,2
6062,76,Las Vegas,Union Plaza,2019-03-02,07:20,Sacramento,Sacramento Valley Station,1,1
6063,70,Las Vegas,Union Plaza,2019-03-02,07:50,Sacramento,Sacramento Valley Station,1,1
6064,77,Las Vegas,Union Plaza,2019-03-02,10:50,Sacramento,Sacramento Valley Station,1,1
6065,77,Las Vegas,Union Plaza,2019-03-02,12:50,Sacramento,Sacramento Valley Station,1,1
6066,70,Sacramento,Sacramento Valley Station,2019-03-09,07:40,Long Beach,Downtown Station,1,1
6067,63,Sacramento,Sacramento Valley Station,2019-03-09,08:30,Long Beach,Downtown Station,1,1
6068,73,Sacramento,Sacramento Valley Station,2019-03-09,11:00,Long Beach,Downtown Station,1,1
6069,59,Sacramento,Sacramento Valley Station,2019-03-09,13:00,Long Beach,Downtown Station,1,1
6070,62,Sacramento,Sacramento Valley Station,2019-03-09,13:20,Long Beach,Downtown Station,1,1
6071,64,Sacramento,Sacramento Valley Station,2019-03-09,13:30,Long Beach,Downtown Station,1,1
6072,67,Sacramento,Sacramento Valley Station,2019-03-09,19:50,Long Beach,Downtown Station,1,1
6073,70,Sacramento,Sacramento Valley Station,2019-03-09,07:40,Long Beach,Downtown Station,1,3
6074,50,Los Angeles,Union Station,2019-03-13,11:20,Sacramento,Sacramento Valley Station,0,1
6075,45,Los Angeles,Union Station,2019-03-13,12:20,Sacramento,Sacramento Valley Station,0,1
6076,46,Los Angeles,Union Station,2019-03-13,15:30,Sacramento,Sacramento Valley Station,0,1
6077,46,Los Angeles,Union Station,2019-03-13,15:30,Sacramento,Sacramento Valley Station,0,2
6078,48,Long Beach,Downtown Station,2019-03-04,06:50,San Francisco,Salesforce Transit Center,0,1
6079,49,Long Beach,Downtown Station,2019-03-04,07:00,San Francisco,Salesforce Transit Center,0,1
6080,52,Long Beach,Downtown Station,2019-03-04,08:30,San Francisco,Salesforce Transit Center,0,1
6081,45,Long Beach,Downtown Station,2019-03-04,10:20,San Francisco,Salesforce Transit Center,0,1
6082,46,Long Beach,Downtown Station,2019-03-04,10:30,San Francisco,Salesforce Transit Center,0,1
6083,50,Long Beach,Downtown Station,2019-03-04,19:00,San Francisco,Salesforce Transit Center,0,1
6084,53,Long Beach,Downtown Station,2019-03-04,19:30,San Francisco,Salesforce Transit Center,0,1
6085,48,Long Beach,Downtown Station,2019-03-04,06:50,San Francisco,Salesforce Transit Center,0,4
6086,34,Long Beach,Downtown Station,2019-03-07,11:10,Fresno,Fresno Station,0,1
6087,36,Long Beach,Downtown Station,2019-03-07,13:50,Fresno,Fresno Station,0,1
6088,45,Long Beach,Downtown Station,2019-03-07,14:50,Fresno,Fresno Station,0,1
6089,44,Long Beach,Downtown Station,2019-03-07,15:20,Fresno,Fresno Station,0,1
6090,40,Long Beach,Downtown Station,2019-03-07,16:10,Fresno,Fresno Station,0,1
6091,38,Long Beach,Downtown Station,2019-03-07,19:50,Fresno,Fresno Station,0,1
6092,34,Long Beach,Downtown Station,2019-03-07,11:10,Fresno,Fresno Station,0,3
6093,13,Anaheim,Anaheim Intermodal Center,2019-03-01,06:10,Los Angeles,Union Station,0,1
6094,13,Anaheim,Anaheim Intermodal Center,2019-03-01,08:40,Los Angeles,Union Station,0,1
6095,13,Anaheim,Anaheim Intermodal Center,2019-03-01,09:10,Los Angeles,Union Station,0,1
6096,12,Anaheim,Anaheim Intermodal Center,2019-03-01,11:20,Los Angeles,Union Station,0,1
6097,12,Anaheim,Anaheim Intermodal Center,2019-03-01,12:10,Los Angeles,Union Station,0,1
6098,13,Anaheim,Anaheim Intermodal Center,2019-03-01,13:30,Los Angeles,Union Station,0,1
6099,12,Anaheim,Anaheim Intermodal Center,2019-03-01,13:50,Los Angeles,Union Station,0,1
6100,13,Anaheim,Anaheim Intermodal Center,2019-03-01,16:10,Los Angeles,Union Station,0,1
6101,13,Anaheim,Anaheim Intermodal Center,2019-03-01,17:00,Los Angeles,Union Station,0,1
6102,14,Anaheim,Anaheim Intermodal Center,2019-03-01,17:20,Los Angeles,Union Station,0,1
6103,13,Anaheim,Anaheim Intermodal Center,2019-03-01,06:10,Los Angeles,Union Station,0,3
6104,25,Washington,Union Station,2019-03-14,15:30,Philadelphia,Intercity Terminal,0,1
6105,29,Washington,Union Station,2019-03-14,17:40,Philadelphia,Intercity Terminal,0,1
6106,24,Washington,Union Station,2019-03-14,07:10,Philadelphia,Intercity Terminal,0,2
6107,67,Sacramento,Sacramento Valley Station,2019-03-13,07:40,Anaheim,Anaheim Intermodal Center,1,1
6108,68,Sacramento,Sacramento Valley Station,2019-03-13,08:30,Anaheim,Anaheim Intermodal Center,1,1
6109,62,Sacramento,Sacramento Valley Station,2019-03-13,11:00,Anaheim,Anaheim Intermodal Center,1,1
6110,75,Sacramento,Sacramento Valley Station,2019-03-13,12:50,Anaheim,Anaheim Intermodal Center,1,1
6111,73,Sacramento,Sacramento Valley Station,2019-03-13,13:00,Anaheim,Anaheim Intermodal Center,1,1
6112,62,Sacramento,Sacramento Valley Station,2019-03-13,13:30,Anaheim,Anaheim Intermodal Center,1,1
6113,55,Sacramento,Sacramento Valley Station,2019-03-13,18:50,Anaheim,Anaheim Intermodal Center,1,1
6114,61,Sacramento,Sacramento Valley Station,2019-03-13,19:50,Anaheim,Anaheim Intermodal Center,1,1
6115,34,Portland,Portland Bus Station,2019-03-07,08:40,Seattle,King Street Station,0,2
6116,30,Portland,Portland Bus Station,2019-03-07,09:30,Seattle,King Street Station,0,2
6117,27,Portland,Portland Bus Station,2019-03-07,10:10,Seattle,King Street Station,0,2
6118,30,Portland,Portland Bus Station,2019-03-07,11:00,Seattle,King Street Station,0,2
6119,30,Portland,Portland Bus Station,2019-03-07,12:40,Seattle,King Street Station,0,2
6120,35,Portland,Portland Bus Station,2019-03-07,13:30,Seattle,King Street Station,0,2
6121,28,Portland,Portland Bus Station,2019-03-07,17:40,Seattle,King Street Station,0,2
6122,30,Portland,Portland Bus Station,2019-03-07,17:50,Seattle,King Street Station,0,2
6123,26,Vancouver,Pacific Central Station,2019-03-07,06:40,Seattle,King Street Station,0,2
6124,25,Vancouver,Pacific Central Station,2019-03-07,08:10,Seattle,King Street Station,0,2
6125,29,Vancouver,Pacific Central Station,2019-03-07,08:30,Seattle,King Street Station,0,2
6126,27,Vancouver,Pacific Central Station,2019-03-07,08:50,Seattle,King Street Station,0,2
6127,26,Vancouver,Pacific Central Station,2019-03-07,10:00,Seattle,King Street Station,0,2
6128,30,Vancouver,Pacific Central Station,2019-03-07,12:30,Seattle,King Street Station,0,2
6129,29,Vancouver,Pacific Central Station,2019-03-07,17:50,Seattle,King Street Station,0,2
6130,27,Vancouver,Pacific Central Station,2019-03-07,18:30,Seattle,King Street Station,0,2
6131,31,Vancouver,Pacific Central Station,2019-03-07,18:40,Seattle,King Street Station,0,2
6132,28,Vancouver,Pacific Central Station,2019-03-07,19:10,Seattle,King Street Station,0,2
6133,13,Los Angeles,Union Station,2019-03-01,06:40,Long Beach,Downtown Station,0,2
6134,22,San Francisco,Salesforce Transit Center,2019-03-01,07:20,Sacramento,Sacramento Valley Station,0,1
6135,25,San Francisco,Salesforce Transit Center,2019-03-01,09:40,Sacramento,Sacramento Valley Station,0,1
6136,24,San Francisco,Salesforce Transit Center,2019-03-01,10:00,Sacramento,Sacramento Valley Station,0,1
6137,20,San Francisco,Salesforce Transit Center,2019-03-01,11:40,Sacramento,Sacramento Valley Station,0,1
6138,21,San Francisco,Salesforce Transit Center,2019-03-01,12:30,Sacramento,Sacramento Valley Station,0,1
6139,24,San Francisco,Salesforce Transit Center,2019-03-01,13:20,Sacramento,Sacramento Valley Station,0,1
6140,23,San Francisco,Salesforce Transit Center,2019-03-01,14:10,Sacramento,Sacramento Valley Station,0,1
6141,25,San Francisco,Salesforce Transit Center,2019-03-01,16:40,Sacramento,Sacramento Valley Station,0,1
6142,24,San Francisco,Salesforce Transit Center,2019-03-01,17:30,Sacramento,Sacramento Valley Station,0,1
6143,23,San Francisco,Salesforce Transit Center,2019-03-01,18:10,Sacramento,Sacramento Valley Station,0,1
6144,25,San Francisco,Salesforce Transit Center,2019-03-02,07:20,Sacramento,Sacramento Valley Station,0,2
6145,26,San Francisco,Salesforce Transit Center,2019-03-02,09:40,Sacramento,Sacramento Valley Station,0,2
6146,20,San Francisco,Salesforce Transit Center,2019-03-02,10:00,Sacramento,Sacramento Valley Station,0,2
6147,23,San Francisco,Salesforce Transit Center,2019-03-02,11:40,Sacramento,Sacramento Valley Station,0,2
6148,26,San Francisco,Salesforce Transit Center,2019-03-02,12:30,Sacramento,Sacramento Valley Station,0,2
6149,24,San Francisco,Salesforce Transit Center,2019-03-02,13:20,Sacramento,Sacramento Valley Station,0,2
6150,25,San Francisco,Salesforce Transit Center,2019-03-02,14:10,Sacramento,Sacramento Valley Station,0,2
6151,20,San Francisco,Salesforce Transit Center,2019-03-02,16:40,Sacramento,Sacramento Valley Station,0,2
6152,26,San Francisco,Salesforce Transit Center,2019-03-02,17:30,Sacramento,Sacramento Valley Station,0,2
6153,67,Anaheim,Anaheim Intermodal Center,2019-03-02,06:40,Sacramento,Sacramento Valley Station,1,2
6154,69,Anaheim,Anaheim Intermodal Center,2019-03-02,08:00,Sacramento,Sacramento Valley Station,1,2
6155,53,Anaheim,Anaheim Intermodal Center,2019-03-02,08:40,Sacramento,Sacramento Valley Station,1,2
6156,63,Anaheim,Anaheim Intermodal Center,2019-03-02,10:10,Sacramento,Sacramento Valley Station,1,2
6157,74,Anaheim,Anaheim Intermodal Center,2019-03-02,11:40,Sacramento,Sacramento Valley Station,1,2
6158,68,Anaheim,Anaheim Intermodal Center,2019-03-02,11:50,Sacramento,Sacramento Valley Station,1,2
6159,58,Anaheim,Anaheim Intermodal Center,2019-03-02,12:10,Sacramento,Sacramento Valley Station,1,2
6160,56,Anaheim,Anaheim Intermodal Center,2019-03-02,13:30,Sacramento,Sacramento Valley Station,1,2
6161,58,Anaheim,Anaheim Intermodal Center,2019-03-02,13:50,Sacramento,Sacramento Valley Station,1,2
6162,66,Anaheim,Anaheim Intermodal Center,2019-03-02,14:00,Sacramento,Sacramento Valley Station,1,2
6163,41,San Diego,Santa Fe Depot,2019-03-02,08:50,Fresno,Fresno Station,0,2
6164,46,San Diego,Santa Fe Depot,2019-03-02,10:30,Fresno,Fresno Station,0,2
6165,50,San Diego,Santa Fe Depot,2019-03-02,13:30,Fresno,Fresno Station,0,2
6166,46,San Diego,Santa Fe Depot,2019-03-02,13:40,Fresno,Fresno Station,0,2
6167,46,San Diego,Santa Fe Depot,2019-03-02,17:20,Fresno,Fresno Station,0,2
6168,42,San Diego,Santa Fe Depot,2019-03-02,19:50,Fresno,Fresno Station,0,2
6169,42,Las Vegas,Union Plaza,2019-03-10,07:10,Fresno,Fresno Station,0,2
6170,33,Las Vegas,Union Plaza,2019-03-10,07:50,Fresno,Fresno Station,0,2
6171,40,Las Vegas,Union Plaza,2019-03-10,11:20,Fresno,Fresno Station,0,2
6172,44,Las Vegas,Union Plaza,2019-03-10,12:20,Fresno,Fresno Station,0,2
6173,41,Las Vegas,Union Plaza,2019-03-10,14:00,Fresno,Fresno Station,0,2
6174,38,Las Vegas,Union Plaza,2019-03-10,14:10,Fresno,Fresno Station,0,2
6175,34,Las Vegas,Union Plaza,2019-03-10,14:50,Fresno,Fresno Station,0,2
6176,39,Las Vegas,Union Plaza,2019-03-10,15:40,Fresno,Fresno Station,0,2
6177,42,Las Vegas,Union Plaza,2019-03-10,16:00,Fresno,Fresno Station,0,2
6178,44,Las Vegas,Union Plaza,2019-03-10,16:20,Fresno,Fresno Station,0,2
6179,69,Sacramento,Sacramento Valley Station,2019-03-05,07:40,Long Beach,Downtown Station,1,1
6180,63,Sacramento,Sacramento Valley Station,2019-03-05,08:30,Long Beach,Downtown Station,1,1
6181,66,Sacramento,Sacramento Valley Station,2019-03-05,11:00,Long Beach,Downtown Station,1,1
6182,69,Sacramento,Sacramento Valley Station,2019-03-05,13:00,Long Beach,Downtown Station,1,1
6183,69,Sacramento,Sacramento Valley Station,2019-03-05,13:20,Long Beach,Downtown Station,1,1
6184,67,Sacramento,Sacramento Valley Station,2019-03-05,13:30,Long Beach,Downtown Station,1,1
6185,71,Sacramento,Sacramento Valley Station,2019-03-05,19:50,Long Beach,Downtown Station,1,1
6186,24,San Diego,Santa Fe Depot,2019-03-05,08:20,Long Beach,Downtown Station,0,4
6187,27,San Diego,Santa Fe Depot,2019-03-05,10:20,Long Beach,Downtown Station,0,4
6188,25,San Diego,Santa Fe Depot,2019-03-05,12:00,Long Beach,Downtown Station,0,4
6189,23,San Diego,Santa Fe Depot,2019-03-05,13:40,Long Beach,Downtown Station,0,4
6190,22,San Diego,Santa Fe Depot,2019-03-05,14:00,Long Beach,Downtown Station,0,4
6191,26,San Diego,Santa Fe Depot,2019-03-05,15:10,Long Beach,Downtown Station,0,4
6192,23,San Diego,Santa Fe Depot,2019-03-05,15:50,Long Beach,Downtown Station,0,4
6193,24,San Diego,Santa Fe Depot,2019-03-05,17:10,Long Beach,Downtown Station,0,4
6194,24,San Diego,Santa Fe Depot,2019-03-05,17:40,Long Beach,Downtown Station,0,4
6195,26,San Diego,Santa Fe Depot,2019-03-05,19:00,Long Beach,Downtown Station,0,4
6196,33,Seattle,King Street Station,2019-03-12,06:10,Portland,Portland Bus Station,0,3
6197,29,Seattle,King Street Station,2019-03-12,06:30,Portland,Portland Bus Station,0,3
6198,30,Seattle,King Street Station,2019-03-12,08:30,Portland,Portland Bus Station,0,3
6199,30,Seattle,King Street Station,2019-03-12,09:10,Portland,Portland Bus Station,0,3
6200,31,Seattle,King Street Station,2019-03-12,09:20,Portland,Portland Bus Station,0,3
6201,28,Seattle,King Street Station,2019-03-12,09:50,Portland,Portland Bus Station,0,3
6202,32,Seattle,King Street Station,2019-03-12,13:10,Portland,Portland Bus Station,0,3
6203,33,Seattle,King Street Station,2019-03-12,16:10,Portland,Portland Bus Station,0,3
6204,28,Seattle,King Street Station,2019-03-12,19:20,Portland,Portland Bus Station,0,3
6205,29,Seattle,King Street Station,2019-03-12,19:30,Portland,Portland Bus Station,0,3
6206,27,Seattle,King Street Station,2019-03-12,06:40,Vancouver,Pacific Central Station,0,3
6207,31,Seattle,King Street Station,2019-03-12,07:40,Vancouver,Pacific Central Station,0,3
6208,26,Seattle,King Street Station,2019-03-12,08:40,Vancouver,Pacific Central Station,0,3
6209,23,Seattle,King Street Station,2019-03-12,08:50,Vancouver,Pacific Central Station,0,3
6210,24,Seattle,King Street Station,2019-03-12,10:10,Vancouver,Pacific Central Station,0,3
6211,26,Seattle,King Street Station,2019-03-12,12:30,Vancouver,Pacific Central Station,0,3
6212,26,Seattle,King Street Station,2019-03-12,14:00,Vancouver,Pacific Central Station,0,3
6213,26,Seattle,King Street Station,2019-03-12,16:20,Vancouver,Pacific Central Station,0,3
6214,31,Seattle,King Street Station,2019-03-12,19:10,Vancouver,Pacific Central Station,0,3
6215,38,Long Beach,Downtown Station,2019-03-13,07:10,Las Vegas,Union Plaza,0,2
6216,33,Seattle,King Street Station,2019-03-11,08:30,Portland,Portland Bus Station,0,4
6217,52,Anaheim,Anaheim Intermodal Center,2019-03-10,08:40,Sacramento,Sacramento Valley Station,1,2
6218,21,New York,Port Authority Station,2019-03-01,07:40,Philadelphia,Intercity Terminal,0,1
6219,26,New York,Port Authority Station,2019-03-01,08:00,Philadelphia,Intercity Terminal,0,1
6220,20,New York,Port Authority Station,2019-03-01,11:30,Philadelphia,Intercity Terminal,0,1
6221,20,New York,Port Authority Station,2019-03-01,14:10,Philadelphia,Intercity Terminal,0,1
6222,22,New York,Port Authority Station,2019-03-01,16:30,Philadelphia,Intercity Terminal,0,1
6223,26,New York,Port Authority Station,2019-03-01,18:30,Philadelphia,Intercity Terminal,0,1
6224,23,New York,Port Authority Station,2019-03-01,19:40,Philadelphia,Intercity Terminal,0,1
6225,9,Los Angeles,Union Station,2019-03-14,12:50,Long Beach,Downtown Station,0,1
6226,44,Los Angeles,Union Station,2019-03-11,06:20,San Francisco,Salesforce Transit Center,0,2
6227,49,Los Angeles,Union Station,2019-03-11,08:20,San Francisco,Salesforce Transit Center,0,2
6228,48,Los Angeles,Union Station,2019-03-11,08:30,San Francisco,Salesforce Transit Center,0,2
6229,47,Los Angeles,Union Station,2019-03-11,09:50,San Francisco,Salesforce Transit Center,0,2
6230,50,Los Angeles,Union Station,2019-03-11,13:30,San Francisco,Salesforce Transit Center,0,2
6231,48,Los Angeles,Union Station,2019-03-11,14:20,San Francisco,Salesforce Transit Center,0,2
6232,53,Los Angeles,Union Station,2019-03-11,14:40,San Francisco,Salesforce Transit Center,0,2
6233,46,Los Angeles,Union Station,2019-03-11,16:10,San Francisco,Salesforce Transit Center,0,2
6234,46,Los Angeles,Union Station,2019-03-11,19:00,San Francisco,Salesforce Transit Center,0,2
6235,50,Los Angeles,Union Station,2019-03-11,19:40,San Francisco,Salesforce Transit Center,0,2
6236,24,Long Beach,Downtown Station,2019-03-07,07:00,San Diego,Santa Fe Depot,0,3
6237,22,Long Beach,Downtown Station,2019-03-07,08:40,San Diego,Santa Fe Depot,0,3
6238,27,Long Beach,Downtown Station,2019-03-07,10:30,San Diego,Santa Fe Depot,0,3
6239,25,Long Beach,Downtown Station,2019-03-07,11:30,San Diego,Santa Fe Depot,0,3
6240,26,Long Beach,Downtown Station,2019-03-07,11:40,San Diego,Santa Fe Depot,0,3
6241,24,Long Beach,Downtown Station,2019-03-07,11:50,San Diego,Santa Fe Depot,0,3
6242,24,Long Beach,Downtown Station,2019-03-07,13:00,San Diego,Santa Fe Depot,0,3
6243,24,Long Beach,Downtown Station,2019-03-07,15:40,San Diego,Santa Fe Depot,0,3
6244,25,Long Beach,Downtown Station,2019-03-07,15:50,San Diego,Santa Fe Depot,0,3
6245,24,Long Beach,Downtown Station,2019-03-07,19:40,San Diego,Santa Fe Depot,0,3
6246,44,Fresno,Fresno Station,2019-03-07,06:00,San Diego,Santa Fe Depot,0,3
6247,45,Fresno,Fresno Station,2019-03-07,06:50,San Diego,Santa Fe Depot,0,3
6248,43,Fresno,Fresno Station,2019-03-07,12:00,San Diego,Santa Fe Depot,0,3
6249,44,Fresno,Fresno Station,2019-03-07,13:10,San Diego,Santa Fe Depot,0,3
6250,52,Fresno,Fresno Station,2019-03-07,13:50,San Diego,Santa Fe Depot,0,3
6251,44,Fresno,Fresno Station,2019-03-07,18:30,San Diego,Santa Fe Depot,0,3
6252,29,Sacramento,Sacramento Valley Station,2019-03-02,07:30,Fresno,Fresno Station,0,1
6253,31,Sacramento,Sacramento Valley Station,2019-03-02,10:40,Fresno,Fresno Station,0,1
6254,35,Sacramento,Sacramento Valley Station,2019-03-02,11:00,Fresno,Fresno Station,0,1
6255,33,Sacramento,Sacramento Valley Station,2019-03-02,13:30,Fresno,Fresno Station,0,1
6256,33,Sacramento,Sacramento Valley Station,2019-03-02,18:40,Fresno,Fresno Station,0,1
6257,33,Sacramento,Sacramento Valley Station,2019-03-02,19:50,Fresno,Fresno Station,0,1
6258,64,Sacramento,Sacramento Valley Station,2019-03-13,07:30,Las Vegas,Union Plaza,1,1
6259,68,Sacramento,Sacramento Valley Station,2019-03-13,10:20,Las Vegas,Union Plaza,1,1
6260,72,Sacramento,Sacramento Valley Station,2019-03-13,10:40,Las Vegas,Union Plaza,1,1
6261,71,Sacramento,Sacramento Valley Station,2019-03-13,10:50,Las Vegas,Union Plaza,1,1
6262,73,Sacramento,Sacramento Valley Station,2019-03-13,11:00,Las Vegas,Union Plaza,1,1
6263,70,Sacramento,Sacramento Valley Station,2019-03-13,12:50,Las Vegas,Union Plaza,1,1
6264,63,Sacramento,Sacramento Valley Station,2019-03-13,13:00,Las Vegas,Union Plaza,1,1
6265,62,Sacramento,Sacramento Valley Station,2019-03-13,13:20,Las Vegas,Union Plaza,1,1
6266,70,Sacramento,Sacramento Valley Station,2019-03-13,13:30,Las Vegas,Union Plaza,1,1
6267,70,Sacramento,Sacramento Valley Station,2019-03-13,19:40,Las Vegas,Union Plaza,1,1
6268,64,Sacramento,Sacramento Valley Station,2019-03-13,07:30,Las Vegas,Union Plaza,1,3
6269,68,Sacramento,Sacramento Valley Station,2019-03-13,10:20,Las Vegas,Union Plaza,1,3
6270,72,Sacramento,Sacramento Valley Station,2019-03-13,10:40,Las Vegas,Union Plaza,1,3
6271,71,Sacramento,Sacramento Valley Station,2019-03-13,10:50,Las Vegas,Union Plaza,1,3
6272,73,Sacramento,Sacramento Valley Station,2019-03-13,11:00,Las Vegas,Union Plaza,1,3
6273,70,Sacramento,Sacramento Valley Station,2019-03-13,12:50,Las Vegas,Union Plaza,1,3
6274,63,Sacramento,Sacramento Valley Station,2019-03-13,13:00,Las Vegas,Union Plaza,1,3
6275,62,Sacramento,Sacramento Valley Station,2019-03-13,13:20,Las Vegas,Union Plaza,1,3
6276,70,Sacramento,Sacramento Valley Station,2019-03-13,13:30,Las Vegas,Union Plaza,1,3
6277,70,Sacramento,Sacramento Valley Station,2019-03-13,19:40,Las Vegas,Union Plaza,1,3
6278,25,Anaheim,Anaheim Intermodal Center,2019-03-08,06:00,San Diego,Santa Fe Depot,0,4
6279,45,Portland,Portland Bus Station,2019-03-01,06:50,Vancouver,Pacific Central Station,0,3
6280,37,Portland,Portland Bus Station,2019-03-01,08:10,Vancouver,Pacific Central Station,0,3
6281,41,Portland,Portland Bus Station,2019-03-01,10:20,Vancouver,Pacific Central Station,0,3
6282,41,Portland,Portland Bus Station,2019-03-01,10:50,Vancouver,Pacific Central Station,0,3
6283,40,Portland,Portland Bus Station,2019-03-01,16:30,Vancouver,Pacific Central Station,0,3
6284,38,Portland,Portland Bus Station,2019-03-01,18:00,Vancouver,Pacific Central Station,0,3
6285,40,Portland,Portland Bus Station,2019-03-01,18:20,Vancouver,Pacific Central Station,0,3
6286,38,Portland,Portland Bus Station,2019-03-01,19:20,Vancouver,Pacific Central Station,0,3
6287,12,Anaheim,Anaheim Intermodal Center,2019-03-06,06:10,Los Angeles,Union Station,0,1
6288,12,Anaheim,Anaheim Intermodal Center,2019-03-06,08:40,Los Angeles,Union Station,0,1
6289,12,Anaheim,Anaheim Intermodal Center,2019-03-06,09:10,Los Angeles,Union Station,0,1
6290,13,Anaheim,Anaheim Intermodal Center,2019-03-06,11:20,Los Angeles,Union Station,0,1
6291,13,Anaheim,Anaheim Intermodal Center,2019-03-06,12:10,Los Angeles,Union Station,0,1
6292,13,Anaheim,Anaheim Intermodal Center,2019-03-06,13:30,Los Angeles,Union Station,0,1
6293,11,Anaheim,Anaheim Intermodal Center,2019-03-06,13:50,Los Angeles,Union Station,0,1
6294,13,Anaheim,Anaheim Intermodal Center,2019-03-06,16:10,Los Angeles,Union Station,0,1
6295,12,Anaheim,Anaheim Intermodal Center,2019-03-06,17:00,Los Angeles,Union Station,0,1
6296,12,Anaheim,Anaheim Intermodal Center,2019-03-06,17:20,Los Angeles,Union Station,0,1
6297,12,Anaheim,Anaheim Intermodal Center,2019-03-06,06:10,Los Angeles,Union Station,0,3
6298,63,Sacramento,Sacramento Valley Station,2019-03-07,07:30,Las Vegas,Union Plaza,1,4
6299,68,Sacramento,Sacramento Valley Station,2019-03-07,10:20,Las Vegas,Union Plaza,1,4
6300,71,Sacramento,Sacramento Valley Station,2019-03-07,10:40,Las Vegas,Union Plaza,1,4
6301,69,Sacramento,Sacramento Valley Station,2019-03-07,10:50,Las Vegas,Union Plaza,1,4
6302,75,Sacramento,Sacramento Valley Station,2019-03-07,11:00,Las Vegas,Union Plaza,1,4
6303,73,Sacramento,Sacramento Valley Station,2019-03-07,12:50,Las Vegas,Union Plaza,1,4
6304,72,Sacramento,Sacramento Valley Station,2019-03-07,13:00,Las Vegas,Union Plaza,1,4
6305,69,Sacramento,Sacramento Valley Station,2019-03-07,13:20,Las Vegas,Union Plaza,1,4
6306,69,Sacramento,Sacramento Valley Station,2019-03-07,13:30,Las Vegas,Union Plaza,1,4
6307,78,Sacramento,Sacramento Valley Station,2019-03-07,19:40,Las Vegas,Union Plaza,1,4
6308,54,Anaheim,Anaheim Intermodal Center,2019-03-11,08:00,San Francisco,Salesforce Transit Center,0,4
6309,26,Vancouver,Pacific Central Station,2019-03-11,06:40,Seattle,King Street Station,0,4
6310,27,Vancouver,Pacific Central Station,2019-03-11,08:10,Seattle,King Street Station,0,4
6311,30,Vancouver,Pacific Central Station,2019-03-11,08:30,Seattle,King Street Station,0,4
6312,30,Vancouver,Pacific Central Station,2019-03-11,08:50,Seattle,King Street Station,0,4
6313,28,Vancouver,Pacific Central Station,2019-03-11,10:00,Seattle,King Street Station,0,4
6314,26,Vancouver,Pacific Central Station,2019-03-11,12:30,Seattle,King Street Station,0,4
6315,28,Vancouver,Pacific Central Station,2019-03-11,17:50,Seattle,King Street Station,0,4
6316,28,Vancouver,Pacific Central Station,2019-03-11,18:30,Seattle,King Street Station,0,4
6317,32,Vancouver,Pacific Central Station,2019-03-11,18:40,Seattle,King Street Station,0,4
6318,31,Vancouver,Pacific Central Station,2019-03-11,19:10,Seattle,King Street Station,0,4
6319,30,Portland,Portland Bus Station,2019-03-11,08:40,Seattle,King Street Station,0,4
6320,34,Portland,Portland Bus Station,2019-03-11,09:30,Seattle,King Street Station,0,4
6321,29,Portland,Portland Bus Station,2019-03-11,10:10,Seattle,King Street Station,0,4
6322,33,Portland,Portland Bus Station,2019-03-11,11:00,Seattle,King Street Station,0,4
6323,30,Portland,Portland Bus Station,2019-03-11,12:40,Seattle,King Street Station,0,4
6324,30,Portland,Portland Bus Station,2019-03-11,13:30,Seattle,King Street Station,0,4
6325,28,Portland,Portland Bus Station,2019-03-11,17:40,Seattle,King Street Station,0,4
6326,35,Portland,Portland Bus Station,2019-03-11,17:50,Seattle,King Street Station,0,4
6327,30,Fresno,Fresno Station,2019-03-05,07:00,San Francisco,Salesforce Transit Center,0,3
6328,71,Sacramento,Sacramento Valley Station,2019-03-09,10:20,San Diego,Santa Fe Depot,1,3
6329,49,San Francisco,Salesforce Transit Center,2019-03-13,09:20,Anaheim,Anaheim Intermodal Center,0,4
6330,43,San Francisco,Salesforce Transit Center,2019-03-13,11:00,Anaheim,Anaheim Intermodal Center,0,4
6331,48,San Francisco,Salesforce Transit Center,2019-03-13,11:40,Anaheim,Anaheim Intermodal Center,0,4
6332,55,San Francisco,Salesforce Transit Center,2019-03-13,15:10,Anaheim,Anaheim Intermodal Center,0,4
6333,57,San Francisco,Salesforce Transit Center,2019-03-13,17:50,Anaheim,Anaheim Intermodal Center,0,4
6334,45,San Francisco,Salesforce Transit Center,2019-03-13,18:20,Anaheim,Anaheim Intermodal Center,0,4
6335,47,San Francisco,Salesforce Transit Center,2019-03-13,18:50,Anaheim,Anaheim Intermodal Center,0,4
6336,84,Las Vegas,Union Plaza,2019-03-03,07:20,Sacramento,Sacramento Valley Station,1,1
6337,61,Las Vegas,Union Plaza,2019-03-03,07:50,Sacramento,Sacramento Valley Station,1,1
6338,69,Las Vegas,Union Plaza,2019-03-03,10:50,Sacramento,Sacramento Valley Station,1,1
6339,71,Las Vegas,Union Plaza,2019-03-03,12:50,Sacramento,Sacramento Valley Station,1,1
6340,41,Las Vegas,Union Plaza,2019-03-03,07:10,Fresno,Fresno Station,0,1
6341,37,Las Vegas,Union Plaza,2019-03-03,07:50,Fresno,Fresno Station,0,1
