,check_in_date,destination,has_wifi,hotel_name,number_of_days,number_of_rooms,phone_number,price_per_night,star_rating,street_address
2788,,Sydney,False,28 Hotel Sydney,,3,+61 2 9102 2828,312,1,"28 Regent Street, Chippendale New South Wales 2008, Australia"
2789,,Sydney,False,Adina Apartment Hotel Bondi Beach Sydney,,2,+61 2 9300 4800,288,1,"69/73 Hall Street, Bondi Beach New South Wales 2026, Australia"
2790,,Sydney,False,Adina Apartment Hotel Coogee Sydney,,2,+61 2 9578 6000,256,1,"183 Coogee Bay Road, Coogee New South Wales 2034, Australia"
2791,,Sydney,False,Adina Apartment Hotel Sydney Airport,,3,+61 2 9381 2000,288,1,"17 Bourke Road, Mascot New South Wales 2020, Australia"
2792,,Sydney,False,Adina Apartment Hotel Sydney Darling Harbour,,2,+61 2 9249 7000,240,1,55 Shelley Street
2793,,Sydney,False,Adina Apartment Hotel Sydney Surry Hills,,3,+61 2 8302 1000,408,1,"359 Crown Street, Surry Hills New South Wales 2010, Australia"
2794,,Sydney,False,Adina Apartment Hotel Sydney Town Hall,,3,+61 2 9274 0000,456,1,511 Kent Street
2795,,Sydney,False,Adina Serviced Apartments Sydney Martin Place (Formerly Medina),,3,+61 1300 633 462,276,1,1 Hosking Place
2796,,Anaheim,True,Anaheim Majestic Garden Hotel,,2,+1 714-778-1700,288,2,900 South Disneyland Drive
2797,,Anaheim,True,Anaheim Portofino Inn & Suites,,2,+1 800-341-6301,150,2,1831 South Harbor Boulevard
2798,,Anaheim,True,Ayres Hotel Anaheim,,2,+1 714-634-2106,342,2,2550 East Katella Avenue
2799,,Anaheim,True,Best Western Plus Park Place Inn - Mini Suites,,2,+1 714-776-4800,333,2,1544 South Harbor Boulevard
2800,,Anaheim,True,Best Western Plus Raffles Inn & Suites,,2,+1 714-750-6100,148,2,2040 South Harbor Boulevard
2801,,Anaheim,True,Best Western Plus Stovall'S Inn,,2,+1 714-778-1880,342,2,1110 West Katella Avenue
2802,,Anaheim,True,Camelot Inn & Suites,,2,+1 714-635-7275,204,2,1520 South Harbor Boulevard
2803,,Toronto,False,Cambridge Suites Toronto,,2,+1 800-463-1990,288,4,15 Richmond Street East
2804,,Portland,True,Canopy By Hilton Portland Pearl District,,2,+1 971-351-0230,384,4,425 Northwest 9th Avenue
2805,,Portland,True,Dossier,,2,+1 877-628-4408,276,4,750 Southwest Alder Street
2806,,Portland,True,Embassy Suites By Hilton Portland Downtown,,2,+1 503-279-9000,272,4,319 Southwest Pine Street
2807,,Portland,True,Kimpton Hotel Monaco Portland,,2,+1 503-222-0001,288,4,506 Southwest Washington Street
2808,,Portland,True,Kimpton Riverplace Hotel,,2,+1 888-869-3108,272,4,1510 Southwest Harbor Way
2809,,Portland,True,"The Porter Portland, Curio Collection By Hilton",,2,+1 503-306-4800,296,4,1355 Southwest 2nd Avenue
2810,,Portland,True,The Society Hotel,,2,+1 503-445-0444,348,4,203 Northwest 3rd Avenue
2811,,Vancouver,False,Auberge Vancouver Hotel,,2,+1 604-678-8899,312,1,837 West Hastings Street
2812,,Vancouver,False,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,,2,+1 604-669-7070,168,1,1100 Granville Street
2813,,Vancouver,False,Coast Coal Harbour Vancouver Hotel By Apa,,2,+1 604-697-0202,264,1,1180 West Hastings Street
2814,,Vancouver,False,Coast Vancouver Airport Hotel,,2,+1 604-263-1555,288,1,1041 Southwest Marine Drive
2815,,Vancouver,False,Days Inn By Wyndham Vancouver Downtown,,2,+1 604-681-4335,207,1,921 West Pender Street
2816,,Vancouver,False,Exchange Hotel Vancouver,,2,+1 604-563-4693,384,1,475 Howe Street
2817,,Sydney,False,28 Hotel Sydney,,1,+61 2 9102 2828,312,2,"28 Regent Street, Chippendale New South Wales 2008, Australia"
2818,,Sydney,False,57 Hotel,,1,+61 2 9011 5756,140,2,"57 Foveaux Street, Surry Hills New South Wales 2010, Australia"
2819,,Sydney,False,Adina Apartment Hotel Bondi Beach Sydney,,1,+61 2 9300 4800,288,2,"69/73 Hall Street, Bondi Beach New South Wales 2026, Australia"
2820,,Sydney,False,Adina Apartment Hotel Coogee Sydney,,1,+61 2 9578 6000,256,2,"183 Coogee Bay Road, Coogee New South Wales 2034, Australia"
2821,,Sydney,False,Adina Apartment Hotel Sydney Airport,,1,+61 2 9381 2000,288,2,"17 Bourke Road, Mascot New South Wales 2020, Australia"
2822,,Sydney,False,Adina Apartment Hotel Sydney Central,,1,+61 2 8396 9800,92,2,"2 Lee Street, Haymarket New South Wales 2000, Australia"
2823,,Sydney,False,Adina Apartment Hotel Sydney Darling Harbour,,1,+61 2 9249 7000,240,2,55 Shelley Street
2824,,Sydney,False,Adina Apartment Hotel Sydney Surry Hills,,1,+61 2 8302 1000,408,2,"359 Crown Street, Surry Hills New South Wales 2010, Australia"
2825,,Sydney,False,Adina Apartment Hotel Sydney Town Hall,,1,+61 2 9274 0000,456,2,511 Kent Street
2826,,Sydney,False,Adina Serviced Apartments Sydney Martin Place (Formerly Medina),,1,+61 1300 633 462,276,2,1 Hosking Place
2827,,Delhi,False,Aloft New Delhi Aerocity,,2,+91 11 4565 0000,176,3,"5B Igi T3 Road, Delhi - Ajmer Expressway, Aerocity, New Delhi"
2828,,Delhi,False,Andaz Delhi - A Concept By Hyatt,,2,+91 11 4903 1234,320,3,"Asset, Street Number 1, New Delhi"
2829,,Delhi,False,Bloomrooms @ New Delhi Railway Station,,2,+91 11 4122 5666,333,3,"8591, Arakashan Road, Opp New Delhi Railway Station, New Delhi"
2830,,Delhi,False,Crowne Plaza New Delhi Mayur Vihar Noida,,2,+91 11 4110 2222,216,3,"13 B, District Centre, Mayur Vihar, New Delhi"
2831,,Delhi,False,Crowne Plaza New Delhi Okhla,,2,+91 11 4646 2000,230,3,"Plot No 1, Community Center, Okhla Phase I, New Delhi"
2832,,Delhi,False,Deemarks Hotel & Resorts Conference Venues Corporate Event In Mahipalpur Near Airport In South Delhi,,2,+91 11 2506 0721,252,3,"Shiv Murti, Nh-8, Delhi - Jaipur Expressway, Rangpuri, New Delhi"
2833,,Delhi,False,Fortune Select Global - Hotel In Gurgaon,,2,+91 124 419 6666,312,3,"Global Arcade, Mehrauli-Gurgaon Road, Gurugram, Haryana 122002, India"
2834,,Delhi,False,"Four Points By Sheraton New Delhi, Airport Highway",,2,+91 11 6604 0000,348,3,"Plot no 9, National Highway - 8, Samalka, New Delhi"
2835,,Delhi,False,Haveli Dharampura,,2,+91 11 2326 1000,232,3,"Haveli Dharampura, 2293, Gali Gulian, Chandni Chowk, New Delhi"
2836,,Atlanta,True,Courtyard By Marriott Atlanta Buckhead,,3,+1 404-869-0818,225,2,3332 Peachtree Road Northeast
2837,,Toronto,False,Best Western Plus Toronto North York Hotel & Suites,,2,+1 416-663-9500,216,1,50 Norfinch Drive
2838,,Toronto,False,Best Western Premier Toronto Airport Carlingview Hotel,,2,+1 416-637-7000,150,1,"135 Carlingview Drive, Etobicoke, Ontario M9W 5E7, Canada"
2839,,Toronto,False,Bisha Hotel Toronto,,2,+1 416-551-2800,232,1,80 Blue Jays Way
2840,,Toronto,False,Bond Place Hotel Toronto,,2,+1 800-268-9390,156,1,65 Dundas Street East
2841,,Toronto,False,Comfort Inn Toronto North,,2,+1 416-736-4700,136,1,"66 Norfinch Drive, North York, Ontario M3N 1X1, Canada"
2842,,Toronto,False,Courtyard By Marriott Toronto Downtown,,3,+1 416-924-0611,180,1,475 Yonge Street
2843,,Philadelphia,True,Best Western Plus Philadelphia Convention Center Hotel,,3,+1 215-398-3080,333,3,1225 Vine Street
2844,,Philadelphia,True,"Club Quarters Hotel, Philadelphia",,3,+1 215-282-5000,180,3,1628 Chestnut Street
2845,,Philadelphia,True,Courtyard By Marriott Philadelphia City Avenue,,3,+1 215-477-0200,315,3,4100 Presidential Boulevard
2846,,Philadelphia,True,Courtyard By Marriott Philadelphia South At The Navy Yard,,3,+1 215-644-9200,315,3,1001 Intrepid Avenue
2847,,Philadelphia,True,Embassy Suites By Hilton Philadelphia Airport,,3,+1 215-365-4500,288,3,9000 Bartram Avenue
2848,,London,False,Apex London Wall Hotel,,3,+44 20 7562 3030,240,4,7-9 Copthall Avenue
2849,,London,False,Apex Temple Court Hotel,,3,+44 20 3004 4141,252,4,"1-2, Serjeant's Inn"
2850,,Los Angeles,True,Courtyard By Marriott Los Angeles L.A. Live,,3,+1 213-443-9222,342,3,901 West Olympic Boulevard
2851,,Los Angeles,True,Courtyard By Marriott Los Angeles Sherman Oaks,,3,+1 818-981-5400,333,3,"15433 Ventura Boulevard, Sherman Oaks, CA 91403, USA"
2852,,Los Angeles,True,Crowne Plaza Los Angeles Airport,,3,+1 310-642-7500,360,3,5985 West Century Boulevard
2853,,Los Angeles,True,Beverly Laurel Motor Hotel,,2,+1 800-947-7666,204,2,8018 Beverly Boulevard
2854,,New York,True,Aliz Hotel Times Square,,1,+1 646-609-5122,264,4,310 West 40th Street
2855,,Los Angeles,True,Beverly Hills Marriott,,2,+1 310-553-6561,384,3,1150 South Beverly Drive
2856,,Los Angeles,True,Courtyard By Marriott Los Angeles Century City/Beverly Hills,,2,+1 310-556-2777,279,3,10320 West Olympic Boulevard
2857,,Los Angeles,True,Courtyard By Marriott Los Angeles L.A. Live,,2,+1 213-443-9222,342,3,901 West Olympic Boulevard
2858,,Los Angeles,True,Courtyard By Marriott Los Angeles Lax/Century Boulevard,,2,+1 310-649-1400,261,3,6161 West Century Boulevard
2859,,Los Angeles,True,Courtyard By Marriott Los Angeles Sherman Oaks,,2,+1 818-981-5400,222,3,"15433 Ventura Boulevard, Sherman Oaks, CA 91403, USA"
2860,,Los Angeles,True,Crowne Plaza Los Angeles Airport,,2,+1 310-642-7500,360,3,5985 West Century Boulevard
2861,,Chicago,True,Ac Hotel By Marriott Chicago Downtown,,2,+1 312-981-6600,192,2,630 North Rush Street
2862,,Chicago,True,Ace Hotel Chicago,,2,+1 312-764-1919,216,2,311 North Morgan Street
2863,,Chicago,True,Acme Hotel Company Chicago,,3,+1 312-894-0800,207,2,15 East Ohio Street
2864,,Chicago,True,Aloft Chicago Downtown River North,,1,+1 312-661-1000,87,2,515 North Clark Street
2865,,Chicago,True,Aloft Chicago Mag Mile,,1,+1 312-429-6600,102,2,243 East Ontario Street
2866,,Chicago,True,Ambassador Chicago,,3,+1 888-506-3471,372,2,1301 North State Parkway
2867,,Chicago,True,Best Western River North Hotel,,2,+1 312-467-0800,210,2,125 West Ohio Street
2868,,Chicago,True,Cambria Hotel Chicago Magnificent Mile,,2,+1 312-787-6000,160,2,166 East Superior Street
2869,,Toronto,False,Best Western Plus Toronto North York Hotel & Suites,,2,+1 416-663-9500,216,2,50 Norfinch Drive
2870,,Toronto,False,Best Western Premier Toronto Airport Carlingview Hotel,,2,+1 416-637-7000,150,2,"135 Carlingview Drive, Etobicoke, Ontario M9W 5E7, Canada"
2871,,Toronto,False,Bisha Hotel Toronto,,2,+1 416-551-2800,232,2,80 Blue Jays Way
2872,,Toronto,False,Bond Place Hotel Toronto,,2,+1 800-268-9390,156,2,65 Dundas Street East
2873,2019-03-01,Portland,True,Canopy By Hilton Portland Pearl District,3,1,+1 971-351-0230,84,2,425 Northwest 9th Avenue
2874,2019-03-01,New York,True,1 Hotel Brooklyn Bridge,3,1,+1 833-625-6111,216,1,"60 Furman Street, Brooklyn"
2875,2019-03-05,Los Angeles,True,Ac Hotel By Marriott Beverly Hills,1,2,+1 323-852-7000,234,2,6399 Wilshire Boulevard
2876,,Portland,True,Courtyard By Marriott Portland Airport,,3,+1 503-252-3200,243,2,11550 Northeast Airport Way
2877,,Portland,True,Courtyard By Marriott Portland City Center,,3,+1 503-505-5000,216,2,550 Southwest Oak Street
2878,,Portland,True,Courtyard By Marriott Portland Downtown/Convention Center,,2,+1 503-234-3200,126,2,435 Northeast Wasco Street
2879,,Portland,True,Crowne Plaza Portland-Downtown Conv Ctr,,3,+1 503-233-2401,342,2,1441 Northeast 2nd Avenue
2880,2019-03-02,Portland,True,Best Western Plus Portland Airport Hotel & Suites,2,1,+1 503-251-9991,78,2,11938 Northeast Airport Way
2881,2019-03-07,Philadelphia,True,Aka University City,3,1,+1 215-372-9000,180,2,"Cira Centre South, 2929 Walnut Street"
2882,2019-03-01,Los Angeles,True,Airtel Plaza Hotel,1,2,+1 800-224-7835,138,3,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
2883,2019-03-01,Washington D.C.,True,Capitol Hill Hotel,1,1,+1 202-543-6000,78,3,"200 C Street Southeast, Washington, DC 20003, USA"
2884,2019-03-01,Washington D.C.,True,Arc The.Hotel,4,1,+1 202-337-6620,180,3,"824 New Hampshire Avenue Northwest, Washington, District of Columbia 20037, United States"
2885,2019-03-03,New York,True,1 Hotel Brooklyn Bridge,4,1,+1 833-625-6111,104,4,"60 Furman Street, Brooklyn"
2886,2019-03-01,London,False,Abc Hyde Park Hotel,2,2,+44 20 7706 4660,333,3,121 Sussex Gardens
2887,2019-03-01,Toronto,False,Best Western Plus Toronto North York Hotel & Suites,3,1,+1 416-663-9500,180,3,50 Norfinch Drive
2888,2019-03-01,New York,True,1 Hotel Brooklyn Bridge,1,2,+1 833-625-6111,216,1,"60 Furman Street, Brooklyn"
2889,2019-03-01,New York,True,1 Hotel Brooklyn Bridge,4,1,+1 833-625-6111,216,2,"60 Furman Street, Brooklyn"
2890,2019-03-03,Phoenix,True,Aloft Phoenix-Airport,3,1,+1 602-275-6300,99,3,4450 East Washington Street
2891,,Chicago,True,Ace Hotel Chicago,,1,+1 312-764-1919,216,4,311 North Morgan Street
2892,,Chicago,True,Ambassador Chicago,,1,+1 888-506-3471,372,4,1301 North State Parkway
2893,,Chicago,True,Best Western Grant Park Hotel,,1,+1 312-922-2900,156,2,1100 South Michigan Avenue
2894,,Chicago,True,Best Western Plus Hawthorne Terrace Hotel,,1,+1 773-244-3434,162,2,3434 N Broadway Ave
2895,,Chicago,True,Cambria Hotel Chicago Magnificent Mile,,1,+1 312-787-6000,160,4,166 East Superior Street
2896,2019-03-01,Chicago,True,Ac Hotel By Marriott Chicago Downtown,1,1,+1 312-981-6600,111,3,630 North Rush Street
2897,,Vancouver,False,Atrium Inn Vancouver,,3,+1 604-254-1000,342,1,2889 East Hastings Street
2898,,Vancouver,False,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,,3,+1 604-669-7070,243,1,1100 Granville Street
2899,,Vancouver,False,Best Western Plus Sands,,3,+1 604-682-1831,198,1,1755 Davie Street
2900,,Vancouver,False,Blue Horizon Hotel,,3,+1 604-688-1411,234,1,1225 Robson Street
2901,,Vancouver,False,Delta Hotels By Marriott Vancouver Downtown Suites,,3,+1 844-254-5048,264,1,550 West Hastings Street
2902,,Vancouver,False,Exchange Hotel Vancouver,,3,+1 604-563-4693,384,1,475 Howe Street
2903,2019-03-01,Vancouver,False,Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.,1,3,+1 604-669-7070,243,1,1100 Granville Street
2904,2019-03-01,Seattle,True,Ace Hotel Seattle,3,1,+1 206-448-4721,44,2,2423 1st Avenue
2905,2019-03-01,London,False,45 Park Lane,1,3,+44 20 7493 4545,480,1,45 Park Lane
2906,,Phoenix,True,Arizona Grand Resort & Spa,,2,+1 602-426-2638,264,2,8000 Arizona Grand Parkway
2907,,Phoenix,True,Cambria Hotel North Scottsdale Desert Ridge,,2,+1 480-585-6644,228,2,4425 E Irma Ln&nbsp
2908,,Phoenix,True,Crowne Plaza Phoenix Airport,,3,+1 602-273-7778,351,2,4300 East Washington Street
2909,,Phoenix,True,Drury Inn & Suites Phoenix Airport,,2,+1 602-437-8400,174,2,3333 East University Drive
2910,2019-03-02,Phoenix,True,Aloft Phoenix-Airport,3,3,+1 602-275-6300,333,2,4450 East Washington Street
2911,2019-03-02,Phoenix,True,Aloft Phoenix-Airport,2,1,+1 602-275-6300,333,2,4450 East Washington Street
2912,2019-03-03,Las Vegas,True,Budget Suites Of America,2,1,+1 702-638-1800,40,1,2219 North Rancho Drive
2913,2019-03-01,New York,True,11 Howard,2,1,+1 212-235-1111,207,1,11 Howard Street
2914,2019-03-01,Chicago,True,Ace Hotel Chicago,1,1,+1 312-764-1919,216,3,311 North Morgan Street
2915,2019-03-02,Toronto,False,Best Western Premier Toronto Airport Carlingview Hotel,3,1,+1 416-637-7000,117,3,"135 Carlingview Drive, Etobicoke, Ontario M9W 5E7, Canada"
2916,2019-03-02,San Francisco,True,Amsterdam Hostel San Francisco,4,1,+1 415-673-3277,69,1,749 Taylor Street
2917,2019-03-01,Los Angeles,True,Ac Hotel By Marriott Beverly Hills,1,1,+1 323-852-7000,60,2,6399 Wilshire Boulevard
2918,2019-03-01,San Diego,True,Bahia Resort Hotel,4,1,+1 858-539-8666,192,3,998 West Mission Bay Drive
2919,2019-03-01,Los Angeles,True,Airtel Plaza Hotel,4,1,+1 800-224-7835,138,3,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
2920,2019-03-02,Los Angeles,True,Airtel Plaza Hotel,3,2,+1 800-224-7835,225,2,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
2921,2019-03-03,Los Angeles,True,Ac Hotel By Marriott Beverly Hills,1,1,+1 323-852-7000,156,2,6399 Wilshire Boulevard
2922,2019-03-05,San Francisco,True,Argonaut Hotel,1,3,+1 415-563-0800,372,2,495 Jefferson Street
2923,2019-03-01,Phoenix,True,Aloft Phoenix-Airport,3,1,+1 602-275-6300,186,3,4450 East Washington Street
2924,2019-03-01,San Francisco,True,Amsterdam Hostel San Francisco,4,1,+1 415-673-3277,90,1,749 Taylor Street
2925,2019-03-03,Washington D.C.,True,Arc The.Hotel,1,1,+1 202-337-6620,111,3,"824 New Hampshire Avenue Northwest, Washington, District of Columbia 20037, United States"
2926,,Sacramento,True,Best Western Plus Sutter House,,3,+1 916-441-1314,75,1,1100 H Street
2927,,Sacramento,True,Courtyard By Marriott Sacramento Midtown,,2,+1 916-455-6800,120,3,4422 Y Street
2928,,Sacramento,True,Doubletree By Hilton Hotel Sacramento,,2,+1 916-929-8855,168,3,2001 Point West Way
2929,,Sacramento,True,Embassy Suites By Hilton Sacramento Riverfront Promenade,,3,+1 916-326-5000,243,3,100 Capitol Mall
2930,,Sacramento,True,Four Points By Sheraton Sacramento International Airport,,2,+1 916-263-9000,156,3,4900 Duckhorn Drive
2931,,Sacramento,True,Hilton Garden Inn Sacramento/South Natomas,,1,+1 916-568-5400,102,3,2540 Venture Oaks Way
2932,,Sacramento,True,Hilton Sacramento Arden West,,3,+1 916-922-4700,234,3,2200 Harvard Street
2933,,Sacramento,True,Holiday Inn Express Sacramento Convention Center,,1,+1 916-444-4436,108,3,728 16th Street
2934,2019-03-01,Sacramento,True,Best Western Plus Sutter House,3,1,+1 916-441-1314,75,1,1100 H Street
2935,2019-03-03,New York,True,11 Howard,2,1,+1 212-235-1111,234,3,11 Howard Street
2936,,Chicago,True,Ac Hotel By Marriott Chicago Downtown,,1,+1 312-981-6600,216,2,630 North Rush Street
2937,,Chicago,True,Ace Hotel Chicago,,1,+1 312-764-1919,112,2,311 North Morgan Street
2938,,Chicago,True,Acme Hotel Company Chicago,,1,+1 312-894-0800,150,2,15 East Ohio Street
2939,,Chicago,True,Aloft Chicago Downtown River North,,1,+1 312-661-1000,315,2,515 North Clark Street
2940,,Chicago,True,Aloft Chicago Mag Mile,,1,+1 312-429-6600,78,2,243 East Ontario Street
2941,,Chicago,True,Ambassador Chicago,,1,+1 888-506-3471,296,2,1301 North State Parkway
2942,,Chicago,True,Best Western Grant Park Hotel,,1,+1 312-922-2900,138,2,1100 South Michigan Avenue
2943,,Chicago,True,Best Western Plus Hawthorne Terrace Hotel,,1,+1 773-244-3434,234,2,3434 N Broadway Ave
2944,,Chicago,True,Best Western River North Hotel,,1,+1 312-467-0800,180,2,125 West Ohio Street
2945,,Chicago,True,Cambria Hotel Chicago Magnificent Mile,,1,+1 312-787-6000,360,2,166 East Superior Street
2946,2019-03-01,Chicago,True,Acme Hotel Company Chicago,4,1,+1 312-894-0800,150,2,15 East Ohio Street
2947,2019-03-03,Kuala Lumpur,False,Alila Bangsar,1,1,+60 3-2268 3888,465,5,"East Side, 58, Jalan Ang Seng, Brickfields, 50470"
2948,2019-03-02,New York,True,11 Howard,1,3,+1 212-235-1111,198,1,11 Howard Street
2949,,New York,True,11 Howard,,1,+1 212-235-1111,168,2,11 Howard Street
2950,,New York,True,6 Columbus Hotel,,1,+1 212-204-3000,208,2,308 West 58th Street
2951,,New York,True,Ac Hotel New York Times Square,,1,+1 212-398-2700,272,2,260 West 40th Street
2952,,New York,True,Ace Hotel,,1,+1 212-991-0551,468,2,20 West 29th Street
2953,2019-03-06,New York,True,11 Howard,4,1,+1 212-235-1111,168,2,11 Howard Street
2954,2019-03-01,London,False,Abercorn House,2,2,+44 20 8563 8692,58,1,28-30 Bute Gardens
2955,2019-03-02,Los Angeles,True,Best Western Plus Dragon Gate Inn,2,1,+1 213-617-3077,136,2,818 North Hill Street
2956,,San Diego,True,Bahia Resort Hotel,,1,+1 858-539-8666,270,3,998 West Mission Bay Drive
2957,,San Diego,True,Best Western Plus Island Palms Hotel & Marina,,1,+1 619-222-0561,150,3,2051 Shelter Island Drive
2958,,San Diego,True,Best Western Seven Seas,,1,+1 619-291-1300,315,3,411 Hotel Circle South
2959,,San Diego,True,Blue Sea Beach Hotel,,1,+1 858-488-4700,270,3,707 Pacific Beach Drive
2960,,San Diego,True,Best Western Plus Bayside Inn,,3,+1 619-233-7500,351,3,555 West Ash Street
2961,,San Diego,True,Best Western Plus Island Palms Hotel & Marina,,3,+1 619-222-0561,180,3,2051 Shelter Island Drive
2962,,San Diego,True,Capri By The Sea By All Seasons Resort Lodging,,3,+1 858-483-6110,270,3,4767 Ocean Boulevard
2963,,San Diego,True,Catamaran Resort Hotel And Spa,,3,+1 858-488-1081,432,3,3999 Mission Boulevard
2964,,San Diego,True,Comfort Inn & Suites San Diego - Zoo Seaworld Area,,3,+1 619-881-6200,315,3,2485 Hotel Circle Place
2965,,San Diego,True,Courtyard By Marriott San Diego Airport/Liberty Station,,3,+1 619-221-1900,270,3,2592 Laning Road
2966,2019-03-03,San Diego,True,Best Western Plus Bayside Inn,2,3,+1 619-233-7500,351,3,555 West Ash Street
2967,,Nairobi,False,Azure Hotel Nairobi Westlands,,2,+254 709 716000,200,5,Lantana Road
2968,,Nairobi,False,Crowne Plaza Nairobi,,1,+254 719 096000,84,4,"Kenya Road, Upper Hill"
2969,,Nairobi,False,Doubletree By Hilton Nairobi Hurlingham,,2,+254 709 090000,160,4,Ngong Lane Ngong Road
2970,,Nairobi,False,Dusitd2 Nairobi,,1,+254 787 657000,100,5,14 Riverside Westlands
2971,,Nairobi,False,Eka Hotel Nairobi,,2,+254 719 045000,232,4,"Eka Hotel, Along Mombasa Road"
2972,,Nairobi,False,Four Points By Sheraton Nairobi Airport,,1,+254 709 760000,108,4,9042/1044 Tower Avenue Jomo Kenyatta Intl Airport
2973,,Nairobi,False,Hemingways Nairobi,,2,+254 711 032000,370,5,Mbagathi Ridge
2974,,Nairobi,False,Hilton Garden Inn Nairobi Airport,,3,+254 20 4075000,264,4,Jomo Kenyatta International Airport Mombasa Road
2975,,Nairobi,False,Intercontinental Hotel,,3,+254 20 3200000,420,5,City Hall Way
2976,2019-03-01,Nairobi,False,Azure Hotel Nairobi Westlands,3,2,+254 709 716000,200,5,Lantana Road
2977,,New York,True,1 Hotel Brooklyn Bridge,,1,+1 833-625-6111,80,3,"60 Furman Street, Brooklyn"
2978,,New York,True,1 Hotel Central Park,,1,+1 212-703-2001,150,3,1414 6th Avenue
2979,,New York,True,6 Columbus Hotel,,1,+1 212-204-3000,208,3,308 West 58th Street
2980,,New York,True,Ac Hotel New York Times Square,,1,+1 212-398-2700,272,3,260 West 40th Street
2981,,New York,True,Ace Hotel,,1,+1 212-991-0551,468,3,20 West 29th Street
2982,,New York,True,Aka Central Park,,1,+1 646-744-3100,152,3,42 West 58th Street
2983,,New York,True,Aka Times Square,,1,+1 212-764-5700,80,3,123 West 44th Street
2984,,New York,True,Aka Wall Street,,1,+1 212-252-9090,312,3,84 William Street
2985,2019-03-02,New York,True,1 Hotel Central Park,4,1,+1 212-703-2001,495,3,1414 6th Avenue
2986,,Paris,False,Ac Hotel By Marriott Paris Porte Maillot,,3,+33 1 84 82 49 09,276,4,"6 Rue Gustave Charpentier, 75017"
2987,,Paris,False,Amastan Paris,,3,+33 1 49 52 99 70,432,4,"34 Rue Jean Mermoz, 75008"
2988,,Paris,False,Aparthotel Adagio Access Paris La Villette,,3,+33 1 44 72 42 00,306,3,"28bis Avenue Corentin Cariou, 75019"
2989,,Paris,False,Aparthotel Adagio Paris Montmartre,,3,+33 1 42 57 14 55,198,3,"10 Place Charles Dullin, 75018"
2990,,Paris,False,Austin'S Saint Lazare HoTel,,3,+33 1 48 74 48 71,234,3,"26 Rue d'Amsterdam, 75009"
2991,,Paris,False,Bob Hotel By Elegancia,,3,+33 1 40 43 02 33,420,4,"30 Rue Pernety, 75014"
2992,,Paris,False,Brach Paris,,3,+33 1 44 30 10 00,390,5,"1-7 Rue Jean Richepin, 75016"
2993,,Paris,False,Buddha-Bar Hotel Paris,,3,+33 1 83 96 88 88,585,5,"4 Rue d'Anjou, 75008"
2994,2019-03-05,Paris,False,Amastan Paris,3,1,+33 1 49 52 99 70,132,4,"34 Rue Jean Mermoz, 75008"
2995,,Paris,False,Amastan Paris,,2,+33 1 49 52 99 70,432,4,"34 Rue Jean Mermoz, 75008"
2996,,Paris,False,Austin'S Saint Lazare HoTel,,2,+33 1 48 74 48 71,234,3,"26 Rue d'Amsterdam, 75009"
2997,,Paris,False,Avalon Hotel Paris Gare Du Nord,,2,+33 1 42 85 50 00,180,3,"131 Boulevard de Magenta, 75010"
2998,,Paris,False,Best Western Bretagne Montparnasse,,2,+33 1 45 38 52 59,348,4,"33 Rue Raymond Losserand, 75014"
2999,,Paris,False,Bob Hotel By Elegancia,,2,+33 1 40 43 02 33,420,4,"30 Rue Pernety, 75014"
3000,2019-03-03,Paris,False,Aparthotel Adagio Access Paris La Villette,2,2,+33 1 44 72 42 00,306,3,"28bis Avenue Corentin Cariou, 75019"
3001,2019-03-03,London,False,45 Park Lane,3,1,+44 20 7493 4545,525,5,45 Park Lane
3002,2019-03-01,New York,True,1 Hotel Central Park,4,1,+1 212-703-2001,150,2,1414 6th Avenue
3003,,Sacramento,True,Courtyard By Marriott Sacramento Midtown,,2,+1 916-455-6800,120,1,4422 Y Street
3004,,Sacramento,True,Doubletree By Hilton Hotel Sacramento,,2,+1 916-929-8855,168,1,2001 Point West Way
3005,,Sacramento,True,Embassy Suites By Hilton Sacramento Riverfront Promenade,,3,+1 916-326-5000,243,1,100 Capitol Mall
3006,,Sacramento,True,Fairfield Inn By Marriott Sacramento Cal Expo,,3,+1 916-920-5300,192,1,1780 Tribute Road
3007,,Sacramento,True,Four Points By Sheraton Sacramento International Airport,,2,+1 916-263-9000,156,1,4900 Duckhorn Drive
3008,,Sacramento,True,Hilton Garden Inn Sacramento/South Natomas,,1,+1 916-568-5400,102,1,2540 Venture Oaks Way
3009,,Sacramento,True,Hilton Sacramento Arden West,,3,+1 916-922-4700,234,1,2200 Harvard Street
3010,,Sacramento,True,Holiday Inn Express Sacramento Convention Center,,1,+1 916-444-4436,108,1,728 16th Street
3011,,Sacramento,True,Holiday Inn Sacramento Downtown - Arena,,3,+1 916-446-0100,180,1,300 J Street
3012,,Sacramento,True,Best Western Plus Sutter House,,2,+1 916-441-1314,75,1,1100 H Street
3013,,Sacramento,True,Embassy Suites By Hilton Sacramento Riverfront Promenade,,2,+1 916-326-5000,243,1,100 Capitol Mall
