,average_rating,check_in_date,check_out_date,hotel_name,location,number_of_rooms,pets_welcome,phone_number,price,street_address
1745,3.80,2019-03-05,2019-03-11,Novotel Sydney Parramatta,Sydney,2,False,+61 2 9630 4999,1944,"350 Church Street, Parramatta New South Wales 2150, Australia"
1746,4.40,2019-03-02,2019-03-07,Hyatt Place Chicago/River North,Chicago,1,False,+1 312-755-1600,2040,66 West Illinois Street
1747,3.40,2019-03-03,2019-03-04,Motel 6 San Diego Hotel Circle - Mission Valley,San Diego,1,True,+1 619-296-1612,120,2424 Hotel Circle North
1748,4.50,2019-03-03,2019-03-06,Hyatt Centric The Pike Long Beach,Long Beach,1,False,+1 562-432-1234,972,285 Bay Street
1749,4.20,2019-03-09,2019-03-10,Hilton Garden Inn New Delhi/Saket,Delhi,3,False,+91 11 3919 1919,300,"A4, DLF Place, Saket District Centre, New Delhi"
1750,4.40,2019-03-04,2019-03-10,State Plaza Hotel,Washington D.C.,2,False,+1 202-861-8200,1392,"2117 E Street Northwest, Washington, District of Columbia 20037, United States"
1751,4.10,2019-03-03,2019-03-06,"Radisson Blu Edwardian, Kenilworth",London,2,True,+44 20 7637 3477,480,97 Great Russell Street
1752,3.50,2019-03-10,2019-03-11,Travelodge London Battersea,London,1,True,+44 871 984 6189,105,200 York Road
1753,4.10,2019-03-04,2019-03-11,Meininger Hotel London Hyde Park,London,1,False,+44 20 3318 1407,1456,65-67 Queen's Gate
1754,4.20,2019-03-09,2019-03-13,Sheraton Philadelphia Society Hill Hotel,Philadelphia,1,True,+1 215-238-6000,1248,One Dock Street
1755,4.60,2019-03-01,2019-03-08,Luma Hotel Times Square,New York,1,False,+1 888-559-5862,1512,120 West 41st Street
1756,4.40,2019-03-05,2019-03-07,Courtyard By Marriott Paris Gare De Lyon,Paris,1,False,+33 1 80 20 63 00,496,"209-211 Rue de Bercy, 75012"
1757,4.10,2019-03-01,2019-03-05,Doubletree By Hilton Hotel London - Victoria,London,1,False,+44 20 7834 8123,1872,2 Bridge Place
1758,3.70,2019-03-02,2019-03-07,La Quinta Inn & Suites By Wyndham Lax,Los Angeles,1,True,+1 310-645-2200,1395,5249 West Century Boulevard
1759,4.10,2019-03-06,2019-03-09,Hotel Vertigo San Francisco,San Francisco,2,False,+1 415-885-6800,1404,940 Sutter Street
1760,4.50,2019-03-09,2019-03-11,The Arctic Club Seattle - A Doubletree By Hilton Hotel,Seattle,1,False,+1 206-340-0340,624,700 3rd Avenue
1761,4.60,2019-03-03,2019-03-04,Inn At The Market,Seattle,2,False,+1 206-443-3600,348,86 Pine Street
1762,4.40,2019-03-07,2019-03-11,Toronto Marriott City Centre Hotel,Toronto,1,True,+1 416-341-7100,480,One Blue Jays Way
1763,4.30,2019-03-11,2019-03-12,Meriton Suites Bondi Junction,Sydney,1,False,+61 2 9277 1125,116,"97 Grafton Street, Bondi Junction New South Wales 2022, Australia"
1764,4.40,2019-03-09,2019-03-12,Park South Hotel,New York,1,False,+1 212-448-0888,864,124 East 28th Street
1765,3.60,2019-03-01,2019-03-07,Holiday Inn Express London - Victoria,London,1,False,+44 20 7630 8888,1620,106-110 Belgrave Road
1766,4.40,2019-03-11,2019-03-14,The District By Hilton Club,Washington D.C.,2,False,+1 202-449-3100,888,"1250 22nd Street Northwest, Washington, District of Columbia 20037, United States"
1767,3.80,2019-03-02,2019-03-08,Best Western Burns Hotel,London,1,False,+44 20 7373 3151,1350,18-26 Barkston Gardens
1768,3.90,2019-03-03,2019-03-07,Crowne Plaza Jfk Airport New York City,New York,2,True,+1 718-530-1160,840,"138-10 135th Avenue, Jamaica"
1769,4.50,2019-03-03,2019-03-07,"Hub By Premier Inn London Westminster, St James'S Park",London,1,False,+44 871 527 9706,704,15 Dacre Street
1770,3.10,2019-03-07,2019-03-12,Smart Hyde Park Inn Hostel,London,1,False,+44 20 7229 0000,315,48-50 Inverness Terrace
1771,3.80,2019-03-07,2019-03-14,The Capsule Hotel,Sydney,3,False,+61 2 8957 7763,1386,"3, 640 George Street"
1772,4.60,2019-03-01,2019-03-06,Inn At The Market,Seattle,1,False,+1 206-443-3600,1920,86 Pine Street
1773,4.10,2019-03-01,2019-03-08,Aparthotel Adagio Paris Montmartre,Paris,1,True,+33 1 42 57 14 55,952,"10 Place Charles Dullin, 75018"
1774,4.10,2019-03-07,2019-03-10,Red Lion Hotel On The River Jantzen Beach,Portland,1,True,+1 503-283-4466,312,909 North Hayden Island Drive
1775,4.60,2019-03-10,2019-03-12,The Inn At Union Square,San Francisco,1,False,+1 415-397-3510,384,440 Post Street
1776,4.60,2019-03-03,2019-03-08,Le Germain Hotel Toronto Mercer,Toronto,1,True,+1 866-345-9501,680,30 Mercer Street
1777,3.90,2019-03-07,2019-03-13,Premier Inn London Edmonton,London,3,False,+44 871 527 9404,1458,Advent Way
1778,4.10,2019-03-06,2019-03-08,Ibis London City - Shoreditch Hotel,London,1,False,+44 20 7422 8400,184,5 Commercial Street
1779,3.90,2019-03-05,2019-03-10,Hotel Mercure London Bloomsbury,London,1,False,+44 20 7833 3691,840,130-134 Southampton Row
1780,4.10,2019-03-07,2019-03-13,Holiday Inn Manhattan-Financial District,New York,1,False,+1 212-791-2900,1440,99 Washington Street
1781,4.10,2019-03-07,2019-03-08,Hilton Checkers Los Angeles,Los Angeles,1,False,+1 213-624-0000,468,535 South Grand Avenue
1782,4.40,2019-03-05,2019-03-12,Residence Inn By Marriott Vancouver Downtown,Vancouver,1,True,+1 800-331-3131,756,1234 Hornby Street
1783,4.20,2019-03-02,2019-03-05,Hilton Sacramento Arden West,Sacramento,1,True,+1 916-922-4700,312,2200 Harvard Street
1784,4.50,2019-03-01,2019-03-03,Hotel Via,San Francisco,1,False,+1 415-200-4977,432,138 King Street
1785,4.50,2019-03-12,2019-03-14,Hotel Indigo San Diego-Gaslamp Quarter,San Diego,1,True,+1 619-727-4000,592,509 Ninth Avenue
1786,4.40,2019-03-05,2019-03-06,Hotel Relais Bosquet,Paris,2,True,+33 1 47 05 25 45,200,"19 Rue du Champ de Mars, 75007"
1787,4.60,2019-03-01,2019-03-07,Jw Marriott Hotel New Delhi Aerocity,Delhi,1,False,+91 11 4521 2121,912,"Asset Area 4 - Hospitality District Delhi, Aerocity"
1788,4.30,2019-03-04,2019-03-08,Motif Seattle,Seattle,2,True,+1 206-971-8000,832,1415 5th Avenue
1789,3.10,2019-03-07,2019-03-10,Kensington Suite Hotel,London,1,False,+44 20 7602 3395,315,128 - 130 Holland Road
1790,4.00,2019-03-03,2019-03-07,The Marcel At Gramercy,New York,1,False,+1 212-696-3800,1872,201 East 24th Street
1791,4.30,2019-03-05,2019-03-09,Hilton Garden Inn Seattle Downtown,Seattle,1,False,+1 206-467-7770,576,1821 Boren Avenue
1792,4.40,2019-03-04,2019-03-10,Hotel Relais Bosquet,Paris,1,True,+33 1 47 05 25 45,648,"19 Rue du Champ de Mars, 75007"
1793,3.90,2019-03-02,2019-03-08,Grange Fitzrovia Hotel,London,2,False,+44 20 7467 7000,936,20-28 Bolsover Street
1794,4.40,2019-03-02,2019-03-04,Washington Square Hotel,New York,2,False,+1 800-222-0418,696,103 Waverly Place
1795,4.30,2019-03-01,2019-03-05,Inn At Venice Beach,Los Angeles,1,False,+1 310-821-2557,528,"327 West Washington Boulevard, Venice, California 90291, United States"
1796,4.10,2019-03-09,2019-03-10,Fairfield Inn & Suites By Marriott Atlanta Buckhead,Atlanta,2,False,+1 404-846-0900,312,3092 Piedmont Road Northeast
1797,4.00,2019-03-03,2019-03-05,La Quinta Inn & Suites By Wyndham Seattle Downtown,Seattle,1,True,+1 206-624-6820,624,2224 8th Avenue
1798,4.10,2019-03-06,2019-03-13,Aparthotel Adagio Paris Montmartre,Paris,3,True,+33 1 42 57 14 55,2856,"10 Place Charles Dullin, 75018"
1799,3.80,2019-03-06,2019-03-12,Arc The.Hotel,Washington D.C.,1,True,+1 202-337-6620,666,"824 New Hampshire Avenue Northwest, Washington, District of Columbia 20037, United States"
1800,4.00,2019-03-05,2019-03-09,57 Hotel,Sydney,1,False,+61 2 9011 5756,704,"57 Foveaux Street, Surry Hills New South Wales 2010, Australia"
1801,4.50,2019-03-07,2019-03-10,1 Hotel Brooklyn Bridge,New York,1,True,+1 833-625-6111,864,"60 Furman Street, Brooklyn"
1802,3.80,,,Arc The.Hotel,Washington D.C.,2,True,+1 202-337-6620,342,"824 New Hampshire Avenue Northwest, Washington, District of Columbia 20037, United States"
1803,4.50,,,Capitol Hill Hotel,Washington D.C.,2,True,+1 202-543-6000,2040,"200 C Street Southeast, Washington, DC 20003, USA"
1804,3.80,,,"Club Quarters Hotel In Washington, D.C.",Washington D.C.,2,False,+1 202-463-6400,567,"839 17th Street Northwest, Washington, District of Columbia 20006, United States"
1805,4.00,,,Comfort Inn Downtown Dc/Convention Center,Washington D.C.,2,False,+1 202-682-5300,312,"1201 13th Street Northwest, Washington, District of Columbia 20005, United States"
1806,4.10,,,Courtyard By Marriott Washington Capitol Hill/Navy Yard,Washington D.C.,2,True,+1 202-479-0027,336,"140 L Street Southeast, Washington, DC 20003, USA"
1807,4.30,,,Courtyard By Marriott Washington Downtown/Convention Center,Washington D.C.,2,False,+1 202-589-1800,1044,"901 L Street Northwest, Washington, DC 20001, USA"
1808,4.20,,,"Courtyard By Marriott Washington, Dc/Dupont Circle",Washington D.C.,2,False,+1 202-332-9300,420,"1900 Connecticut Avenue Northwest, Washington, DC 20009, USA"
1809,3.40,,,Days Inn By Wyndham Washington Dc/Connecticut Avenue,Washington D.C.,2,False,+1 800-615-3107,504,"4400 Connecticut Avenue Northwest, Washington, District of Columbia 20008, United States"
1810,3.80,,,Arc The.Hotel,Washington D.C.,1,True,+1 202-337-6620,342,"824 New Hampshire Avenue Northwest, Washington, District of Columbia 20037, United States"
1811,4.20,,,"Cambria Hotel Washington, D.C. Convention Center",Washington D.C.,1,False,+1 202-299-1188,1216,"899 O Street Northwest, Washington, District of Columbia 20001, United States"
1812,4.50,,,Capitol Hill Hotel,Washington D.C.,1,True,+1 202-543-6000,2040,"200 C Street Southeast, Washington, DC 20003, USA"
1813,3.80,,,"Club Quarters Hotel In Washington, D.C.",Washington D.C.,1,False,+1 202-463-6400,567,"839 17th Street Northwest, Washington, District of Columbia 20006, United States"
1814,4.00,,,Comfort Inn Downtown Dc/Convention Center,Washington D.C.,1,False,+1 202-682-5300,312,"1201 13th Street Northwest, Washington, District of Columbia 20005, United States"
1815,4.20,,,"Courtyard By Marriott Washington, Dc/Dupont Circle",Washington D.C.,1,False,+1 202-332-9300,420,"1900 Connecticut Avenue Northwest, Washington, DC 20009, USA"
1816,4.30,,,"Courtyard By Marriott Washington, Dc/Foggy Bottom",Washington D.C.,1,False,+1 202-296-5700,1176,"515 20th Street Northwest, Washington, DC 20006, USA"
1817,3.40,,,Days Inn By Wyndham Washington Dc/Connecticut Avenue,Washington D.C.,1,False,+1 800-615-3107,504,"4400 Connecticut Avenue Northwest, Washington, District of Columbia 20008, United States"
1818,4.50,2019-03-04,2019-03-10,Capitol Hill Hotel,Washington D.C.,1,True,+1 202-543-6000,2520,"200 C Street Southeast, Washington, DC 20003, USA"
1819,4.20,2019-03-03,2019-03-06,"Cambria Hotel Washington, D.C. Convention Center",Washington D.C.,2,False,+1 202-299-1188,1188,"899 O Street Northwest, Washington, District of Columbia 20001, United States"
1820,4.50,2019-03-02,2019-03-07,1 Hotel Central Park,New York,1,True,+1 212-703-2001,1920,1414 6th Avenue
1821,4.30,2019-03-04,2019-03-08,11 Howard,New York,1,False,+1 212-235-1111,864,11 Howard Street
1822,4.50,2019-03-09,2019-03-12,1 Hotel Brooklyn Bridge,New York,1,True,+1 833-625-6111,348,"60 Furman Street, Brooklyn"
1823,4.00,2019-03-03,2019-03-07,57 Hotel,Sydney,1,False,+61 2 9011 5756,1776,"57 Foveaux Street, Surry Hills New South Wales 2010, Australia"
1824,4.20,2019-03-04,2019-03-07,Belltown Inn,Seattle,2,True,+1 866-525-4704,816,2301 3rd Avenue
1825,4.60,2019-03-06,2019-03-12,Amastan Paris,Paris,1,False,+33 1 49 52 99 70,528,"34 Rue Jean Mermoz, 75008"
1826,4.00,2019-03-06,2019-03-10,57 Hotel,Sydney,3,False,+61 2 9011 5756,1392,"57 Foveaux Street, Surry Hills New South Wales 2010, Australia"
1827,4.30,2019-03-03,2019-03-04,Bahia Resort Hotel,San Diego,1,True,+1 858-539-8666,224,998 West Mission Bay Drive
1828,4.00,,,Delta Hotels By Marriott Toronto East,Toronto,3,True,+1 416-299-1500,1620,"2035 Kennedy Road, Scarborough, Ontario M1T 3G2, Canada"
1829,4.20,,,Doubletree By Hilton Toronto Airport,Toronto,3,True,+1 416-674-2222,1512,"925 Dixon Road, Etobicoke, Ontario M9W 1J8, Canada"
1830,4.40,,,Embassy Suites By Hilton Toronto Airport,Toronto,3,True,+1 416-674-8442,2592,262 Carlingview Drive
1831,3.90,,,Holiday Inn Express Toronto-North York,Toronto,3,True,+1 416-665-3500,1404,"30 Norfinch Drive, North York, Ontario M3N 1X1, Canada"
1832,4.00,,,Holiday Inn Toronto-Yorkdale,Toronto,3,True,+1 416-789-5161,2184,"3450 Dufferin Street, North York, Ontario M6A 2V1, Canada"
1833,3.00,2019-03-02,2019-03-06,Best Western Primrose Hotel Downtown-Toronto,Toronto,3,True,+1 800-780-7234,1332,111 Carlton Street
1834,4.60,,,Amastan Paris,Paris,2,False,+33 1 49 52 99 70,400,"34 Rue Jean Mermoz, 75008"
1835,3.40,,,Aparthotel Adagio Access Paris La Villette,Paris,2,True,+33 1 44 72 42 00,864,"28bis Avenue Corentin Cariou, 75019"
1836,3.70,,,Austin'S Saint Lazare HoTel,Paris,2,False,+33 1 48 74 48 71,666,"26 Rue d'Amsterdam, 75009"
1837,3.70,,,Avalon Hotel Paris Gare Du Nord,Paris,2,True,+33 1 42 85 50 00,315,"131 Boulevard de Magenta, 75010"
1838,4.40,,,Bob Hotel By Elegancia,Paris,2,False,+33 1 40 43 02 33,1584,"30 Rue Pernety, 75014"
1839,4.10,,,Brach Paris,Paris,2,False,+33 1 44 30 10 00,1728,"1-7 Rue Jean Richepin, 75016"
1840,4.50,,,Buddha-Bar Hotel Paris,Paris,2,True,+33 1 83 96 88 88,2520,"4 Rue d'Anjou, 75008"
1841,4.60,2019-03-08,2019-03-13,Amastan Paris,Paris,2,False,+33 1 49 52 99 70,1320,"34 Rue Jean Mermoz, 75008"
1842,4.60,,,Eaton Dc,Washington D.C.,1,True,+1 202-289-7600,368,"1201 K Street Northwest, Washington, District of Columbia 20005, United States"
1843,4.10,,,Hampton Inn & Suites Washington D.C./Navy Yard Area,Washington D.C.,1,True,+1 202-800-1000,2088,"1265 First Street Southeast, Washington, District of Columbia 20003, United States"
1844,4.30,,,Hilton Washington Dc National Mall,Washington D.C.,1,True,+1 202-484-1000,384,"480 L'Enfant Plaza Southwest, Washington, DC 20024, USA"
1845,4.30,,,Homewood Suites By Hilton Washington Dc Capitol-Navy Yard,Washington D.C.,1,True,+1 202-899-2800,840,"50 M Street Southeast, Washington, District of Columbia 20003, United States"
1846,4.30,,,Homewood Suites By Hilton Washington Dc Convention Center,Washington D.C.,1,True,+1 202-628-4663,1116,"465 New York Avenue Northwest, Washington, District of Columbia 20001, United States"
1847,4.50,,,Hotel Hive,Washington D.C.,1,True,+1 202-849-8499,1872,"2224 F Street Northwest, Washington, District of Columbia 20037, United States"
1848,3.90,,,Hotel Rl Washington Dc,Washington D.C.,1,True,+1 202-223-4320,1944,"1823 L Street Northwest, Washington, District of Columbia 20036, United States"
1849,3.80,2019-03-07,2019-03-09,Arc The.Hotel,Washington D.C.,1,True,+1 202-337-6620,276,"824 New Hampshire Avenue Northwest, Washington, District of Columbia 20037, United States"
1850,4.40,2019-03-03,2019-03-08,Ac Hotel By Marriott Beverly Hills,Los Angeles,2,False,+1 323-852-7000,1740,6399 Wilshire Boulevard
1851,4.30,2019-03-02,2019-03-07,11 Howard,New York,1,False,+1 212-235-1111,1740,11 Howard Street
1852,3.90,2019-03-06,2019-03-10,Airtel Plaza Hotel,Los Angeles,1,True,+1 800-224-7835,480,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
1853,4.40,2019-03-05,2019-03-07,Ac Hotel By Marriott Beverly Hills,Los Angeles,1,False,+1 323-852-7000,592,6399 Wilshire Boulevard
1854,4.30,2019-03-10,2019-03-12,Aloft Portland Airport At Cascade Station,Portland,1,True,+1 503-200-5678,552,9920 Northeast Cascades Parkway
1855,4.60,2019-03-05,2019-03-12,Aka University City,Philadelphia,1,False,+1 215-372-9000,560,"Cira Centre South, 2929 Walnut Street"
1856,4.30,2019-03-05,2019-03-12,11 Howard,New York,2,False,+1 212-235-1111,2688,11 Howard Street
1857,4.50,2019-03-04,2019-03-08,1 Hotel Brooklyn Bridge,New York,1,True,+1 833-625-6111,672,"60 Furman Street, Brooklyn"
1858,4.70,2019-03-05,2019-03-09,45 Park Lane,London,1,True,+44 20 7493 4545,1632,45 Park Lane
1859,4.70,,,45 Park Lane,London,3,True,+44 20 7493 4545,840,45 Park Lane
1860,4.30,,,Ace Hotel London,London,3,True,+44 20 7613 9800,2220,100 Shoreditch High Street
1861,4.20,,,Citadines Barbican London (Apart Hotel London),London,3,True,+44 20 7566 8000,1248,7-21 Goswell Road
1862,4.10,,,Citadines Holborn-Covent Garden London (Apart Hotel London),London,3,True,+44 20 7395 8800,1260,94-99 High Holborn
1863,4.20,,,Citadines Trafalgar Square London (Apart Hotel London),London,3,True,+44 20 7766 3700,1488,18-21 Northumberland Avenue
1864,3.80,,,Days Inn London Hyde Park,London,3,True,+44 20 7723 2939,702,148-152 Sussex Gardens
1865,4.10,,,De Vere Devonport House,London,3,True,+44 871 222 4796,720,King William Walk
1866,4.60,,,Devonshire Club,London,3,True,+44 20 3750 4545,1848,5 Devonshire Square
1867,4.30,,,Dorset Square Hotel,London,3,True,+44 20 7723 7874,1008,39-40 Dorset Square
1868,4.70,2019-03-04,2019-03-11,45 Park Lane,London,3,True,+44 20 7493 4545,3276,45 Park Lane
1869,4.40,,,Aloft New Delhi Aerocity,Delhi,3,False,+91 11 4565 0000,1536,"5B Igi T3 Road, Delhi - Ajmer Expressway, Aerocity, New Delhi"
1870,4.60,,,Andaz Delhi - A Concept By Hyatt,Delhi,3,True,+91 11 4903 1234,1152,"Asset, Street Number 1, New Delhi"
1871,4.10,,,Bloomrooms @ New Delhi Railway Station,Delhi,3,False,+91 11 4122 5666,1104,"8591, Arakashan Road, Opp New Delhi Railway Station, New Delhi"
1872,4.20,,,Calista Resort,Delhi,3,False,+91 11 4103 4591,1632,"37/2-4 Old, National Highway 48, Kapas Hera, New Delhi"
1873,4.30,,,Crowne Plaza New Delhi Mayur Vihar Noida,Delhi,3,False,+91 11 4110 2222,1368,"13 B, District Centre, Mayur Vihar, New Delhi"
1874,4.10,2019-03-01,2019-03-06,Bloomrooms @ New Delhi Railway Station,Delhi,3,False,+91 11 4122 5666,1740,"8591, Arakashan Road, Opp New Delhi Railway Station, New Delhi"
1875,4.30,2019-03-08,2019-03-10,Bahia Resort Hotel,San Diego,1,True,+1 858-539-8666,416,998 West Mission Bay Drive
1876,4.40,2019-03-03,2019-03-07,Catamaran Resort Hotel And Spa,San Diego,3,True,+1 858-488-1081,1536,3999 Mission Boulevard
1877,4.30,,,Doubletree By Hilton Hotel San Pedro - Port Of Los Angeles,Los Angeles,3,True,+1 310-514-3344,300,"2800 Via Cabrillo-Marina, San Pedro, California 90731, United States"
1878,3.70,,,Four Points By Sheraton Los Angeles International Airport,Los Angeles,3,True,+1 310-645-4600,1512,9750 Airport Boulevard
1879,4.60,,,Four Seasons Hotel Los Angeles At Beverly Hills,Los Angeles,3,True,+1 310-273-2222,456,300 Doheny Drive
1880,4.30,,,Freehand Los Angeles,Los Angeles,3,True,+1 213-612-0021,312,416 West 8th Street
1881,4.10,,,Holiday Inn Los Angeles Gateway - Torrance,Los Angeles,3,True,+1 310-781-9100,336,"19800 South Vermont Avenue, Torrance, California 90502, United States"
1882,4.10,,,Hotel Mdr Marina Del Rey - A Doubletree By Hilton,Los Angeles,3,True,+1 310-822-8555,2736,"13480 Maxella Avenue, Marina del Rey, California 90292, United States"
1883,4.30,2019-03-04,2019-03-08,Doubletree By Hilton Hotel San Pedro - Port Of Los Angeles,Los Angeles,3,True,+1 310-514-3344,1680,"2800 Via Cabrillo-Marina, San Pedro, California 90731, United States"
1884,4.20,2019-03-09,2019-03-13,28 Hotel Sydney,Sydney,1,False,+61 2 9102 2828,512,"28 Regent Street, Chippendale New South Wales 2008, Australia"
1885,4.30,2019-03-06,2019-03-07,Ac Hotel By Marriott Paris Porte Maillot,Paris,1,True,+33 1 84 82 49 09,256,"6 Rue Gustave Charpentier, 75017"
1886,4.60,,,Eaton Dc,Washington D.C.,2,True,+1 202-289-7600,368,"1201 K Street Northwest, Washington, District of Columbia 20005, United States"
1887,4.10,,,Hampton Inn & Suites Washington D.C./Navy Yard Area,Washington D.C.,3,True,+1 202-800-1000,2088,"1265 First Street Southeast, Washington, District of Columbia 20003, United States"
1888,4.30,,,Hilton Washington Dc National Mall,Washington D.C.,2,True,+1 202-484-1000,384,"480 L'Enfant Plaza Southwest, Washington, DC 20024, USA"
1889,4.30,,,Homewood Suites By Hilton Washington Dc Capitol-Navy Yard,Washington D.C.,2,True,+1 202-899-2800,840,"50 M Street Southeast, Washington, District of Columbia 20003, United States"
1890,4.30,,,Homewood Suites By Hilton Washington Dc Convention Center,Washington D.C.,3,True,+1 202-628-4663,1116,"465 New York Avenue Northwest, Washington, District of Columbia 20001, United States"
1891,4.50,,,Hotel Hive,Washington D.C.,3,True,+1 202-849-8499,1872,"2224 F Street Northwest, Washington, District of Columbia 20037, United States"
1892,3.90,,,Hotel Rl Washington Dc,Washington D.C.,3,True,+1 202-223-4320,1944,"1823 L Street Northwest, Washington, District of Columbia 20036, United States"
1893,3.80,2019-03-09,2019-03-14,Arc The.Hotel,Washington D.C.,1,True,+1 202-337-6620,630,"824 New Hampshire Avenue Northwest, Washington, District of Columbia 20037, United States"
1894,3.20,2019-03-10,2019-03-14,Abc Hyde Park Hotel,London,1,False,+44 20 7706 4660,528,121 Sussex Gardens
1895,4.30,2019-03-08,2019-03-12,Ace Hotel London,London,1,True,+44 20 7613 9800,480,100 Shoreditch High Street
1896,4.30,2019-03-06,2019-03-11,Ac Hotel By Marriott Paris Porte Maillot,Paris,2,True,+33 1 84 82 49 09,1740,"6 Rue Gustave Charpentier, 75017"
1897,4.40,2019-03-05,2019-03-10,Beck'S Motor Lodge,San Francisco,2,False,+1 415-621-8212,1560,2222 Market Street
1898,4.20,2019-03-07,2019-03-09,28 Hotel Sydney,Sydney,1,False,+61 2 9102 2828,432,"28 Regent Street, Chippendale New South Wales 2008, Australia"
1899,4.30,2019-03-05,2019-03-12,Ace Hotel London,London,3,True,+44 20 7613 9800,2688,100 Shoreditch High Street
1900,4.50,2019-03-02,2019-03-03,1 Hotel Brooklyn Bridge,New York,2,True,+1 833-625-6111,408,"60 Furman Street, Brooklyn"
1901,3.90,2019-03-06,2019-03-13,Ancasa Hotel & Spa Kuala Lumpur,Kuala Lumpur,1,False,+60 3-2026 6060,924,"Jalan Tun Tan Cheng Lock, City Centre, 50500 Kuala Lumpur, Wilayah Persekutuan"
1902,4.70,2019-03-06,2019-03-09,45 Park Lane,London,2,True,+44 20 7493 4545,720,45 Park Lane
1903,4.00,2019-03-06,2019-03-10,Best Western Premier Toronto Airport Carlingview Hotel,Toronto,1,True,+1 416-637-7000,368,"135 Carlingview Drive, Etobicoke, Ontario M9W 5E7, Canada"
1904,3.50,2019-03-02,2019-03-06,Abercorn House,London,2,False,+44 20 8563 8692,480,28-30 Bute Gardens
1905,4.00,2019-03-06,2019-03-10,Aloft Atlanta Downtown,Atlanta,1,True,+1 678-515-0300,672,300 Ted Turner Drive Northwest
1906,4.50,2019-03-08,2019-03-14,1 Hotel Brooklyn Bridge,New York,1,True,+1 833-625-6111,1584,"60 Furman Street, Brooklyn"
1907,4.50,2019-03-01,2019-03-04,1 Hotel Central Park,New York,1,True,+1 212-703-2001,348,1414 6th Avenue
1908,3.50,2019-03-07,2019-03-14,Abercorn House,London,2,False,+44 20 8563 8692,1092,28-30 Bute Gardens
1909,4.10,2019-03-08,2019-03-11,Banana Bungalow - Hollywood Hostel,Los Angeles,1,False,+1 323-469-2500,348,"5920 Hollywood Boulevard, Hollywood, CA 90028, USA"
1910,4.40,2019-03-07,2019-03-09,Bisha Hotel Toronto,Toronto,1,True,+1 416-551-2800,224,80 Blue Jays Way
1911,4.10,2019-03-06,2019-03-10,Best Western Plus Dragon Gate Inn,Los Angeles,3,True,+1 213-617-3077,1680,818 North Hill Street
1912,3.20,,,Abc Hyde Park Hotel,London,3,False,+44 20 7706 4660,972,121 Sussex Gardens
1913,4.10,,,Accommodation London Bridge,London,3,False,+44 20 7403 4299,1680,58 Great Dover Street
1914,3.70,,,Airways Hotel London Victoria,London,3,False,+44 20 7834 0205,315,29-31 Saint George's Drive
1915,4.50,,,Amba Hotel Charing Cross,London,3,False,+44 871 376 9012,1260,Strand
1916,4.20,,,Amba Hotel Marble Arch,London,3,False,+44 800 330 8523,480,Bryanston Street
1917,3.50,2019-03-10,2019-03-12,Abercorn House,London,3,False,+44 20 8563 8692,396,28-30 Bute Gardens
1918,4.30,2019-03-04,2019-03-07,Bahia Resort Hotel,San Diego,2,True,+1 858-539-8666,864,998 West Mission Bay Drive
1919,4.50,2019-03-02,2019-03-08,Capitol Hill Hotel,Washington D.C.,1,True,+1 202-543-6000,1488,"200 C Street Southeast, Washington, DC 20003, USA"
1920,4.50,2019-03-04,2019-03-08,1 Hotel Brooklyn Bridge,New York,2,True,+1 833-625-6111,672,"60 Furman Street, Brooklyn"
1921,4.30,2019-03-06,2019-03-13,Ac Hotel By Marriott Chicago Downtown,Chicago,2,True,+1 312-981-6600,3108,630 North Rush Street
1922,4.00,2019-03-09,2019-03-14,57 Hotel,Sydney,1,False,+61 2 9011 5756,1000,"57 Foveaux Street, Surry Hills New South Wales 2010, Australia"
1923,4.60,2019-03-03,2019-03-07,Andaz Delhi - A Concept By Hyatt,Delhi,1,True,+91 11 4903 1234,544,"Asset, Street Number 1, New Delhi"
1924,4.10,2019-03-09,2019-03-14,Hampton Inn Las Vegas/Summerlin,Las Vegas,1,False,+1 702-360-5700,540,7100 Cascade Valley Court
1925,4.40,2019-03-11,2019-03-14,Ac Hotel By Marriott Beverly Hills,Los Angeles,3,False,+1 323-852-7000,972,6399 Wilshire Boulevard
1926,4.40,2019-03-11,2019-03-14,Argonaut Hotel,San Francisco,1,True,+1 415-563-0800,720,495 Jefferson Street
1927,4.10,2019-03-13,2019-03-14,Courtyard By Marriott Sacramento Midtown,Sacramento,1,False,+1 916-455-6800,144,4422 Y Street
1928,4.70,2019-03-08,2019-03-10,Canopy By Hilton Portland Pearl District,Portland,1,True,+1 971-351-0230,288,425 Northwest 9th Avenue
1929,4.00,2019-03-05,2019-03-12,Anaheim Majestic Garden Hotel,Anaheim,3,True,+1 714-778-1700,2016,900 South Disneyland Drive
1930,3.90,2019-03-01,2019-03-03,Airtel Plaza Hotel,Los Angeles,2,True,+1 800-224-7835,420,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
1931,3.90,2019-03-01,2019-03-03,Airtel Plaza Hotel,Los Angeles,1,True,+1 800-224-7835,420,"7277 Valjean Avenue, Van Nuys, California 91406, United States"
1932,4.00,2019-03-10,2019-03-14,Anaheim Majestic Garden Hotel,Anaheim,1,True,+1 714-778-1700,1024,900 South Disneyland Drive
1933,3.50,2019-03-05,2019-03-12,Amsterdam Hostel San Francisco,San Francisco,1,False,+1 415-673-3277,2079,749 Taylor Street
